,p1_mean_def_last
333,48.333333333333336
334,56.666666666666664
335,46.666666666666664
336,20.833333333333332
337,60.833333333333336
338,35.0
339,40.833333333333336
340,31.666666666666668
341,55.833333333333336
342,79.16666666666667
343,44.166666666666664
344,93.33333333333333
345,55.833333333333336
346,74.16666666666667
347,37.5
348,45.0
349,61.666666666666664
350,49.166666666666664
351,83.33333333333333
352,44.166666666666664
353,58.333333333333336
354,38.333333333333336
355,57.5
356,75.0
357,45.833333333333336
358,45.833333333333336
359,61.666666666666664
360,33.333333333333336
361,42.5
362,55.0
363,33.333333333333336
364,23.333333333333332
365,63.333333333333336
366,65.83333333333333
367,45.0
368,41.666666666666664
369,36.666666666666664
370,16.666666666666668
371,40.833333333333336
372,55.833333333333336
373,40.0
374,65.83333333333333
375,35.833333333333336
376,48.333333333333336
377,66.66666666666667
378,40.0
379,24.166666666666668
380,30.833333333333332
381,27.5
382,66.66666666666667
383,52.5
384,61.666666666666664
385,29.166666666666668
386,72.5
387,41.666666666666664
388,55.0
389,55.833333333333336
390,51.666666666666664
391,38.333333333333336
392,55.833333333333336
393,63.333333333333336
394,55.0
395,48.333333333333336
396,41.666666666666664
397,44.166666666666664
398,55.0
399,30.833333333333332
400,30.833333333333332
401,38.333333333333336
402,63.333333333333336
403,40.0
404,24.166666666666668
405,75.0
406,37.5
407,62.5
408,73.33333333333333
409,85.83333333333333
410,7.5
411,44.166666666666664
412,69.16666666666667
413,41.666666666666664
414,30.0
415,37.5
416,35.0
417,31.666666666666668
418,46.666666666666664
419,65.0
420,35.0
421,44.166666666666664
422,63.333333333333336
423,67.5
424,55.0
425,57.5
426,63.333333333333336
427,38.333333333333336
428,48.333333333333336
429,55.0
430,50.0
431,40.833333333333336
432,65.83333333333333
433,47.5
434,63.333333333333336
435,70.0
436,25.833333333333332
437,25.833333333333332
438,57.5
439,67.5
440,55.833333333333336
441,66.66666666666667
442,42.5
443,52.5
444,67.5
445,52.5
446,60.833333333333336
447,25.0
448,58.333333333333336
449,86.66666666666667
450,51.666666666666664
451,35.833333333333336
452,55.833333333333336
453,61.666666666666664
454,30.833333333333332
455,15.833333333333334
456,22.5
457,88.33333333333333
458,74.16666666666667
459,34.166666666666664
460,80.83333333333333
461,51.666666666666664
462,54.166666666666664
463,59.166666666666664
464,55.833333333333336
465,51.666666666666664
466,38.333333333333336
467,61.666666666666664
468,53.333333333333336
469,50.833333333333336
470,24.166666666666668
471,56.666666666666664
472,38.333333333333336
473,39.166666666666664
474,44.166666666666664
475,75.83333333333333
476,10.833333333333334
477,51.666666666666664
478,55.833333333333336
479,56.666666666666664
480,56.666666666666664
481,48.333333333333336
482,38.333333333333336
483,37.5
484,34.166666666666664
485,30.833333333333332
486,51.666666666666664
487,55.833333333333336
488,25.0
489,63.333333333333336
490,72.5
491,35.833333333333336
492,63.333333333333336
493,52.5
494,16.666666666666668
495,45.833333333333336
496,60.833333333333336
497,63.333333333333336
498,35.0
499,65.0
500,69.16666666666667
501,60.833333333333336
502,16.666666666666668
503,27.5
504,17.5
505,49.166666666666664
506,50.833333333333336
507,27.5
508,51.666666666666664
509,94.16666666666667
510,61.666666666666664
511,49.166666666666664
512,34.166666666666664
513,52.5
514,60.833333333333336
515,69.16666666666667
516,51.666666666666664
517,60.833333333333336
518,40.833333333333336
519,65.0
520,37.5
521,52.5
522,61.666666666666664
523,60.833333333333336
524,14.166666666666666
525,55.833333333333336
526,63.333333333333336
527,56.666666666666664
528,75.83333333333333
529,50.0
530,84.16666666666667
531,36.666666666666664
532,55.0
533,51.666666666666664
534,65.0
535,81.66666666666667
536,39.166666666666664
537,41.666666666666664
538,45.0
539,24.166666666666668
540,85.0
541,37.5
542,25.0
543,59.166666666666664
544,45.833333333333336
545,68.33333333333333
546,37.5
547,51.666666666666664
548,46.666666666666664
549,47.5
550,70.83333333333333
551,42.5
552,11.666666666666666
553,42.5
554,68.33333333333333
555,53.333333333333336
556,39.166666666666664
557,69.16666666666667
558,41.666666666666664
559,38.333333333333336
560,45.0
561,68.33333333333333
562,49.166666666666664
563,70.0
564,69.16666666666667
565,40.833333333333336
566,79.16666666666667
567,24.166666666666668
568,37.5
569,53.333333333333336
570,75.83333333333333
571,48.333333333333336
572,29.166666666666668
573,40.833333333333336
574,48.333333333333336
575,30.833333333333332
576,65.83333333333333
577,63.333333333333336
578,56.666666666666664
579,55.833333333333336
580,40.833333333333336
581,50.0
582,50.833333333333336
583,37.5
584,55.0
585,65.0
586,55.833333333333336
587,63.333333333333336
588,65.83333333333333
589,61.666666666666664
590,67.5
591,10.833333333333334
592,80.0
593,30.833333333333332
594,44.166666666666664
595,50.833333333333336
596,49.166666666666664
597,61.666666666666664
598,51.666666666666664
599,49.166666666666664
600,42.5
601,68.33333333333333
602,46.666666666666664
603,45.0
604,30.833333333333332
605,33.333333333333336
606,24.166666666666668
607,79.16666666666667
608,65.83333333333333
609,45.833333333333336
610,66.66666666666667
611,21.666666666666668
612,55.833333333333336
613,90.83333333333333
614,65.0
615,79.16666666666667
616,39.166666666666664
617,57.5
618,50.833333333333336
619,48.333333333333336
620,75.83333333333333
621,15.833333333333334
622,28.333333333333332
623,6.666666666666667
624,52.5
625,51.666666666666664
626,63.333333333333336
627,34.166666666666664
628,44.166666666666664
629,64.16666666666667
630,74.16666666666667
631,40.833333333333336
632,24.166666666666668
633,30.833333333333332
634,57.5
635,62.5
636,56.666666666666664
637,51.666666666666664
638,60.833333333333336
639,58.333333333333336
640,37.5
641,48.333333333333336
642,38.333333333333336
643,36.666666666666664
644,44.166666666666664
645,75.0
646,51.666666666666664
647,45.833333333333336
648,75.83333333333333
649,25.833333333333332
650,48.333333333333336
651,55.833333333333336
652,55.833333333333336
653,42.5
654,30.833333333333332
655,49.166666666666664
656,78.33333333333333
657,75.83333333333333
658,40.833333333333336
659,43.333333333333336
660,66.66666666666667
661,65.0
662,14.166666666666666
663,38.333333333333336
664,65.0
665,81.66666666666667
666,35.0
667,33.333333333333336
668,41.666666666666664
669,40.833333333333336
670,75.83333333333333
671,31.666666666666668
672,70.0
673,40.0
674,35.0
675,65.0
676,30.0
677,30.0
678,10.833333333333334
679,62.5
680,45.833333333333336
681,63.333333333333336
682,44.166666666666664
683,44.166666666666664
684,53.333333333333336
685,47.5
686,34.166666666666664
687,52.5
688,36.666666666666664
689,65.0
690,16.666666666666668
691,81.66666666666667
692,15.833333333333334
693,59.166666666666664
694,59.166666666666664
695,85.83333333333333
696,58.333333333333336
697,68.33333333333333
698,53.333333333333336
699,36.666666666666664
700,89.16666666666667
701,55.833333333333336
702,35.833333333333336
703,70.83333333333333
704,46.666666666666664
705,38.333333333333336
706,50.0
707,57.5
708,62.5
709,66.66666666666667
710,32.5
711,63.333333333333336
712,38.333333333333336
713,49.166666666666664
714,52.5
715,48.333333333333336
716,35.833333333333336
717,69.16666666666667
718,38.333333333333336
719,57.5
720,19.166666666666668
721,69.16666666666667
722,40.833333333333336
723,51.666666666666664
724,54.166666666666664
725,15.0
726,49.166666666666664
727,68.33333333333333
728,74.16666666666667
729,30.833333333333332
730,63.333333333333336
731,57.5
732,67.5
733,57.5
734,29.166666666666668
735,53.333333333333336
736,54.166666666666664
737,67.5
738,63.333333333333336
739,44.166666666666664
740,60.833333333333336
741,21.666666666666668
742,70.0
743,34.166666666666664
744,75.83333333333333
745,38.333333333333336
746,55.0
747,49.166666666666664
748,67.5
749,45.0
750,49.166666666666664
751,64.16666666666667
752,52.5
753,30.0
754,37.5
755,52.5
756,52.5
757,69.16666666666667
758,50.833333333333336
759,68.33333333333333
760,63.333333333333336
761,25.833333333333332
762,61.666666666666664
763,49.166666666666664
764,35.0
765,75.83333333333333
766,59.166666666666664
767,71.66666666666667
768,15.833333333333334
769,59.166666666666664
770,55.833333333333336
771,61.666666666666664
772,65.0
773,50.833333333333336
774,46.666666666666664
775,24.166666666666668
776,59.166666666666664
777,60.0
778,67.5
779,59.166666666666664
780,55.833333333333336
781,63.333333333333336
782,51.666666666666664
783,23.333333333333332
784,56.666666666666664
785,53.333333333333336
786,75.0
787,65.83333333333333
788,41.666666666666664
789,45.833333333333336
790,50.0
791,65.83333333333333
792,60.0
793,30.833333333333332
794,75.83333333333333
795,44.166666666666664
796,49.166666666666664
797,70.0
798,61.666666666666664
799,60.0
800,45.0
801,57.5
802,42.5
803,65.0
804,66.66666666666667
805,30.833333333333332
806,24.166666666666668
807,53.333333333333336
808,41.666666666666664
809,15.0
810,32.5
811,81.66666666666667
812,55.833333333333336
813,61.666666666666664
814,61.666666666666664
815,65.83333333333333
816,65.83333333333333
817,16.666666666666668
818,30.833333333333332
819,56.666666666666664
820,62.5
821,82.5
822,38.333333333333336
823,63.333333333333336
824,67.5
825,26.666666666666668
826,44.166666666666664
827,33.333333333333336
828,62.5
829,55.833333333333336
830,44.166666666666664
831,7.5
832,61.666666666666664
833,40.833333333333336
834,63.333333333333336
835,53.333333333333336
836,23.333333333333332
837,61.666666666666664
838,30.833333333333332
839,25.833333333333332
840,40.833333333333336
841,50.833333333333336
842,67.5
843,34.166666666666664
844,50.0
845,72.5
846,49.166666666666664
847,60.833333333333336
848,52.5
849,71.66666666666667
850,61.666666666666664
851,79.16666666666667
852,54.166666666666664
853,25.0
854,50.833333333333336
855,72.5
856,47.5
857,61.666666666666664
858,88.0
859,65.83333333333333
860,55.833333333333336
861,64.16666666666667
862,66.66666666666667
863,60.833333333333336
864,77.5
865,20.833333333333332
866,58.333333333333336
867,75.0
868,59.166666666666664
869,40.0
870,44.166666666666664
871,51.666666666666664
872,44.166666666666664
873,27.5
874,74.16666666666667
875,39.166666666666664
876,65.0
877,50.0
878,20.833333333333332
879,49.166666666666664
880,37.5
881,64.16666666666667
882,50.833333333333336
883,55.0
884,57.5
885,24.166666666666668
886,90.83333333333333
887,49.166666666666664
888,60.0
889,62.5
890,58.333333333333336
891,61.666666666666664
892,35.833333333333336
893,51.666666666666664
894,40.833333333333336
895,64.16666666666667
896,72.5
897,48.333333333333336
898,61.666666666666664
899,70.0
900,54.166666666666664
901,40.0
902,62.5
903,22.5
904,64.16666666666667
905,41.666666666666664
906,30.0
907,28.333333333333332
908,33.333333333333336
909,46.666666666666664
910,68.33333333333333
911,38.333333333333336
912,45.833333333333336
913,75.83333333333333
914,45.0
915,59.166666666666664
916,55.833333333333336
917,27.5
918,68.33333333333333
919,86.66666666666667
920,77.5
921,60.0
922,60.0
923,15.0
924,49.166666666666664
925,52.5
926,57.5
927,26.666666666666668
928,47.5
929,47.5
930,74.16666666666667
931,76.66666666666667
932,16.666666666666668
933,15.0
934,35.0
935,10.833333333333334
936,79.16666666666667
937,75.83333333333333
938,40.833333333333336
939,75.83333333333333
940,51.666666666666664
941,56.666666666666664
942,55.0
943,58.333333333333336
944,51.666666666666664
945,40.833333333333336
946,20.833333333333332
947,31.666666666666668
948,35.0
949,43.333333333333336
950,48.333333333333336
951,61.666666666666664
952,15.0
953,47.5
954,41.666666666666664
955,47.5
956,46.666666666666664
957,41.666666666666664
958,38.333333333333336
959,69.16666666666667
960,42.5
961,59.166666666666664
962,47.5
963,40.833333333333336
964,40.833333333333336
965,39.166666666666664
966,30.0
967,41.666666666666664
968,85.83333333333333
969,56.666666666666664
970,75.83333333333333
971,30.833333333333332
972,27.5
973,60.833333333333336
974,77.5
975,45.0
976,44.166666666666664
977,45.0
978,40.0
979,36.666666666666664
980,55.833333333333336
981,77.5
982,49.166666666666664
983,60.0
984,61.666666666666664
985,48.333333333333336
986,51.666666666666664
987,76.66666666666667
988,36.666666666666664
989,34.166666666666664
990,63.333333333333336
991,67.5
992,57.5
993,36.666666666666664
994,25.833333333333332
995,60.833333333333336
996,10.833333333333334
997,67.5
998,30.0
999,36.666666666666664
1000,36.666666666666664
1001,63.333333333333336
1002,44.166666666666664
1003,53.333333333333336
1004,16.666666666666668
1005,44.166666666666664
1006,43.333333333333336
1007,52.5
1008,35.0
1009,60.0
1010,61.666666666666664
1011,69.16666666666667
1012,75.83333333333333
1013,67.5
1014,37.5
1015,69.16666666666667
1016,33.333333333333336
1017,25.833333333333332
1018,60.0
1019,40.833333333333336
1020,35.0
1021,49.166666666666664
1022,67.5
1023,47.5
1024,38.333333333333336
1025,40.0
1026,36.666666666666664
1027,44.166666666666664
1028,45.833333333333336
1029,37.5
1030,14.166666666666666
1031,77.5
1032,58.333333333333336
1033,38.333333333333336
1034,68.33333333333333
1035,48.333333333333336
1036,30.0
1037,50.0
1038,67.5
1039,30.0
1040,43.333333333333336
1041,45.0
1042,62.5
1043,16.666666666666668
1044,65.83333333333333
1045,35.833333333333336
1046,35.833333333333336
1047,45.0
1048,57.5
1049,24.166666666666668
1050,75.83333333333333
1051,40.0
1052,44.166666666666664
1053,22.5
1054,84.16666666666667
1055,40.0
1056,71.66666666666667
1057,68.33333333333333
1058,67.5
1059,38.333333333333336
1060,65.83333333333333
1061,66.66666666666667
1062,43.333333333333336
1063,54.166666666666664
1064,71.66666666666667
1065,55.0
1066,66.66666666666667
1067,79.16666666666667
1068,55.833333333333336
1069,55.833333333333336
1070,69.16666666666667
1071,58.333333333333336
1072,75.0
1073,50.0
1074,52.5
1075,44.166666666666664
1076,56.666666666666664
1077,47.5
1078,65.0
1079,60.833333333333336
1080,50.833333333333336
1081,30.833333333333332
1082,105.0
1083,30.833333333333332
1084,59.166666666666664
1085,50.833333333333336
1086,45.0
1087,58.333333333333336
1088,63.333333333333336
1089,77.5
1090,70.0
1091,54.166666666666664
1092,55.0
1093,69.16666666666667
1094,28.333333333333332
1095,49.166666666666664
1096,58.333333333333336
1097,7.5
1098,89.16666666666667
1099,55.833333333333336
1100,45.0
1101,71.66666666666667
1102,71.66666666666667
1103,51.666666666666664
1104,22.5
1105,50.833333333333336
1106,45.0
1107,76.66666666666667
1108,16.666666666666668
1109,10.833333333333334
1110,40.0
1111,67.5
1112,65.0
1113,45.833333333333336
1114,25.0
1115,51.666666666666664
1116,64.16666666666667
1117,75.0
1118,52.5
1119,36.666666666666664
1120,41.666666666666664
1121,71.66666666666667
1122,84.16666666666667
1123,26.666666666666668
1124,41.666666666666664
1125,57.5
1126,30.833333333333332
1127,42.5
1128,49.166666666666664
1129,38.333333333333336
1130,69.16666666666667
1131,57.5
1132,15.833333333333334
1133,36.666666666666664
1134,63.333333333333336
1135,35.833333333333336
1136,38.333333333333336
1137,40.0
1138,90.0
1139,79.16666666666667
1140,15.833333333333334
1141,34.166666666666664
1142,38.333333333333336
1143,75.0
1144,54.166666666666664
1145,75.83333333333333
1146,88.33333333333333
1147,55.833333333333336
1148,46.666666666666664
1149,59.166666666666664
1150,40.0
1151,76.66666666666667
1152,36.666666666666664
1153,59.166666666666664
1154,21.666666666666668
1155,63.333333333333336
1156,40.833333333333336
1157,75.83333333333333
1158,50.0
1159,32.5
1160,46.666666666666664
1161,30.0
1162,60.0
1163,61.666666666666664
1164,77.5
1165,63.333333333333336
1166,48.333333333333336
1167,48.333333333333336
1168,72.5
1169,41.666666666666664
1170,51.666666666666664
1171,68.33333333333333
1172,61.666666666666664
1173,53.333333333333336
1174,67.5
1175,41.666666666666664
1176,63.333333333333336
1177,65.0
1178,55.0
1179,60.833333333333336
1180,42.5
1181,36.666666666666664
1182,50.833333333333336
1183,52.5
1184,48.333333333333336
1185,55.0
1186,63.333333333333336
1187,52.5
1188,65.83333333333333
1189,61.666666666666664
1190,55.0
1191,50.833333333333336
1192,30.0
1193,83.33333333333333
1194,48.333333333333336
1195,65.0
1196,36.666666666666664
1197,50.0
1198,30.0
1199,44.166666666666664
1200,50.833333333333336
1201,50.833333333333336
1202,25.833333333333332
1203,16.666666666666668
1204,43.333333333333336
1205,64.16666666666667
1206,58.333333333333336
1207,50.833333333333336
1208,64.16666666666667
1209,51.666666666666664
1210,25.833333333333332
1211,58.333333333333336
1212,35.0
1213,69.16666666666667
1214,49.166666666666664
1215,24.166666666666668
1216,55.0
1217,67.5
1218,65.83333333333333
1219,41.666666666666664
1220,45.833333333333336
1221,71.66666666666667
1222,5.833333333333333
1223,42.5
1224,26.666666666666668
1225,41.666666666666664
1226,56.666666666666664
1227,30.833333333333332
1228,41.666666666666664
1229,31.666666666666668
1230,55.0
1231,77.5
1232,75.83333333333333
1233,59.166666666666664
1234,54.166666666666664
1235,33.333333333333336
1236,90.83333333333333
1237,22.5
1238,49.166666666666664
1239,41.666666666666664
1240,70.83333333333333
1241,70.0
1242,37.5
1243,68.33333333333333
1244,60.833333333333336
1245,46.666666666666664
1246,49.166666666666664
1247,80.83333333333333
1248,36.666666666666664
1249,58.333333333333336
1250,65.0
1251,60.0
1252,53.333333333333336
1253,40.0
1254,47.5
1255,24.166666666666668
1256,55.0
1257,51.666666666666664
1258,44.166666666666664
1259,61.666666666666664
1260,30.833333333333332
1261,30.0
1262,36.666666666666664
1263,50.833333333333336
1264,63.333333333333336
1265,68.33333333333333
1266,70.0
1267,38.333333333333336
1268,75.83333333333333
1269,68.33333333333333
1270,40.833333333333336
1271,70.83333333333333
1272,26.666666666666668
1273,17.5
1274,70.83333333333333
1275,61.666666666666664
1276,70.83333333333333
1277,64.16666666666667
1278,32.5
1279,49.166666666666664
1280,55.833333333333336
1281,61.666666666666664
1282,61.666666666666664
1283,49.166666666666664
1284,36.666666666666664
1285,24.166666666666668
1286,62.5
1287,85.0
1288,60.833333333333336
1289,23.333333333333332
1290,30.833333333333332
1291,34.166666666666664
1292,15.833333333333334
1293,0.8333333333333334
1294,82.5
1295,79.16666666666667
1296,30.0
1297,44.166666666666664
1298,66.66666666666667
1299,61.666666666666664
1300,88.0
1301,44.166666666666664
1302,10.833333333333334
1303,27.5
1304,48.333333333333336
1305,30.833333333333332
1306,63.333333333333336
1307,55.0
1308,30.833333333333332
1309,42.5
1310,35.833333333333336
1311,21.666666666666668
1312,50.0
1313,61.666666666666664
1314,61.666666666666664
1315,70.83333333333333
1316,15.833333333333334
1317,59.166666666666664
1318,51.666666666666664
1319,84.16666666666667
1320,61.666666666666664
1321,74.16666666666667
1322,45.0
1323,65.83333333333333
1324,40.0
1325,78.33333333333333
1326,76.66666666666667
1327,22.5
1328,53.333333333333336
1329,49.166666666666664
1330,43.333333333333336
1331,26.666666666666668
1332,49.166666666666664
1333,45.0
1334,50.0
1335,85.0
1336,70.0
1337,50.0
1338,69.16666666666667
1339,63.333333333333336
1340,30.0
1341,65.0
1342,30.0
1343,61.666666666666664
1344,67.5
1345,37.5
1346,30.833333333333332
1347,36.666666666666664
1348,14.166666666666666
1349,54.166666666666664
1350,51.666666666666664
1351,50.0
1352,49.166666666666664
1353,61.666666666666664
1354,29.166666666666668
1355,40.833333333333336
1356,55.833333333333336
1357,42.5
1358,51.666666666666664
1359,24.166666666666668
1360,51.666666666666664
1361,55.0
1362,51.666666666666664
1363,33.333333333333336
1364,17.5
1365,55.0
1366,87.5
1367,24.166666666666668
1368,75.0
1369,19.166666666666668
1370,28.333333333333332
1371,10.833333333333334
1372,45.0
1373,60.833333333333336
1374,80.83333333333333
1375,60.833333333333336
1376,75.83333333333333
1377,81.66666666666667
1378,21.666666666666668
1379,81.66666666666667
1380,26.666666666666668
1381,46.666666666666664
1382,60.0
1383,61.666666666666664
1384,39.166666666666664
1385,67.5
1386,15.833333333333334
1387,16.666666666666668
1388,69.16666666666667
1389,77.5
1390,47.5
1391,50.833333333333336
1392,75.0
1393,35.833333333333336
1394,57.5
1395,35.0
1396,22.5
1397,65.0
1398,60.833333333333336
1399,30.833333333333332
1400,49.166666666666664
1401,60.833333333333336
1402,75.83333333333333
1403,76.66666666666667
1404,71.66666666666667
1405,54.166666666666664
1406,57.5
1407,62.5
1408,61.666666666666664
1409,47.5
1410,56.666666666666664
1411,67.5
1412,75.83333333333333
1413,59.166666666666664
1414,29.166666666666668
1415,42.5
1416,43.333333333333336
1417,50.0
1418,37.5
1419,30.0
1420,56.666666666666664
1421,39.166666666666664
1422,58.333333333333336
1423,55.833333333333336
1424,38.333333333333336
1425,54.166666666666664
1426,48.333333333333336
1427,35.833333333333336
1428,54.166666666666664
1429,65.0
1430,7.5
1431,35.833333333333336
1432,39.166666666666664
1433,56.666666666666664
1434,38.333333333333336
1435,50.833333333333336
1436,37.5
1437,30.0
1438,27.5
1439,52.5
1440,35.833333333333336
1441,35.0
1442,41.666666666666664
1443,16.666666666666668
1444,49.166666666666664
1445,44.166666666666664
1446,51.666666666666664
1447,35.0
1448,50.833333333333336
1449,47.5
1450,25.0
1451,10.833333333333334
1452,35.0
1453,67.5
1454,40.833333333333336
1455,63.333333333333336
1456,47.5
1457,37.5
1458,10.833333333333334
1459,76.66666666666667
1460,43.333333333333336
1461,55.0
1462,35.833333333333336
1463,21.666666666666668
1464,28.333333333333332
1465,55.833333333333336
1466,33.333333333333336
1467,38.333333333333336
1468,57.5
1469,53.333333333333336
1470,58.333333333333336
1471,26.666666666666668
1472,50.833333333333336
1473,55.833333333333336
1474,57.5
1475,55.0
1476,78.33333333333333
1477,64.16666666666667
1478,37.5
1479,47.5
1480,36.666666666666664
1481,81.66666666666667
1482,67.5
1483,49.166666666666664
1484,29.166666666666668
1485,42.5
1486,45.833333333333336
1487,65.0
1488,23.333333333333332
1489,63.333333333333336
1490,49.166666666666664
1491,50.833333333333336
1492,65.0
1493,44.166666666666664
1494,49.166666666666664
1495,30.833333333333332
1496,38.333333333333336
1497,47.5
1498,55.833333333333336
1499,38.333333333333336
1500,49.166666666666664
1501,56.666666666666664
1502,18.333333333333332
1503,55.833333333333336
1504,67.5
1505,62.5
1506,60.833333333333336
1507,31.666666666666668
1508,86.66666666666667
1509,27.5
1510,79.16666666666667
1511,22.5
1512,59.166666666666664
1513,61.666666666666664
1514,75.83333333333333
1515,68.33333333333333
1516,45.0
1517,51.666666666666664
1518,57.5
1519,48.333333333333336
1520,85.0
1521,40.833333333333336
1522,27.5
1523,62.5
1524,55.0
1525,27.5
1526,55.0
1527,41.666666666666664
1528,55.833333333333336
1529,53.333333333333336
1530,17.5
1531,55.0
