,p2_mean_spa_last
456,91.66666666666667
457,99.16666666666667
458,107.375
459,99.95833333333333
460,88.29166666666667
461,90.0
462,53.333333333333336
463,103.29166666666667
464,104.125
465,105.0
466,95.83333333333333
467,92.45833333333333
468,67.5
469,100.79166666666667
470,77.5
471,89.125
472,92.5
473,74.95833333333333
474,80.83333333333333
475,97.41666666666667
476,78.33333333333333
477,99.125
478,71.66666666666667
479,83.29166666666667
480,108.29166666666667
481,85.83333333333333
482,98.25
483,98.33333333333333
484,88.25
485,86.625
486,89.125
487,94.95833333333333
488,78.33333333333333
489,105.79166666666667
490,100.79166666666667
491,94.125
492,97.45833333333333
493,95.79166666666667
494,69.16666666666667
495,65.0
496,91.625
497,81.66666666666667
498,104.16666666666667
499,76.66666666666667
500,90.79166666666667
501,99.16666666666667
502,94.16666666666667
503,55.833333333333336
504,75.0
505,89.125
506,99.95833333333333
507,81.66666666666667
508,83.33333333333333
509,98.33333333333333
510,97.41666666666667
511,75.83333333333333
512,93.33333333333333
513,76.66666666666667
514,98.25
515,98.29166666666667
516,90.0
517,85.0
518,51.666666666666664
519,89.16666666666667
520,76.625
521,100.0
522,72.5
523,98.33333333333333
524,54.166666666666664
525,107.45833333333333
526,94.125
527,95.79166666666667
528,99.16666666666667
529,88.29166666666667
530,98.33333333333333
531,103.33333333333333
532,103.25
533,85.0
534,89.16666666666667
535,84.95833333333333
536,81.66666666666667
537,85.0
538,82.5
539,100.0
540,90.79166666666667
541,98.29166666666667
542,100.83333333333333
543,92.41666666666667
544,104.16666666666667
545,96.625
546,99.16666666666667
547,98.29166666666667
548,90.0
549,86.58333333333333
550,88.29166666666667
551,70.0
552,92.5
553,90.83333333333333
554,100.0
555,108.25
556,100.0
557,97.5
558,77.5
559,97.5
560,103.33333333333333
561,99.16666666666667
562,77.45833333333333
563,107.45833333333333
564,95.625
565,103.29166666666667
566,80.0
567,83.29166666666667
568,52.5
569,96.625
570,88.29166666666667
571,104.95833333333333
572,88.33333333333333
573,82.5
574,84.91666666666667
575,79.16666666666667
576,100.0
577,100.79166666666667
578,69.95833333333333
579,108.33333333333333
580,67.5
581,93.29166666666667
582,74.16666666666667
583,85.0
584,81.66666666666667
585,85.0
586,68.29166666666667
587,103.29166666666667
588,90.79166666666667
589,68.29166666666667
590,98.29166666666667
591,97.41666666666667
592,99.16666666666667
593,76.66666666666667
594,85.0
595,71.625
596,92.375
597,86.66666666666667
598,97.45833333333333
599,92.5
600,74.125
601,93.33333333333333
602,82.5
603,102.5
604,80.0
605,81.66666666666667
606,94.95833333333333
607,93.29166666666667
608,81.58333333333333
609,99.16666666666667
610,102.45833333333333
611,105.0
612,92.41666666666667
613,81.625
614,89.16666666666667
615,88.33333333333333
616,76.66666666666667
617,83.33333333333333
618,99.16666666666667
619,80.0
620,91.66666666666667
621,100.0
622,92.41666666666667
623,80.0
624,90.83333333333333
625,85.0
626,85.79166666666667
627,67.5
628,96.66666666666667
629,101.625
630,100.79166666666667
631,79.16666666666667
632,102.45833333333333
633,81.66666666666667
634,74.125
635,84.95833333333333
636,84.95833333333333
637,93.33333333333333
638,99.16666666666667
639,86.66666666666667
640,90.83333333333333
641,84.91666666666667
642,84.95833333333333
643,81.625
644,92.41666666666667
645,77.5
646,86.66666666666667
647,85.79166666666667
648,104.125
649,77.5
650,75.83333333333333
651,98.33333333333333
652,89.125
653,83.29166666666667
654,69.16666666666667
655,94.91666666666667
656,88.29166666666667
657,85.0
658,92.5
659,86.66666666666667
660,98.29166666666667
661,86.625
662,65.0
663,90.83333333333333
664,102.45833333333333
665,95.79166666666667
666,90.83333333333333
667,92.5
668,109.125
669,86.66666666666667
670,108.29166666666667
671,86.66666666666667
672,104.95833333333333
673,76.66666666666667
674,91.66666666666667
675,97.5
676,90.83333333333333
677,106.625
678,93.29166666666667
679,108.29166666666667
680,99.16666666666667
681,80.0
682,88.33333333333333
683,85.0
684,93.29166666666667
685,76.66666666666667
686,86.66666666666667
687,85.0
688,94.16666666666667
689,103.29166666666667
690,79.95833333333333
691,93.33333333333333
692,77.5
693,102.5
694,99.125
695,94.16666666666667
696,85.0
697,100.79166666666667
698,69.95833333333333
699,64.16666666666667
700,95.79166666666667
701,83.29166666666667
702,91.66666666666667
703,108.33333333333333
704,89.125
705,94.95833333333333
706,79.16666666666667
707,102.5
708,87.45833333333333
709,79.16666666666667
710,53.333333333333336
711,94.08333333333333
712,95.75
713,81.625
714,70.0
715,99.16666666666667
716,90.83333333333333
717,82.45833333333333
718,87.5
719,84.125
720,88.33333333333333
721,95.0
722,89.125
723,73.29166666666667
724,104.95833333333333
725,103.29166666666667
726,91.66666666666667
727,100.0
728,104.16666666666667
729,62.458333333333336
730,104.125
731,94.16666666666667
732,88.29166666666667
733,82.41666666666667
734,78.29166666666667
735,104.16666666666667
736,89.95833333333333
737,95.83333333333333
738,96.66666666666667
739,89.91666666666667
740,83.33333333333333
741,78.33333333333333
742,100.79166666666667
743,85.79166666666667
744,102.41666666666667
745,62.5
746,94.95833333333333
747,101.66666666666667
748,97.41666666666667
749,110.0
750,79.91666666666667
751,102.45833333333333
752,99.125
753,68.33333333333333
754,109.125
755,104.125
756,104.16666666666667
757,97.5
758,76.625
759,97.5
760,89.95833333333333
761,68.33333333333333
762,85.0
763,84.08333333333333
764,59.958333333333336
765,88.29166666666667
766,76.625
767,92.45833333333333
768,70.79166666666667
769,78.25
770,90.83333333333333
771,101.625
772,85.0
773,85.0
774,83.33333333333333
775,62.458333333333336
776,89.91666666666667
777,84.125
778,99.08333333333333
779,95.0
780,86.66666666666667
781,89.95833333333333
782,104.16666666666667
783,102.5
784,101.625
785,97.375
786,89.125
787,94.125
788,85.0
789,100.0
790,90.79166666666667
791,94.95833333333333
792,105.0
793,102.5
794,104.16666666666667
795,82.5
796,100.0
797,97.41666666666667
798,95.0
799,103.29166666666667
800,108.25
801,87.5
802,95.0
803,90.83333333333333
804,102.45833333333333
805,78.33333333333333
806,109.125
807,100.0
808,82.5
809,81.66666666666667
810,76.625
811,104.16666666666667
812,103.33333333333333
813,104.16666666666667
814,77.5
815,85.0
816,89.875
817,85.83333333333333
818,83.29166666666667
819,78.33333333333333
820,88.29166666666667
821,91.625
822,90.83333333333333
823,87.5
824,90.66666666666667
825,92.45833333333333
826,96.66666666666667
827,90.83333333333333
828,93.33333333333333
829,87.5
830,82.5
831,77.5
832,104.125
833,92.45833333333333
834,103.29166666666667
835,94.91666666666667
836,85.79166666666667
837,87.41666666666667
838,79.16666666666667
839,64.16666666666667
840,85.79166666666667
841,99.125
842,96.66666666666667
843,95.0
844,100.83333333333333
845,95.83333333333333
846,72.45833333333333
847,97.5
848,90.0
849,84.125
850,102.45833333333333
851,96.66666666666667
852,84.16666666666667
853,95.79166666666667
854,83.25
855,100.0
856,79.16666666666667
857,90.79166666666667
858,106.66666666666667
859,92.5
860,90.83333333333333
861,66.66666666666667
862,80.0
863,82.45833333333333
864,76.58333333333333
865,94.16666666666667
866,85.0
867,99.95833333333333
868,101.625
869,95.83333333333333
870,95.75
871,97.45833333333333
872,89.16666666666667
873,84.16666666666667
874,98.33333333333333
875,91.66666666666667
876,76.66666666666667
877,98.25
878,97.5
879,88.29166666666667
880,96.625
881,104.125
882,84.16666666666667
883,92.45833333333333
884,81.66666666666667
885,60.0
886,88.33333333333333
887,97.5
888,101.625
889,83.33333333333333
890,100.0
891,93.33333333333333
892,98.33333333333333
893,103.29166666666667
894,80.0
895,93.20833333333333
896,105.0
897,95.83333333333333
898,94.08333333333333
899,99.125
900,82.5
901,93.29166666666667
902,94.95833333333333
903,86.66666666666667
904,100.83333333333333
905,70.0
906,66.625
907,81.66666666666667
908,81.66666666666667
909,97.5
910,103.33333333333333
911,88.33333333333333
912,90.83333333333333
913,107.45833333333333
914,93.29166666666667
915,86.66666666666667
916,109.125
917,75.83333333333333
918,82.45833333333333
919,112.41666666666667
920,78.33333333333333
921,90.83333333333333
922,94.125
923,85.83333333333333
924,86.625
925,90.0
926,106.54166666666667
927,84.16666666666667
928,78.29166666666667
929,101.625
930,96.66666666666667
931,104.16666666666667
932,84.95833333333333
933,77.5
934,88.29166666666667
935,100.0
936,94.83333333333333
937,88.29166666666667
938,100.83333333333333
939,100.0
940,94.08333333333333
941,79.16666666666667
942,100.83333333333333
943,98.29166666666667
944,89.95833333333333
945,83.33333333333333
946,96.66666666666667
947,95.83333333333333
948,71.625
949,69.16666666666667
950,96.58333333333333
951,93.29166666666667
952,60.0
953,62.5
954,102.45833333333333
955,100.0
956,85.0
957,94.125
958,81.66666666666667
959,95.0
960,98.33333333333333
961,90.0
962,67.5
963,64.16666666666667
964,99.16666666666667
965,65.83333333333333
966,84.125
967,102.5
968,96.66666666666667
969,80.83333333333333
970,101.58333333333333
971,89.95833333333333
972,93.29166666666667
973,90.83333333333333
974,85.0
975,99.16666666666667
976,92.5
977,82.45833333333333
978,76.625
979,93.33333333333333
980,99.125
981,84.125
982,96.58333333333333
983,99.16666666666667
984,84.08333333333333
985,97.45833333333333
986,74.125
987,99.16666666666667
988,99.125
989,83.33333333333333
990,95.0
991,84.16666666666667
992,99.16666666666667
993,80.79166666666667
994,103.29166666666667
995,99.16666666666667
996,70.0
997,89.95833333333333
998,75.79166666666667
999,76.625
1000,99.16666666666667
1001,72.45833333333333
1002,81.66666666666667
1003,88.29166666666667
1004,71.66666666666667
1005,79.16666666666667
1006,85.0
1007,98.29166666666667
1008,77.45833333333333
1009,83.33333333333333
1010,94.95833333333333
1011,67.5
1012,72.45833333333333
1013,105.75
1014,71.66666666666667
1015,102.45833333333333
1016,92.5
1017,104.16666666666667
1018,103.29166666666667
1019,89.08333333333333
1020,97.45833333333333
1021,109.95833333333333
1022,86.625
1023,100.0
1024,72.5
1025,78.33333333333333
1026,100.0
1027,99.16666666666667
1028,91.66666666666667
1029,97.5
1030,99.125
1031,103.29166666666667
1032,99.16666666666667
1033,85.0
1034,93.33333333333333
1035,100.79166666666667
1036,104.125
1037,59.125
1038,92.45833333333333
1039,99.125
1040,95.79166666666667
1041,70.83333333333333
1042,97.45833333333333
1043,55.833333333333336
1044,97.41666666666667
1045,60.833333333333336
1046,77.5
1047,99.16666666666667
1048,100.0
1049,81.66666666666667
1050,105.0
1051,86.66666666666667
1052,70.83333333333333
1053,65.83333333333333
1054,84.125
1055,82.5
1056,81.625
1057,95.83333333333333
1058,96.58333333333333
1059,75.0
1060,97.5
1061,83.29166666666667
1062,82.5
1063,72.5
1064,81.625
1065,71.66666666666667
1066,94.95833333333333
1067,100.0
1068,99.16666666666667
1069,94.91666666666667
1070,94.95833333333333
1071,89.16666666666667
1072,96.58333333333333
1073,100.83333333333333
1074,83.29166666666667
1075,69.95833333333333
1076,77.45833333333333
1077,83.29166666666667
1078,99.125
1079,94.95833333333333
1080,85.0
1081,97.5
1082,98.33333333333333
1083,109.125
1084,85.83333333333333
1085,93.29166666666667
1086,73.33333333333333
1087,104.16666666666667
1088,103.25
1089,92.45833333333333
1090,97.5
1091,100.0
1092,84.16666666666667
1093,85.0
1094,66.66666666666667
1095,100.79166666666667
1096,78.25
1097,90.79166666666667
1098,104.16666666666667
1099,62.5
1100,87.45833333333333
1101,71.66666666666667
1102,79.16666666666667
1103,76.66666666666667
1104,81.66666666666667
1105,98.29166666666667
1106,81.625
1107,88.29166666666667
1108,44.166666666666664
1109,56.666666666666664
1110,96.66666666666667
1111,90.83333333333333
1112,97.45833333333333
1113,100.0
1114,70.83333333333333
1115,78.33333333333333
1116,85.0
1117,86.66666666666667
1118,83.33333333333333
1119,78.33333333333333
1120,70.0
1121,104.125
1122,96.625
1123,97.45833333333333
1124,55.833333333333336
1125,91.625
1126,93.33333333333333
1127,85.0
1128,48.333333333333336
1129,76.66666666666667
1130,81.66666666666667
1131,89.16666666666667
1132,105.83333333333333
1133,89.16666666666667
1134,97.5
1135,89.16666666666667
1136,75.83333333333333
1137,70.83333333333333
1138,76.66666666666667
1139,97.45833333333333
1140,56.666666666666664
1141,74.16666666666667
1142,108.29166666666667
1143,100.79166666666667
1144,102.45833333333333
1145,105.83333333333333
1146,89.08333333333333
1147,78.33333333333333
1148,88.33333333333333
1149,98.33333333333333
1150,80.79166666666667
1151,93.29166666666667
1152,99.16666666666667
1153,94.95833333333333
1154,71.66666666666667
1155,87.41666666666667
1156,79.91666666666667
1157,97.5
1158,100.0
1159,97.5
1160,67.5
1161,77.5
1162,95.0
1163,99.125
1164,93.29166666666667
1165,85.79166666666667
1166,101.58333333333333
1167,82.5
1168,97.45833333333333
1169,78.29166666666667
1170,98.33333333333333
1171,95.0
1172,89.91666666666667
1173,98.29166666666667
1174,98.33333333333333
1175,86.625
1176,91.66666666666667
1177,60.833333333333336
1178,74.16666666666667
1179,84.125
1180,80.75
1181,70.83333333333333
1182,89.95833333333333
1183,93.33333333333333
1184,99.95833333333333
1185,99.16666666666667
1186,93.29166666666667
1187,85.0
1188,103.29166666666667
1189,94.125
1190,76.58333333333333
1191,86.66666666666667
1192,93.29166666666667
1193,97.41666666666667
1194,73.29166666666667
1195,90.83333333333333
1196,81.66666666666667
1197,97.5
1198,85.83333333333333
1199,99.16666666666667
1200,105.83333333333333
1201,89.125
1202,50.833333333333336
1203,93.25
1204,93.29166666666667
1205,61.666666666666664
1206,98.29166666666667
1207,77.5
1208,104.08333333333333
1209,104.16666666666667
1210,98.33333333333333
1211,87.5
1212,104.16666666666667
1213,98.25
1214,65.79166666666667
1215,102.45833333333333
1216,89.125
1217,97.41666666666667
1218,97.5
1219,104.16666666666667
1220,74.95833333333333
1221,80.79166666666667
1222,90.0
1223,76.625
1224,77.5
1225,106.625
1226,93.33333333333333
1227,63.291666666666664
1228,93.29166666666667
1229,46.666666666666664
1230,94.125
1231,108.29166666666667
1232,104.125
1233,104.95833333333333
1234,104.16666666666667
1235,97.5
1236,101.625
1237,80.0
1238,86.66666666666667
1239,77.5
1240,84.08333333333333
1241,86.625
1242,68.33333333333333
1243,69.16666666666667
1244,91.66666666666667
1245,55.833333333333336
1246,103.29166666666667
1247,85.0
1248,100.0
1249,85.79166666666667
1250,98.29166666666667
1251,100.79166666666667
1252,79.125
1253,99.16666666666667
1254,95.83333333333333
1255,101.66666666666667
1256,93.29166666666667
1257,93.33333333333333
1258,92.5
1259,79.95833333333333
1260,86.625
1261,86.66666666666667
1262,90.83333333333333
1263,99.16666666666667
1264,95.0
1265,96.66666666666667
1266,96.58333333333333
1267,65.83333333333333
1268,100.0
1269,97.5
1270,87.45833333333333
1271,99.95833333333333
1272,52.5
1273,89.95833333333333
1274,93.29166666666667
1275,86.66666666666667
1276,92.45833333333333
1277,93.33333333333333
1278,104.16666666666667
1279,107.5
1280,75.75
1281,65.83333333333333
1282,102.5
1283,86.66666666666667
1284,90.83333333333333
1285,72.45833333333333
1286,97.45833333333333
1287,104.16666666666667
1288,69.95833333333333
1289,88.20833333333333
1290,104.08333333333333
1291,80.83333333333333
1292,66.66666666666667
1293,55.833333333333336
1294,93.29166666666667
1295,97.41666666666667
1296,73.29166666666667
1297,91.66666666666667
1298,102.45833333333333
1299,91.58333333333333
1300,105.79166666666667
1301,78.29166666666667
1302,87.45833333333333
1303,82.5
1304,89.125
1305,50.833333333333336
1306,89.79166666666667
1307,91.58333333333333
1308,83.29166666666667
1309,77.5
1310,93.29166666666667
1311,90.83333333333333
1312,81.66666666666667
1313,98.33333333333333
1314,88.29166666666667
1315,94.95833333333333
1316,98.29166666666667
1317,93.29166666666667
1318,93.29166666666667
1319,87.45833333333333
1320,92.45833333333333
1321,98.33333333333333
1322,88.33333333333333
1323,99.125
1324,89.16666666666667
1325,87.45833333333333
1326,72.5
1327,90.79166666666667
1328,89.95833333333333
1329,79.08333333333333
1330,82.45833333333333
1331,79.16666666666667
1332,104.125
1333,92.45833333333333
1334,94.95833333333333
1335,80.0
1336,104.125
1337,96.66666666666667
1338,86.66666666666667
1339,97.5
1340,59.125
1341,97.5
1342,102.45833333333333
1343,89.16666666666667
1344,93.29166666666667
1345,82.45833333333333
1346,72.5
1347,93.33333333333333
1348,110.83333333333333
1349,100.0
1350,86.66666666666667
1351,81.58333333333333
1352,102.45833333333333
1353,85.0
1354,66.66666666666667
1355,79.95833333333333
1356,98.33333333333333
1357,95.0
1358,100.0
1359,102.5
1360,105.79166666666667
1361,85.79166666666667
1362,93.29166666666667
1363,81.66666666666667
1364,77.5
1365,85.70833333333333
1366,110.83333333333333
1367,95.0
1368,90.83333333333333
1369,62.5
1370,81.625
1371,97.5
1372,89.16666666666667
1373,98.29166666666667
1374,103.25
1375,98.33333333333333
1376,89.125
1377,104.125
1378,77.5
1379,97.41666666666667
1380,53.333333333333336
1381,85.83333333333333
1382,89.95833333333333
1383,93.33333333333333
1384,97.5
1385,93.25
1386,104.16666666666667
1387,75.83333333333333
1388,88.29166666666667
1389,104.91666666666667
1390,92.5
1391,98.33333333333333
1392,77.5
1393,93.29166666666667
1394,77.5
1395,72.5
1396,70.83333333333333
1397,93.33333333333333
1398,102.45833333333333
1399,86.66666666666667
1400,82.45833333333333
1401,100.0
1402,85.0
1403,69.95833333333333
1404,95.0
1405,75.75
1406,91.66666666666667
1407,99.16666666666667
1408,92.45833333333333
1409,96.58333333333333
1410,81.66666666666667
1411,70.0
1412,95.79166666666667
1413,86.66666666666667
1414,64.16666666666667
1415,89.16666666666667
1416,109.08333333333333
1417,102.5
1418,68.29166666666667
1419,63.333333333333336
1420,90.75
1421,95.0
1422,97.5
1423,88.29166666666667
1424,72.45833333333333
1425,72.5
1426,92.5
1427,66.66666666666667
1428,90.79166666666667
1429,103.33333333333333
1430,99.16666666666667
1431,100.0
1432,90.83333333333333
1433,80.0
1434,79.16666666666667
1435,85.83333333333333
1436,64.16666666666667
1437,88.33333333333333
1438,71.66666666666667
1439,80.83333333333333
1440,89.125
1441,99.16666666666667
1442,104.16666666666667
1443,99.125
1444,82.5
1445,80.0
1446,93.29166666666667
1447,78.29166666666667
1448,99.16666666666667
1449,92.5
1450,75.75
1451,93.33333333333333
1452,93.33333333333333
1453,86.66666666666667
1454,77.45833333333333
1455,97.45833333333333
1456,99.16666666666667
1457,90.79166666666667
1458,85.0
1459,98.33333333333333
1460,99.16666666666667
1461,99.16666666666667
1462,67.5
1463,85.83333333333333
1464,97.5
1465,102.45833333333333
1466,98.33333333333333
1467,97.45833333333333
1468,93.29166666666667
1469,70.79166666666667
1470,97.45833333333333
1471,104.125
1472,85.0
1473,99.125
1474,94.95833333333333
1475,105.0
1476,93.16666666666667
1477,98.29166666666667
1478,93.33333333333333
1479,92.5
1480,95.83333333333333
1481,80.83333333333333
1482,85.83333333333333
1483,104.16666666666667
1484,93.33333333333333
1485,106.66666666666667
1486,64.125
1487,99.16666666666667
1488,50.0
1489,101.625
1490,97.45833333333333
1491,99.125
1492,89.125
1493,81.66666666666667
1494,88.29166666666667
1495,78.29166666666667
1496,104.16666666666667
1497,100.0
1498,75.0
1499,57.5
1500,100.0
1501,86.625
1502,84.08333333333333
1503,60.833333333333336
1504,88.33333333333333
1505,83.29166666666667
1506,81.625
1507,82.5
1508,106.66666666666667
1509,81.625
1510,87.5
1511,97.5
1512,102.41666666666667
1513,109.08333333333333
1514,103.29166666666667
1515,85.79166666666667
1516,64.16666666666667
1517,92.5
1518,99.16666666666667
1519,80.79166666666667
1520,93.33333333333333
1521,90.83333333333333
1522,103.33333333333333
1523,89.125
1524,85.79166666666667
1525,90.83333333333333
1526,90.0
1527,95.0
1528,95.83333333333333
1529,104.16666666666667
1530,94.125
1531,93.33333333333333
1532,84.125
1533,88.25
1534,103.29166666666667
1535,68.33333333333333
1536,102.41666666666667
1537,94.16666666666667
1538,104.125
1539,71.66666666666667
1540,98.33333333333333
1541,99.125
1542,86.625
1543,89.95833333333333
1544,99.16666666666667
1545,99.95833333333333
1546,81.58333333333333
1547,76.625
1548,82.5
1549,71.66666666666667
1550,97.41666666666667
1551,94.125
1552,100.79166666666667
1553,87.5
1554,98.33333333333333
