,p1_hp_trend,p2_hp_trend,hp_trend_diff
305,-10.0,-10.833333333333329,0.8333333333333286
306,-10.0,0.0,-10.0
307,-42.49999999999999,0.0,-42.49999999999999
308,0.0,0.0,0.0
309,-41.66666666666666,0.0,-41.66666666666666
310,-26.666666666666657,0.0,-26.666666666666657
311,-10.0,0.0,-10.0
312,-51.66666666666667,0.0,-51.66666666666667
313,-68.33333333333334,0.0,-68.33333333333334
314,-61.0,-41.66666666666667,-19.33333333333333
315,-26.66666666666667,-15.833333333333343,-10.833333333333329
316,-45.0,0.0,-45.0
317,-42.5,0.0,-42.5
318,-10.833333333333329,0.0,-10.833333333333329
319,-57.5,0.0,-57.5
320,-68.33333333333333,-10.0,-58.33333333333333
321,-25.83333333333333,0.0,-25.83333333333333
322,-68.33333333333334,0.0,-68.33333333333334
323,0.0,0.0,0.0
324,-57.5,-15.833333333333329,-41.66666666666667
325,-88.33333333333334,-41.66666666666667,-46.66666666666667
326,-35.833333333333336,0.0,-35.833333333333336
327,-56.66666666666667,0.0,-56.66666666666667
328,-41.66666666666667,0.0,-41.66666666666667
329,-40.83333333333333,0.0,-40.83333333333333
330,-68.33333333333334,0.0,-68.33333333333334
331,0.0,0.0,0.0
332,-39.16666666666667,0.0,-39.16666666666667
333,-27.5,0.0,-27.5
334,-68.33333333333333,-42.500000000000014,-25.833333333333314
335,-66.66666666666666,-15.833333333333329,-50.83333333333333
336,-55.0,0.0,-55.0
337,-51.66666666666667,0.0,-51.66666666666667
338,-53.33333333333333,-29.16666666666667,-24.166666666666657
339,-25.0,-9.166666666666671,-15.833333333333329
340,-65.83333333333334,-44.16666666666667,-21.66666666666667
341,-9.166666666666657,0.0,-9.166666666666657
342,-26.66666666666667,0.0,-26.66666666666667
343,-26.66666666666667,-15.833333333333329,-10.833333333333343
344,0.0,0.0,0.0
345,-10.833333333333329,0.0,-10.833333333333329
346,0.0,0.0,0.0
347,-70.83333333333333,-12.5,-58.33333333333333
348,-40.0,0.0,-40.0
349,0.0,0.0,0.0
350,-8.333333333333343,0.0,-8.333333333333343
351,0.0,0.0,0.0
352,-25.833333333333343,0.0,-25.833333333333343
353,-15.833333333333343,0.0,-15.833333333333343
354,-40.0,-26.66666666666667,-13.333333333333329
355,-36.666666666666664,0.0,-36.666666666666664
356,-41.66666666666667,0.0,-41.66666666666667
357,-36.66666666666667,-26.66666666666667,-10.0
358,-19.166666666666657,0.0,-19.166666666666657
359,0.0,0.0,0.0
360,-31.66666666666667,-15.833333333333343,-15.833333333333329
361,-54.166666666666664,0.0,-54.166666666666664
362,-10.000000000000014,0.0,-10.000000000000014
363,-37.499999999999986,0.0,-37.499999999999986
364,-54.16666666666666,-63.33333333333333,9.166666666666671
365,0.0,0.0,0.0
366,-15.833333333333329,-41.66666666666667,25.833333333333343
367,-42.5,0.0,-42.5
368,-26.66666666666667,0.0,-26.66666666666667
369,-78.5,0.0,-78.5
370,-54.99999999999999,0.0,-54.99999999999999
371,-70.0,0.0,-70.0
372,-10.833333333333329,0.0,-10.833333333333329
373,-72.5,-10.0,-62.5
374,-26.66666666666667,0.0,-26.66666666666667
375,-68.33333333333333,0.0,-68.33333333333333
376,-49.99999999999999,0.0,-49.99999999999999
377,-10.0,0.0,-10.0
378,-84.16666666666666,-10.0,-74.16666666666666
379,-53.333333333333336,-57.49999999999999,4.166666666666657
380,-52.5,0.0,-52.5
381,-27.5,0.0,-27.5
382,0.0,0.0,0.0
383,-26.666666666666657,0.0,-26.666666666666657
384,-8.333333333333329,0.0,-8.333333333333329
385,-56.66666666666667,-10.000000000000014,-46.66666666666666
386,0.0,0.0,0.0
387,-29.16666666666667,0.0,-29.16666666666667
388,-26.66666666666667,0.0,-26.66666666666667
389,-22.5,-26.66666666666667,4.166666666666671
390,-68.33333333333333,-26.66666666666667,-41.66666666666666
391,-35.0,-8.333333333333343,-26.666666666666657
392,-10.833333333333329,0.0,-10.833333333333329
393,0.0,0.0,0.0
394,-9.166666666666671,-15.833333333333329,6.666666666666657
395,-8.333333333333329,0.0,-8.333333333333329
396,-26.66666666666667,-10.0,-16.66666666666667
397,-79.16666666666667,-15.833333333333329,-63.33333333333334
398,-15.833333333333343,0.0,-15.833333333333343
399,-37.5,0.0,-37.5
400,-51.66666666666666,0.0,-51.66666666666666
401,-36.66666666666666,0.0,-36.66666666666666
402,-10.0,0.0,-10.0
403,-50.83333333333333,-12.5,-38.33333333333333
404,-96.66666666666666,-15.833333333333343,-80.83333333333331
405,-26.66666666666667,0.0,-26.66666666666667
406,-78.33333333333333,-10.833333333333329,-67.5
407,-10.833333333333329,0.0,-10.833333333333329
408,0.0,0.0,0.0
409,-41.666666666666664,0.0,-41.666666666666664
410,-70.83333333333333,0.0,-70.83333333333333
411,-42.500000000000014,-9.166666666666657,-33.33333333333336
412,0.0,0.0,0.0
413,-25.0,0.0,-25.0
414,-93.33333333333333,-28.333333333333343,-64.99999999999999
415,-40.0,0.0,-40.0
416,-37.5,0.0,-37.5
417,-78.33333333333334,-35.0,-43.33333333333334
418,-15.833333333333329,-26.666666666666657,10.833333333333329
419,-26.666666666666657,0.0,-26.666666666666657
420,-26.66666666666667,-57.5,30.83333333333333
421,-36.66666666666667,0.0,-36.66666666666667
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,-26.66666666666667,0.0,-26.66666666666667
426,0.0,0.0,0.0
427,-25.0,-57.500000000000014,32.500000000000014
428,-51.66666666666666,0.0,-51.66666666666666
429,-57.5,-41.66666666666667,-15.833333333333329
430,-79.16666666666667,-26.666666666666657,-52.500000000000014
431,-36.66666666666667,-8.333333333333343,-28.33333333333333
432,0.0,0.0,0.0
433,-25.0,-41.66666666666666,16.666666666666657
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,-63.33333333333334,0.0,-63.33333333333334
437,-95.0,-26.66666666666667,-68.33333333333333
438,-68.33333333333333,-15.833333333333343,-52.499999999999986
439,-25.833333333333336,0.0,-25.833333333333336
440,-10.000000000000014,0.0,-10.000000000000014
441,-41.66666666666666,0.0,-41.66666666666666
442,-30.0,0.0,-30.0
443,-26.666666666666657,0.0,-26.666666666666657
444,-68.33333333333334,0.0,-68.33333333333334
445,-26.666666666666657,0.0,-26.666666666666657
446,-68.33333333333334,-15.833333333333336,-52.50000000000001
447,-51.66666666666666,-41.666666666666686,-9.999999999999972
448,-15.833333333333343,0.0,-15.833333333333343
449,0.0,0.0,0.0
450,-10.0,0.0,-10.0
451,-90.0,0.0,-90.0
452,-9.166666666666657,-10.000000000000014,0.833333333333357
453,-23.333333333333336,0.0,-23.333333333333336
454,-51.66666666666667,0.0,-51.66666666666667
455,-65.0,-41.66666666666666,-23.333333333333343
456,-57.5,0.0,-57.5
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,-42.5,0.0,-42.5
460,0.0,0.0,0.0
461,-26.66666666666667,0.0,-26.66666666666667
462,-25.833333333333343,-25.0,-0.8333333333333428
463,-27.5,0.0,-27.5
464,-10.833333333333343,0.0,-10.833333333333343
465,-68.33333333333333,0.0,-68.33333333333333
466,-42.5,0.0,-42.5
467,-15.833333333333343,0.0,-15.833333333333343
468,-52.5,-42.5,-10.0
469,-57.5,0.0,-57.5
470,-46.666666666666664,-10.833333333333343,-35.83333333333332
471,-10.833333333333343,0.0,-10.833333333333343
472,-34.16666666666667,0.0,-34.16666666666667
473,-20.83333333333333,-15.833333333333329,-5.0
474,-39.999999999999986,-12.5,-27.499999999999986
475,0.0,0.0,0.0
476,-48.33333333333333,-15.000000000000007,-33.33333333333332
477,-68.33333333333333,0.0,-68.33333333333333
478,-9.166666666666657,-15.833333333333343,6.666666666666686
479,-26.66666666666667,-26.66666666666667,0.0
480,-26.66666666666667,0.0,-26.66666666666667
481,-26.666666666666657,-12.5,-14.166666666666657
482,-36.833333333333336,0.0,-36.833333333333336
483,-30.833333333333343,0.0,-30.833333333333343
484,-96.66666666666667,0.0,-96.66666666666667
485,-45.83333333333333,-15.833333333333343,-29.999999999999986
486,-26.66666666666667,0.0,-26.66666666666667
487,-15.833333333333343,0.0,-15.833333333333343
488,-80.83333333333334,-15.833333333333329,-65.00000000000001
489,0.0,0.0,0.0
490,-10.0,0.0,-10.0
491,-53.333333333333336,0.0,-53.333333333333336
492,-10.0,0.0,-10.0
493,-15.833333333333329,0.0,-15.833333333333329
494,-70.0,-26.66666666666667,-43.33333333333333
495,-42.5,-20.83333333333333,-21.66666666666667
496,-56.66666666666666,-26.666666666666686,-29.99999999999997
497,0.0,0.0,0.0
498,-49.16666666666667,0.0,-49.16666666666667
499,-13.333333333333329,-15.833333333333329,2.5
500,-50.83333333333334,0.0,-50.83333333333334
501,-41.66666666666667,0.0,-41.66666666666667
502,-70.0,0.0,-70.0
503,-34.16666666666667,-37.499999999999986,3.3333333333333144
504,-65.0,-10.0,-55.0
505,-10.0,0.0,-10.0
506,-26.66666666666667,0.0,-26.66666666666667
507,-40.0,-15.833333333333329,-24.16666666666667
508,-15.833333333333329,-10.0,-5.833333333333329
509,-41.66666666666666,0.0,-41.66666666666666
510,-9.166666666666657,0.0,-9.166666666666657
511,-15.833333333333329,-15.833333333333329,0.0
512,-80.83333333333334,-26.666666666666657,-54.166666666666686
513,-15.833333333333329,-9.166666666666671,-6.666666666666657
514,-10.0,0.0,-10.0
515,-15.833333333333329,0.0,-15.833333333333329
516,-10.0,0.0,-10.0
517,-41.66666666666667,0.0,-41.66666666666667
518,-70.83333333333334,-57.5,-13.333333333333343
519,-26.66666666666667,0.0,-26.66666666666667
520,-78.33333333333333,-12.5,-65.83333333333333
521,-13.333333333333329,0.0,-13.333333333333329
522,-9.166666666666657,-15.833333333333329,6.666666666666671
523,-9.166666666666657,0.0,-9.166666666666657
524,-106.66666666666667,-70.0,-36.66666666666667
525,-40.83333333333333,0.0,-40.83333333333333
526,0.0,0.0,0.0
527,-26.66666666666667,0.0,-26.66666666666667
528,0.0,0.0,0.0
529,-68.33333333333334,0.0,-68.33333333333334
530,0.0,0.0,0.0
531,-35.83333333333334,0.0,-35.83333333333334
532,0.0,0.0,0.0
533,-68.33333333333333,-26.66666666666667,-41.66666666666666
534,-8.333333333333329,-26.666666666666657,18.33333333333333
535,0.0,0.0,0.0
536,-61.66666666666667,-9.166666666666657,-52.500000000000014
537,-29.16666666666667,0.0,-29.16666666666667
538,-40.0,0.0,-40.0
539,-60.0,0.0,-60.0
540,0.0,0.0,0.0
541,-29.166666666666664,0.0,-29.166666666666664
542,-49.16666666666667,0.0,-49.16666666666667
543,-51.66666666666667,0.0,-51.66666666666667
544,-95.0,0.0,-95.0
545,-26.666666666666657,0.0,-26.666666666666657
546,-84.16666666666666,0.0,-84.16666666666666
547,-10.0,0.0,-10.0
548,-15.000000000000014,0.0,-15.000000000000014
549,-37.5,0.0,-37.5
550,0.0,0.0,0.0
551,-42.5,-10.0,-32.5
552,-53.33333333333334,0.0,-53.33333333333334
553,-84.16666666666667,0.0,-84.16666666666667
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,-64.16666666666667,0.0,-64.16666666666667
557,0.0,0.0,0.0
558,-25.0,-15.833333333333343,-9.166666666666657
559,-25.833333333333343,0.0,-25.833333333333343
560,-37.5,0.0,-37.5
561,-9.166666666666664,0.0,-9.166666666666664
562,-10.0,-26.66666666666667,16.66666666666667
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,-25.0,0.0,-25.0
566,0.0,0.0,0.0
567,-36.666666666666664,-26.666666666666686,-9.999999999999979
568,-45.83333333333333,-57.5,11.666666666666671
569,-10.0,0.0,-10.0
570,0.0,0.0,0.0
571,-77.5,0.0,-77.5
572,-30.83333333333333,-15.833333333333329,-15.0
573,-25.833333333333343,0.0,-25.833333333333343
574,-57.49999999999999,-41.66666666666666,-15.833333333333336
575,-51.66666666666667,-26.666666666666657,-25.000000000000014
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,-26.666666666666657,-15.833333333333329,-10.833333333333329
579,-25.833333333333336,0.0,-25.833333333333336
580,-67.5,-42.5,-25.0
581,-68.33333333333334,0.0,-68.33333333333334
582,-51.66666666666667,-26.66666666666667,-25.0
583,-26.666666666666657,0.0,-26.666666666666657
584,-9.166666666666671,-10.0,0.8333333333333286
585,-26.66666666666667,0.0,-26.66666666666667
586,-9.166666666666657,-15.833333333333329,6.666666666666671
587,0.0,0.0,0.0
588,-12.5,0.0,-12.5
589,-9.166666666666657,-15.833333333333329,6.666666666666671
590,0.0,0.0,0.0
591,-62.5,0.0,-62.5
592,0.0,0.0,0.0
593,-53.33333333333333,-15.833333333333329,-37.5
594,-25.0,0.0,-25.0
595,-26.66666666666667,-15.833333333333329,-10.833333333333343
596,-15.833333333333343,0.0,-15.833333333333343
597,-15.833333333333343,0.0,-15.833333333333343
598,-15.833333333333329,0.0,-15.833333333333329
599,-42.5,-26.666666666666657,-15.833333333333343
600,-37.5,-8.333333333333343,-29.166666666666657
601,0.0,0.0,0.0
602,-63.33333333333334,-15.833333333333343,-47.5
603,-42.5,0.0,-42.5
604,-80.0,-9.166666666666657,-70.83333333333334
605,-35.0,0.0,-35.0
606,-52.49999999999999,0.0,-52.49999999999999
607,0.0,0.0,0.0
608,-51.666666666666664,-15.833333333333329,-35.833333333333336
609,-36.66666666666667,0.0,-36.66666666666667
610,0.0,0.0,0.0
611,-50.0,0.0,-50.0
612,-10.833333333333329,0.0,-10.833333333333329
613,-15.833333333333336,-9.166666666666671,-6.666666666666664
614,-10.0,0.0,-10.0
615,-13.333333333333329,0.0,-13.333333333333329
616,-49.16666666666667,-41.66666666666667,-7.5
617,-68.33333333333333,-15.833333333333329,-52.5
618,-36.66666666666667,0.0,-36.66666666666667
619,-25.833333333333336,-41.666666666666664,15.833333333333329
620,0.0,0.0,0.0
621,-109.16666666666667,0.0,-109.16666666666667
622,-43.33333333333334,0.0,-43.33333333333334
623,-72.5,-26.666666666666657,-45.83333333333334
624,-26.666666666666657,0.0,-26.666666666666657
625,-26.66666666666667,0.0,-26.66666666666667
626,0.0,0.0,0.0
627,-68.33333333333334,-42.5,-25.833333333333343
628,-20.0,-26.666666666666657,6.666666666666657
629,-68.33333333333334,0.0,-68.33333333333334
630,-41.66666666666667,0.0,-41.66666666666667
631,-44.16666666666666,-10.833333333333329,-33.33333333333333
632,-39.166666666666664,0.0,-39.166666666666664
633,-59.16666666666666,-9.166666666666657,-50.0
634,-15.833333333333343,-10.0,-5.833333333333343
635,0.0,0.0,0.0
636,-67.5,-26.666666666666657,-40.83333333333334
637,-8.333333333333329,0.0,-8.333333333333329
638,-41.66666666666667,0.0,-41.66666666666667
639,-21.66666666666667,-26.66666666666667,5.0
640,-35.833333333333336,0.0,-35.833333333333336
641,-20.0,-10.0,-10.0
