,final_team_hp_difference
191,109.69999999999999
192,-224.79999999999995
193,-118.90000000000003
194,-22.41488382607605
195,-171.8989911345672
196,155.89999999999998
197,-234.84999999999997
198,-528.1161549279207
199,-374.70000000000005
200,-165.82197226481975
201,-160.25878707075086
202,151.95
203,-117.19814722358097
204,-155.0
205,-289.95000000000005
206,-151.09999999999997
207,-147.24999999999997
208,-158.94999999999993
209,-484.5804654991249
210,-110.58362911837389
211,146.75000000000006
212,-122.72579140608445
213,-310.15
214,-84.15
215,-277.69999999999993
216,-199.39
217,-171.4
218,65.45192779629195
219,-241.2
220,26.400000000000034
221,89.48316098581091
222,-248.95000000000005
223,-91.05000000000001
224,-358.1132902544139
225,-72.59670717339253
226,-311.69999999999993
227,-254.1733964416671
228,-264.3342012606025
229,-274.75
230,-158.28679865726923
231,17.900000000000034
232,-19.952249472959124
233,165.9
234,93.19999999999999
235,-122.06169397725483
236,-214.5
237,-104.55000000000001
238,-239.39860238029877
239,-41.549999999999955
240,-273.7
241,-78.60000000000002
242,-426.15
243,-125.40000000000003
244,-305.0887753150565
245,-190.05463348225192
246,29.257657648136103
247,-188.14
248,-165.95
249,-340.3
250,115.64065439274884
251,-42.0
252,-124.85000000000002
253,-477.95000000000005
254,-15.527650934193161
255,-171.4
256,-64.49999999999997
257,-218.8
258,-118.94999999999999
259,-160.57880707980547
260,-134.15000000000003
261,72.34808607955733
262,30.900000000000006
263,-102.23925225752146
264,-115.0
265,132.46865107930861
266,-419.11
267,-220.45000000000005
268,-174.64999999999998
269,-347.2784326665297
270,-42.60000000000002
271,-103.60856421485204
272,-77.14999999999998
273,-319.06214943335436
274,-0.30000000000001137
275,14.483079738690037
276,-205.2
277,35.150000000000034
278,-31.328505497910044
279,-76.40000000000003
280,-163.11204515310325
281,0.8499999999999943
282,45.93157467262307
283,-72.5
284,-53.19999999999999
285,-56.25246754172025
286,-264.05
287,-260.4
288,-81.74050181796409
289,98.07021142956341
290,-136.29999999999995
291,-268.65
292,-166.20000000000002
293,-299.5
294,-328.8
295,4.699999999999989
296,12.349999999999966
297,-137.89425607534992
298,-70.74999999999994
299,283.8
300,4.300000000000011
301,165.45
302,-256.6061555603179
303,-53.400000000000034
304,-164.094700879145
305,-238.02869683407874
306,-333.45000000000005
307,-25.30000000000001
308,123.39000000000001
309,-137.92526948902253
310,-401.21145850457907
311,-74.80000000000001
312,-156.4438072677577
313,-386.5
314,-145.21874077176568
315,79.24726721050911
316,-411.84999999999997
317,-198.43507701690768
318,-199.85000000000002
319,-332.95
320,-310.998139532848
321,-259.0
322,-190.7
323,-77.87207335990934
324,-62.8996678794137
325,-303.9
326,-160.55
327,-264.67999999999995
328,-381.95000000000005
329,-179.64999999999998
330,-229.64999999999998
331,-233.69196524763373
332,-296.6
333,74.94999999999999
334,-80.44391404678794
335,-275.50000000000006
336,63.75
337,-122.64999999999998
338,-200.5
339,77.1042810869751
340,-170.45000000000005
341,-84.85000000000002
342,174.15000000000003
343,-59.14999999999998
344,-141.26999999999995
345,92.83272463115776
346,-19.64999999999992
347,-244.49999999999994
348,-64.04499815323669
349,-159.8881556188116
350,-64.10000000000002
351,46.15591002093163
352,-309.95
353,-286.85
354,96.25
355,-40.44999999999999
356,-105.39999999999998
357,4.8999999999999915
358,-232.18454764290914
359,31.73744388692006
360,108.95000000000005
361,-18.0
362,-68.71736633865265
363,-178.85000000000002
364,-101.19999999999999
365,106.55000000000001
366,330.44999999999993
367,73.60000000000002
368,-313.35
369,-245.19999999999993
370,-31.35000000000001
371,-149.7328054966367
372,42.24648417512398
373,-94.52531115769158
374,-377.55
375,-256.4
376,-395.6991879253908
377,-476.65
378,-47.19999999999999
379,-134.45346407192787
380,65.49000000000001
381,-125.40000000000003
382,-22.899999999999977
383,-194.52762152845372
384,-202.25
385,-198.45
386,-210.2500000000001
387,-61.32886130318923
388,-253.23308638951727
389,248.10000000000002
390,-157.7
391,-27.97753984849564
392,94.2749231823123
393,158.59999999999997
394,-5.251464019833065
395,-92.75
396,49.80013566880717
397,-197.525204756483
398,-61.400000000000034
399,-146.5067473995648
400,-90.05000000000001
401,-178.35000000000002
402,-281.54666390466434
403,-63.89624802949919
404,-296.0008447378676
405,-249.55000000000007
406,-232.46105952337732
407,-144.89999999999998
408,-70.78284443923042
409,-334.25
410,-193.9071573004739
411,-46.35000000000002
412,-144.99999999999997
413,166.584299076418
414,-140.0148294037291
415,-154.14999999999998
416,-229.00000000000003
417,-28.25
418,-123.46591860030395
419,-206.64141703815747
420,233.86688313229357
421,164.15442902364603
422,78.05000000000001
423,28.80000000000001
424,-72.5137552116123
425,-63.65999999999997
426,-109.0
427,132.64999999999998
428,-100.87077025881257
429,-139.7
430,-27.75
431,-163.54999999999998
432,176.25
433,166.26168684500556
434,113.12
435,-306.15000000000003
436,-133.60000000000002
437,-141.29999999999998
438,-264.7701943134433
439,44.859999999999985
440,-75.35000000000002
441,-198.75
442,-141.64999999999998
443,-217.2
444,-310.6346160679153
445,-72.02064569168516
446,-68.39999999999998
447,66.68256278870302
448,51.69999999999996
449,-166.29999999999995
450,-85.50790253401362
451,14.473780718437808
452,-64.67630566925351
453,-23.25
454,-166.3
455,-185.95000000000002
456,-107.44999999999999
457,-34.07310834753639
458,-206.40000000000003
459,-8.464144276482898
460,5.300000000000011
461,-29.650000000000034
462,149.89999999999998
463,-382.8
464,-3.9727493461484755
465,-129.9
466,-43.19999999999999
467,-196.94999999999993
468,95.65000000000003
469,-392.45
470,-136.85000000000002
471,-180.7
472,-79.85
473,-58.74656236093334
474,180.09999999999997
475,-89.1833644129402
476,-114.75
477,-297.52433885166806
478,-48.94999999999999
479,-10.599652703674963
480,-65.94999999999999
481,64.85
482,-342.3460062462326
483,-118.25
484,-457.30000000000007
485,108.19999999999999
486,18.55000000000001
487,220.2
488,-121.28107797846462
489,105.95000000000005
490,-39.55000000000001
491,-187.812502483483
492,11.749999999999886
493,-119.35000000000008
494,-44.44999999999999
495,21.94999999999999
496,-112.90000000000002
497,-299.44999999999993
498,-164.95
499,-51.54999999999998
500,-88.25000000000006
501,-428.90000000000003
502,-93.59876470711652
503,-30.883387307899966
504,-194.49999999999997
505,44.05000000000001
506,-19.25
507,1.3500000000000227
508,154.89999999999998
509,-161.25
510,93.51436557124839
511,160.03996304074832
512,-308.25
513,190.8058798546803
514,-292.05999999999995
515,-74.1
516,-6.199999999999989
517,-106.30000000000001
518,140.65523453040421
519,23.499999999999943
520,-338.69897810987527
521,-52.349999999999966
522,286.1499999999999
523,41.19999999999999
524,-140.36799606269656
525,-453.65
526,-14.531344593531571
527,41.900000000000034
528,-238.20000000000005
529,-15.870142520898298
530,-79.70091140247911
531,-429.27286708244077
532,-277.9191489958829
533,-228.79999999999998
534,-56.50000000000003
535,39.64999999999998
536,-168.89909881119763
537,-256.65
538,89.34999999999997
539,-253.4468325538873
540,53.89999999999998
541,-104.9
542,62.98000000000002
543,-150.59536210967823
544,-314.2382742595538
545,-106.75
546,-108.15000000000003
547,218.45
548,16.729125434292456
549,41.55000000000001
550,61.80000000000001
551,-25.79043947626269
552,2.8708242069025687
553,-374.81934407181967
554,-64.14999999999998
555,181.85070790615998
556,-43.20763701227642
557,84.6727574246679
558,-68.59289757587266
559,-99.90680307169885
560,-23.89999999999992
561,-99.99999999999997
562,-235.79999999999998
563,-111.44999999999993
564,93.68503903736632
565,208.8
566,90.05000000000001
567,91.64999999999998
568,0.5500000000000114
569,-256.48200564817716
570,32.359003959797406
571,-34.72352448809886
572,-40.299999999999955
573,-69.55000000000001
574,-207.37
575,113.31661110688833
576,-93.54999999999995
577,-29.55000000000001
578,-67.02173701839399
579,-366.55002966875645
580,-99.55000000000001
581,-299.15
582,46.0
583,84.44999999999999
584,-38.99432472302624
585,-15.649999999999977
586,3.650000000000034
587,-150.69999999999996
588,-77.60000000000002
589,102.50646274338828
590,251.14999999999998
591,-194.8
592,-112.95000000000005
593,133.49441440409797
594,-111.79999999999995
595,-390.64448395764185
596,-293.55
597,16.24304447586576
598,-27.832276558565525
599,4.971326470876875
600,-231.74999999999994
601,-87.34999999999997
602,-14.649382894894671
603,95.15000000000003
604,-54.25
605,108.94999999999999
606,-261.55
607,-67.30000000000007
608,-571.3
609,-215.45000000000002
610,331.55
611,-286.27686116690006
612,-494.79999999999995
613,-156.04999999999998
614,19.80830310222035
615,189.15
616,108.44999999999999
617,-379.0324525114936
618,189.75872135068892
619,39.55000000000001
620,212.85000000000002
621,-141.29999999999998
622,41.85000000000002
623,125.30000000000001
624,104.84378476002303
625,-98.29999999999995
626,-4.25
627,-36.69999999999999
628,172.64999999999998
629,-129.19999999999996
630,-268.78059529277004
631,-331.25
632,-3.6582147250142043
633,-91.95000000000005
634,90.55000000000001
635,-84.0
636,-324.0
637,-72.39999999999998
638,-166.2
639,121.25
640,-190.69999999999996
641,-39.19999999999999
642,-57.849999999999966
643,34.9694777375683
644,-246.35000000000002
645,-88.74999999999994
646,-172.56007526356
647,-83.25
648,115.95000000000005
649,152.85000000000002
650,-40.25000000000003
651,-188.23519252371017
652,-63.299999999999955
653,-241.24999999999997
654,32.0
655,-25.99000000000001
656,12.650000000000034
657,131.3
658,-125.63703850895644
659,-23.00999999999999
660,-293.29999999999995
661,88.79247257128895
662,-214.79999999999998
663,-32.19999999999999
664,60.55000000000001
665,198.50000000000006
666,89.80000000000001
667,208.94999999999993
668,56.64999999999998
669,-418.15
670,43.400000000000034
671,-263.42507862094277
672,-234.3621984399971
673,-71.19999999999999
674,-37.5
675,-149.55
676,134.25
677,-70.94999999999999
678,-281.15
679,-120.7983444804197
680,-273.8411149675005
681,151.25852676888678
682,-16.5
683,-151.85
684,-233.33943364807774
685,150.0570107544978
686,-83.89999999999998
687,-155.5
688,50.25
689,-179.7162530881327
690,-126.04999999999998
691,-12.650000000000006
692,-278.65
693,-53.50000000000003
694,-32.44999999999999
695,74.29999999999995
696,93.38999999999996
697,-28.150000000000006
698,107.11534365408204
699,-38.64999999999998
700,117.14999999999998
701,-65.94999999999999
702,-210.75
703,-195.39
704,-5.198178929394828
705,-91.34999999999997
706,3.651426642024262
707,-58.04999999999998
708,-72.8390681766686
709,-16.150000000000006
710,24.799999999999997
711,-126.70000000000005
712,-249.95000000000005
713,50.019998263110836
714,-190.68039953604932
715,-68.98076018767034
716,-288.79999999999995
717,-109.14999999999998
718,57.02529242747261
719,53.35000000000002
720,94.14999999999998
721,8.350000000000136
722,227.25
723,-345.0645849961437
724,-181.84999999999997
725,-245.45000000000005
726,39.25000000000003
727,-165.14999999999998
728,-270.05
729,-72.75
730,-90.54999999999995
731,90.55000000000001
732,-270.8
733,39.22913627536934
734,186.63406176026575
735,-201.64999999999995
736,31.75
737,-121.15
738,26.49000000000001
739,-113.18002402612478
740,64.89999999999998
741,88.44999999999999
742,8.300000000000068
743,-378.9
744,-142.55000000000007
745,-0.19999999999998863
746,37.30000000000001
747,70.05000000000001
748,-30.114500507922685
749,-126.84999999999998
750,-27.80000000000001
751,-50.55000000000001
752,-570.9682178001142
753,-61.94999999999999
754,-247.4
755,-385.04999999999995
756,-260.62088243102187
757,41.74999999999994
758,-197.95
759,-33.349999999999966
760,11.300000000000011
761,-188.05
762,69.85
763,-2.900000000000034
764,70.0
765,93.04999999999995
766,-166.79999999999998
767,-73.84999999999997
768,-205.3
769,75.29999999999995
770,69.25
771,347.25000000000006
772,-64.0
773,8.899999999999977
774,-177.75
775,-280.99804983901447
776,-10.300000000000011
777,102.15000000000003
778,-165.44
779,11.098563101766047
780,-251.04999999999998
781,-273.7
782,-182.0999999999999
783,-222.8204964003154
784,-29.894393254791055
785,-183.00000000000006
786,-171.90000000000003
787,158.47373844294327
788,401.55
789,-231.5
790,-188.7293404863786
791,-15.693944281068525
792,127.60000000000002
793,93.2958959116387
794,-113.09999999999997
795,-145.95000000000002
796,-229.75
797,-48.200000000000045
798,-99.85
799,-119.75
800,-341.65000000000003
801,-119.51000000000002
802,57.31180169002005
803,-262.4482054949711
804,-71.73165604514458
805,-135.09999999999997
806,148.55
807,-276.79999999999995
808,-459.55000000000007
809,75.35000000000002
810,-324.0189501070465
811,49.44321954048286
812,-215.90000000000003
813,-311.0499842072648
814,-47.74999999999999
815,2.5499999999999545
816,55.599999999999966
817,-161.28804989537207
818,-106.42370728530994
819,1.1436907755777952
820,-4.100000000000023
821,-11.800000000000011
822,-286.45000000000005
823,65.39999999999998
824,-147.50000000000006
825,-107.79999999999998
826,-192.35000000000002
827,150.65602719513873
828,182.47604941879177
829,264.15000000000003
830,-6.699999999999989
831,-375.31136615291604
832,-141.35000000000002
833,-315.5000000000001
834,-263.54999999999995
835,-56.950000000000045
836,-243.54999999999998
837,-331.65
838,93.83056944321771
839,-225.79168093832993
840,-380.74160500885586
841,-39.5
842,-155.84999999999994
843,-75.5
844,-48.55000000000007
845,43.85000000000002
846,-98.32738589730326
847,168.85000000000002
848,-38.36102450287564
849,-343.08274181128536
850,-312.65
851,-162.90602196048496
852,-260.6189028435134
853,-72.45000000000002
854,-262.8
855,33.5
856,-16.054304010534167
857,-170.90855788863416
858,252.59999999999997
859,-55.249383035621804
860,-130.42860140191868
861,45.950000000000045
862,-109.55000000000001
863,-184.0
864,-14.0
865,-340.1938815317045
866,-171.0
867,-208.92318794235484
868,229.30822071554462
869,-127.25
870,-212.27690250889898
871,-90.59999999999997
872,-379.35449834156145
873,-207.60000000000002
874,6.649999999999977
875,-275.32893313165096
876,-83.15000000000003
877,-17.450000000000045
878,44.0
879,-311.9704233010299
880,-279.69
881,-284.1
882,-95.47282747536133
883,179.7
884,69.30000000000001
885,-79.45000000000002
886,42.55000000000001
887,-209.70094618674202
888,-295.50000000000006
889,293.6499999999999
890,-15.350000000000023
891,-114.0711663942543
892,-464.34584433720215
893,197.0
894,222.77456703536566
895,-134.25000000000006
896,-218.69871625514867
897,-40.36146246776309
898,-71.18704655435431
899,54.50000000000006
900,-139.55
901,-381.2756997455472
902,-137.25000000000006
903,137.3
904,167.35247433823477
905,275.35
906,-263.2
907,-184.15
908,-19.75
909,-134.0
910,79.41058641291318
911,-161.65000000000003
912,-169.70000000000005
913,-252.44999999999996
914,-298.22281552419577
915,187.21758994575748
916,-69.99999999999994
917,-317.40000000000003
918,7.9599999999999795
919,-78.45000000000005
920,-2.0
921,33.85000000000002
922,192.4348695109876
923,92.94901378148427
924,276.95
925,-185.8
926,-255.81018332163683
927,-22.599999999999994
928,212.3
929,136.95
930,208.35000000000002
931,-0.6500000000000341
932,-202.25
933,-4.645265831206274
934,-147.98880668214122
935,-119.75
936,-434.03101095359233
937,77.09054288198763
938,143.4358130931592
939,-57.42351057529913
940,-113.19999999999999
941,-218.89958522672174
942,-99.70000000000005
943,-116.55000000000001
944,22.899999999999977
945,7.715754169249635
946,-102.1
947,-97.5161772951555
948,116.35000000000002
949,-146.00000000000003
950,-255.7240459792735
951,23.69999999999999
952,201.01762913322278
953,20.557602853888056
954,162.35000000000002
955,55.099999999999966
956,-173.75
957,105.33402019020679
958,-19.69999999999999
959,-217.9855963204085
960,-47.400000000000034
961,93.93
962,-89.5
963,-359.27287525385645
964,-54.450000000000045
965,92.1
966,-427.3
967,-40.54999999999998
968,-146.75
969,-88.65
970,-325.95
971,-155.75
972,-511.15000000000003
973,-426.48804347354167
974,61.44999999999999
975,24.30000000000001
976,31.56755573870919
977,-48.44999999999999
978,-162.37071572157853
979,79.29999999999995
980,70.06839598242232
981,20.44999999999999
982,-183.6189158837181
983,119.15632776434813
984,57.19999999999993
985,381.05000000000007
986,-260.6
987,-72.55000000000001
988,-184.85000000000002
989,-372.29999999999995
990,-47.30000000000001
991,-11.99726607221595
992,-121.65000000000003
993,-271.9
994,68.39999999999998
995,-135.29999999999998
996,-76.69999999999999
997,-175.85000000000008
998,-122.60000000000002
999,-122.15476065116889
1000,-228.59999999999997
1001,-458.90000000000003
1002,-254.8
1003,-338.7
1004,45.97029485647391
1005,-156.04000000000002
1006,-135.28999999999996
1007,-9.699999999999989
1008,94.79529125404912
1009,214.5694053082936
1010,50.25
1011,-19.200000000000045
1012,-234.12676717462887
1013,-87.85900344292293
1014,-39.25
1015,-28.849999999999994
1016,-233.60999999999999
1017,152.0
1018,133.27250469547448
1019,19.836963005149187
1020,27.26297764450058
1021,217.0
1022,22.321676273027663
1023,-66.49999999999994
1024,75.85
1025,-52.849999999999994
1026,63.11655835439291
1027,-249.20000000000002
1028,-98.29999999999995
1029,-57.301844688790965
1030,-366.3
1031,-372.79999999999995
1032,-89.95000000000005
1033,-99.10000000000002
1034,-143.54194700863903
1035,-227.76574022745092
1036,-247.39999999999998
1037,-43.900000000000006
1038,7.050000000000011
1039,-340.15000000000003
1040,-171.53999999999996
1041,-154.90000000000003
1042,56.75
1043,10.900000000000006
1044,-358.6
1045,-70.69696096655414
1046,-91.79999999999998
1047,-255.29999999999995
1048,65.15000000000003
1049,-252.04999999999998
1050,240.7
1051,-187.25
1052,-136.4
1053,261.0
1054,-360.9
1055,409.20000000000005
1056,120.7780649579883
1057,-31.10000000000005
1058,-111.75
1059,123.94999999999999
1060,-8.645803025642408
1061,50.07825147946551
1062,-118.40543047049033
1063,-55.25518505114363
1064,-63.23283693142753
1065,-220.8
1066,-377.07498987478954
1067,-137.04999999999995
1068,105.89999999999998
1069,-119.05000000000001
1070,-402.16999999999996
1071,22.94999999999999
1072,-216.15
1073,71.75999999999996
1074,-4.713753713002745
1075,-74.44999999999999
1076,-118.56
1077,-4.550000000000068
1078,-339.70000000000005
1079,-295.37229031862125
1080,-107.14999999999998
1081,-17.93325668306852
1082,-307.1
1083,-68.4144145838269
1084,85.08157755569147
1085,16.69999999999999
1086,-141.35774816298868
1087,151.90000000000003
1088,-227.5
1089,108.90672847815358
1090,-60.25000000000006
1091,-40.849999999999994
1092,-173.62574060288011
1093,99.58482171685563
1094,-2.200000000000017
1095,-67.64999999999992
1096,-146.25
1097,-130.16000000000003
1098,-147.25
1099,266.49246079166005
1100,-102.55000000000007
1101,-49.85000000000002
1102,-192.0
1103,-129.3
1104,48.64999999999998
1105,-233.74999999999994
1106,4.949999999999989
1107,-130.09999999999997
1108,-16.359999999999985
1109,-146.05
1110,-260.12
1111,-354.8860172903228
1112,139.04955015034136
1113,-87.30000000000001
1114,123.69999999999999
1115,80.2302111612139
1116,73.69376228033684
1117,35.400000000000034
1118,-69.89999999999998
1119,194.09092451208298
1120,173.2
1121,-133.7
1122,223.03808418092825
1123,-301.55
1124,229.6
1125,-0.6500000000000341
1126,151.3
1127,-4.25
1128,-24.69999999999999
1129,7.980658579096712
1130,8.86081130917404
1131,104.73193775183324
1132,-242.45
1133,-224.70000000000005
1134,-31.316377525880114
1135,-226.89999999999998
1136,-122.27964271014565
1137,-64.5
1138,96.50000000000006
1139,-357.24464849374937
1140,-64.35
1141,-47.05000000000001
1142,-149.65000000000003
1143,-92.80000000000007
1144,-44.95000000000002
1145,138.3
1146,-203.59999999999997
1147,-112.66402738845363
1148,-135.07055412998542
1149,11.649999999999977
1150,-148.2964752867993
1151,166.95
1152,19.600000000000023
1153,-210.75
1154,117.80682745299492
1155,-46.44999999999999
1156,85.40000000000003
1157,303.50000000000006
1158,-236.85000000000002
1159,81.25
1160,184.39999999999998
1161,-186.35074349606978
1162,-126.22625234297519
1163,-261.1672668024061
1164,57.44999999999999
1165,-142.69410189526377
1166,-29.300000000000068
1167,-108.0
1168,-303.69999999999993
1169,-210.64999999999998
1170,-247.5
1171,70.5
1172,55.06858483128775
1173,33.5
1174,48.20116348742579
1175,135.95
1176,-12.199999999999989
1177,107.05000000000007
1178,-194.5
1179,-252.54330937171108
1180,-241.55
1181,-53.39999999999998
1182,-146.0051037176188
1183,26.049999999999955
1184,-93.75290298705494
1185,-11.050000000000011
1186,-216.0517596251483
1187,-53.29380268978787
1188,-229.95
1189,-147.60000000000002
1190,-136.59999999999997
1191,91.56223037961763
1192,-221.70000000000002
1193,-140.70000000000005
1194,-210.45000000000002
1195,49.477763500818725
1196,83.66312526189853
1197,263.79999999999995
1198,113.35000000000002
1199,-198.05
1200,163.04999999999998
1201,9.649999999999977
1202,-123.75
1203,20.517337247434398
1204,-418.7
1205,-95.82396503297412
1206,129.45000000000005
1207,-18.42528352013221
1208,-318.9
1209,-105.64999999999999
1210,-83.39999999999998
1211,-147.04999999999998
1212,-166.4
1213,-200.8
1214,136.05
1215,-309.9
1216,62.05000000000001
1217,-34.994963455973675
1218,-129.79954764880495
1219,73.30000000000001
1220,-197.6
1221,-70.96021779867436
1222,-117.84999999999998
1223,112.94999999999999
1224,-47.19999999999999
1225,257.15
1226,-196.68625394024156
1227,-78.64999999999998
1228,196.4517561625592
1229,108.75
1230,53.44999999999999
1231,24.657612414390485
1232,27.649999999999977
1233,32.94999999999999
1234,-215.49999999999994
1235,184.6
1236,-139.35
1237,-103.75
1238,-191.39999999999998
1239,-55.900000000000034
1240,-97.10000000000002
1241,-53.35000000000002
1242,-108.1
1243,-328.65
1244,-123.15000000000003
1245,-36.02889463233964
1246,-33.39999999999998
1247,-101.2687091348626
1248,-457.3500000000001
1249,-166.64999999999998
1250,-167.00465220502304
1251,-236.74999999999997
1252,-190.14999999999998
1253,11.300000000000011
1254,144.60329104954974
1255,-3.299999999999983
1256,-28.410964328363775
1257,-33.61999999999995
1258,-27.161633480020555
1259,98.94999999999993
1260,-19.089409873568258
1261,-26.077474712043113
1262,129.8066639228187
1263,-293.6825941177697
1264,-249.39999999999998
1265,-205.9
1266,8.133402818137029
1267,-63.30000000000001
1268,-54.25
1269,-23.36597075070523
1270,-95.80134230252747
1271,-339.6
1272,8.800000000000011
1273,-145.45
1274,47.05000000000001
1275,223.90000000000003
1276,-73.19999999999993
1277,-164.59999999999997
1278,-76.74173035751699
1279,-169.5
1280,-135.3
1281,-184.70000000000002
1282,85.79999999999995
1283,64.87254639160824
1284,-210.85
1285,-13.199999999999989
1286,-280.59999999999997
1287,-85.15000000000003
1288,-240.4
1289,-314.5635313438427
1290,-318.70000000000005
1291,-42.900000000000006
1292,-64.9
1293,-135.23499986876405
1294,0.0
1295,-341.79999999999995
1296,-397.59999999999997
1297,127.76526710074546
1298,-115.14999999999998
1299,-49.30000000000001
1300,42.73000000000002
1301,-336.50836615331815
1302,-28.05000000000001
1303,-30.55000000000001
1304,46.64999999999998
1305,36.73850756085045
1306,-552.3
1307,-140.0
1308,-19.600000000000023
1309,-314.40000000000003
1310,-268.8
1311,-251.45000000000002
1312,-84.1933513573046
1313,262.59522294825194
1314,77.45000000000005
1315,-65.01759479266428
1316,-416.0
1317,-10.400000000000034
1318,-34.099999999999966
1319,-103.39999999999998
1320,108.89999999999998
1321,-326.2
1322,-147.78037190760801
1323,48.81268444211537
1324,-91.95000000000002
1325,-281.9
1326,-45.30000000000001
1327,-13.100000000000023
1328,34.349999999999966
1329,-126.30000000000001
1330,-292.44999999999993
1331,-325.55
1332,-47.39999999999998
1333,-60.349999999999966
1334,19.44999999999999
1335,-72.87876634656163
1336,-44.799999999999955
1337,-27.700000000000017
1338,-31.550000000000068
1339,20.05000000000001
1340,-135.77190269329947
1341,86.79791821960316
1342,-485.5
1343,-59.60000000000002
1344,-237.95
1345,-233.55
1346,-131.33594102356156
1347,-121.19999999999999
1348,-392.54999999999995
1349,117.34999999999997
1350,156.55
1351,-254.40000000000003
1352,10.087370113645363
1353,130.8631552110441
1354,-146.8
1355,-12.350000000000023
1356,-67.68827280901783
1357,-164.5
1358,-142.59999999999997
1359,-203.89999999999998
1360,295.59999999999997
1361,-132.94493387577154
1362,-44.38302029894663
1363,-75.79999999999998
1364,-35.700000000000045
1365,-76.72949138370996
1366,48.41999999999996
1367,-59.099999999999994
1368,-160.0
1369,15.550000000000011
1370,-67.44999999999999
1371,-244.45
1372,164.7
1373,4.11181311886412
1374,-302.95000000000005
1375,-209.05478157240077
1376,18.283273972356938
1377,342.45000000000005
1378,-525.7280800759164
1379,94.87343630971793
1380,-169.368850344931
1381,-97.38000000000001
1382,131.20000000000005
1383,48.94999999999999
1384,-267.0084129136241
1385,-73.75000000000006
