,p1_atk_trend,p2_atk_trend,atk_trend_diff
59,-64.16666666666666,-18.333333333333336,-45.83333333333332
60,-43.333333333333336,0.0,-43.333333333333336
61,-19.166666666666664,-18.333333333333336,-0.8333333333333286
62,-30.83333333333333,0.0,-30.83333333333333
63,-34.99999999999999,0.0,-34.99999999999999
64,0.0,0.0,0.0
65,-46.66666666666667,0.0,-46.66666666666667
66,-18.333333333333343,0.0,-18.333333333333343
67,-12.5,0.0,-12.5
68,-53.33333333333333,-15.833333333333336,-37.49999999999999
69,-49.16666666666667,0.0,-49.16666666666667
70,-56.5,0.0,-56.5
71,-51.666666666666664,0.0,-51.666666666666664
72,-41.666666666666664,0.0,-41.666666666666664
73,-45.0,-8.333333333333329,-36.66666666666667
74,-31.666666666666664,0.0,-31.666666666666664
75,-38.333333333333336,0.0,-38.333333333333336
76,-48.33333333333333,0.0,-48.33333333333333
77,-26.666666666666664,0.0,-26.666666666666664
78,-44.99999999999999,0.0,-44.99999999999999
79,-31.666666666666664,0.0,-31.666666666666664
80,-32.5,0.0,-32.5
81,-30.833333333333336,0.0,-30.833333333333336
82,-47.5,-18.333333333333336,-29.166666666666664
83,-28.33333333333333,0.0,-28.33333333333333
84,-53.33333333333333,0.0,-53.33333333333333
85,-57.33333333333333,0.0,-57.33333333333333
86,-44.16666666666667,0.0,-44.16666666666667
87,-25.000000000000007,0.0,-25.000000000000007
88,-50.83333333333333,-16.666666666666664,-34.166666666666664
89,-45.83333333333333,0.0,-45.83333333333333
90,-53.33333333333333,0.0,-53.33333333333333
91,-31.666666666666664,0.0,-31.666666666666664
92,-38.33333333333333,0.0,-38.33333333333333
93,-58.33333333333333,0.0,-58.33333333333333
94,-50.83333333333333,-18.33333333333333,-32.5
95,-56.66666666666667,0.0,-56.66666666666667
96,-64.16666666666667,-0.8333333333333286,-63.33333333333334
97,-43.33333333333333,0.0,-43.33333333333333
98,-34.166666666666664,0.0,-34.166666666666664
99,-30.0,-18.333333333333336,-11.666666666666664
100,-63.333333333333336,-15.833333333333336,-47.5
101,-51.66666666666667,0.0,-51.66666666666667
102,-18.333333333333336,0.0,-18.333333333333336
103,-56.66666666666667,-12.499999999999993,-44.16666666666668
104,-40.0,0.0,-40.0
105,-17.499999999999993,-15.833333333333329,-1.6666666666666643
106,-60.0,0.0,-60.0
107,-55.83333333333333,-16.66666666666667,-39.16666666666666
108,0.0,0.0,0.0
109,-8.333333333333343,0.0,-8.333333333333343
110,-15.833333333333329,0.0,-15.833333333333329
111,-34.166666666666664,0.0,-34.166666666666664
112,-45.83333333333334,0.0,-45.83333333333334
113,-12.5,0.0,-12.5
114,-15.833333333333343,0.0,-15.833333333333343
115,-29.999999999999993,0.0,-29.999999999999993
116,-15.833333333333336,0.0,-15.833333333333336
117,-19.166666666666664,-15.0,-4.166666666666664
118,-34.166666666666664,0.0,-34.166666666666664
119,-40.83333333333333,0.0,-40.83333333333333
120,-42.50000000000001,0.0,-42.50000000000001
121,-45.83333333333334,0.0,-45.83333333333334
122,-8.333333333333329,0.0,-8.333333333333329
123,-35.0,0.0,-35.0
124,-50.0,0.0,-50.0
125,-35.00000000000001,-15.833333333333336,-19.16666666666667
126,-50.83333333333333,-18.33333333333333,-32.5
127,-27.499999999999993,0.0,-27.499999999999993
128,-35.0,-18.333333333333336,-16.666666666666664
129,-36.666666666666664,0.0,-36.666666666666664
130,-24.999999999999993,0.0,-24.999999999999993
131,-56.66666666666667,-12.5,-44.16666666666667
132,-50.83333333333333,0.0,-50.83333333333333
133,-55.83333333333333,-19.166666666666664,-36.666666666666664
134,-24.166666666666657,0.0,-24.166666666666657
135,-33.333333333333336,-10.833333333333343,-22.499999999999993
136,-21.66666666666667,0.0,-21.66666666666667
137,-69.16666666666667,0.0,-69.16666666666667
138,-26.666666666666664,0.0,-26.666666666666664
139,-45.0,0.0,-45.0
140,-33.333333333333336,0.0,-33.333333333333336
141,-30.833333333333336,0.0,-30.833333333333336
142,-42.5,0.0,-42.5
143,-40.666666666666664,0.0,-40.666666666666664
144,-35.0,0.0,-35.0
145,-30.833333333333336,-18.33333333333333,-12.500000000000007
146,-36.66666666666667,0.0,-36.66666666666667
147,-67.5,-17.500000000000007,-49.99999999999999
148,-17.5,0.0,-17.5
149,-34.16666666666667,0.0,-34.16666666666667
150,-29.166666666666664,0.0,-29.166666666666664
151,-39.166666666666664,0.0,-39.166666666666664
152,-13.333333333333336,-15.833333333333329,2.499999999999993
153,-35.83333333333333,0.0,-35.83333333333333
154,-17.5,0.0,-17.5
155,-15.833333333333336,0.0,-15.833333333333336
156,-26.666666666666664,0.0,-26.666666666666664
157,-40.83333333333333,0.0,-40.83333333333333
158,-29.166666666666664,0.0,-29.166666666666664
159,-25.0,-15.833333333333329,-9.166666666666671
160,-36.666666666666664,0.0,-36.666666666666664
161,-33.333333333333336,0.0,-33.333333333333336
162,-34.166666666666664,-8.333333333333343,-25.83333333333332
163,-68.33333333333333,-0.8333333333333286,-67.5
164,-39.166666666666664,-15.833333333333336,-23.33333333333333
165,-34.166666666666664,0.0,-34.166666666666664
166,-32.50000000000001,0.0,-32.50000000000001
167,-65.83333333333333,-8.333333333333329,-57.5
168,-35.0,0.0,-35.0
169,-36.666666666666664,0.0,-36.666666666666664
170,-59.166666666666664,-18.333333333333336,-40.83333333333333
171,-37.49999999999999,-18.33333333333333,-19.166666666666664
172,-25.0,0.0,-25.0
173,-60.83333333333333,-8.333333333333329,-52.5
174,-30.83333333333333,0.0,-30.83333333333333
175,-24.166666666666664,0.0,-24.166666666666664
176,-39.16666666666667,0.0,-39.16666666666667
177,-64.16666666666667,0.0,-64.16666666666667
178,-44.99999999999999,-0.8333333333333286,-44.166666666666664
179,-43.333333333333336,0.0,-43.333333333333336
180,-38.333333333333336,0.0,-38.333333333333336
181,-48.33333333333333,-15.833333333333329,-32.5
182,-45.0,0.0,-45.0
183,-49.16666666666667,0.0,-49.16666666666667
184,-29.166666666666664,0.0,-29.166666666666664
185,-16.666666666666664,-15.833333333333336,-0.8333333333333286
186,-32.50000000000001,-15.833333333333329,-16.66666666666668
187,-42.5,0.0,-42.5
188,-60.00000000000001,0.0,-60.00000000000001
189,-10.833333333333329,0.0,-10.833333333333329
190,-37.5,0.0,-37.5
191,-47.5,-34.166666666666664,-13.333333333333336
192,-58.33333333333333,0.0,-58.33333333333333
193,-71.66666666666667,-0.8333333333333286,-70.83333333333334
194,-21.666666666666664,-15.833333333333336,-5.833333333333329
195,-53.33333333333333,0.0,-53.33333333333333
196,-34.166666666666664,0.0,-34.166666666666664
197,-27.500000000000007,0.0,-27.500000000000007
198,-76.66666666666667,0.0,-76.66666666666667
199,-51.66666666666667,0.0,-51.66666666666667
200,-65.66666666666666,0.0,-65.66666666666666
201,-51.66666666666666,0.0,-51.66666666666666
202,-26.666666666666664,0.0,-26.666666666666664
203,-44.99999999999999,0.0,-44.99999999999999
204,-52.49999999999999,0.0,-52.49999999999999
205,-60.0,-0.8333333333333286,-59.16666666666667
206,-9.166666666666657,0.0,-9.166666666666657
207,-30.0,0.0,-30.0
208,-12.499999999999993,0.0,-12.499999999999993
209,-50.0,0.0,-50.0
210,-10.833333333333329,0.0,-10.833333333333329
211,-21.666666666666664,0.0,-21.666666666666664
212,-25.833333333333336,0.0,-25.833333333333336
213,-35.0,0.0,-35.0
214,-45.00000000000001,-0.8333333333333286,-44.16666666666668
215,-8.333333333333329,0.0,-8.333333333333329
216,-13.333333333333336,0.0,-13.333333333333336
217,-54.166666666666664,0.0,-54.166666666666664
218,-26.66666666666667,-18.333333333333336,-8.333333333333336
219,-42.5,-15.833333333333329,-26.66666666666667
220,-51.5,0.0,-51.5
221,-39.99999999999999,0.0,-39.99999999999999
222,-52.49999999999999,-34.16666666666667,-18.33333333333332
223,-50.0,0.0,-50.0
224,-46.66666666666666,-10.833333333333329,-35.83333333333333
225,-46.66666666666667,0.0,-46.66666666666667
226,-48.333333333333336,-15.833333333333329,-32.50000000000001
227,-37.5,0.0,-37.5
228,-44.16666666666667,-32.5,-11.666666666666671
229,-27.500000000000007,0.0,-27.500000000000007
230,-55.83333333333334,0.0,-55.83333333333334
231,-35.0,0.0,-35.0
232,-31.66666666666667,0.0,-31.66666666666667
233,-42.5,-15.833333333333343,-26.666666666666657
234,-32.5,-0.8333333333333286,-31.66666666666667
235,-32.50000000000001,-8.333333333333343,-24.166666666666664
236,-28.333333333333336,0.0,-28.333333333333336
237,-37.49999999999999,0.0,-37.49999999999999
238,-46.66666666666666,0.0,-46.66666666666666
239,-15.0,0.0,-15.0
240,-39.166666666666664,-15.833333333333329,-23.333333333333336
241,-40.83333333333333,-12.5,-28.33333333333333
242,-47.5,0.0,-47.5
243,-50.83333333333334,0.0,-50.83333333333334
244,-39.166666666666664,0.0,-39.166666666666664
245,-9.166666666666671,0.0,-9.166666666666671
246,-18.33333333333333,0.0,-18.33333333333333
247,-28.333333333333336,0.0,-28.333333333333336
248,-55.00000000000001,-15.833333333333329,-39.16666666666668
249,-43.33333333333333,0.0,-43.33333333333333
250,-29.166666666666664,0.0,-29.166666666666664
251,-34.166666666666664,-18.33333333333333,-15.833333333333336
252,-51.66666666666666,0.0,-51.66666666666666
253,-33.33333333333333,0.0,-33.33333333333333
254,-43.33333333333333,0.0,-43.33333333333333
255,-69.16666666666666,-30.83333333333333,-38.33333333333333
256,-48.33333333333334,-16.666666666666664,-31.66666666666668
257,-15.833333333333329,0.0,-15.833333333333329
258,-43.33333333333333,0.0,-43.33333333333333
259,-40.83333333333333,-15.833333333333336,-24.999999999999993
260,-24.999999999999993,0.0,-24.999999999999993
261,-45.0,0.0,-45.0
262,-37.5,0.0,-37.5
263,-43.33333333333333,0.0,-43.33333333333333
264,-15.833333333333329,0.0,-15.833333333333329
265,-15.833333333333336,0.0,-15.833333333333336
266,-60.833333333333336,0.0,-60.833333333333336
267,-43.333333333333336,0.0,-43.333333333333336
268,-26.666666666666664,0.0,-26.666666666666664
269,-58.33333333333333,0.0,-58.33333333333333
270,-65.83333333333333,0.0,-65.83333333333333
271,-64.16666666666667,0.0,-64.16666666666667
272,-44.16666666666666,0.0,-44.16666666666666
273,-35.833333333333336,0.0,-35.833333333333336
274,-15.0,0.0,-15.0
275,-37.5,0.0,-37.5
276,-40.833333333333336,-10.833333333333329,-30.000000000000007
277,-40.83333333333333,0.0,-40.83333333333333
278,-31.666666666666664,-18.33333333333333,-13.333333333333336
279,-44.166666666666664,0.0,-44.166666666666664
280,-59.99999999999999,-0.8333333333333286,-59.166666666666664
281,-69.16666666666666,0.0,-69.16666666666666
282,-11.666666666666671,0.0,-11.666666666666671
283,-41.66666666666667,-12.5,-29.16666666666667
284,-35.00000000000001,0.0,-35.00000000000001
285,-18.33333333333333,0.0,-18.33333333333333
286,-65.83333333333334,-8.333333333333329,-57.500000000000014
287,-28.33333333333333,0.0,-28.33333333333333
288,-19.166666666666664,0.0,-19.166666666666664
289,-27.500000000000007,0.0,-27.500000000000007
290,-32.50000000000001,0.0,-32.50000000000001
291,-29.833333333333336,-15.833333333333336,-14.0
292,-42.5,0.0,-42.5
293,-29.999999999999993,0.0,-29.999999999999993
294,-58.333333333333336,0.0,-58.333333333333336
295,-49.16666666666667,0.0,-49.16666666666667
296,-12.5,0.0,-12.5
297,-31.666666666666664,0.0,-31.666666666666664
298,-43.33333333333333,0.0,-43.33333333333333
299,-8.333333333333343,-15.833333333333329,7.499999999999986
300,-45.00000000000001,0.0,-45.00000000000001
301,-19.16666666666667,0.0,-19.16666666666667
302,-41.66666666666667,0.0,-41.66666666666667
303,-44.16666666666667,0.0,-44.16666666666667
304,-37.5,-18.333333333333336,-19.166666666666664
305,-49.166666666666664,-8.333333333333329,-40.833333333333336
306,-11.666666666666664,0.0,-11.666666666666664
307,-34.166666666666664,0.0,-34.166666666666664
308,-32.5,0.0,-32.5
309,-22.5,0.0,-22.5
310,-34.166666666666664,0.0,-34.166666666666664
311,-21.666666666666664,0.0,-21.666666666666664
312,-34.99999999999999,0.0,-34.99999999999999
313,-19.166666666666664,0.0,-19.166666666666664
314,-87.33333333333333,-0.8333333333333428,-86.49999999999999
315,-29.166666666666664,-15.833333333333329,-13.333333333333336
316,-69.16666666666667,0.0,-69.16666666666667
317,-51.66666666666667,0.0,-51.66666666666667
318,-19.999999999999993,0.0,-19.999999999999993
319,-40.0,0.0,-40.0
320,-19.166666666666664,-12.5,-6.666666666666664
321,-53.333333333333336,0.0,-53.333333333333336
322,-35.83333333333333,0.0,-35.83333333333333
323,-16.666666666666664,0.0,-16.666666666666664
324,-13.333333333333336,-15.833333333333336,2.5
325,-60.833333333333336,-0.8333333333333286,-60.00000000000001
326,-47.5,0.0,-47.5
327,-32.50000000000001,0.0,-32.50000000000001
328,-17.5,0.0,-17.5
329,-38.333333333333336,0.0,-38.333333333333336
330,-19.166666666666657,0.0,-19.166666666666657
331,-33.333333333333336,0.0,-33.333333333333336
332,-63.33333333333334,0.0,-63.33333333333334
333,-34.99999999999999,0.0,-34.99999999999999
334,-57.5,-34.166666666666664,-23.333333333333336
335,-25.000000000000007,-15.833333333333336,-9.166666666666671
336,-65.83333333333333,0.0,-65.83333333333333
337,-13.333333333333329,0.0,-13.333333333333329
338,-66.66666666666667,-36.666666666666664,-30.000000000000007
339,-24.16666666666667,-8.333333333333329,-15.833333333333343
340,-40.83333333333333,-39.99999999999999,-0.8333333333333357
341,-25.0,0.0,-25.0
342,-50.0,0.0,-50.0
343,-26.666666666666664,-12.499999999999993,-14.166666666666671
344,-20.83333333333333,0.0,-20.83333333333333
345,-10.833333333333329,0.0,-10.833333333333329
346,-36.66666666666667,0.0,-36.66666666666667
347,-51.66666666666667,-16.666666666666664,-35.00000000000001
348,-53.33333333333333,0.0,-53.33333333333333
349,-31.666666666666664,0.0,-31.666666666666664
350,-16.666666666666664,0.0,-16.666666666666664
351,-37.49999999999999,0.0,-37.49999999999999
352,-44.99999999999999,0.0,-44.99999999999999
353,-41.66666666666667,0.0,-41.66666666666667
354,-35.833333333333336,-18.33333333333333,-17.500000000000007
355,-47.5,0.0,-47.5
356,-0.8333333333333286,0.0,-0.8333333333333286
357,-62.5,-18.33333333333333,-44.16666666666667
358,-59.16666666666666,0.0,-59.16666666666666
359,-15.833333333333336,0.0,-15.833333333333336
360,-51.66666666666666,-15.833333333333329,-35.83333333333333
361,-17.499999999999993,0.0,-17.499999999999993
362,-29.16666666666667,0.0,-29.16666666666667
363,-47.5,0.0,-47.5
364,-59.16666666666667,-25.833333333333336,-33.333333333333336
365,-8.333333333333329,0.0,-8.333333333333329
366,-15.833333333333329,-0.8333333333333286,-15.0
367,-78.33333333333334,0.0,-78.33333333333334
368,-39.166666666666664,0.0,-39.166666666666664
369,-37.333333333333336,0.0,-37.333333333333336
370,-51.66666666666667,0.0,-51.66666666666667
371,-65.83333333333333,0.0,-65.83333333333333
372,-25.833333333333336,0.0,-25.833333333333336
373,-44.16666666666667,-10.833333333333329,-33.33333333333334
374,-62.5,0.0,-62.5
375,-30.833333333333336,0.0,-30.833333333333336
376,-43.33333333333333,0.0,-43.33333333333333
377,-35.83333333333334,0.0,-35.83333333333334
378,-35.0,-10.833333333333343,-24.166666666666657
379,-59.166666666666664,-16.666666666666664,-42.5
380,-41.666666666666664,0.0,-41.666666666666664
381,-35.00000000000001,0.0,-35.00000000000001
382,-30.000000000000007,0.0,-30.000000000000007
383,-34.166666666666664,0.0,-34.166666666666664
384,-15.833333333333343,0.0,-15.833333333333343
385,-56.66666666666666,-10.833333333333343,-45.833333333333314
386,-61.5,0.0,-61.5
387,-52.5,0.0,-52.5
388,-55.83333333333333,0.0,-55.83333333333333
389,-27.499999999999993,-18.33333333333333,-9.166666666666664
390,-19.166666666666664,-18.333333333333336,-0.8333333333333286
391,-34.99999999999999,-15.833333333333329,-19.166666666666664
392,-24.166666666666664,0.0,-24.166666666666664
393,-12.5,0.0,-12.5
394,-38.333333333333336,-15.833333333333336,-22.5
395,-32.50000000000001,0.0,-32.50000000000001
396,-36.666666666666664,-10.833333333333329,-25.833333333333336
397,-27.500000000000007,-15.833333333333336,-11.666666666666671
398,-48.33333333333333,0.0,-48.33333333333333
399,-54.16666666666667,0.0,-54.16666666666667
400,-42.5,0.0,-42.5
401,-31.666666666666664,0.0,-31.666666666666664
402,-47.5,0.0,-47.5
403,-48.33333333333333,-16.666666666666664,-31.666666666666664
404,-48.33333333333333,-15.833333333333329,-32.5
405,-35.0,0.0,-35.0
406,-29.999999999999993,-8.333333333333329,-21.666666666666664
407,-45.833333333333336,0.0,-45.833333333333336
408,-15.833333333333336,0.0,-15.833333333333336
409,-33.33333333333333,0.0,-33.33333333333333
410,-65.83333333333334,0.0,-65.83333333333334
411,-48.33333333333333,-8.333333333333329,-40.0
412,-56.66666666666666,0.0,-56.66666666666666
413,-24.166666666666664,0.0,-24.166666666666664
414,-43.33333333333333,-33.33333333333333,-10.0
415,-36.66666666666667,0.0,-36.66666666666667
416,-47.5,0.0,-47.5
417,-31.666666666666664,-34.166666666666664,2.5
418,-31.66666666666667,-18.333333333333336,-13.333333333333336
419,-55.0,0.0,-55.0
420,-24.166666666666664,-16.66666666666667,-7.499999999999993
421,-29.16666666666667,0.0,-29.16666666666667
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,-16.666666666666664,0.0,-16.666666666666664
425,-48.33333333333334,0.0,-48.33333333333334
426,-25.0,0.0,-25.0
427,-40.833333333333336,-16.666666666666664,-24.16666666666667
428,-27.499999999999993,0.0,-27.499999999999993
429,-33.333333333333336,-0.8333333333333286,-32.50000000000001
430,-27.499999999999993,-18.333333333333336,-9.166666666666657
431,-41.66666666666667,-15.833333333333336,-25.833333333333336
432,0.0,0.0,0.0
433,-42.50000000000001,-0.8333333333333286,-41.66666666666668
434,-23.333333333333336,0.0,-23.333333333333336
435,-48.33333333333333,0.0,-48.33333333333333
436,-53.33333333333334,0.0,-53.33333333333334
437,-43.33333333333334,-18.33333333333333,-25.000000000000014
438,-49.16666666666667,-15.833333333333329,-33.33333333333334
439,-42.49999999999999,0.0,-42.49999999999999
440,-10.833333333333336,0.0,-10.833333333333336
441,-13.333333333333329,0.0,-13.333333333333329
442,-53.33333333333333,0.0,-53.33333333333333
443,-34.166666666666664,0.0,-34.166666666666664
444,-51.66666666666666,0.0,-51.66666666666666
445,-33.333333333333336,0.0,-33.333333333333336
446,-33.33333333333333,-15.833333333333343,-17.499999999999986
447,-53.333333333333336,-0.8333333333333286,-52.50000000000001
448,-37.49999999999999,0.0,-37.49999999999999
449,-29.166666666666664,0.0,-29.166666666666664
450,-28.333333333333336,0.0,-28.333333333333336
451,-49.16666666666667,0.0,-49.16666666666667
452,-8.333333333333329,-10.833333333333343,2.500000000000014
453,-44.16666666666667,0.0,-44.16666666666667
454,-44.166666666666664,0.0,-44.166666666666664
455,-80.83333333333333,-0.8333333333333286,-80.0
456,-65.83333333333333,0.0,-65.83333333333333
457,0.0,0.0,0.0
458,-32.49999999999999,0.0,-32.49999999999999
459,-45.0,0.0,-45.0
460,-32.5,0.0,-32.5
461,-18.333333333333336,0.0,-18.333333333333336
462,-41.666666666666664,-24.166666666666664,-17.5
463,-68.16666666666667,0.0,-68.16666666666667
464,-37.50000000000001,0.0,-37.50000000000001
465,-34.166666666666664,0.0,-34.166666666666664
466,-34.166666666666664,0.0,-34.166666666666664
467,-54.16666666666666,0.0,-54.16666666666666
468,-9.166666666666671,-34.16666666666667,25.0
469,-33.333333333333336,0.0,-33.333333333333336
470,-50.0,-8.333333333333336,-41.666666666666664
471,-45.83333333333333,0.0,-45.83333333333333
472,-50.833333333333336,0.0,-50.833333333333336
473,-40.0,-15.833333333333336,-24.166666666666664
474,-36.66666666666667,-16.666666666666664,-20.000000000000007
475,-18.33333333333333,0.0,-18.33333333333333
476,-56.666666666666664,-14.166666666666671,-42.49999999999999
477,-48.33333333333333,0.0,-48.33333333333333
478,-25.0,-15.833333333333329,-9.166666666666671
479,-34.166666666666664,-18.333333333333336,-15.833333333333329
480,-47.5,0.0,-47.5
481,-52.5,-16.66666666666667,-35.83333333333333
482,-59.0,0.0,-59.0
483,-65.83333333333333,0.0,-65.83333333333333
484,-51.666666666666664,0.0,-51.666666666666664
485,-61.66666666666666,-15.833333333333329,-45.83333333333333
486,-18.333333333333336,0.0,-18.333333333333336
487,-26.666666666666664,0.0,-26.666666666666664
488,-41.666666666666664,-15.833333333333336,-25.83333333333333
489,-24.166666666666664,0.0,-24.166666666666664
490,-27.499999999999993,0.0,-27.499999999999993
491,-53.33333333333333,0.0,-53.33333333333333
492,-12.5,0.0,-12.5
493,-37.50000000000001,0.0,-37.50000000000001
494,-85.0,-18.33333333333333,-66.66666666666667
495,-34.166666666666664,-32.49999999999999,-1.6666666666666714
496,-34.166666666666664,-18.33333333333333,-15.833333333333336
497,-0.8333333333333286,0.0,-0.8333333333333286
498,-47.49999999999999,0.0,-47.49999999999999
499,-29.166666666666664,-12.5,-16.666666666666664
500,-24.16666666666667,0.0,-24.16666666666667
501,-45.83333333333333,0.0,-45.83333333333333
502,-63.33333333333333,0.0,-63.33333333333333
503,-43.33333333333333,-30.000000000000007,-13.333333333333321
504,-61.66666666666666,-12.5,-49.16666666666666
505,-37.5,0.0,-37.5
506,-18.333333333333336,0.0,-18.333333333333336
507,-39.166666666666664,-15.833333333333343,-23.33333333333332
508,-15.833333333333336,-12.5,-3.3333333333333357
509,-17.5,0.0,-17.5
510,-40.833333333333336,0.0,-40.833333333333336
511,-15.833333333333336,-15.833333333333329,-7.105427357601002e-15
512,-50.83333333333334,-18.333333333333336,-32.50000000000001
513,-34.16666666666667,-8.333333333333336,-25.833333333333336
514,-44.166666666666664,0.0,-44.166666666666664
515,-32.49999999999999,0.0,-32.49999999999999
516,-24.999999999999993,0.0,-24.999999999999993
517,-17.5,0.0,-17.5
518,-35.0,-16.66666666666667,-18.33333333333333
519,-18.33333333333333,0.0,-18.33333333333333
520,-46.66666666666667,-16.666666666666664,-30.000000000000007
521,-26.666666666666664,0.0,-26.666666666666664
522,-8.333333333333343,-15.833333333333329,7.499999999999986
523,-48.33333333333333,0.0,-48.33333333333333
524,-64.16666666666667,-33.333333333333336,-30.833333333333336
525,-71.5,0.0,-71.5
526,-35.0,0.0,-35.0
527,-35.00000000000001,0.0,-35.00000000000001
528,-55.83333333333333,0.0,-55.83333333333333
529,-19.166666666666664,0.0,-19.166666666666664
530,0.0,0.0,0.0
531,-42.5,0.0,-42.5
532,-25.83333333333333,0.0,-25.83333333333333
533,-35.833333333333336,-18.333333333333336,-17.5
534,-46.66666666666667,-18.333333333333336,-28.333333333333336
535,-26.666666666666664,0.0,-26.666666666666664
536,-39.166666666666664,-8.333333333333329,-30.833333333333336
537,-50.83333333333333,0.0,-50.83333333333333
538,-36.666666666666664,0.0,-36.666666666666664
539,-54.16666666666666,0.0,-54.16666666666666
540,-29.166666666666664,0.0,-29.166666666666664
541,-47.5,0.0,-47.5
542,-58.33333333333333,0.0,-58.33333333333333
543,-39.16666666666667,0.0,-39.16666666666667
544,-75.83333333333333,0.0,-75.83333333333333
545,-42.5,0.0,-42.5
546,-35.0,0.0,-35.0
547,-29.166666666666664,0.0,-29.166666666666664
548,-47.5,0.0,-47.5
549,-55.83333333333333,0.0,-55.83333333333333
550,-12.500000000000007,0.0,-12.500000000000007
551,-34.166666666666664,-12.5,-21.666666666666664
552,-53.33333333333333,0.0,-53.33333333333333
553,-57.5,0.0,-57.5
554,-16.666666666666664,0.0,-16.666666666666664
555,-26.66666666666667,0.0,-26.66666666666667
556,-46.66666666666667,0.0,-46.66666666666667
557,-16.66666666666667,0.0,-16.66666666666667
558,-40.83333333333333,-15.833333333333336,-24.999999999999993
559,-26.666666666666664,0.0,-26.666666666666664
560,-26.666666666666664,0.0,-26.666666666666664
561,-19.16666666666667,0.0,-19.16666666666667
562,-48.33333333333333,-18.33333333333333,-30.0
563,-31.66666666666667,0.0,-31.66666666666667
564,0.0,0.0,0.0
565,-24.16666666666667,0.0,-24.16666666666667
566,-32.49999999999999,0.0,-32.49999999999999
567,-35.0,-18.33333333333333,-16.66666666666667
568,-42.49999999999999,-16.66666666666667,-25.83333333333332
569,-21.66666666666667,0.0,-21.66666666666667
570,-38.33333333333333,0.0,-38.33333333333333
571,-40.0,0.0,-40.0
572,-50.0,-15.833333333333329,-34.16666666666667
573,-23.33333333333333,0.0,-23.33333333333333
574,-51.66666666666667,-0.8333333333333286,-50.83333333333334
575,-45.833333333333336,-18.333333333333336,-27.5
576,-49.16666666666666,0.0,-49.16666666666666
577,-32.5,0.0,-32.5
578,-26.666666666666664,-15.833333333333343,-10.833333333333321
579,-45.0,0.0,-45.0
580,-42.5,-34.166666666666664,-8.333333333333336
581,-35.833333333333336,0.0,-35.833333333333336
582,-50.83333333333333,-18.333333333333343,-32.499999999999986
583,-34.99999999999999,0.0,-34.99999999999999
584,-25.000000000000007,-10.833333333333329,-14.166666666666679
585,-34.99999999999999,0.0,-34.99999999999999
586,-37.5,-15.833333333333329,-21.66666666666667
587,-17.5,0.0,-17.5
