,p1_mean_atk_last
128,31.666666666666668
129,40.833333333333336
130,43.333333333333336
131,27.5
132,17.5
133,16.666666666666668
134,69.16666666666667
135,46.666666666666664
136,65.83333333333333
137,10.833333333333334
138,41.666666666666664
139,27.5
140,41.666666666666664
141,56.666666666666664
142,23.333333333333332
143,35.833333333333336
144,37.5
145,50.833333333333336
146,60.0
147,8.333333333333334
148,68.33333333333333
149,65.83333333333333
150,49.166666666666664
151,46.666666666666664
152,59.166666666666664
153,35.0
154,64.16666666666667
155,59.166666666666664
156,41.666666666666664
157,35.0
158,43.333333333333336
159,50.0
160,38.333333333333336
161,43.333333333333336
162,51.666666666666664
163,9.166666666666666
164,33.333333333333336
165,43.333333333333336
166,41.666666666666664
167,9.166666666666666
168,37.5
169,34.166666666666664
170,15.833333333333334
171,38.333333333333336
172,47.5
173,19.166666666666668
174,40.0
175,51.666666666666664
176,25.833333333333332
177,13.333333333333334
178,40.833333333333336
179,40.833333333333336
180,56.666666666666664
181,31.666666666666668
182,35.0
183,35.0
184,56.666666666666664
185,55.833333333333336
186,41.666666666666664
187,25.833333333333332
188,11.666666666666666
189,70.0
190,35.0
191,31.666666666666668
192,31.666666666666668
193,0.8333333333333334
194,50.833333333333336
195,17.5
196,38.333333333333336
197,49.166666666666664
198,22.333333333333332
199,25.0
200,9.166666666666666
201,16.666666666666668
202,44.166666666666664
203,43.333333333333336
204,43.333333333333336
205,16.666666666666668
206,66.66666666666667
207,57.5
208,55.833333333333336
209,28.333333333333332
210,64.16666666666667
211,59.166666666666664
212,46.666666666666664
213,37.5
214,44.166666666666664
215,62.5
216,58.333333333333336
217,15.833333333333334
218,47.5
219,32.5
220,31.666666666666668
221,45.833333333333336
222,15.833333333333334
223,25.0
224,29.166666666666668
225,25.833333333333332
226,40.833333333333336
227,35.0
228,27.5
229,56.666666666666664
230,25.833333333333332
231,31.666666666666668
232,47.5
233,32.5
234,42.5
235,44.166666666666664
236,46.666666666666664
237,33.333333333333336
238,31.666666666666668
239,65.83333333333333
240,35.833333333333336
241,27.5
242,26.666666666666668
243,23.333333333333332
244,33.333333333333336
245,65.83333333333333
246,60.0
247,54.833333333333336
248,34.166666666666664
249,25.0
250,43.333333333333336
251,38.333333333333336
252,19.166666666666668
253,45.0
254,37.5
255,34.166666666666664
256,30.833333333333332
257,80.0
258,29.166666666666668
259,40.0
260,45.833333333333336
261,25.833333333333332
262,31.666666666666668
263,26.666666666666668
264,71.66666666666667
265,59.166666666666664
266,15.833333333333334
267,43.333333333333336
268,41.666666666666664
269,16.666666666666668
270,9.166666666666666
271,17.5
272,24.166666666666668
273,46.666666666666664
274,71.66666666666667
275,35.0
276,34.166666666666664
277,31.666666666666668
278,54.166666666666664
279,55.833333333333336
280,8.333333333333334
281,26.666666666666668
282,60.0
283,30.833333333333332
284,34.166666666666664
285,62.5
286,23.333333333333332
287,71.66666666666667
288,45.833333333333336
289,44.166666666666664
290,46.666666666666664
291,50.833333333333336
292,35.0
293,40.833333333333336
294,34.166666666666664
295,30.0
296,62.5
297,43.333333333333336
298,32.5
299,65.83333333333333
300,34.166666666666664
301,52.5
302,35.0
303,27.5
304,25.0
305,48.333333333333336
306,56.666666666666664
307,59.166666666666664
308,47.5
309,55.0
310,40.833333333333336
311,50.833333333333336
312,43.333333333333336
313,59.166666666666664
314,14.166666666666666
315,41.666666666666664
316,8.333333333333334
317,20.833333333333332
318,53.333333333333336
319,30.833333333333332
320,53.333333333333336
321,39.166666666666664
322,50.0
323,55.833333333333336
324,59.166666666666664
325,0.0
326,30.833333333333332
327,46.666666666666664
328,55.0
329,43.333333333333336
330,66.66666666666667
331,41.666666666666664
332,18.333333333333332
333,53.333333333333336
334,18.333333333333332
335,56.666666666666664
336,9.166666666666666
337,72.5
338,15.833333333333334
339,50.0
340,27.5
341,47.5
342,35.0
343,41.666666666666664
344,62.5
345,66.66666666666667
346,47.5
347,20.833333333333332
348,29.166666666666668
349,43.333333333333336
350,59.166666666666664
351,43.333333333333336
352,33.333333333333336
353,27.5
354,38.333333333333336
355,45.0
356,85.0
357,26.666666666666668
358,16.666666666666668
359,56.666666666666664
360,19.166666666666668
361,53.333333333333336
362,47.5
363,26.666666666666668
364,25.0
365,64.16666666666667
366,62.5
367,0.8333333333333334
368,35.833333333333336
369,45.833333333333336
370,20.0
371,12.5
372,46.666666666666664
373,27.5
374,24.166666666666668
375,48.333333333333336
376,29.166666666666668
377,28.333333333333332
378,40.0
379,9.166666666666666
380,33.333333333333336
381,40.666666666666664
382,51.666666666666664
383,38.333333333333336
384,84.83333333333333
385,29.166666666666668
386,31.666666666666668
387,30.0
388,21.666666666666668
389,50.833333333333336
390,55.833333333333336
391,40.833333333333336
392,48.333333333333336
393,60.0
394,35.833333333333336
395,43.166666666666664
396,35.833333333333336
397,44.166666666666664
398,30.0
399,17.5
400,30.0
401,40.833333333333336
402,35.0
403,42.5
404,26.666666666666668
405,66.66666666666667
406,40.833333333333336
407,36.666666666666664
408,50.833333333333336
409,42.5
410,8.333333333333334
411,32.5
412,21.666666666666668
413,50.833333333333336
414,31.666666666666668
415,40.0
416,26.666666666666668
417,35.833333333333336
418,35.0
419,30.0
420,44.166666666666664
421,47.5
422,72.5
423,72.5
424,48.333333333333336
425,28.333333333333332
426,47.5
427,36.666666666666664
428,43.333333333333336
429,45.833333333333336
430,50.833333333333336
431,32.5
432,75.0
433,39.166666666666664
434,51.666666666666664
435,31.666666666666668
436,28.333333333333332
437,28.333333333333332
438,32.5
439,40.833333333333336
440,63.333333333333336
441,64.16666666666667
442,26.666666666666668
443,38.333333333333336
444,24.166666666666668
445,41.666666666666664
446,47.5
447,15.833333333333334
448,38.333333333333336
449,46.666666666666664
450,49.166666666666664
451,25.0
452,64.16666666666667
453,35.0
454,33.333333333333336
455,0.0
456,9.166666666666666
457,79.16666666666667
458,43.333333333333336
459,25.833333333333332
460,37.5
461,55.833333333333336
462,49.166666666666664
463,32.5
464,34.166666666666664
465,40.833333333333336
466,38.333333333333336
467,31.666666666666668
468,60.0
469,41.666666666666664
470,17.5
471,27.5
472,38.333333333333336
473,30.0
474,47.5
475,62.5
476,10.833333333333334
477,24.166666666666668
478,47.5
479,38.333333333333336
480,25.0
481,17.5
482,23.333333333333332
483,11.666666666666666
484,34.166666666666664
485,16.666666666666668
486,55.833333333333336
487,53.333333333333336
488,33.333333333333336
489,48.333333333333336
490,43.333333333333336
491,44.0
492,70.0
493,41.666666666666664
494,0.8333333333333334
495,44.166666666666664
496,50.833333333333336
497,71.66666666666667
498,38.333333333333336
499,63.333333333333336
500,50.0
501,26.666666666666668
502,17.5
503,35.0
504,19.166666666666668
505,35.0
506,56.666666666666664
507,35.833333333333336
508,56.666666666666664
509,65.83333333333333
510,40.833333333333336
511,59.166666666666664
512,20.833333333333332
513,45.0
514,34.833333333333336
515,45.833333333333336
516,43.333333333333336
517,55.0
518,47.5
519,67.5
520,20.833333333333332
521,45.833333333333336
522,73.33333333333333
523,31.666666666666668
524,15.0
525,26.666666666666668
526,37.5
527,46.666666666666664
528,30.0
529,53.333333333333336
530,74.16666666666667
531,25.833333333333332
532,42.5
533,36.666666666666664
534,42.5
535,51.666666666666664
536,34.166666666666664
537,31.666666666666668
538,45.833333333333336
539,26.666666666666668
540,63.333333333333336
541,27.5
542,16.666666666666668
543,35.0
544,0.0
545,30.0
546,40.0
547,45.833333333333336
548,25.833333333333332
549,15.0
550,59.166666666666664
551,38.333333333333336
552,19.166666666666668
553,19.166666666666668
554,59.166666666666664
555,40.0
556,28.333333333333332
557,65.0
558,31.666666666666668
559,38.333333333333336
560,48.333333333333336
561,60.0
562,19.166666666666668
563,47.5
564,78.33333333333333
565,50.0
566,43.333333333333336
567,25.833333333333332
568,40.833333333333336
569,52.5
570,47.5
571,32.5
572,19.166666666666668
573,45.0
574,20.833333333333332
575,33.333333333333336
576,21.666666666666668
577,42.5
578,50.833333333333336
579,45.0
580,32.5
581,36.666666666666664
582,26.666666666666668
583,35.833333333333336
584,49.166666666666664
585,50.833333333333336
586,35.0
587,55.0
588,40.0
589,56.666666666666664
590,56.666666666666664
591,10.833333333333334
592,30.0
593,17.5
594,31.666666666666668
595,21.666666666666668
596,24.166666666666668
597,31.666666666666668
598,55.833333333333336
599,35.0
600,9.166666666666666
601,49.166666666666664
602,43.333333333333336
603,45.0
604,21.666666666666668
605,25.833333333333332
606,8.333333333333334
607,47.5
608,15.833333333333334
609,40.833333333333336
610,57.5
611,24.166666666666668
612,35.0
613,67.5
614,45.0
615,45.0
616,35.0
617,45.833333333333336
618,55.0
619,47.5
620,64.16666666666667
621,16.666666666666668
622,33.333333333333336
623,9.166666666666666
624,40.0
625,41.666666666666664
626,40.0
627,43.333333333333336
628,30.833333333333332
629,66.66666666666667
630,42.5
631,33.333333333333336
632,25.833333333333332
633,17.5
634,68.33333333333333
635,57.5
636,34.166666666666664
637,30.0
638,36.666666666666664
639,38.333333333333336
640,23.333333333333332
641,15.0
642,31.666666666666668
643,39.166666666666664
644,15.833333333333334
645,54.166666666666664
646,53.333333333333336
647,16.666666666666668
648,51.666666666666664
649,31.666666666666668
650,48.333333333333336
651,35.0
652,40.833333333333336
653,15.833333333333334
654,21.666666666666668
655,43.333333333333336
656,84.16666666666667
657,64.16666666666667
658,44.166666666666664
659,58.166666666666664
660,20.833333333333332
661,50.833333333333336
662,12.5
663,41.666666666666664
664,44.166666666666664
665,62.5
666,35.833333333333336
667,40.0
668,35.0
669,15.0
670,69.16666666666667
671,15.833333333333334
672,26.666666666666668
673,32.5
674,43.333333333333336
675,33.333333333333336
676,31.666666666666668
677,31.666666666666668
678,0.0
679,33.333333333333336
680,45.0
681,50.0
682,30.0
683,44.166666666666664
684,57.5
685,60.0
686,43.333333333333336
687,53.333333333333336
688,25.833333333333332
689,58.333333333333336
690,14.166666666666666
691,63.333333333333336
692,16.666666666666668
693,49.166666666666664
694,29.166666666666668
695,64.16666666666667
696,62.5
697,70.83333333333333
698,30.833333333333332
699,23.166666666666668
700,65.0
701,48.333333333333336
702,38.333333333333336
703,72.33333333333333
704,29.166666666666668
705,40.833333333333336
706,54.166666666666664
707,45.0
708,50.833333333333336
709,59.166666666666664
710,30.833333333333332
711,33.333333333333336
712,24.166666666666668
713,48.333333333333336
714,41.666666666666664
715,25.833333333333332
716,28.333333333333332
717,45.833333333333336
718,25.0
719,59.166666666666664
720,27.5
721,81.66666666666667
722,44.166666666666664
723,15.833333333333334
724,49.166666666666664
725,16.666666666666668
726,31.666666666666668
727,55.833333333333336
728,39.166666666666664
729,16.666666666666668
730,33.333333333333336
731,17.5
732,44.166666666666664
733,50.833333333333336
734,24.166666666666668
735,57.5
736,41.666666666666664
737,40.833333333333336
738,25.0
739,31.666666666666668
740,47.5
741,23.333333333333332
742,69.16666666666667
743,8.333333333333334
744,69.16666666666667
745,25.833333333333332
746,25.0
747,51.666666666666664
748,35.0
749,40.0
750,41.666666666666664
751,31.666666666666668
752,16.25
753,31.666666666666668
754,40.833333333333336
755,55.833333333333336
756,38.333333333333336
757,61.666666666666664
758,49.833333333333336
759,56.666666666666664
760,47.5
761,27.5
762,31.666666666666668
763,31.666666666666668
764,44.166666666666664
765,85.83333333333333
766,42.5
767,28.333333333333332
768,16.666666666666668
769,43.333333333333336
770,51.666666666666664
771,70.0
772,50.833333333333336
773,51.666666666666664
774,25.0
775,17.5
776,38.333333333333336
777,60.833333333333336
778,74.83333333333333
779,60.833333333333336
780,63.333333333333336
781,42.5
782,41.666666666666664
783,25.0
784,59.166666666666664
785,46.666666666666664
786,68.33333333333333
787,59.166666666666664
788,51.666666666666664
789,34.166666666666664
790,34.166666666666664
791,59.166666666666664
792,25.833333333333332
793,15.833333333333334
794,85.0
795,29.166666666666668
796,22.5
797,63.333333333333336
798,25.0
799,48.333333333333336
800,43.333333333333336
801,16.666666666666668
802,43.333333333333336
803,38.333333333333336
804,41.666666666666664
805,39.166666666666664
806,25.833333333333332
807,30.0
808,29.166666666666668
809,15.833333333333334
810,39.166666666666664
811,46.666666666666664
812,45.833333333333336
813,55.833333333333336
814,12.5
815,27.5
816,60.833333333333336
817,17.5
818,32.5
819,28.333333333333332
820,41.666666666666664
821,64.16666666666667
822,32.916666666666664
823,41.666666666666664
824,27.5
825,25.0
826,24.166666666666668
827,35.0
828,74.16666666666667
829,64.16666666666667
830,15.0
831,0.0
832,31.666666666666668
833,16.666666666666668
834,27.5
835,31.666666666666668
836,8.333333333333334
837,13.333333333333334
838,17.5
839,35.0
840,49.166666666666664
841,38.333333333333336
842,81.66666666666667
843,37.5
844,48.333333333333336
845,40.833333333333336
846,43.333333333333336
847,62.5
848,21.666666666666668
849,34.166666666666664
850,38.333333333333336
851,59.166666666666664
852,58.333333333333336
853,33.333333333333336
854,26.666666666666668
855,62.5
856,35.0
857,17.5
858,59.833333333333336
859,36.666666666666664
860,47.5
861,66.66666666666667
862,45.833333333333336
863,55.833333333333336
864,46.666666666666664
865,16.666666666666668
866,58.333333333333336
867,59.166666666666664
868,44.166666666666664
869,29.166666666666668
870,45.0
871,56.666666666666664
872,30.833333333333332
873,35.833333333333336
874,42.5
875,14.166666666666666
876,50.833333333333336
877,35.0
878,22.5
879,58.333333333333336
880,30.666666666666668
881,37.5
882,41.666666666666664
883,30.833333333333332
884,50.0
885,25.833333333333332
886,72.5
887,12.5
888,42.5
889,57.5
890,47.5
891,73.33333333333333
892,38.333333333333336
893,43.333333333333336
894,35.833333333333336
895,30.833333333333332
896,53.333333333333336
897,25.0
898,50.833333333333336
899,53.333333333333336
900,65.0
901,32.5
902,43.333333333333336
903,25.0
904,36.666666666666664
905,48.333333333333336
906,32.5
907,15.0
908,36.666666666666664
909,35.0
910,38.333333333333336
911,40.833333333333336
912,36.666666666666664
913,59.166666666666664
914,43.333333333333336
915,67.5
916,30.0
917,16.666666666666668
918,59.166666666666664
919,46.666666666666664
920,51.666666666666664
921,60.0
922,44.166666666666664
923,16.666666666666668
924,48.333333333333336
925,40.0
926,45.833333333333336
927,11.666666666666666
928,57.5
929,58.333333333333336
930,69.16666666666667
931,39.0
932,17.5
933,15.833333333333334
934,27.5
935,12.5
936,31.666666666666668
937,69.16666666666667
938,35.833333333333336
939,65.0
940,62.5
941,0.8333333333333334
942,35.416666666666664
943,25.833333333333332
944,50.833333333333336
945,37.5
946,15.833333333333334
947,19.166666666666668
948,27.5
949,11.666666666666666
950,41.666666666666664
951,13.333333333333334
952,15.833333333333334
953,40.0
954,50.833333333333336
955,32.5
956,8.333333333333334
957,35.833333333333336
958,33.333333333333336
959,70.0
960,39.166666666666664
961,63.333333333333336
962,24.166666666666668
963,34.166666666666664
964,33.333333333333336
965,30.833333333333332
966,16.666666666666668
967,40.833333333333336
968,64.16666666666667
969,59.166666666666664
970,31.666666666666668
971,32.5
972,0.0
973,26.666666666666668
974,27.5
975,45.833333333333336
976,39.166666666666664
977,31.666666666666668
978,30.833333333333332
979,39.166666666666664
980,19.166666666666668
981,60.0
982,27.5
983,71.66666666666667
984,60.0
985,58.333333333333336
986,15.833333333333334
987,59.166666666666664
988,39.166666666666664
989,15.0
990,55.833333333333336
991,60.0
992,51.666666666666664
993,45.0
994,19.166666666666668
995,59.166666666666664
996,17.5
997,65.0
998,29.166666666666668
999,38.333333333333336
1000,25.833333333333332
1001,35.0
1002,27.5
1003,40.833333333333336
1004,0.8333333333333334
1005,30.0
1006,58.166666666666664
1007,35.833333333333336
1008,38.333333333333336
1009,69.16666666666667
1010,35.0
1011,33.333333333333336
1012,64.83333333333333
1013,53.333333333333336
1014,25.0
1015,46.666666666666664
1016,44.166666666666664
1017,34.166666666666664
1018,64.16666666666667
1019,33.333333333333336
1020,43.333333333333336
1021,43.333333333333336
1022,29.166666666666668
1023,43.333333333333336
1024,26.666666666666668
1025,40.0
1026,40.833333333333336
1027,29.166666666666668
1028,29.166666666666668
1029,40.0
1030,15.833333333333334
1031,50.833333333333336
1032,47.5
1033,30.0
1034,41.666666666666664
1035,55.833333333333336
1036,10.833333333333334
1037,34.166666666666664
1038,43.333333333333336
1039,32.5
1040,27.5
1041,38.333333333333336
1042,74.16666666666667
1043,17.5
1044,19.166666666666668
1045,25.0
1046,25.0
1047,30.0
1048,32.5
1049,25.833333333333332
1050,85.83333333333333
1051,42.5
1052,31.666666666666668
1053,25.833333333333332
1054,40.833333333333336
1055,47.5
1056,51.666666666666664
1057,55.0
1058,56.666666666666664
1059,38.333333333333336
1060,65.83333333333333
1061,44.166666666666664
1062,49.166666666666664
1063,49.166666666666664
1064,35.0
1065,34.166666666666664
1066,24.166666666666668
1067,51.666666666666664
1068,64.16666666666667
1069,35.0
1070,8.333333333333334
1071,45.833333333333336
1072,15.0
1073,64.83333333333333
1074,50.833333333333336
1075,30.833333333333332
1076,16.666666666666668
1077,59.166666666666664
1078,30.0
1079,34.166666666666664
1080,40.833333333333336
1081,26.666666666666668
1082,83.33333333333333
1083,16.666666666666668
1084,60.833333333333336
1085,45.833333333333336
1086,17.5
1087,56.666666666666664
1088,27.5
1089,59.166666666666664
1090,47.5
1091,40.0
1092,40.0
1093,43.333333333333336
1094,9.166666666666666
1095,42.5
1096,34.583333333333336
1097,8.333333333333334
1098,47.5
1099,48.333333333333336
1100,29.166666666666668
1101,16.666666666666668
1102,43.333333333333336
1103,45.833333333333336
1104,9.166666666666666
1105,42.5
1106,15.833333333333334
1107,55.833333333333336
1108,17.5
1109,17.5
1110,33.166666666666664
1111,42.5
1112,43.333333333333336
1113,21.666666666666668
1114,11.666666666666666
1115,46.666666666666664
1116,49.166666666666664
1117,87.5
1118,34.166666666666664
1119,39.166666666666664
1120,48.333333333333336
1121,31.666666666666668
1122,47.5
1123,11.666666666666666
1124,19.166666666666668
1125,56.666666666666664
1126,32.5
1127,27.5
1128,45.833333333333336
1129,25.0
1130,78.33333333333333
1131,58.333333333333336
1132,8.333333333333334
1133,25.0
1134,44.166666666666664
1135,15.833333333333334
1136,37.5
1137,32.5
1138,74.16666666666667
1139,43.333333333333336
1140,16.666666666666668
1141,29.166666666666668
1142,9.166666666666666
1143,45.833333333333336
1144,32.5
1145,69.16666666666667
1146,25.0
1147,35.0
1148,31.666666666666668
1149,62.5
1150,25.0
1151,69.16666666666667
1152,25.0
1153,60.0
1154,23.333333333333332
1155,26.666666666666668
1156,30.0
1157,85.83333333333333
1158,50.833333333333336
1159,11.666666666666666
1160,38.333333333333336
1161,25.833333333333332
1162,12.5
1163,38.333333333333336
1164,56.666666666666664
1165,55.833333333333336
1166,36.666666666666664
1167,39.166666666666664
1168,43.333333333333336
1169,29.166666666666668
1170,25.833333333333332
1171,75.83333333333333
1172,31.666666666666668
1173,45.833333333333336
1174,55.833333333333336
1175,35.0
1176,66.66666666666667
1177,51.666666666666664
1178,29.166666666666668
1179,43.333333333333336
1180,35.0
1181,39.166666666666664
1182,33.333333333333336
1183,54.166666666666664
1184,45.0
1185,65.83333333333333
1186,59.166666666666664
1187,29.166666666666668
1188,45.0
1189,38.333333333333336
1190,27.5
1191,60.833333333333336
1192,31.666666666666668
1193,43.333333333333336
1194,26.666666666666668
1195,59.166666666666664
1196,17.5
1197,58.333333333333336
1198,31.666666666666668
1199,32.5
1200,51.666666666666664
1201,45.833333333333336
1202,28.333333333333332
1203,17.5
1204,30.0
1205,66.66666666666667
1206,63.333333333333336
1207,33.333333333333336
1208,42.5
1209,40.833333333333336
1210,16.666666666666668
1211,45.0
1212,19.166666666666668
1213,36.666666666666664
1214,33.333333333333336
1215,17.5
1216,47.5
1217,56.666666666666664
1218,75.0
1219,33.333333333333336
1220,35.0
1221,55.833333333333336
1222,8.333333333333334
1223,25.833333333333332
1224,35.0
1225,48.333333333333336
1226,43.333333333333336
1227,0.8333333333333334
1228,51.666666666666664
1229,19.166666666666668
1230,49.166666666666664
1231,43.333333333333336
1232,69.16666666666667
1233,54.166666666666664
1234,30.0
1235,40.0
1236,77.5
1237,21.666666666666668
1238,48.333333333333336
1239,17.5
1240,40.833333333333336
1241,47.5
1242,20.833333333333332
1243,47.5
1244,56.666666666666664
1245,20.833333333333332
1246,40.0
1247,77.5
1248,27.5
1249,50.833333333333336
1250,43.333333333333336
1251,41.666666666666664
1252,35.833333333333336
1253,13.333333333333334
1254,56.666666666666664
1255,25.833333333333332
1256,43.333333333333336
1257,44.166666666666664
1258,47.5
1259,72.5
1260,15.833333333333334
1261,31.666666666666668
1262,41.666666666666664
1263,30.0
1264,31.666666666666668
1265,59.166666666666664
1266,47.5
1267,20.833333333333332
1268,47.5
1269,63.333333333333336
1270,50.833333333333336
1271,60.833333333333336
1272,28.333333333333332
1273,27.5
1274,50.833333333333336
1275,53.333333333333336
1276,76.66666666666667
1277,56.666666666666664
1278,25.833333333333332
1279,27.5
1280,51.666666666666664
1281,18.333333333333332
1282,51.666666666666664
1283,43.333333333333336
1284,22.5
1285,9.166666666666666
1286,45.0
1287,70.83333333333333
1288,55.833333333333336
1289,16.666666666666668
1290,0.8333333333333334
1291,43.333333333333336
1292,16.666666666666668
1293,0.0
1294,50.833333333333336
1295,31.666666666666668
1296,10.833333333333334
1297,50.0
1298,42.5
1299,9.166666666666666
1300,75.66666666666667
1301,28.333333333333332
1302,11.666666666666666
1303,31.666666666666668
1304,39.166666666666664
1305,32.5
1306,15.833333333333334
1307,30.0
1308,16.666666666666668
1309,43.333333333333336
1310,30.833333333333332
1311,12.5
1312,39.166666666666664
1313,70.0
1314,53.333333333333336
1315,60.0
1316,0.0
1317,43.333333333333336
1318,17.5
1319,50.833333333333336
1320,72.5
1321,67.5
1322,29.166666666666668
1323,58.333333333333336
1324,43.333333333333336
1325,40.833333333333336
1326,74.16666666666667
1327,9.166666666666666
1328,44.166666666666664
1329,35.833333333333336
1330,25.0
1331,16.666666666666668
1332,29.166666666666668
1333,39.166666666666664
1334,44.166666666666664
1335,63.333333333333336
1336,63.333333333333336
1337,29.166666666666668
1338,56.666666666666664
1339,68.33333333333333
1340,16.666666666666668
1341,67.5
1342,29.166666666666668
1343,53.333333333333336
1344,45.833333333333336
1345,20.833333333333332
1346,30.0
1347,25.0
1348,15.0
1349,60.833333333333336
1350,62.5
1351,9.166666666666666
1352,43.333333333333336
1353,53.333333333333336
1354,30.833333333333332
1355,30.833333333333332
1356,63.333333333333336
1357,9.166666666666666
1358,55.0
1359,17.5
1360,59.166666666666664
1361,35.833333333333336
1362,40.0
1363,35.833333333333336
1364,15.0
1365,27.5
1366,96.5
1367,25.0
1368,67.5
1369,13.333333333333334
1370,16.666666666666668
1371,18.333333333333332
1372,45.833333333333336
1373,37.5
1374,40.833333333333336
1375,69.16666666666667
1376,50.833333333333336
1377,78.33333333333333
1378,0.0
1379,47.5
1380,35.0
1381,0.0
1382,45.0
1383,56.666666666666664
1384,33.333333333333336
1385,40.0
1386,10.833333333333334
1387,17.5
1388,25.0
1389,29.166666666666668
1390,40.833333333333336
1391,51.666666666666664
1392,67.5
1393,25.0
1394,42.5
1395,35.833333333333336
1396,15.833333333333334
1397,51.666666666666664
1398,38.333333333333336
1399,30.0
1400,35.0
1401,44.166666666666664
1402,69.16666666666667
1403,36.666666666666664
1404,40.833333333333336
1405,53.333333333333336
1406,37.5
1407,59.166666666666664
1408,58.333333333333336
1409,40.833333333333336
1410,42.5
1411,51.666666666666664
1412,33.333333333333336
1413,60.833333333333336
1414,15.833333333333334
1415,21.666666666666668
1416,35.0
1417,50.833333333333336
1418,25.833333333333332
1419,29.166666666666668
1420,42.5
1421,39.166666666666664
1422,63.333333333333336
1423,45.0
1424,40.833333333333336
1425,47.5
1426,41.666666666666664
1427,30.833333333333332
1428,50.833333333333336
1429,67.5
1430,8.333333333333334
1431,10.833333333333334
1432,30.0
1433,44.166666666666664
1434,0.8333333333333334
1435,50.833333333333336
1436,29.166666666666668
1437,32.5
1438,35.833333333333336
1439,54.166666666666664
1440,30.833333333333332
1441,34.166666666666664
1442,34.166666666666664
1443,0.8333333333333334
1444,56.666666666666664
1445,25.833333333333332
1446,37.5
1447,9.166666666666666
1448,24.166666666666668
1449,35.833333333333336
1450,26.666666666666668
1451,11.666666666666666
1452,27.5
1453,65.0
1454,21.666666666666668
1455,43.333333333333336
1456,40.833333333333336
1457,40.0
1458,12.5
1459,62.5
1460,30.833333333333332
1461,65.83333333333333
1462,25.0
1463,25.0
1464,15.833333333333334
1465,31.666666666666668
1466,16.666666666666668
1467,40.833333333333336
1468,67.5
1469,25.833333333333332
1470,25.833333333333332
1471,11.666666666666666
1472,40.833333333333336
1473,29.166666666666668
1474,30.0
1475,49.166666666666664
1476,40.833333333333336
1477,55.0
1478,37.5
1479,30.0
1480,39.166666666666664
1481,75.0
1482,46.666666666666664
1483,40.0
1484,30.833333333333332
1485,25.833333333333332
1486,48.333333333333336
1487,30.0
1488,25.0
1489,72.5
1490,59.166666666666664
1491,54.166666666666664
1492,67.5
1493,39.166666666666664
1494,56.666666666666664
1495,31.666666666666668
1496,25.0
1497,57.5
1498,47.5
1499,21.666666666666668
1500,35.833333333333336
1501,46.666666666666664
1502,20.0
1503,50.0
1504,62.5
1505,40.833333333333336
1506,72.5
1507,13.333333333333334
1508,45.0
1509,14.166666666666666
1510,69.16666666666667
1511,9.166666666666666
1512,20.833333333333332
1513,51.666666666666664
1514,85.83333333333333
1515,25.833333333333332
1516,47.5
1517,24.166666666666668
1518,45.833333333333336
1519,47.5
1520,30.833333333333332
1521,50.0
1522,35.0
1523,55.833333333333336
1524,49.166666666666664
1525,19.166666666666668
1526,50.0
1527,0.8333333333333334
1528,66.66666666666667
1529,38.333333333333336
