,p1_mean_spa_last,p2_mean_spa_last
80,66.66666666666667,85.83333333333333
81,62.5,91.625
82,38.333333333333336,93.29166666666667
83,67.5,97.45833333333333
84,36.666666666666664,97.41666666666667
85,27.5,104.95833333333333
86,31.666666666666668,102.5
87,65.0,88.25
88,50.0,59.166666666666664
89,33.333333333333336,89.125
90,28.333333333333332,92.45833333333333
91,55.0,90.83333333333333
92,76.66666666666667,106.625
93,11.666666666666666,99.16666666666667
94,28.333333333333332,75.0
95,60.833333333333336,92.45833333333333
96,9.166666666666666,64.16666666666667
97,50.833333333333336,99.125
98,31.666666666666668,104.16666666666667
99,47.5,86.58333333333333
100,33.333333333333336,79.16666666666667
101,29.166666666666668,85.0
102,80.83333333333333,93.29166666666667
103,30.0,80.0
104,49.166666666666664,98.29166666666667
105,57.5,83.33333333333333
106,29.166666666666668,104.125
107,7.5,80.0
108,85.0,85.79166666666667
109,76.66666666666667,101.625
110,60.833333333333336,100.0
111,55.0,104.16666666666667
112,50.833333333333336,88.29166666666667
113,82.5,85.0
114,81.66666666666667,104.125
115,48.333333333333336,94.125
116,78.33333333333333,94.95833333333333
117,71.66666666666667,80.79166666666667
118,62.5,99.125
119,44.166666666666664,85.0
120,36.666666666666664,100.83333333333333
121,43.333333333333336,96.66666666666667
122,74.16666666666667,91.625
123,77.5,90.83333333333333
124,53.333333333333336,93.29166666666667
125,60.0,81.625
126,60.833333333333336,78.29166666666667
127,40.833333333333336,89.95833333333333
128,71.66666666666667,89.16666666666667
129,48.333333333333336,99.95833333333333
130,63.333333333333336,84.16666666666667
131,30.0,70.0
132,29.166666666666668,99.125
133,11.666666666666666,64.08333333333333
134,46.666666666666664,99.16666666666667
135,48.333333333333336,80.79166666666667
136,73.33333333333333,80.0
137,18.333333333333332,94.125
138,72.5,93.33333333333333
139,50.833333333333336,87.41666666666667
140,54.166666666666664,100.79166666666667
141,53.333333333333336,98.33333333333333
142,31.666666666666668,95.79166666666667
143,65.0,91.66666666666667
144,44.166666666666664,99.16666666666667
145,43.333333333333336,86.625
146,70.0,104.16666666666667
147,22.5,69.16666666666667
148,55.833333333333336,103.29166666666667
149,56.666666666666664,95.83333333333333
150,64.16666666666667,88.33333333333333
151,48.333333333333336,89.16666666666667
152,65.83333333333333,72.5
153,49.166666666666664,96.66666666666667
154,61.666666666666664,86.66666666666667
155,59.166666666666664,96.66666666666667
156,65.83333333333333,99.125
157,41.666666666666664,85.0
158,71.66666666666667,99.16666666666667
159,43.333333333333336,74.125
160,61.666666666666664,93.29166666666667
161,56.666666666666664,100.0
162,53.333333333333336,98.33333333333333
163,40.0,80.0
164,50.0,76.66666666666667
165,71.66666666666667,100.79166666666667
166,72.5,91.66666666666667
167,40.0,78.29166666666667
168,44.166666666666664,86.66666666666667
169,31.666666666666668,91.66666666666667
170,20.833333333333332,85.83333333333333
171,39.166666666666664,70.83333333333333
172,57.5,89.95833333333333
173,40.833333333333336,81.66666666666667
174,59.166666666666664,85.83333333333333
175,53.333333333333336,94.16666666666667
176,45.0,94.16666666666667
177,34.166666666666664,93.29166666666667
178,35.833333333333336,83.33333333333333
179,35.833333333333336,93.33333333333333
180,70.0,108.29166666666667
181,59.166666666666664,65.0
182,38.333333333333336,93.33333333333333
183,65.0,93.29166666666667
184,56.666666666666664,99.16666666666667
185,55.0,77.5
186,60.0,64.16666666666667
187,45.0,104.16666666666667
188,10.833333333333334,87.5
189,64.16666666666667,95.79166666666667
190,49.166666666666664,100.79166666666667
191,59.166666666666664,58.333333333333336
192,35.0,85.0
193,17.5,79.91666666666667
194,43.333333333333336,77.5
195,29.166666666666668,89.125
196,65.0,101.58333333333333
197,66.66666666666667,93.33333333333333
198,16.666666666666668,93.29166666666667
199,34.166666666666664,101.625
200,40.0,86.66666666666667
201,38.333333333333336,85.0
202,75.83333333333333,98.33333333333333
203,54.166666666666664,100.83333333333333
204,58.333333333333336,84.125
205,11.666666666666666,81.66666666666667
206,57.5,103.25
207,71.66666666666667,85.0
208,51.666666666666664,100.75
209,37.5,101.54166666666667
210,70.83333333333333,92.41666666666667
211,76.66666666666667,99.95833333333333
212,48.333333333333336,97.5
213,50.833333333333336,85.0
214,49.166666666666664,75.79166666666667
215,86.66666666666667,103.33333333333333
216,66.66666666666667,90.79166666666667
217,14.166666666666666,85.79166666666667
218,65.83333333333333,74.95833333333333
219,32.5,84.16666666666667
220,45.0,100.0
221,66.66666666666667,89.125
222,20.833333333333332,67.5
223,54.166666666666664,99.16666666666667
224,55.0,77.5
225,45.0,100.0
226,55.0,68.29166666666667
227,22.5,96.625
228,33.333333333333336,67.5
229,62.5,105.75
230,45.0,97.5
231,45.0,97.41666666666667
232,65.83333333333333,101.54166666666667
233,50.0,69.16666666666667
234,71.66666666666667,67.45833333333333
235,71.66666666666667,76.66666666666667
236,48.333333333333336,102.41666666666667
237,50.0,99.95833333333333
238,45.0,80.0
239,79.16666666666667,103.33333333333333
240,40.0,64.16666666666667
241,44.166666666666664,83.33333333333333
242,42.5,95.625
243,60.833333333333336,94.08333333333333
244,50.0,98.33333333333333
245,48.333333333333336,84.16666666666667
246,69.16666666666667,85.0
247,43.333333333333336,100.0
248,30.0,68.33333333333333
249,27.5,105.0
250,71.66666666666667,104.125
251,68.33333333333333,74.16666666666667
252,28.333333333333332,97.375
253,53.333333333333336,103.29166666666667
254,37.5,104.95833333333333
255,24.166666666666668,52.5
256,27.5,54.958333333333336
257,75.0,89.125
258,28.333333333333332,98.33333333333333
259,48.333333333333336,76.66666666666667
260,63.333333333333336,92.45833333333333
261,45.0,96.66666666666667
262,45.0,86.66666666666667
263,33.333333333333336,98.29166666666667
264,81.66666666666667,109.125
265,59.166666666666664,91.625
266,20.833333333333332,93.29166666666667
267,58.333333333333336,86.66666666666667
268,63.333333333333336,94.95833333333333
269,11.666666666666666,89.125
270,33.333333333333336,85.79166666666667
271,29.166666666666668,93.29166666666667
272,60.833333333333336,103.25
273,48.333333333333336,96.58333333333333
274,75.83333333333333,90.83333333333333
275,49.166666666666664,97.5
276,31.666666666666668,75.0
277,45.0,88.33333333333333
278,33.333333333333336,80.79166666666667
279,35.833333333333336,95.83333333333333
280,22.5,69.16666666666667
281,39.166666666666664,108.33333333333333
282,76.66666666666667,104.125
283,27.5,83.33333333333333
284,49.166666666666664,93.29166666666667
285,75.83333333333333,99.08333333333333
286,38.333333333333336,82.5
287,50.0,99.16666666666667
288,66.66666666666667,96.66666666666667
289,55.833333333333336,84.125
290,41.666666666666664,97.45833333333333
291,55.833333333333336,83.33333333333333
292,20.833333333333332,91.66666666666667
293,55.0,93.33333333333333
294,28.333333333333332,99.16666666666667
295,45.833333333333336,98.33333333333333
296,79.16666666666667,104.125
297,47.5,99.16666666666667
298,52.5,97.45833333333333
299,75.0,80.0
300,49.166666666666664,104.16666666666667
301,61.666666666666664,103.25
302,22.5,104.16666666666667
303,44.166666666666664,96.625
304,34.166666666666664,82.5
305,51.666666666666664,81.66666666666667
306,69.16666666666667,103.29166666666667
307,51.666666666666664,87.45833333333333
308,65.83333333333333,91.66666666666667
309,70.83333333333333,104.16666666666667
310,55.0,101.625
311,43.333333333333336,93.29166666666667
312,45.0,103.29166666666667
313,68.33333333333333,92.41666666666667
314,15.833333333333334,80.79166666666667
315,65.83333333333333,70.79166666666667
316,22.5,91.625
317,39.166666666666664,100.0
318,40.0,95.83333333333333
319,27.5,87.45833333333333
320,71.66666666666667,72.5
321,59.166666666666664,96.66666666666667
322,45.0,100.0
323,81.66666666666667,89.125
324,65.83333333333333,76.66666666666667
325,0.0,81.66666666666667
326,32.5,99.95833333333333
327,48.333333333333336,84.95833333333333
328,67.5,92.5
329,38.333333333333336,102.45833333333333
330,56.666666666666664,99.16666666666667
331,65.83333333333333,109.125
332,10.833333333333334,85.0
333,31.666666666666668,96.66666666666667
334,10.833333333333334,72.45833333333333
335,30.0,75.0
336,33.333333333333336,80.0
337,50.833333333333336,104.125
338,38.333333333333336,38.333333333333336
339,55.833333333333336,83.29166666666667
340,33.333333333333336,64.16666666666667
341,65.83333333333333,85.0
342,41.666666666666664,79.16666666666667
343,65.83333333333333,67.45833333333333
344,49.166666666666664,104.125
345,81.66666666666667,96.66666666666667
346,65.83333333333333,107.45833333333333
347,39.166666666666664,82.5
348,55.0,103.29166666666667
349,65.0,97.45833333333333
350,65.83333333333333,95.0
351,65.0,101.625
352,49.166666666666664,96.625
353,42.5,85.0
354,68.33333333333333,86.625
355,50.833333333333336,89.16666666666667
356,67.5,90.83333333333333
357,31.666666666666668,78.33333333333333
358,38.333333333333336,107.45833333333333
359,72.5,90.83333333333333
360,28.333333333333332,76.625
361,75.83333333333333,97.5
362,65.83333333333333,106.625
363,26.666666666666668,93.29166666666667
364,34.166666666666664,39.166666666666664
365,77.5,102.45833333333333
366,70.83333333333333,80.0
367,17.5,104.16666666666667
368,40.0,99.16666666666667
369,44.166666666666664,105.75
370,26.666666666666668,93.33333333333333
371,16.666666666666668,92.45833333333333
372,48.333333333333336,97.5
373,33.333333333333336,66.66666666666667
374,43.333333333333336,87.5
375,44.166666666666664,79.95833333333333
376,28.333333333333332,100.0
377,30.833333333333332,89.79166666666667
378,46.666666666666664,80.83333333333333
379,40.0,65.83333333333333
380,50.0,97.41666666666667
381,50.833333333333336,96.66666666666667
382,48.333333333333336,85.79166666666667
383,68.33333333333333,92.45833333333333
384,86.66666666666667,90.83333333333333
385,55.0,76.66666666666667
386,45.0,96.54166666666667
387,45.833333333333336,100.83333333333333
388,50.0,80.0
389,63.333333333333336,74.16666666666667
390,75.83333333333333,88.29166666666667
391,55.0,78.29166666666667
392,56.666666666666664,98.33333333333333
393,83.33333333333333,99.125
394,40.0,83.33333333333333
395,60.833333333333336,89.125
396,40.0,70.0
397,49.166666666666664,79.16666666666667
398,45.833333333333336,100.83333333333333
399,29.166666666666668,99.125
400,45.833333333333336,98.29166666666667
401,55.0,99.16666666666667
402,47.5,88.29166666666667
403,54.166666666666664,78.33333333333333
404,39.166666666666664,81.625
405,61.666666666666664,99.08333333333333
406,55.0,72.45833333333333
407,60.0,100.83333333333333
408,89.16666666666667,102.45833333333333
409,40.0,88.33333333333333
410,22.5,98.33333333333333
411,50.0,68.29166666666667
412,56.666666666666664,96.625
413,60.833333333333336,92.5
414,32.5,65.79166666666667
415,67.5,98.33333333333333
416,33.333333333333336,96.66666666666667
417,45.833333333333336,67.5
418,47.5,90.79166666666667
419,45.833333333333336,97.5
420,62.5,52.5
421,65.83333333333333,103.33333333333333
422,100.0,90.83333333333333
423,96.66666666666667,100.0
424,83.33333333333333,100.0
425,50.833333333333336,112.5
426,65.83333333333333,100.79166666666667
427,45.0,69.95833333333333
428,45.0,98.29166666666667
429,48.333333333333336,73.33333333333333
430,35.833333333333336,88.33333333333333
431,50.0,77.5
432,99.16666666666667,100.0
433,36.666666666666664,74.95833333333333
434,60.833333333333336,99.16666666666667
435,45.0,97.41666666666667
436,22.5,99.16666666666667
437,22.5,87.5
438,55.0,63.333333333333336
439,48.333333333333336,101.66666666666667
440,85.83333333333333,86.625
441,61.666666666666664,90.83333333333333
442,39.166666666666664,89.125
443,68.33333333333333,95.79166666666667
444,43.333333333333336,98.33333333333333
445,72.5,93.29166666666667
446,53.333333333333336,78.33333333333333
447,38.333333333333336,91.625
448,68.33333333333333,86.66666666666667
449,55.0,99.08333333333333
450,51.666666666666664,93.29166666666667
451,27.5,102.5
452,77.5,76.66666666666667
453,58.333333333333336,100.0
454,50.0,100.0
455,0.0,87.5
456,33.333333333333336,91.66666666666667
457,94.16666666666667,99.16666666666667
458,40.833333333333336,107.375
459,51.666666666666664,99.95833333333333
460,70.83333333333333,88.29166666666667
461,88.33333333333333,90.0
462,38.333333333333336,53.333333333333336
463,29.166666666666668,103.29166666666667
464,49.166666666666664,104.125
465,55.0,105.0
466,68.33333333333333,95.83333333333333
467,45.0,92.45833333333333
468,65.0,67.5
469,45.833333333333336,100.79166666666667
470,29.166666666666668,77.5
471,49.166666666666664,89.125
472,64.16666666666667,92.5
473,30.0,74.95833333333333
474,65.83333333333333,80.83333333333333
475,85.0,97.41666666666667
476,18.333333333333332,78.33333333333333
477,43.333333333333336,99.125
478,65.83333333333333,71.66666666666667
479,65.0,83.29166666666667
480,60.833333333333336,108.29166666666667
481,55.833333333333336,85.83333333333333
482,35.0,98.25
483,39.166666666666664,98.33333333333333
484,24.166666666666668,88.25
485,38.333333333333336,86.625
486,88.33333333333333,89.125
487,52.5,94.95833333333333
488,31.666666666666668,78.33333333333333
489,56.666666666666664,105.79166666666667
490,56.666666666666664,100.79166666666667
491,24.166666666666668,94.125
492,70.0,97.45833333333333
493,66.66666666666667,95.79166666666667
494,17.5,69.16666666666667
495,60.833333333333336,65.0
496,35.833333333333336,91.625
497,82.5,81.66666666666667
498,45.833333333333336,104.16666666666667
499,60.0,76.66666666666667
500,45.833333333333336,90.79166666666667
501,26.666666666666668,99.16666666666667
502,29.166666666666668,94.16666666666667
503,22.5,55.833333333333336
504,40.833333333333336,75.0
505,49.166666666666664,89.125
506,86.66666666666667,99.95833333333333
507,40.0,81.66666666666667
508,69.16666666666667,83.33333333333333
509,59.166666666666664,98.33333333333333
510,35.833333333333336,97.41666666666667
511,83.33333333333333,75.83333333333333
512,32.5,93.33333333333333
513,63.333333333333336,76.66666666666667
514,33.333333333333336,98.25
515,64.16666666666667,98.29166666666667
516,71.66666666666667,90.0
517,64.16666666666667,85.0
518,39.166666666666664,51.666666666666664
519,74.16666666666667,89.16666666666667
520,39.166666666666664,76.625
521,66.66666666666667,100.0
522,68.33333333333333,72.5
523,45.0,98.33333333333333
524,20.833333333333332,54.166666666666664
525,35.833333333333336,107.45833333333333
526,77.5,94.125
527,61.666666666666664,95.79166666666667
528,45.833333333333336,99.16666666666667
529,65.0,88.29166666666667
530,95.0,98.33333333333333
531,45.0,103.33333333333333
532,54.166666666666664,103.25
533,60.0,85.0
534,54.166666666666664,89.16666666666667
535,60.833333333333336,84.95833333333333
536,31.666666666666668,81.66666666666667
537,45.0,85.0
538,66.66666666666667,82.5
539,31.666666666666668,100.0
540,55.0,90.79166666666667
541,31.666666666666668,98.29166666666667
542,38.333333333333336,100.83333333333333
543,22.5,92.41666666666667
544,0.0,104.16666666666667
545,45.833333333333336,96.625
546,55.0,99.16666666666667
547,70.83333333333333,98.29166666666667
548,45.0,90.0
549,38.333333333333336,86.58333333333333
550,63.333333333333336,88.29166666666667
551,65.0,70.0
552,28.333333333333332,92.5
553,33.333333333333336,90.83333333333333
554,91.66666666666667,100.0
555,81.66666666666667,108.25
556,37.5,100.0
557,79.16666666666667,97.5
558,45.0,77.5
559,68.33333333333333,97.5
560,70.83333333333333,103.33333333333333
561,70.0,99.16666666666667
562,28.333333333333332,77.45833333333333
563,65.83333333333333,107.45833333333333
564,85.83333333333333,95.625
565,55.833333333333336,103.29166666666667
566,71.66666666666667,80.0
567,51.666666666666664,83.29166666666667
568,55.0,52.5
569,40.833333333333336,96.625
570,65.83333333333333,88.29166666666667
571,32.5,104.95833333333333
572,28.333333333333332,88.33333333333333
573,42.5,82.5
574,39.166666666666664,84.91666666666667
575,50.0,79.16666666666667
576,53.333333333333336,100.0
577,71.66666666666667,100.79166666666667
578,62.5,69.95833333333333
579,42.5,108.33333333333333
580,32.5,67.5
581,53.333333333333336,93.29166666666667
582,26.666666666666668,74.16666666666667
583,40.0,85.0
584,65.0,81.66666666666667
585,62.5,85.0
586,49.166666666666664,68.29166666666667
587,70.83333333333333,103.29166666666667
588,66.66666666666667,90.79166666666667
589,56.666666666666664,68.29166666666667
590,72.5,98.29166666666667
591,18.333333333333332,97.41666666666667
592,50.0,99.16666666666667
593,29.166666666666668,76.66666666666667
594,50.0,85.0
595,50.0,71.625
596,43.333333333333336,92.375
597,45.0,86.66666666666667
598,51.666666666666664,97.45833333333333
599,41.666666666666664,92.5
600,40.0,74.125
601,70.0,93.33333333333333
602,38.333333333333336,82.5
603,66.66666666666667,102.5
604,7.5,80.0
605,45.0,81.66666666666667
606,22.5,94.95833333333333
607,59.166666666666664,93.29166666666667
608,20.833333333333332,81.58333333333333
609,52.5,99.16666666666667
610,87.5,102.45833333333333
611,43.333333333333336,105.0
612,49.166666666666664,92.41666666666667
613,55.0,81.625
614,66.66666666666667,89.16666666666667
615,65.83333333333333,88.33333333333333
616,38.333333333333336,76.66666666666667
617,50.833333333333336,83.33333333333333
618,57.5,99.16666666666667
619,39.166666666666664,80.0
620,77.5,91.66666666666667
621,11.666666666666666,100.0
622,49.166666666666664,92.41666666666667
623,33.333333333333336,80.0
624,81.66666666666667,90.83333333333333
625,72.5,85.0
626,67.5,85.79166666666667
627,45.0,67.5
628,47.5,96.66666666666667
629,56.666666666666664,101.625
630,36.666666666666664,100.79166666666667
631,30.833333333333332,79.16666666666667
632,51.666666666666664,102.45833333333333
633,29.166666666666668,81.66666666666667
634,69.16666666666667,74.125
635,87.5,84.95833333333333
636,25.0,84.95833333333333
637,46.666666666666664,93.33333333333333
638,53.333333333333336,99.16666666666667
639,61.666666666666664,86.66666666666667
640,43.333333333333336,90.83333333333333
641,38.333333333333336,84.91666666666667
642,71.66666666666667,84.95833333333333
643,36.666666666666664,81.625
644,20.833333333333332,92.41666666666667
645,60.0,77.5
646,71.66666666666667,86.66666666666667
647,11.666666666666666,85.79166666666667
648,60.833333333333336,104.125
649,45.0,77.5
650,69.16666666666667,75.83333333333333
651,49.166666666666664,98.33333333333333
652,64.16666666666667,89.125
653,20.833333333333332,83.29166666666667
654,50.0,69.16666666666667
655,71.66666666666667,94.91666666666667
656,85.0,88.29166666666667
657,77.5,85.0
658,71.66666666666667,92.5
659,56.666666666666664,86.66666666666667
660,32.5,98.29166666666667
661,62.5,86.625
662,16.666666666666668,65.0
663,63.333333333333336,90.83333333333333
664,62.5,102.45833333333333
665,75.83333333333333,95.79166666666667
666,40.0,90.83333333333333
667,67.5,92.5
668,49.166666666666664,109.125
669,20.833333333333332,86.66666666666667
670,73.33333333333333,108.29166666666667
671,20.833333333333332,86.66666666666667
672,42.5,104.95833333333333
673,26.666666666666668,76.66666666666667
674,45.0,91.66666666666667
675,43.333333333333336,97.5
676,45.0,90.83333333333333
677,32.5,106.625
678,0.0,93.29166666666667
679,31.666666666666668,108.29166666666667
680,48.333333333333336,99.16666666666667
681,54.166666666666664,80.0
682,54.166666666666664,88.33333333333333
683,49.166666666666664,85.0
684,60.0,93.29166666666667
685,76.66666666666667,76.66666666666667
686,45.0,86.66666666666667
687,56.666666666666664,85.0
688,45.0,94.16666666666667
689,60.833333333333336,103.29166666666667
690,20.833333333333332,79.95833333333333
691,51.666666666666664,93.33333333333333
692,11.666666666666666,77.5
693,52.5,102.5
694,55.0,99.125
695,77.5,94.16666666666667
696,62.5,85.0
697,91.66666666666667,100.79166666666667
698,54.166666666666664,69.95833333333333
699,34.166666666666664,64.16666666666667
700,66.66666666666667,95.79166666666667
701,56.666666666666664,83.29166666666667
702,19.166666666666668,91.66666666666667
703,62.5,108.33333333333333
704,55.0,89.125
705,72.5,94.95833333333333
706,40.0,79.16666666666667
707,50.833333333333336,102.5
708,96.66666666666667,87.45833333333333
709,51.666666666666664,79.16666666666667
710,32.5,53.333333333333336
711,50.0,94.08333333333333
712,60.833333333333336,95.75
713,56.666666666666664,81.625
714,72.5,70.0
715,51.666666666666664,99.16666666666667
716,22.5,90.83333333333333
717,53.333333333333336,82.45833333333333
718,60.833333333333336,87.5
719,76.66666666666667,84.125
720,50.833333333333336,88.33333333333333
721,90.83333333333333,95.0
722,55.833333333333336,89.125
723,20.833333333333332,73.29166666666667
724,41.666666666666664,104.95833333333333
725,38.333333333333336,103.29166666666667
726,59.166666666666664,91.66666666666667
727,67.5,100.0
728,48.333333333333336,104.16666666666667
729,38.333333333333336,62.458333333333336
730,50.0,104.125
731,29.166666666666668,94.16666666666667
732,45.833333333333336,88.29166666666667
733,79.16666666666667,82.41666666666667
734,49.166666666666664,78.29166666666667
735,60.0,104.16666666666667
736,72.5,89.95833333333333
737,55.0,95.83333333333333
738,60.833333333333336,96.66666666666667
739,45.0,89.91666666666667
740,39.166666666666664,83.33333333333333
741,55.833333333333336,78.33333333333333
742,73.33333333333333,100.79166666666667
743,22.5,85.79166666666667
744,73.33333333333333,102.41666666666667
745,51.666666666666664,62.5
746,54.166666666666664,94.95833333333333
747,83.33333333333333,101.66666666666667
748,49.166666666666664,97.41666666666667
749,18.333333333333332,110.0
750,72.5,79.91666666666667
751,45.0,102.45833333333333
752,43.333333333333336,99.125
753,45.0,68.33333333333333
754,51.666666666666664,109.125
755,75.83333333333333,104.125
756,59.166666666666664,104.16666666666667
757,74.16666666666667,97.5
758,67.5,76.625
759,86.66666666666667,97.5
760,65.83333333333333,89.95833333333333
761,30.0,68.33333333333333
762,45.0,85.0
763,59.166666666666664,84.08333333333333
764,62.5,59.958333333333336
765,85.0,88.29166666666667
766,47.5,76.625
767,47.5,92.45833333333333
768,11.666666666666666,70.79166666666667
769,71.66666666666667,78.25
770,60.833333333333336,90.83333333333333
771,64.16666666666667,101.625
772,55.833333333333336,85.0
773,53.333333333333336,85.0
774,27.5,83.33333333333333
775,29.166666666666668,62.458333333333336
776,72.5,89.91666666666667
777,70.0,84.125
778,55.833333333333336,99.08333333333333
779,87.5,95.0
780,60.0,86.66666666666667
781,54.166666666666664,89.95833333333333
782,71.66666666666667,104.16666666666667
783,34.166666666666664,102.5
784,85.0,101.625
785,45.0,97.375
786,55.833333333333336,89.125
787,75.0,94.125
788,54.166666666666664,85.0
789,31.666666666666668,100.0
790,24.166666666666668,90.79166666666667
791,78.33333333333333,94.95833333333333
792,45.0,105.0
793,38.333333333333336,102.5
794,67.5,104.16666666666667
795,28.333333333333332,82.5
796,38.333333333333336,100.0
797,60.0,97.41666666666667
798,54.166666666666664,95.0
799,46.666666666666664,103.29166666666667
800,43.333333333333336,108.25
801,38.333333333333336,87.5
802,70.83333333333333,95.0
803,59.166666666666664,90.83333333333333
804,65.83333333333333,102.45833333333333
805,24.166666666666668,78.33333333333333
806,51.666666666666664,109.125
807,30.0,100.0
808,28.333333333333332,82.5
809,38.333333333333336,81.66666666666667
810,50.0,76.625
811,61.666666666666664,104.16666666666667
812,66.66666666666667,103.33333333333333
813,50.0,104.16666666666667
814,16.666666666666668,77.5
815,60.0,85.0
816,91.66666666666667,89.875
817,29.166666666666668,85.83333333333333
818,50.0,83.29166666666667
819,47.5,78.33333333333333
820,66.66666666666667,88.29166666666667
821,69.16666666666667,91.625
822,55.0,90.83333333333333
823,72.5,87.5
824,50.833333333333336,90.66666666666667
825,42.5,92.45833333333333
826,54.166666666666664,96.66666666666667
827,49.166666666666664,90.83333333333333
828,99.16666666666667,93.33333333333333
829,77.5,87.5
830,33.333333333333336,82.5
831,0.0,77.5
832,45.0,104.125
833,38.333333333333336,92.45833333333333
834,34.166666666666664,103.29166666666667
835,50.0,94.91666666666667
836,22.5,85.79166666666667
837,34.166666666666664,87.41666666666667
838,29.166666666666668,79.16666666666667
839,49.166666666666664,64.16666666666667
840,49.166666666666664,85.79166666666667
841,61.666666666666664,99.125
842,97.5,96.66666666666667
843,28.333333333333332,95.0
844,62.5,100.83333333333333
845,35.833333333333336,95.83333333333333
846,71.66666666666667,72.45833333333333
847,75.0,97.5
848,56.666666666666664,90.0
849,31.666666666666668,84.125
850,59.166666666666664,102.45833333333333
851,85.83333333333333,96.66666666666667
852,75.0,84.16666666666667
853,31.666666666666668,95.79166666666667
854,42.5,83.25
855,82.5,100.0
856,45.833333333333336,79.16666666666667
857,29.166666666666668,90.79166666666667
858,77.5,106.66666666666667
859,60.0,92.5
860,39.166666666666664,90.83333333333333
861,56.666666666666664,66.66666666666667
862,60.0,80.0
863,39.166666666666664,82.45833333333333
864,45.0,76.58333333333333
865,38.333333333333336,94.16666666666667
866,65.83333333333333,85.0
867,57.5,99.95833333333333
868,75.83333333333333,101.625
869,28.333333333333332,95.83333333333333
870,42.5,95.75
871,69.16666666666667,97.45833333333333
872,41.666666666666664,89.16666666666667
873,40.0,84.16666666666667
874,64.16666666666667,98.33333333333333
875,15.833333333333334,91.66666666666667
876,55.833333333333336,76.66666666666667
877,49.166666666666664,98.25
878,25.0,97.5
879,65.83333333333333,88.29166666666667
880,32.5,96.625
881,40.833333333333336,104.125
882,65.83333333333333,84.16666666666667
883,54.166666666666664,92.45833333333333
884,54.166666666666664,81.66666666666667
885,42.5,60.0
886,44.166666666666664,88.33333333333333
887,13.333333333333334,97.5
888,52.5,101.625
889,87.5,83.33333333333333
890,62.5,100.0
891,81.66666666666667,93.33333333333333
892,19.166666666666668,98.33333333333333
893,71.66666666666667,103.29166666666667
894,66.66666666666667,80.0
895,54.166666666666664,93.20833333333333
896,89.16666666666667,105.0
897,60.833333333333336,95.83333333333333
898,85.83333333333333,94.08333333333333
899,52.5,99.125
900,52.5,82.5
901,26.666666666666668,93.29166666666667
902,71.66666666666667,94.95833333333333
903,60.833333333333336,86.66666666666667
904,73.33333333333333,100.83333333333333
905,56.666666666666664,70.0
906,32.5,66.625
907,20.833333333333332,81.66666666666667
908,45.0,81.66666666666667
909,22.5,97.5
910,68.33333333333333,103.33333333333333
911,48.333333333333336,88.33333333333333
912,60.0,90.83333333333333
913,64.16666666666667,107.45833333333333
914,45.0,93.29166666666667
915,100.83333333333333,86.66666666666667
916,45.833333333333336,109.125
