,p1_mean_spe_last,p2_mean_spe_last
253,28.75,73.41666666666667
254,14.583333333333334,48.208333333333336
255,25.833333333333332,31.041666666666668
256,24.166666666666668,42.166666666666664
257,36.458333333333336,55.5
258,9.375,73.125
259,37.083333333333336,54.166666666666664
260,32.5,46.75
261,36.25,66.66666666666667
262,30.416666666666668,67.5
263,10.0,44.875
264,75.83333333333333,68.0
265,34.583333333333336,72.58333333333333
266,9.166666666666666,77.58333333333333
267,38.125,46.875
268,39.583333333333336,62.166666666666664
269,18.333333333333332,55.5
270,24.166666666666668,62.375
271,26.666666666666668,67.16666666666667
272,17.5,44.333333333333336
273,26.458333333333332,46.416666666666664
274,55.625,45.625
275,22.5,69.58333333333333
276,10.416666666666666,52.5
277,26.25,47.291666666666664
278,22.916666666666668,49.666666666666664
279,27.916666666666668,54.791666666666664
280,20.0,38.541666666666664
281,23.958333333333332,68.125
282,41.041666666666664,53.833333333333336
283,24.166666666666668,33.958333333333336
284,26.25,38.416666666666664
285,53.125,46.208333333333336
286,23.125,54.583333333333336
287,48.333333333333336,62.708333333333336
288,73.33333333333333,60.208333333333336
289,41.25,54.041666666666664
290,35.833333333333336,59.041666666666664
291,39.583333333333336,68.33333333333333
292,25.833333333333332,72.5
293,47.5,53.958333333333336
294,30.0,76.66666666666667
295,45.833333333333336,72.91666666666667
296,45.625,64.25
297,48.333333333333336,78.33333333333333
298,29.166666666666668,64.66666666666667
299,49.166666666666664,44.583333333333336
300,23.75,62.5
301,34.166666666666664,69.33333333333333
302,19.583333333333332,70.625
303,13.541666666666666,53.416666666666664
304,38.333333333333336,64.58333333333333
305,40.0,45.0
306,57.5,70.08333333333333
307,60.0,61.333333333333336
308,41.666666666666664,60.208333333333336
309,53.333333333333336,42.291666666666664
310,32.5,55.916666666666664
311,32.5,67.16666666666667
312,29.583333333333332,52.166666666666664
313,50.625,63.291666666666664
314,10.0,64.25
315,51.666666666666664,71.75
316,20.0,44.041666666666664
317,39.166666666666664,65.625
318,29.166666666666668,52.291666666666664
319,28.333333333333332,72.58333333333333
320,59.791666666666664,42.5
321,46.666666666666664,70.83333333333333
322,20.625,75.625
323,57.916666666666664,54.875
324,41.875,60.416666666666664
325,0.0,68.33333333333333
326,18.75,70.70833333333333
327,33.333333333333336,50.916666666666664
328,24.166666666666668,27.083333333333332
329,39.166666666666664,57.166666666666664
330,53.333333333333336,64.58333333333333
331,26.666666666666668,53.625
332,5.0,66.66666666666667
333,17.083333333333332,95.83333333333333
334,5.0,60.916666666666664
335,26.25,66.25
336,17.916666666666668,69.58333333333333
337,32.291666666666664,63.833333333333336
338,25.0,28.541666666666668
339,27.916666666666668,50.708333333333336
340,36.666666666666664,50.0
341,41.666666666666664,39.166666666666664
342,34.166666666666664,61.25
343,38.541666666666664,45.5
344,52.5,80.91666666666667
345,57.5,37.083333333333336
346,27.291666666666668,61.541666666666664
347,39.166666666666664,44.583333333333336
348,22.291666666666668,63.833333333333336
349,32.083333333333336,67.16666666666667
350,45.625,66.45833333333333
351,45.0,66.125
352,13.125,57.791666666666664
353,31.666666666666668,53.541666666666664
354,52.083333333333336,49.25
355,43.333333333333336,73.95833333333333
356,40.208333333333336,33.75
357,27.5,43.541666666666664
358,17.5,61.541666666666664
359,66.66666666666667,57.708333333333336
360,9.583333333333334,41.75
361,52.5,53.958333333333336
362,38.958333333333336,66.33333333333333
363,20.833333333333332,66.54166666666667
364,23.333333333333332,20.833333333333332
365,56.25,58.625
366,57.083333333333336,65.0
367,8.333333333333334,90.0
368,31.666666666666668,63.958333333333336
369,41.666666666666664,74.33333333333333
370,23.125,70.0
371,19.166666666666668,63.0
372,33.333333333333336,59.166666666666664
373,36.666666666666664,51.666666666666664
374,14.166666666666666,38.125
375,21.458333333333332,53.416666666666664
376,23.125,73.75
377,30.833333333333332,72.08333333333333
378,59.166666666666664,40.208333333333336
379,28.333333333333332,60.0
380,29.583333333333332,74.33333333333333
381,33.333333333333336,57.708333333333336
382,25.833333333333332,58.0
383,65.83333333333333,47.375
384,50.625,65.0
385,36.666666666666664,43.333333333333336
386,18.125,45.875
387,39.583333333333336,85.41666666666667
388,43.333333333333336,62.083333333333336
389,21.041666666666668,49.791666666666664
390,49.166666666666664,54.25
391,47.5,53.416666666666664
392,50.833333333333336,80.0
393,47.708333333333336,82.58333333333333
394,25.416666666666668,49.583333333333336
395,44.791666666666664,62.166666666666664
396,25.416666666666668,35.208333333333336
397,39.791666666666664,55.833333333333336
398,25.208333333333332,49.791666666666664
399,26.666666666666668,34.25
400,39.583333333333336,51.958333333333336
401,40.625,29.166666666666668
402,25.0,33.416666666666664
403,40.833333333333336,37.083333333333336
404,30.833333333333332,28.208333333333332
405,39.791666666666664,55.583333333333336
406,40.625,64.25
407,48.333333333333336,26.041666666666668
408,55.833333333333336,53.0
409,41.666666666666664,48.541666666666664
410,20.0,64.16666666666667
411,37.083333333333336,52.583333333333336
412,41.25,50.291666666666664
413,29.583333333333332,68.33333333333333
414,35.0,36.125
415,41.666666666666664,58.75
416,10.0,56.666666666666664
417,43.958333333333336,48.75
418,43.333333333333336,38.416666666666664
419,45.833333333333336,50.625
420,47.916666666666664,32.5
421,45.833333333333336,69.58333333333333
422,76.25,43.541666666666664
423,59.583333333333336,30.0
424,68.33333333333333,59.375
425,25.0,62.916666666666664
426,28.541666666666668,78.41666666666667
427,25.0,27.583333333333332
428,28.333333333333332,66.33333333333333
429,40.833333333333336,41.25
430,29.791666666666668,52.708333333333336
431,43.333333333333336,63.75
432,72.08333333333333,80.0
433,33.333333333333336,48.416666666666664
434,27.708333333333332,71.25
435,26.25,47.25
436,23.125,72.08333333333333
437,37.5,52.291666666666664
438,47.5,43.333333333333336
439,33.333333333333336,58.75
440,39.166666666666664,59.666666666666664
441,40.833333333333336,40.208333333333336
442,14.583333333333334,36.125
443,50.833333333333336,60.5
444,29.166666666666668,70.0
445,40.833333333333336,59.041666666666664
446,30.416666666666668,56.666666666666664
447,18.75,44.041666666666664
448,30.208333333333332,77.5
449,36.25,64.125
450,29.583333333333332,52.791666666666664
451,20.416666666666668,50.625
452,60.0,37.083333333333336
453,35.0,45.208333333333336
454,29.583333333333332,44.375
455,0.0,70.83333333333333
456,24.166666666666668,60.416666666666664
457,65.41666666666667,64.79166666666667
458,29.166666666666668,62.333333333333336
459,40.416666666666664,49.25
460,45.625,47.791666666666664
461,65.83333333333333,42.916666666666664
462,15.833333333333334,36.666666666666664
463,11.25,66.33333333333333
464,23.75,53.208333333333336
465,47.5,58.541666666666664
466,50.833333333333336,48.541666666666664
467,28.75,38.208333333333336
468,42.083333333333336,56.666666666666664
469,45.833333333333336,68.0
470,6.666666666666667,29.375
471,20.833333333333332,30.5
472,43.333333333333336,67.29166666666667
473,26.666666666666668,53.833333333333336
474,32.708333333333336,50.0
475,53.958333333333336,55.791666666666664
476,21.666666666666668,46.041666666666664
477,14.166666666666666,34.875
478,21.041666666666668,44.166666666666664
479,32.916666666666664,41.333333333333336
480,31.25,64.875
481,44.166666666666664,57.5
482,23.333333333333332,72.66666666666667
483,26.666666666666668,66.66666666666667
484,25.833333333333332,59.541666666666664
485,10.625,74.25
486,43.958333333333336,47.375
487,24.791666666666668,50.291666666666664
488,9.166666666666666,61.666666666666664
489,30.208333333333332,43.416666666666664
490,37.083333333333336,52.166666666666664
491,15.0,46.958333333333336
492,41.458333333333336,72.16666666666667
493,22.083333333333332,60.916666666666664
494,8.333333333333334,59.583333333333336
495,54.166666666666664,26.458333333333332
496,44.166666666666664,28.0
497,35.416666666666664,42.5
498,24.166666666666668,62.5
499,37.916666666666664,44.791666666666664
500,25.833333333333332,54.666666666666664
501,8.958333333333334,70.83333333333333
502,26.666666666666668,69.79166666666667
503,23.333333333333332,47.5
504,25.416666666666668,35.0
505,16.25,38.833333333333336
506,62.083333333333336,57.583333333333336
507,25.416666666666668,51.25
508,46.25,54.583333333333336
509,37.916666666666664,72.91666666666667
510,20.0,47.875
511,68.33333333333333,55.416666666666664
512,35.0,65.625
513,16.25,62.916666666666664
514,18.125,59.541666666666664
515,37.291666666666664,67.58333333333333
516,35.625,37.5
517,33.541666666666664,66.66666666666667
518,42.5,48.333333333333336
519,61.666666666666664,51.041666666666664
520,39.166666666666664,49.875
521,48.125,58.75
522,36.875,43.333333333333336
523,36.666666666666664,59.791666666666664
524,16.666666666666668,22.916666666666668
525,30.0,64.04166666666667
526,35.416666666666664,44.041666666666664
527,28.125,59.25
528,25.208333333333332,38.958333333333336
529,36.875,68.41666666666667
530,77.08333333333333,64.375
531,36.25,63.333333333333336
532,19.166666666666668,47.458333333333336
533,33.958333333333336,38.541666666666664
534,34.166666666666664,60.0
535,34.583333333333336,61.75
536,7.291666666666667,50.625
537,26.25,36.041666666666664
538,48.75,55.416666666666664
539,35.833333333333336,80.0
540,44.166666666666664,52.166666666666664
541,21.458333333333332,63.833333333333336
542,17.5,77.08333333333333
543,23.333333333333332,54.541666666666664
544,0.0,63.541666666666664
545,25.208333333333332,67.375
546,55.0,48.333333333333336
547,30.208333333333332,85.08333333333333
548,36.25,61.666666666666664
549,5.625,67.04166666666667
550,68.33333333333333,73.83333333333333
551,36.666666666666664,31.458333333333332
552,3.3333333333333335,61.458333333333336
553,36.666666666666664,57.708333333333336
554,40.0,51.25
555,54.166666666666664,53.291666666666664
556,28.333333333333332,72.5
557,34.166666666666664,58.333333333333336
558,28.75,46.875
559,59.583333333333336,53.958333333333336
560,46.25,68.95833333333333
561,42.083333333333336,78.33333333333333
562,13.333333333333334,55.083333333333336
563,34.791666666666664,51.541666666666664
564,64.16666666666667,78.75
565,35.416666666666664,50.916666666666664
566,36.25,45.208333333333336
567,40.416666666666664,81.75
568,47.5,33.125
569,21.666666666666668,38.416666666666664
570,34.791666666666664,68.0
571,27.5,70.08333333333333
572,13.333333333333334,33.541666666666664
573,17.5,55.416666666666664
574,39.166666666666664,66.83333333333333
575,28.958333333333332,34.166666666666664
576,33.333333333333336,44.375
577,35.0,25.291666666666668
578,37.083333333333336,36.75
579,13.75,59.791666666666664
580,27.5,50.416666666666664
581,37.291666666666664,65.5
582,17.083333333333332,41.458333333333336
583,31.666666666666668,52.291666666666664
584,28.75,51.25
585,30.208333333333332,52.291666666666664
586,15.625,34.458333333333336
587,27.708333333333332,43.416666666666664
588,46.458333333333336,36.541666666666664
589,25.416666666666668,52.583333333333336
590,52.291666666666664,52.583333333333336
591,21.666666666666668,45.375
592,31.666666666666668,57.708333333333336
593,26.666666666666668,64.16666666666667
594,34.583333333333336,52.291666666666664
595,37.083333333333336,54.666666666666664
596,29.166666666666668,73.58333333333333
597,26.25,63.125
598,44.166666666666664,79.04166666666667
599,34.166666666666664,38.958333333333336
600,28.333333333333332,43.416666666666664
601,30.416666666666668,75.83333333333333
602,25.416666666666668,66.66666666666667
603,41.875,86.66666666666667
604,6.666666666666667,60.416666666666664
605,42.5,43.958333333333336
606,20.0,58.416666666666664
607,37.916666666666664,67.16666666666667
608,2.2916666666666665,52.25
609,41.666666666666664,70.41666666666667
610,37.5,44.875
611,29.166666666666668,58.541666666666664
612,16.25,63.916666666666664
613,49.166666666666664,53.0
614,43.75,69.79166666666667
615,34.166666666666664,43.75
616,20.0,63.333333333333336
617,20.833333333333332,53.333333333333336
618,42.5,45.416666666666664
619,38.75,66.25
620,56.25,39.791666666666664
621,18.333333333333332,44.375
622,21.25,71.0
623,24.166666666666668,62.5
624,54.166666666666664,49.166666666666664
625,55.833333333333336,41.041666666666664
626,28.125,34.875
627,24.583333333333332,50.416666666666664
628,35.0,66.45833333333333
629,32.083333333333336,59.875
630,27.5,61.958333333333336
631,23.333333333333332,41.458333333333336
632,46.666666666666664,65.29166666666667
633,26.666666666666668,57.5
634,42.916666666666664,60.5
635,39.375,58.0
636,16.666666666666668,61.75
637,25.0,57.083333333333336
638,29.791666666666668,70.20833333333333
639,61.666666666666664,38.958333333333336
640,21.666666666666668,61.458333333333336
641,22.5,56.625
642,42.291666666666664,64.25
643,33.333333333333336,54.666666666666664
644,2.2916666666666665,57.458333333333336
645,29.583333333333332,67.5
646,51.666666666666664,24.583333333333332
647,18.333333333333332,35.708333333333336
648,33.958333333333336,71.33333333333333
649,26.25,45.625
650,49.791666666666664,58.333333333333336
651,22.5,56.041666666666664
652,36.25,57.583333333333336
653,9.166666666666666,51.541666666666664
654,43.333333333333336,63.333333333333336
655,31.875,41.625
656,65.41666666666667,41.333333333333336
657,56.25,60.416666666666664
658,47.916666666666664,50.416666666666664
659,45.0,52.916666666666664
660,23.125,75.08333333333333
661,30.208333333333332,52.166666666666664
662,4.791666666666667,70.83333333333333
663,44.166666666666664,60.625
664,51.666666666666664,61.125
665,24.791666666666668,97.58333333333333
666,31.666666666666668,50.0
667,31.25,47.708333333333336
668,16.25,47.791666666666664
669,16.666666666666668,46.875
670,41.458333333333336,64.25
671,9.166666666666666,52.916666666666664
672,27.5,63.0
673,15.0,71.25
674,29.583333333333332,31.875
675,38.333333333333336,60.0
676,30.416666666666668,47.5
677,35.0,54.875
678,0.0,39.041666666666664
679,9.166666666666666,55.708333333333336
680,38.333333333333336,88.33333333333333
681,40.0,49.166666666666664
682,35.0,50.625
683,54.166666666666664,62.916666666666664
684,50.416666666666664,73.41666666666667
685,49.791666666666664,43.541666666666664
686,28.333333333333332,48.75
687,43.333333333333336,52.291666666666664
688,30.625,54.166666666666664
689,46.458333333333336,73.41666666666667
690,3.5416666666666665,59.25
691,56.666666666666664,81.66666666666667
692,18.333333333333332,37.5
693,30.833333333333332,52.916666666666664
694,30.416666666666668,53.0
695,46.875,62.916666666666664
696,54.166666666666664,54.166666666666664
697,74.79166666666667,51.958333333333336
698,27.5,32.791666666666664
699,21.666666666666668,71.66666666666667
700,42.5,65.5
701,44.583333333333336,51.541666666666664
702,11.25,59.375
703,39.166666666666664,79.58333333333333
704,30.416666666666668,61.75
705,63.333333333333336,49.041666666666664
706,34.166666666666664,63.333333333333336
707,43.333333333333336,59.375
708,75.0,49.666666666666664
709,60.0,58.75
710,32.5,37.291666666666664
711,35.833333333333336,70.16666666666667
712,17.5,64.75
713,26.458333333333332,39.458333333333336
714,40.833333333333336,28.958333333333332
715,40.416666666666664,49.791666666666664
716,37.5,67.5
717,24.791666666666668,53.416666666666664
718,37.5,57.083333333333336
719,57.916666666666664,54.041666666666664
720,33.333333333333336,43.75
721,67.5,64.16666666666667
722,29.375,47.791666666666664
723,9.166666666666666,45.5
724,40.0,66.125
725,17.5,85.08333333333333
726,34.166666666666664,54.583333333333336
727,52.083333333333336,61.875
728,32.291666666666664,53.75
729,17.5,48.416666666666664
730,35.833333333333336,68.20833333333333
731,20.416666666666668,73.54166666666667
732,29.166666666666668,38.208333333333336
733,50.0,55.375
734,35.0,52.375
735,50.416666666666664,36.875
736,49.166666666666664,55.291666666666664
737,32.5,57.5
738,16.25,37.708333333333336
739,36.666666666666664,61.833333333333336
740,42.5,49.375
741,30.833333333333332,36.666666666666664
742,20.833333333333332,39.041666666666664
743,5.0,45.708333333333336
744,48.333333333333336,54.541666666666664
745,40.416666666666664,65.0
746,27.083333333333332,60.5
747,39.583333333333336,45.208333333333336
748,5.625,68.5
749,11.666666666666666,87.08333333333333
750,40.833333333333336,47.458333333333336
751,18.125,63.625
752,14.166666666666666,53.0
753,36.666666666666664,47.5
754,45.0,81.75
755,51.666666666666664,53.833333333333336
756,54.166666666666664,45.0
757,27.083333333333332,69.58333333333333
758,46.666666666666664,53.416666666666664
759,68.75,78.125
760,41.666666666666664,61.333333333333336
761,40.0,55.0
762,26.25,66.66666666666667
763,34.166666666666664,59.75
764,45.416666666666664,46.75
765,66.66666666666667,65.70833333333333
766,21.666666666666668,41.125
767,48.333333333333336,58.208333333333336
768,18.333333333333332,45.916666666666664
769,42.5,76.0
770,34.583333333333336,62.5
771,57.5,50.083333333333336
772,39.583333333333336,52.916666666666664
773,46.25,59.791666666666664
774,22.291666666666668,59.166666666666664
775,20.416666666666668,62.583333333333336
776,30.416666666666668,70.58333333333333
777,55.833333333333336,36.75
778,48.333333333333336,57.875
779,71.66666666666667,74.16666666666667
780,51.666666666666664,48.75
781,19.166666666666668,54.458333333333336
782,32.5,58.125
783,38.333333333333336,65.41666666666667
784,48.333333333333336,64.66666666666667
785,19.166666666666668,81.08333333333333
786,40.0,55.5
787,51.875,53.0
788,35.416666666666664,60.416666666666664
789,7.291666666666667,51.875
790,25.833333333333332,64.25
791,49.166666666666664,61.333333333333336
792,16.875,54.375
793,18.75,64.16666666666667
794,43.958333333333336,77.5
795,37.5,54.583333333333336
796,30.0,73.125
797,12.916666666666666,62.25
798,27.083333333333332,52.083333333333336
799,39.166666666666664,63.416666666666664
800,45.833333333333336,68.08333333333333
801,20.833333333333332,49.166666666666664
802,46.666666666666664,72.5
803,39.166666666666664,47.708333333333336
804,45.416666666666664,64.875
805,18.333333333333332,44.583333333333336
806,40.416666666666664,37.791666666666664
807,11.666666666666666,73.75
808,37.5,39.791666666666664
809,18.75,53.75
810,40.416666666666664,37.375
811,40.0,45.0
812,33.75,59.375
813,46.666666666666664,62.916666666666664
814,19.166666666666668,39.375
815,29.583333333333332,52.291666666666664
816,57.5,67.75
817,20.416666666666668,32.916666666666664
818,37.083333333333336,58.0
819,42.083333333333336,39.583333333333336
820,37.083333333333336,61.958333333333336
821,53.125,72.375
822,32.5,62.083333333333336
823,40.833333333333336,58.333333333333336
824,18.333333333333332,63.458333333333336
825,32.5,64.25
826,34.583333333333336,65.83333333333333
827,22.5,62.5
828,59.583333333333336,61.458333333333336
829,53.75,67.91666666666667
830,18.333333333333332,21.666666666666668
831,0.0,51.25
832,18.125,39.458333333333336
833,11.25,48.208333333333336
834,21.666666666666668,73.41666666666667
835,34.583333333333336,57.041666666666664
836,20.0,48.416666666666664
837,27.5,44.75
838,20.416666666666668,64.58333333333333
839,16.25,43.75
840,37.916666666666664,54.458333333333336
841,43.541666666666664,68.0
842,66.45833333333333,51.666666666666664
843,15.833333333333334,53.125
844,45.625,67.91666666666667
845,20.0,72.08333333333333
846,36.25,49.875
847,70.83333333333333,67.08333333333333
848,41.25,69.79166666666667
849,14.166666666666666,60.916666666666664
850,39.166666666666664,49.875
851,41.041666666666664,38.958333333333336
852,55.625,59.583333333333336
853,21.666666666666668,66.54166666666667
854,27.5,46.833333333333336
855,49.583333333333336,73.125
856,38.333333333333336,54.166666666666664
857,26.666666666666668,56.333333333333336
858,48.541666666666664,76.66666666666667
859,48.333333333333336,49.583333333333336
860,38.75,53.333333333333336
861,53.333333333333336,48.125
862,36.875,57.916666666666664
863,20.833333333333332,47.791666666666664
864,12.291666666666666,53.083333333333336
865,11.25,73.125
866,45.0,57.916666666666664
867,57.5,63.625
868,40.833333333333336,55.916666666666664
869,37.5,60.416666666666664
870,47.5,50.166666666666664
871,52.5,69.875
872,25.833333333333332,44.791666666666664
873,31.666666666666668,43.125
874,29.375,61.25
875,10.0,51.25
876,37.083333333333336,49.166666666666664
877,22.5,50.166666666666664
878,8.75,60.0
879,56.25,65.70833333333333
880,29.166666666666668,62.583333333333336
881,39.166666666666664,74.66666666666667
882,51.666666666666664,51.458333333333336
883,13.75,55.708333333333336
884,33.75,85.0
885,35.0,37.291666666666664
886,41.666666666666664,75.83333333333333
887,5.0,56.25
888,21.666666666666668,56.333333333333336
889,46.25,59.791666666666664
890,21.25,73.125
891,40.625,68.95833333333333
892,25.0,30.0
893,36.25,62.791666666666664
894,31.041666666666668,63.333333333333336
895,21.25,76.91666666666667
896,82.5,44.166666666666664
897,22.5,67.29166666666667
898,56.666666666666664,49.75
899,18.541666666666668,59.25
900,46.25,46.041666666666664
901,11.25,66.54166666666667
902,36.25,40.708333333333336
903,37.5,51.875
904,51.25,44.791666666666664
905,16.458333333333332,50.208333333333336
906,20.625,58.416666666666664
907,16.666666666666668,63.75
908,57.5,57.5
909,23.333333333333332,59.583333333333336
910,65.83333333333333,63.958333333333336
911,43.333333333333336,35.833333333333336
912,27.083333333333332,60.625
913,48.125,70.91666666666667
