,offensive_ratio_difference
296,0.026939126165930416
297,-0.10772946859903387
298,-0.11410601976639723
299,0.08338966682761939
300,-0.01519629574897774
301,-0.061257512713823514
302,0.0017768301350391535
303,-0.011646599521013101
304,-0.04438226903664688
305,-0.10101101281819835
306,0.004734576757532416
307,0.14171590247149857
308,0.03578179030895323
309,0.019987376393856504
310,-0.025284967567227312
311,-0.0063775510204082675
312,-0.0017825311942958333
313,-0.10878167887513679
314,-0.01222682309638845
315,0.006293204643276207
316,-0.10285319834330431
317,0.0
318,-0.015463917525773141
319,-0.030676220331392612
320,0.0951468392234942
321,0.05155543855030498
322,0.03975464113943161
323,-0.10739734299516912
324,-0.05331278071597523
325,-0.05750097924010977
326,0.015873015873015928
327,0.07797029702970304
328,-0.015461514555060507
329,0.002371829958036864
330,-0.009988782650499406
331,0.004501340824926592
332,0.03123042760348449
333,-0.13081100570115145
334,-0.07125068335054374
335,0.021423969072164928
336,0.010323305824237572
337,-0.06360999771890374
338,0.1667230382682644
339,-0.009085051546391831
340,-0.07830791933103798
341,-0.006053716823517075
342,-0.04703693861280889
343,0.03821062441752088
344,-0.12286196351365597
345,0.08904334757901666
346,-0.0007033490234269468
347,0.00033816425120769544
348,0.0190932164282418
349,0.00533826095883394
350,-0.10629961851737302
351,0.054997992773986315
352,-0.014933413137812268
353,-0.10880829015544047
354,0.11915767847971226
355,0.07701863354037275
356,-0.015948834196891193
357,-0.14350176994592911
358,0.02411901059241206
359,0.07979346321728942
360,-0.05226913524497623
361,-0.012703643660137764
362,0.09340659340659341
363,0.024456521739130377
364,-0.04108796296296302
365,-0.0030491486535444423
366,-0.09347837137193116
367,-0.002148328040351144
368,0.011604685054245278
369,0.19291325422029093
370,0.04129089301503086
371,0.10874044533067473
372,0.054586350669299843
373,0.04895318940537885
374,0.0
375,0.09625668449197855
376,-0.09476979197476076
377,-0.41194331983805677
378,0.019663993890798093
379,0.016834745192954248
380,-0.037318801866296214
381,-0.04354990181849239
382,0.020895827652031684
383,-0.02615603203306649
384,0.03160173160173163
385,-0.00925240562546259
386,0.00830409356725137
387,-0.021626480541454995
388,0.0018224895206850888
389,-0.08086775458815554
390,-0.012109264995775915
391,0.02705044281863689
392,0.011997736276174287
393,-0.08305883757011578
394,0.0025132071600759698
395,-0.1221218810622785
396,0.024437927663734094
397,0.008393680052666275
398,0.025798011512297325
399,-0.08996445173639589
400,-0.007095941825006058
401,-0.03036403750689476
402,-0.07692569754369227
403,-0.033970175975876815
404,-0.06334841628959298
405,0.056100217864923696
406,-0.0053228990411731125
407,0.00560897435897445
408,-0.0034501347708895125
409,-0.13076459634132975
410,0.03793585880327166
411,0.0050649350649352165
412,0.12043969102792629
413,0.023733373946593472
414,0.06965174129353224
415,0.06523553131482651
416,0.099942726231386
417,0.08272185278605815
418,-0.08412589804994886
419,0.0758627431811516
420,0.008361486486486491
421,0.0024630541871921707
422,0.0407378335949764
423,-0.02566559618771347
424,0.01054421768707492
425,-0.00929944793451365
426,0.045596133190118016
427,0.03199404761904767
428,-0.009679351767191147
429,0.06930693069306937
430,0.02294127717856531
431,0.08910507719858674
432,-0.0005668934240361523
433,-0.004153481012658222
434,-0.030831350493907284
435,-0.010260081126223008
436,0.03918128654970765
437,0.06355480796187263
438,-0.00040903141361248174
439,-0.06501439078989446
440,0.042088899124827384
441,0.02674173117522871
442,-0.1430084745762712
443,0.10056689342403613
444,-0.09908182827161749
445,0.007151741293532243
446,0.12891986062717775
447,-0.01130712763438324
448,-0.0391190959142278
449,-0.16049968374446544
450,0.012768817204301008
451,0.00402969247083762
452,-0.015306122448979664
453,-0.10537361815310453
454,0.012843068261787494
455,-0.0583541254409361
456,0.03831508805330808
457,-0.13671479698876965
458,-0.019310754604872082
459,0.046969604305546975
460,-0.1684154141853358
461,0.02938419979050666
462,0.038987591652566156
463,0.05136363636363628
464,0.003166435780724175
465,-0.0014142485541834837
466,-0.030924183144760642
467,-0.038494975136488474
468,-0.014270211611502992
469,0.07336769759450179
470,-0.012432795698924748
471,-0.026196808510638325
472,-0.06599469055915053
473,0.1347222222222222
474,0.00023547880690744094
475,-0.004657570191550775
476,0.09586391980424658
477,-0.025638557309716425
478,0.010204081632652962
479,-0.04849051562917439
480,0.002208265221256722
481,0.08657628920786808
482,-0.056130382775119614
483,0.09300397877984079
484,-0.00562044436638276
485,-0.05356877717679509
486,0.0034149484536081243
487,0.0263203463203463
488,0.011604685054245278
489,0.07346348944201953
490,-0.059933294294370665
491,0.014375788146279822
492,-0.04143857204472301
493,0.04117500931561291
494,0.02217616580310877
495,0.05581935744594868
496,0.09128053293856397
497,0.020039974752787515
498,-0.007475575490423436
499,-0.009916898897843307
500,-0.043577254517681685
501,-0.0022724753353287053
502,0.03157894736842115
503,-0.10564811052417711
504,0.10463418469348795
505,0.014455782312924992
506,0.001898288478613619
507,0.014605869733899324
508,-0.01334170031649018
509,-0.1180918091809181
510,0.007258858267716439
511,0.08834333007857897
512,-0.005135612261274236
513,0.11937566239522102
514,-0.018595152776172297
515,-0.10515873015873012
516,-0.016162709767226113
517,0.007716307315170701
518,-0.04686273483698766
519,-0.013581409954466883
520,-0.02430555555555558
521,-0.06578428472838405
522,0.08302696078431371
523,0.041529334212260904
524,-0.01519629574897774
525,-0.06890756302521006
526,-0.012843068261787494
527,0.10470602843484189
528,-0.009988782650499406
529,0.1056067588325652
530,-0.14137545081457525
531,0.017520969245107265
532,-0.008751608751608853
533,0.025971695210747603
534,-0.08590968302214497
535,-0.04518165501021221
536,-0.01651164467517474
537,-0.03171931301123054
538,-0.001122094576542887
539,0.03335123523093464
540,0.07386363636363635
541,-0.07792427315753891
542,-0.0453608247422681
543,-0.06496446194938654
544,-0.060359705695340216
545,-0.09975845410628015
546,-0.0025132071600759698
547,-0.00766283524904221
548,0.03874099046733326
549,-0.04783589209818717
550,-0.07073917137476449
551,0.0
552,-0.015461514555060507
553,-0.018872041016690266
554,-0.012433128591242237
555,0.03485517918507597
556,0.04219847630355211
557,0.1190340909090909
558,0.0016670034350372287
559,0.009545028142589063
560,0.02821407795229791
561,-0.03801169590643272
562,-0.02430555555555558
563,0.0024323241572712373
564,-0.18328445747800592
565,-0.00858039316129866
566,-0.0923142522119178
567,-0.02334435131625545
568,-0.019781144781144788
569,-0.006974491443332287
570,0.003352636391344088
571,-0.002876480541455173
572,0.014302628463177758
573,-0.0003289473684211508
574,-0.02103804484756866
575,0.01167469688145295
576,-0.026996235387358736
577,0.039163936415483436
578,0.08963358070500937
579,-0.019964741168120526
580,0.02821407795229791
581,-0.026659251019651498
582,0.040615351857766324
583,0.025255528185962328
584,0.003199431212228987
585,0.0
586,-0.012627551020408356
587,-0.02462289263531514
588,-0.010615299334811534
589,0.009374999999999911
590,0.056962811200099495
591,0.02302937939209193
592,-0.0922528032619776
593,-0.013877160389573984
594,-0.013156557959971504
595,-0.036155011907339274
596,0.059028281363306845
597,0.003352636391344088
598,-0.02950840796340448
599,0.015716620205709964
600,0.12777777777777777
601,-0.02038752262322996
602,0.012556221889055585
603,-0.0005904260150784157
604,0.025139128766071828
605,-0.026149611398963657
606,0.0769557823129251
607,-0.10114734299516903
608,-0.08907710280373826
609,-0.16778729949461657
610,0.018147989995729752
611,-0.04823493961940528
612,-0.013791342101902693
613,-0.05573593073593064
614,0.0536585365853659
615,-0.0761766132945173
616,-0.044563184611274176
617,0.008473258706467757
618,0.052560781187724226
619,0.07095784057055154
620,0.016721620348563393
621,0.012843068261787494
622,-0.1108481104068042
623,0.015281593406593297
624,0.0011332227750138202
625,0.009988782650499406
626,0.049712192569335345
627,0.014321538032878278
628,-0.04317705030004393
629,0.04630314993009299
630,0.022495679637685506
631,-0.11577380952380956
632,0.07470016542597191
633,0.017304780445598134
634,-0.0011117849201536245
635,-0.04041783300334534
636,0.025752855659397667
637,-0.0889400921658986
638,0.1511932861264096
639,-0.09112174375332271
640,0.008020050125313372
641,0.03585775926201462
642,-0.028313118535605142
643,-0.016036124699684517
644,-0.04078264969354084
645,-0.09961219336219351
646,-0.0005785819482433396
647,-0.10714642179858258
648,0.0008264725515749749
649,-0.0011001100110010764
650,0.04067990832696711
651,0.0016670034350372287
652,-0.05808454034880284
653,0.00531697341513282
654,0.12965955613014435
655,-0.012739826469509996
656,0.06512605042016817
657,0.0
658,-0.13509316770186341
659,0.010499867759851789
660,-0.12317208457995765
661,-0.016611712984770044
662,-0.0216274743885172
663,-0.017284798534798584
664,-0.0978189406283052
665,-0.06519145890492672
666,0.008361486486486491
667,0.006164965986394488
668,-0.02332233223322322
669,0.036553456486472236
670,0.033927578232487265
671,-0.013814177841755537
672,-0.0697616683217478
673,0.0806821010704506
674,0.002100472606336501
675,-0.15849557522123903
676,-0.0007517182130585276
677,-0.020050592464385675
678,0.02398648648648649
679,-0.0522782020398751
680,-0.0489996922129885
681,-0.05999540851465435
682,0.036666666666666625
683,-0.007130294243475888
684,-0.02546296296296302
685,0.07979346321728942
686,0.012242460435951008
687,0.031088082901554515
688,0.012703643660137764
689,-0.005050505050504972
690,-0.1072579336563203
691,-0.14180486944248416
692,-0.0052933177933178754
693,0.004587155963302836
694,-0.027305560744753654
695,-0.022863849765258237
696,-0.03326618318560293
697,-0.022654462242562956
698,0.025067750677506773
699,0.18809120030148863
700,0.04126637554585155
701,-0.010844642746483224
702,0.01789077212806034
703,0.10478896103896107
704,-0.014023631840796025
705,-0.013150806477168375
706,0.02718482028826852
707,0.05769230769230782
708,-0.030102753391859527
709,0.09213791646866265
710,-0.06295218915491907
711,0.05472636815920384
712,-0.019057936125822517
713,-0.05146785581568181
714,0.03919488850165398
715,-0.015420496638770764
716,0.01661184210526323
717,0.07548384910009154
718,-0.02553620097167908
719,-0.0031194295900176527
720,0.1078511644832606
721,0.02256944444444442
722,0.1629233511586453
723,-0.01589053189141465
724,-0.13790458659303573
725,-0.02107237422771413
726,-0.060254083484573506
727,-4.768262445153937e-05
728,-0.031351248332380344
729,-0.02724699221514504
730,-0.0022099083052973256
731,-0.03425253991291721
732,0.048985840030616234
733,-0.030944925400626433
734,0.04811027123165845
735,-0.032614704256495264
736,0.07291666666666674
737,-0.04798376538360827
738,0.01984337921214996
739,-0.04615384615384621
740,0.12590165599918723
741,0.0
742,0.030118255728011745
743,0.00157699443413728
744,-0.03157383419689119
745,-0.017323878704024187
746,-0.01028770706190052
747,0.021808723489395554
748,-0.009641651936365125
749,0.041706825549811644
750,-0.046655328798186124
751,0.01176294969398417
752,-0.012109264995775915
753,0.008831521739130377
754,0.034356150013112874
755,0.008302048041998411
756,-0.01651164467517474
757,-0.024629848561616985
758,0.13147612621296834
759,-0.11122720364741634
760,0.025066548358473772
761,-0.09196428571428583
762,0.011270161880507112
763,-0.08103309120258273
764,0.08553421368547409
765,-0.014212723085780032
766,-0.12459458591567385
767,-0.021723772518544626
768,0.017797619047619007
769,-0.006453389997245429
770,-0.022002551020408267
771,0.1303183655983079
772,-0.13082180587732029
773,0.0
774,0.007986175976088195
775,-0.10790942928039715
776,0.047065989847715706
777,-0.009848484848484773
778,0.02132104454685102
779,0.02063902042378163
780,-0.05863164938106391
781,0.03815837712330428
782,-0.02063213345039494
783,0.002071490509683027
784,-0.07523227536322263
785,0.021433175762784806
786,-0.006573834196891282
787,0.07710919419314122
788,0.022246337493217583
789,0.017769176636171835
790,-0.015204786577843521
791,0.06797791580400281
792,-0.0694933145672062
793,0.06091249065071058
794,-0.007475575490423436
795,-0.049716033202271914
796,0.026003154885142488
797,-0.016410696187729057
798,0.04396863848297783
799,-0.07342657342657333
800,0.003545725820607304
801,-0.09526066350710916
802,-0.0826254045307444
803,0.0799944480429351
804,-0.06907258773214608
805,0.125005239113123
806,0.04108031272210377
807,-0.019085411942554753
808,-0.024293276009523135
809,0.053157388609894385
810,-0.016135881104033967
811,-0.08834333007857897
812,0.016406665056749592
813,-0.015728715728715814
814,-0.003975107602050665
815,0.006789351438270419
816,0.17052801724137923
817,-0.004684339401682003
818,-0.09353992457779958
819,-0.061828367710720644
820,-0.0042239404352806265
821,-0.003626855600539769
822,0.019070756149407897
823,-0.004179058558096749
824,-0.049886621315192725
825,-0.03132743362831869
826,0.05062422828920288
827,0.008361486486486491
828,0.0022724753353287053
829,0.10969387755102034
830,0.01604249947401648
831,-0.04556655665566556
832,0.003166435780724175
833,-0.028132280835970302
834,-0.06060606060606055
835,0.06534391534391548
836,-0.028969177086362485
837,-0.0803348325837081
838,-0.010899914089347096
839,-0.006620610247553227
840,0.07605232875052992
841,-0.01724487725705015
842,0.010977069270908135
843,-0.04927330733782331
844,-0.012674466338259416
845,0.00423002784322124
846,-0.0063775510204082675
847,-0.02556857530679535
848,-0.0844907407407407
849,-0.10843517852863638
850,-0.007589652773385636
851,-0.07706898272936002
852,-0.02444107616521407
853,-0.0109049227051643
854,0.037957765303394675
855,-0.10635075948187489
856,0.07732094328044181
857,0.03168836092506
858,-0.12818052379514167
859,-0.07609672779575694
860,0.07936761418077287
861,0.007720720258554303
862,-0.1007625272331154
863,-0.00032383419689119286
864,-0.03399978228527889
865,-0.06581493284771223
866,0.006948258160024867
867,-0.13834498509873816
868,-0.04048126331620505
869,0.05769230769230771
870,-0.022259375718996832
871,-0.055378760539352534
872,0.09347983578845698
873,-0.019710502001847763
874,-0.06483610872516676
875,0.09304207119741092
876,-0.11438826466916363
877,0.01474167304081786
878,0.03571428571428581
879,-0.006737147595356596
880,-0.1170653907496012
881,-0.05518572759952067
882,-0.02351412028831379
883,0.004761904761904745
884,0.0005973715651135247
885,0.006789351438270419
886,-0.09474747474747469
887,-0.08403180743606276
888,-0.15914512438537565
889,0.05685882600462855
890,-0.04119707584526333
891,-0.012476205175695698
892,-0.02085769980506824
893,-0.03962008141112605
894,0.030952380952380842
895,-0.009049773755656298
896,-0.056287664724562925
897,0.02482070820259974
898,-0.0643141237200644
899,-0.026205450733752578
900,0.0008054123711340733
901,0.007500000000000062
902,-0.015885366011800572
903,0.009045680687471691
904,-0.10032467532467537
905,0.023070020551712256
906,-0.00858039316129866
907,-0.11600723391116419
908,-0.017418408507517524
909,-0.014986564724784657
910,-0.08233666338351853
911,0.04696685428392744
912,-0.021521226415094352
913,-0.15777140124342415
914,0.010038860103626979
915,-0.00674019607843146
916,-0.024812847138372396
917,-0.062481036293616565
918,-0.04409722222222223
919,-0.14215686274509798
920,0.004943428148461382
921,-0.038345219824862165
922,-0.04181929181929189
923,0.00982573229514272
924,-0.0006957328385901462
925,0.03856365839197773
926,0.01147676991150437
927,-0.041363019550686
928,0.04393387138765936
929,-0.02597119161938033
930,0.07809752937910619
931,-0.0968438300051202
932,0.0026683087027916663
933,0.01352929231394051
934,-0.020266439909297107
935,-0.007209405501330757
936,0.2077987421383648
937,-0.04520638453246173
938,0.014583333333333393
939,-0.06571156795372046
940,-0.013371932726771618
941,-0.0035035775968418337
942,0.039757514523869775
943,-0.0026203416149068737
944,0.05100144538509177
945,-0.015461514555060507
946,0.16327286190299894
947,0.04370816076684636
948,-0.028506192485989068
949,-0.11361804995970992
950,-0.1157876943881
951,-0.00032383419689119286
952,0.012341062079282095
953,-0.09168956043956056
954,0.031015377657168663
955,-0.04134412385643893
956,0.1511932861264096
957,0.04466348825645694
958,0.03498351562091151
959,0.04371789006967408
960,0.018990882139061416
961,-0.04112149532710285
962,0.021593467704744684
963,0.00925240562546259
964,-0.0011001100110010764
965,0.09029649595687328
966,-0.048679867986798575
967,-0.03923750887994326
968,-0.042454710546131036
969,0.10631017744887417
970,-0.02873292510598202
971,0.025066548358473772
972,-0.0063775510204082675
973,-0.013125000000000053
974,-0.07207715590211872
975,-0.03203104094193199
976,0.03873771730914588
977,-0.02767857142857144
978,0.0035650623885918886
979,0.013608870967741993
980,-0.01724487725705015
981,-0.09323432343234317
982,-0.06456720619282197
983,-0.010728910728910801
984,-0.006378713322398477
985,-0.006266424095411338
986,0.04615384615384621
987,-0.06045751633986929
988,-0.013295532310098723
989,0.01826034661855558
990,-0.01054421768707492
991,-0.04807717862173422
992,0.005154639175257714
993,-0.08724440116845189
994,-0.011779824373527648
995,0.02821407795229791
996,-0.034590200948295236
997,-0.0028780743066456616
998,-0.008868989904750935
999,-0.02406725842534474
1000,-0.016594013368206983
1001,0.10079641612742662
1002,-0.005050505050504972
1003,-0.07638888888888884
1004,0.02764718452826176
1005,-0.028058462648863136
1006,0.040414507772020825
1007,-0.048366905656082926
1008,-0.0026203416149068737
1009,-0.007475575490423436
1010,0.0037346073615502906
1011,-0.045436077697381894
1012,-0.02689790575916229
1013,0.09020999704229526
1014,0.010204081632652962
1015,0.11408847306749026
1016,-0.004751792982127467
1017,0.0025132071600759698
1018,-0.06853345675747158
1019,0.19056284519362765
1020,-0.009230400383601012
1021,0.05612244897959173
1022,0.07412771560237008
1023,0.030868082874377034
1024,0.03269094945010598
1025,0.07495239743811666
1026,-0.0023590081193767265
1027,-0.0011001100110010764
1028,0.03890824622531941
1029,-0.014117892214321248
1030,-0.01958484048619935
1031,-0.11864177489177485
1032,-0.08182678420240053
1033,-0.006053716823517075
1034,0.013034356150013249
1035,0.025634644101542925
1036,0.020617519863220357
1037,-0.05530597983428165
1038,-0.06350287875174598
1039,-0.022372798583768283
1040,-0.016507624200688742
1041,0.09258166604087315
1042,0.010436553391879766
1043,-0.03349091530443693
1044,-0.01531058617672798
1045,-0.013877160389573984
1046,0.02764718452826176
1047,-0.007648819421350206
1048,0.00879120879120876
1049,0.0007707939177352685
1050,-0.008246369408158705
1051,0.0028155339805824298
1052,0.10713052060202333
1053,0.039435620326401244
1054,-0.14480874316939885
1055,0.0009269558769002817
1056,0.06449907480835315
1057,0.03854700854700854
1058,0.09976745688263033
1059,-0.01352929231394051
1060,-0.03761578735400728
1061,-0.11540374730558789
1062,0.03007623007623006
1063,0.01596611274030635
1064,-0.05109802478223524
1065,0.023733373946593472
1066,-0.06834254854056843
1067,-0.09476979197476076
1068,0.003950395039503896
1069,-0.0475812547241119
1070,-0.0905128205128205
1071,0.0830030030030029
1072,0.09654943596549437
1073,-0.05894899034952572
1074,-0.056632712119458306
1075,0.09806083220262318
1076,-0.09541184557223059
1077,0.02241994025631966
1078,-0.01958484048619935
1079,-0.0010937927262784086
1080,-0.0014026851401254259
1081,0.0
1082,-0.09740259740259738
1083,0.07035745422842199
1084,0.10276462428851585
1085,0.007392473118279508
1086,0.030215713228296304
1087,-0.1609978951396861
1088,-0.0255863539445631
1089,-0.11057213103860719
1090,0.0735030645921736
1091,0.007292185166749787
1092,0.003790978017782054
1093,-0.09217616580310883
1094,-0.015281593406593297
1095,0.039163936415483436
1096,0.06125146886016464
1097,-0.014223142087023577
1098,-0.12844181637627505
1099,-0.018990882139061416
1100,-0.11024480214621057
1101,-0.10623741415810384
1102,-0.04162969535640326
1103,-0.04673259647081651
1104,0.041038154392191606
1105,-0.08658287678590615
1106,-0.02432488146773859
1107,0.057241082939406995
1108,-0.02960719171389492
1109,-0.11128330866025171
1110,-0.00548600554412948
1111,0.006030597346537325
1112,0.013076794935865443
1113,-0.014455782312924992
1114,0.10576923076923073
1115,-0.016609392898052633
1116,-0.0030363808568723005
1117,-0.017914504571287404
1118,-0.072251039252474
1119,0.021423969072164928
1120,-0.022002551020408267
1121,0.09509615883054268
1122,-0.08061128613275848
1123,0.0006578947368420796
1124,-0.0643224699828473
1125,-0.026766262060379686
1126,0.014117892214321248
1127,-0.023502132653937524
1128,0.022683243826479238
1129,0.04370573782338494
1130,0.06976156799353406
1131,0.0875680795642908
1132,-0.08856239378751041
1133,0.001293818962992077
1134,-0.09862111865636836
1135,0.06613988147333139
1136,0.06102440976390544
1137,0.0267104029990628
1138,-0.15412835926449797
1139,-0.06255835667600373
1140,0.09740685264931648
1141,0.015306122448979664
1142,-0.007729211087420085
1143,-0.06335165464330705
1144,0.041616126610061865
1145,-0.0095941691251209
1146,-0.13598901098901106
1147,0.014336917562723928
1148,-0.028475628065258718
1149,0.016610544303161223
1150,-0.008450222374273064
1151,0.007770270270270219
1152,-0.018506411868242312
1153,-0.014395604395604389
1154,-0.02553620097167908
1155,0.06856484529295592
1156,0.027386541471048576
1157,0.027522700456574123
1158,0.006053716823517075
1159,0.07001001826860742
1160,0.006789351438270419
1161,0.014377189803068902
1162,0.05291666666666672
1163,-0.004937458854509691
1164,-0.09295685279187815
1165,-0.030544217687074937
1166,-0.05781089414182938
1167,0.0
1168,0.08082033039588221
1169,-0.04495412844036717
1170,-0.0024630541871921707
1171,-0.022977346278317157
1172,0.0536585365853659
1173,-0.010038270907836155
1174,-0.04097171863669313
1175,0.06350234394275867
1176,-0.022240150598359598
1177,0.006620610247553227
1178,-0.006620610247553227
1179,-0.08843537414965974
1180,-0.059465165376495266
1181,0.00476682477809609
1182,0.06102040816326537
1183,-0.013770024138687775
1184,0.0070371349279767514
1185,-0.06837606837606836
1186,0.010798429319371694
1187,-0.006053716823517075
1188,-0.04312865497076013
1189,0.012200165425971798
1190,-0.012042612320518842
1191,-0.046333045729076705
