,p1_mean_hp_start
406,115.83333333333333
407,85.0
408,105.83333333333333
409,100.83333333333333
410,80.0
411,133.33333333333334
412,117.5
413,120.83333333333333
414,120.83333333333333
415,125.0
416,127.5
417,112.5
418,117.5
419,123.33333333333333
420,116.66666666666667
421,128.33333333333334
422,115.83333333333333
423,121.66666666666667
424,110.83333333333333
425,121.66666666666667
426,115.83333333333333
427,119.16666666666667
428,115.83333333333333
429,121.66666666666667
430,119.16666666666667
431,116.66666666666667
432,116.66666666666667
433,123.33333333333333
434,120.83333333333333
435,121.66666666666667
436,86.66666666666667
437,118.33333333333333
438,123.33333333333333
439,71.66666666666667
440,130.83333333333334
441,120.83333333333333
442,72.5
443,115.83333333333333
444,114.16666666666667
445,120.83333333333333
446,126.66666666666667
447,118.33333333333333
448,106.66666666666667
449,100.83333333333333
450,122.5
451,129.16666666666666
452,115.83333333333333
453,66.66666666666667
454,121.66666666666667
455,77.5
456,122.5
457,105.0
458,121.66666666666667
459,115.83333333333333
460,99.16666666666667
461,127.5
462,101.66666666666667
463,91.83333333333333
464,116.66666666666667
465,120.83333333333333
466,115.83333333333333
467,124.16666666666667
468,116.66666666666667
469,117.5
470,110.0
471,114.16666666666667
472,74.16666666666667
473,115.83333333333333
474,131.66666666666666
475,122.5
476,100.83333333333333
477,115.83333333333333
478,115.83333333333333
479,121.66666666666667
480,121.66666666666667
481,115.83333333333333
482,73.5
483,121.66666666666667
484,124.16666666666667
485,115.83333333333333
486,127.5
487,121.66666666666667
488,122.5
489,115.83333333333333
490,99.16666666666667
491,86.0
492,120.0
493,132.5
494,124.16666666666667
495,119.16666666666667
496,123.33333333333333
497,115.83333333333333
498,124.16666666666667
499,88.33333333333333
500,116.66666666666667
501,117.5
502,124.16666666666667
503,115.0
504,85.0
505,115.83333333333333
506,122.5
507,120.83333333333333
508,123.33333333333333
509,105.83333333333333
510,123.33333333333333
511,120.83333333333333
512,116.66666666666667
513,132.5
514,105.16666666666667
515,108.33333333333333
516,119.16666666666667
517,117.5
518,120.0
519,124.16666666666667
520,110.0
521,102.5
522,123.33333333333333
523,129.16666666666666
524,121.66666666666667
525,74.33333333333333
526,115.83333333333333
527,125.0
528,124.16666666666667
529,117.5
530,99.16666666666667
531,116.66666666666667
532,116.66666666666667
533,115.83333333333333
534,87.5
535,115.0
536,119.16666666666667
537,120.0
538,120.0
539,85.83333333333333
540,98.33333333333333
541,75.83333333333333
542,117.5
543,121.66666666666667
544,115.83333333333333
545,108.33333333333333
546,120.83333333333333
547,116.66666666666667
548,128.33333333333334
549,116.66666666666667
550,109.16666666666667
551,121.66666666666667
552,121.66666666666667
553,121.66666666666667
554,120.83333333333333
555,119.16666666666667
556,116.66666666666667
557,123.33333333333333
558,115.83333333333333
559,99.16666666666667
560,122.5
561,72.5
562,110.0
563,121.66666666666667
564,120.83333333333333
565,127.5
566,114.16666666666667
567,100.0
568,83.33333333333333
569,118.33333333333333
570,124.16666666666667
571,121.66666666666667
572,118.33333333333333
573,116.66666666666667
574,115.83333333333333
575,121.66666666666667
576,124.16666666666667
577,120.83333333333333
578,120.83333333333333
579,87.5
580,122.5
581,117.5
582,122.5
583,118.33333333333333
584,127.5
585,124.16666666666667
586,115.83333333333333
587,115.83333333333333
588,110.0
589,123.33333333333333
590,119.16666666666667
591,115.0
592,111.66666666666667
593,117.5
594,120.83333333333333
595,116.66666666666667
596,121.66666666666667
597,124.16666666666667
598,123.33333333333333
599,126.66666666666667
600,115.83333333333333
601,122.5
602,128.33333333333334
603,121.66666666666667
604,124.16666666666667
605,113.33333333333333
606,115.83333333333333
607,108.33333333333333
608,108.33333333333333
609,74.16666666666667
610,132.5
611,75.0
612,122.5
613,77.5
614,106.66666666666667
615,107.5
616,124.16666666666667
617,123.33333333333333
618,124.16666666666667
619,84.16666666666667
620,124.16666666666667
621,121.66666666666667
622,126.66666666666667
623,125.0
624,120.83333333333333
625,127.5
626,115.83333333333333
627,116.66666666666667
628,100.83333333333333
629,124.16666666666667
630,114.16666666666667
631,65.83333333333333
632,102.5
633,129.16666666666666
634,124.16666666666667
635,127.5
636,115.0
637,115.83333333333333
638,117.5
639,110.0
640,72.5
641,120.83333333333333
642,122.5
643,124.16666666666667
644,121.66666666666667
645,102.5
646,115.83333333333333
647,88.33333333333333
648,124.16666666666667
649,121.66666666666667
650,100.0
651,115.83333333333333
652,122.5
653,120.0
654,111.66666666666667
655,115.83333333333333
656,123.33333333333333
657,124.16666666666667
658,97.5
659,121.83333333333333
660,110.0
661,124.16666666666667
662,115.0
663,88.33333333333333
664,108.33333333333333
665,120.83333333333333
666,116.66666666666667
667,110.0
668,121.66666666666667
669,126.66666666666667
670,124.16666666666667
671,114.16666666666667
672,82.5
673,128.33333333333334
674,115.83333333333333
675,104.16666666666667
676,127.5
677,90.83333333333333
678,116.66666666666667
679,99.16666666666667
680,81.33333333333333
681,120.0
682,133.33333333333334
683,90.0
684,75.83333333333333
685,117.5
686,115.83333333333333
687,120.0
688,122.5
689,116.66666666666667
690,93.33333333333333
691,96.66666666666667
692,102.5
693,95.0
694,121.66666666666667
695,115.0
696,106.66666666666667
697,79.16666666666667
698,125.0
699,121.83333333333333
700,95.83333333333333
701,115.83333333333333
702,119.16666666666667
703,89.33333333333333
704,113.33333333333333
705,120.83333333333333
706,75.83333333333333
707,111.66666666666667
708,96.66666666666667
709,119.16666666666667
710,74.16666666666667
711,120.83333333333333
712,120.83333333333333
713,108.33333333333333
714,120.83333333333333
715,115.83333333333333
716,86.66666666666667
717,115.0
718,127.5
719,116.66666666666667
720,122.5
721,123.33333333333333
722,110.83333333333333
723,115.83333333333333
724,74.16666666666667
725,115.0
726,132.5
727,90.83333333333333
728,105.0
729,116.66666666666667
730,120.83333333333333
731,114.16666666666667
732,97.5
733,112.5
734,123.33333333333333
735,75.83333333333333
736,129.16666666666666
737,82.5
738,115.83333333333333
739,128.33333333333334
740,124.16666666666667
741,127.5
742,121.66666666666667
743,115.83333333333333
744,124.16666666666667
745,115.83333333333333
746,116.66666666666667
747,115.83333333333333
748,120.83333333333333
749,126.66666666666667
750,115.83333333333333
751,120.0
752,120.83333333333333
753,129.16666666666666
754,91.5
755,120.83333333333333
756,119.16666666666667
757,120.83333333333333
758,116.0
759,96.66666666666667
760,115.83333333333333
761,115.83333333333333
762,119.16666666666667
763,118.33333333333333
764,115.83333333333333
765,124.16666666666667
766,106.66666666666667
767,125.0
768,110.0
769,115.83333333333333
770,115.83333333333333
771,119.16666666666667
772,100.5
773,124.16666666666667
774,85.83333333333333
775,108.33333333333333
776,115.83333333333333
777,122.5
778,92.66666666666667
779,121.66666666666667
780,115.83333333333333
781,115.83333333333333
782,120.83333333333333
783,127.5
784,106.66666666666667
785,121.66666666666667
786,124.16666666666667
787,117.5
788,125.0
789,126.66666666666667
790,124.16666666666667
791,116.66666666666667
792,109.16666666666667
793,122.5
794,124.16666666666667
795,90.0
796,99.16666666666667
797,121.66666666666667
798,122.5
799,88.33333333333333
800,87.5
801,71.66666666666667
802,115.0
803,100.83333333333333
804,115.83333333333333
805,89.16666666666667
806,120.83333333333333
807,75.83333333333333
808,108.33333333333333
809,122.5
810,110.83333333333333
811,115.0
812,121.66666666666667
813,110.0
814,118.33333333333333
815,121.66666666666667
816,121.66666666666667
817,121.66666666666667
818,114.16666666666667
819,115.83333333333333
820,127.5
821,96.66666666666667
822,116.66666666666667
823,115.83333333333333
824,120.83333333333333
825,95.0
826,115.83333333333333
827,116.66666666666667
828,127.5
829,115.83333333333333
830,127.5
831,87.5
832,116.66666666666667
833,116.66666666666667
834,111.66666666666667
835,123.33333333333333
836,110.83333333333333
837,125.0
838,108.33333333333333
839,116.66666666666667
840,91.83333333333333
841,116.66666666666667
842,96.66666666666667
843,79.16666666666667
844,90.83333333333333
845,121.66666666666667
846,115.83333333333333
847,118.33333333333333
848,111.66666666666667
849,115.0
850,127.5
851,114.16666666666667
852,121.66666666666667
853,122.5
854,121.66666666666667
855,105.0
856,120.83333333333333
857,124.16666666666667
858,100.5
859,111.66666666666667
860,116.66666666666667
861,124.16666666666667
862,100.83333333333333
863,124.16666666666667
864,100.0
865,124.16666666666667
866,89.16666666666667
867,100.83333333333333
868,121.66666666666667
869,85.0
870,88.0
871,123.33333333333333
872,121.66666666666667
873,117.5
874,113.33333333333333
875,123.33333333333333
876,100.0
877,114.16666666666667
878,123.33333333333333
879,120.83333333333333
880,97.66666666666667
881,90.83333333333333
882,117.5
883,128.33333333333334
884,112.5
885,121.66666666666667
886,90.83333333333333
887,105.83333333333333
888,74.16666666666667
889,127.5
890,119.16666666666667
891,95.83333333333333
892,75.83333333333333
893,119.16666666666667
894,110.83333333333333
895,112.5
896,105.83333333333333
897,116.66666666666667
898,119.16666666666667
899,120.83333333333333
900,123.33333333333333
901,133.33333333333334
902,127.5
903,120.83333333333333
904,97.5
905,124.16666666666667
906,127.5
907,103.33333333333333
908,73.33333333333333
909,110.83333333333333
910,108.33333333333333
911,105.0
912,84.16666666666667
913,74.16666666666667
914,116.66666666666667
915,110.0
916,121.66666666666667
917,111.66666666666667
918,123.33333333333333
919,100.83333333333333
920,117.5
921,107.5
922,124.16666666666667
923,121.66666666666667
924,115.83333333333333
925,120.83333333333333
926,107.5
927,111.66666666666667
928,121.66666666666667
929,130.0
930,126.66666666666667
931,102.66666666666667
932,120.0
933,120.83333333333333
934,115.83333333333333
935,100.83333333333333
936,114.16666666666667
937,124.16666666666667
938,110.83333333333333
939,74.16666666666667
940,117.5
941,115.83333333333333
942,116.66666666666667
943,123.33333333333333
944,121.66666666666667
945,121.66666666666667
946,115.83333333333333
947,135.83333333333334
948,127.5
949,118.33333333333333
950,103.33333333333333
951,124.16666666666667
952,122.5
953,96.66666666666667
954,120.83333333333333
955,116.66666666666667
956,117.5
957,122.5
958,115.83333333333333
959,84.66666666666667
960,119.16666666666667
961,110.0
962,122.5
963,128.33333333333334
964,121.66666666666667
965,95.83333333333333
966,90.83333333333333
967,120.83333333333333
968,120.0
969,119.16666666666667
970,124.16666666666667
971,115.83333333333333
972,115.83333333333333
973,84.16666666666667
974,115.83333333333333
975,121.66666666666667
976,126.66666666666667
977,115.83333333333333
978,120.83333333333333
979,123.33333333333333
980,116.66666666666667
981,115.83333333333333
982,115.83333333333333
983,129.16666666666666
984,117.5
985,127.5
986,131.66666666666666
987,112.5
988,124.16666666666667
989,124.16666666666667
990,115.83333333333333
991,121.66666666666667
992,124.16666666666667
993,75.16666666666667
994,121.66666666666667
995,122.5
996,80.83333333333333
997,120.83333333333333
998,120.0
999,117.5
1000,117.5
1001,119.16666666666667
1002,115.83333333333333
1003,80.83333333333333
1004,122.5
1005,106.66666666666667
1006,127.66666666666667
1007,109.16666666666667
1008,123.33333333333333
1009,124.16666666666667
1010,124.16666666666667
1011,116.0
1012,113.5
1013,120.83333333333333
1014,115.83333333333333
1015,95.0
1016,120.83333333333333
1017,123.33333333333333
1018,122.5
1019,115.83333333333333
1020,127.5
1021,115.83333333333333
1022,120.83333333333333
1023,117.5
1024,96.66666666666667
1025,84.16666666666667
1026,120.0
1027,121.66666666666667
1028,121.66666666666667
1029,120.83333333333333
1030,124.16666666666667
1031,96.66666666666667
1032,102.5
1033,115.83333333333333
1034,90.0
1035,115.83333333333333
1036,120.0
1037,102.5
1038,121.66666666666667
1039,120.83333333333333
1040,105.0
1041,110.83333333333333
1042,127.5
1043,115.0
1044,116.66666666666667
1045,117.5
1046,122.5
1047,116.66666666666667
1048,111.66666666666667
1049,90.0
1050,124.16666666666667
1051,95.83333333333333
1052,119.16666666666667
1053,117.5
1054,82.5
1055,117.5
1056,124.16666666666667
1057,116.66666666666667
1058,95.0
1059,115.83333333333333
1060,131.66666666666666
1061,99.16666666666667
1062,116.66666666666667
1063,96.66666666666667
1064,109.16666666666667
1065,120.83333333333333
1066,115.83333333333333
1067,108.33333333333333
1068,121.66666666666667
1069,115.83333333333333
1070,116.66666666666667
1071,121.66666666666667
1072,88.33333333333333
1073,74.33333333333333
1074,107.5
1075,120.83333333333333
1076,106.66666666666667
1077,122.5
1078,124.16666666666667
1079,129.16666666666666
1080,111.66666666666667
1081,122.5
1082,77.5
1083,116.66666666666667
1084,121.66666666666667
1085,117.5
1086,115.83333333333333
1087,96.66666666666667
1088,120.83333333333333
1089,115.83333333333333
1090,121.66666666666667
1091,90.83333333333333
1092,117.5
1093,106.66666666666667
1094,123.33333333333333
1095,120.83333333333333
1096,116.66666666666667
1097,119.16666666666667
1098,115.0
1099,121.66666666666667
1100,115.0
1101,114.16666666666667
1102,125.0
1103,75.83333333333333
1104,129.16666666666666
1105,114.16666666666667
1106,115.83333333333333
1107,121.66666666666667
1108,120.83333333333333
1109,65.83333333333333
1110,108.5
1111,119.16666666666667
1112,108.33333333333333
1113,120.83333333333333
1114,99.16666666666667
1115,116.66666666666667
1116,130.0
1117,97.5
1118,74.16666666666667
1119,123.33333333333333
1120,115.83333333333333
1121,115.0
1122,117.5
1123,120.0
1124,114.16666666666667
1125,118.33333333333333
1126,122.5
1127,115.0
1128,119.16666666666667
1129,116.66666666666667
1130,121.66666666666667
1131,121.66666666666667
1132,85.83333333333333
1133,95.83333333333333
1134,115.0
1135,115.83333333333333
1136,115.83333333333333
1137,127.5
1138,108.33333333333333
1139,124.16666666666667
1140,115.83333333333333
1141,88.33333333333333
1142,120.83333333333333
1143,115.0
1144,97.5
1145,124.16666666666667
1146,96.66666666666667
1147,117.5
1148,120.83333333333333
1149,115.83333333333333
1150,116.66666666666667
1151,127.5
1152,118.33333333333333
1153,121.83333333333333
1154,127.5
1155,109.16666666666667
1156,116.66666666666667
1157,124.16666666666667
1158,124.16666666666667
1159,104.16666666666667
1160,130.0
1161,122.5
1162,115.83333333333333
1163,117.5
1164,110.0
1165,115.83333333333333
1166,100.0
1167,115.83333333333333
1168,89.16666666666667
1169,98.33333333333333
1170,121.66666666666667
1171,120.83333333333333
1172,118.33333333333333
1173,114.16666666666667
1174,121.66666666666667
1175,120.0
1176,120.83333333333333
1177,124.16666666666667
1178,116.66666666666667
1179,104.16666666666667
1180,120.83333333333333
1181,100.83333333333333
1182,103.33333333333333
1183,115.83333333333333
1184,124.16666666666667
1185,88.33333333333333
1186,86.66666666666667
1187,115.83333333333333
1188,89.16666666666667
1189,117.5
1190,117.5
1191,121.66666666666667
1192,82.5
1193,115.83333333333333
1194,121.66666666666667
1195,95.0
1196,124.16666666666667
1197,116.66666666666667
1198,122.5
1199,115.83333333333333
1200,119.16666666666667
1201,117.5
1202,100.0
1203,121.66666666666667
1204,123.33333333333333
1205,107.5
1206,106.66666666666667
1207,123.33333333333333
1208,83.33333333333333
1209,95.0
1210,121.66666666666667
1211,105.83333333333333
1212,115.83333333333333
1213,116.66666666666667
1214,122.5
1215,114.16666666666667
1216,128.33333333333334
1217,119.16666666666667
1218,116.66666666666667
1219,125.0
1220,82.5
1221,96.66666666666667
1222,90.83333333333333
1223,121.66666666666667
1224,116.66666666666667
1225,117.5
1226,119.16666666666667
1227,121.66666666666667
1228,115.83333333333333
1229,118.33333333333333
1230,133.33333333333334
1231,115.83333333333333
1232,124.16666666666667
1233,116.66666666666667
1234,127.5
1235,115.83333333333333
1236,93.33333333333333
1237,110.83333333333333
1238,110.83333333333333
1239,121.66666666666667
1240,109.16666666666667
1241,121.66666666666667
1242,87.5
1243,104.16666666666667
1244,117.5
1245,85.83333333333333
1246,115.83333333333333
1247,115.0
1248,85.0
1249,106.66666666666667
1250,121.66666666666667
1251,100.83333333333333
1252,77.5
1253,117.5
1254,117.5
1255,115.83333333333333
1256,116.66666666666667
1257,115.83333333333333
1258,115.83333333333333
1259,117.5
1260,120.83333333333333
1261,121.66666666666667
1262,117.5
1263,99.16666666666667
1264,120.0
1265,105.0
1266,121.66666666666667
1267,115.83333333333333
1268,124.16666666666667
1269,107.5
1270,121.66666666666667
1271,123.33333333333333
1272,115.83333333333333
1273,125.0
1274,103.33333333333333
1275,124.16666666666667
1276,118.33333333333333
1277,130.0
1278,117.5
1279,120.83333333333333
1280,115.83333333333333
1281,123.33333333333333
1282,123.33333333333333
1283,114.16666666666667
1284,127.5
1285,120.83333333333333
1286,105.83333333333333
1287,95.0
1288,124.16666666666667
1289,75.83333333333333
1290,121.66666666666667
1291,85.0
1292,115.83333333333333
1293,115.83333333333333
1294,101.66666666666667
1295,108.33333333333333
1296,100.83333333333333
1297,116.66666666666667
1298,120.83333333333333
1299,118.33333333333333
1300,100.5
1301,115.83333333333333
1302,118.33333333333333
1303,91.66666666666667
1304,115.83333333333333
1305,115.0
1306,120.83333333333333
1307,117.5
1308,120.0
1309,90.0
1310,65.83333333333333
1311,84.16666666666667
1312,130.0
1313,119.16666666666667
1314,124.16666666666667
1315,119.16666666666667
1316,90.0
1317,115.83333333333333
1318,116.83333333333333
1319,80.0
1320,124.16666666666667
1321,86.66666666666667
1322,116.66666666666667
1323,116.66666666666667
1324,121.66666666666667
1325,97.5
1326,115.0
1327,112.5
1328,121.66666666666667
1329,114.16666666666667
1330,91.0
1331,115.83333333333333
1332,124.16666666666667
1333,116.66666666666667
1334,116.66666666666667
1335,83.33333333333333
1336,121.66666666666667
1337,115.83333333333333
1338,123.33333333333333
1339,75.83333333333333
1340,117.5
1341,124.16666666666667
1342,102.5
1343,124.16666666666667
1344,115.83333333333333
1345,83.5
1346,115.83333333333333
1347,105.83333333333333
1348,121.66666666666667
1349,121.66666666666667
1350,123.33333333333333
1351,112.5
1352,115.83333333333333
1353,119.16666666666667
1354,127.5
1355,115.83333333333333
1356,116.66666666666667
1357,114.16666666666667
1358,127.5
1359,115.83333333333333
1360,116.66666666666667
1361,110.83333333333333
1362,119.16666666666667
1363,75.83333333333333
1364,116.66666666666667
1365,128.33333333333334
1366,79.33333333333333
1367,101.66666666666667
1368,92.5
1369,119.16666666666667
1370,114.16666666666667
1371,115.83333333333333
1372,116.66666666666667
1373,126.66666666666667
1374,82.5
1375,119.16666666666667
1376,124.16666666666667
1377,115.0
1378,114.16666666666667
1379,110.0
1380,116.66666666666667
1381,124.16666666666667
1382,118.33333333333333
1383,124.16666666666667
1384,118.33333333333333
1385,120.83333333333333
1386,67.5
1387,115.0
1388,123.33333333333333
1389,75.83333333333333
1390,75.83333333333333
1391,124.16666666666667
1392,130.0
1393,90.0
1394,113.33333333333333
1395,110.0
1396,118.33333333333333
1397,108.33333333333333
1398,97.5
1399,124.16666666666667
1400,116.66666666666667
1401,124.16666666666667
1402,124.16666666666667
1403,111.66666666666667
1404,114.16666666666667
1405,123.33333333333333
1406,104.16666666666667
1407,115.83333333333333
1408,122.5
1409,116.66666666666667
1410,85.83333333333333
1411,115.83333333333333
1412,126.83333333333333
1413,121.66666666666667
1414,104.16666666666667
1415,113.33333333333333
1416,120.83333333333333
1417,119.16666666666667
1418,127.5
1419,115.0
1420,118.33333333333333
1421,120.0
1422,123.33333333333333
1423,115.83333333333333
1424,115.83333333333333
1425,120.0
1426,127.5
1427,111.66666666666667
1428,116.66666666666667
1429,124.16666666666667
1430,113.33333333333333
1431,89.16666666666667
1432,114.16666666666667
1433,115.0
1434,119.16666666666667
1435,124.16666666666667
1436,113.33333333333333
1437,125.0
1438,116.66666666666667
1439,115.83333333333333
1440,113.33333333333333
1441,124.16666666666667
1442,120.83333333333333
1443,117.5
1444,115.83333333333333
1445,123.33333333333333
1446,115.83333333333333
1447,121.66666666666667
1448,122.5
1449,124.16666666666667
1450,122.5
1451,101.66666666666667
1452,127.5
1453,123.33333333333333
1454,119.16666666666667
1455,115.83333333333333
1456,124.16666666666667
1457,125.0
1458,101.66666666666667
1459,74.16666666666667
1460,85.0
1461,127.5
1462,117.5
1463,125.0
1464,120.83333333333333
1465,121.66666666666667
1466,123.33333333333333
1467,120.83333333333333
1468,111.66666666666667
1469,119.16666666666667
1470,109.16666666666667
1471,110.0
1472,122.5
1473,115.0
1474,113.33333333333333
1475,127.5
1476,127.5
1477,72.66666666666667
1478,84.16666666666667
1479,105.0
1480,101.66666666666667
1481,110.0
1482,115.0
1483,115.0
1484,101.66666666666667
1485,119.16666666666667
1486,121.66666666666667
1487,114.16666666666667
1488,82.5
1489,115.83333333333333
1490,115.83333333333333
1491,117.5
1492,124.16666666666667
1493,100.0
1494,115.83333333333333
1495,120.83333333333333
1496,120.83333333333333
1497,124.16666666666667
1498,115.83333333333333
1499,115.83333333333333
1500,120.0
1501,113.33333333333333
1502,110.83333333333333
1503,120.83333333333333
1504,115.83333333333333
1505,123.33333333333333
1506,124.16666666666667
1507,115.83333333333333
1508,89.16666666666667
1509,128.33333333333334
1510,108.33333333333333
1511,119.16666666666667
1512,116.66666666666667
1513,124.16666666666667
1514,124.16666666666667
