,p2_sum_hp_last
974,745.0
975,700.0
976,715.0
977,566.95
978,551.95
979,700.0
980,726.95
981,731.95
982,753.9
983,700.0
984,758.9
985,721.95
986,436.95
987,700.0
988,721.95
989,630.0
990,665.0
991,815.0
992,765.0
993,656.95
994,781.95
995,700.0
996,290.0
997,726.95
998,391.95
999,666.95
1000,700.0
1001,536.95
1002,450.0
1003,701.95
1004,285.0
1005,543.0
1006,745.0
1007,536.95
1008,636.95
1009,630.0
1010,691.95
1011,495.0
1012,636.95
1013,678.9
1014,620.0
1015,456.95
1016,553.0
1017,725.0
1018,716.95
1019,443.9
1020,606.95
1021,461.95
1022,621.95
1023,485.0
1024,490.0
1025,470.0
1026,695.0
1027,700.0
1028,710.0
1029,735.0
1030,726.95
1031,716.95
1032,765.0
1033,745.0
1034,705.0
1035,746.95
1036,711.95
1037,421.95
1038,731.95
1039,531.95
1040,537.95
1041,595.0
1042,786.95
1043,435.0
1044,748.9
1045,575.0
1046,460.0
1047,765.0
1048,515.0
1049,670.0
1050,540.0
1051,640.0
1052,460.0
1053,625.0
1054,731.95
1055,635.0
1056,761.95
1057,560.0
1058,698.9
1059,400.0
1060,735.0
1061,616.95
1062,610.0
1063,610.0
1064,761.95
1065,620.0
1066,691.95
1067,695.0
1068,695.0
1069,593.9
1070,722.95
1071,380.0
1072,698.9
1073,446.0
1074,616.95
1075,626.95
1076,472.95
1077,616.95
1078,726.95
1079,756.95
1080,745.0
1081,735.0
1082,770.0
1083,436.95
1084,670.0
1085,731.95
1086,585.0
1087,725.0
1088,743.9
1089,736.95
1090,665.0
1091,695.0
1092,570.0
1093,745.0
1094,500.0
1095,746.95
1096,403.9
1097,344.95
1098,500.0
1099,465.0
1100,651.95
1101,575.0
1102,600.0
1103,640.0
1104,555.0
1105,536.95
1106,431.95
1107,631.95
1108,418.0
1109,335.0
1110,520.0
1111,675.0
1112,666.95
1113,695.0
1114,530.0
1115,670.0
1116,745.0
1117,750.0
1118,550.0
1119,455.0
1120,645.0
1121,636.95
1122,731.95
1123,541.95
1124,335.0
1125,731.95
1126,565.0
1127,745.0
1128,375.0
1129,645.0
1130,495.0
1131,660.0
1132,615.0
1133,535.0
1134,735.0
1135,655.0
1136,425.0
1137,625.0
1138,420.0
1139,721.95
1140,430.0
1141,580.0
1142,741.95
1143,746.95
1144,731.95
1145,510.0
1146,753.9
1147,605.0
1148,605.0
1149,730.0
1150,656.95
1151,731.95
1152,765.0
1153,511.95
1154,645.0
1155,468.9
1156,493.9
1157,650.0
1158,695.0
1159,535.0
1160,495.0
1161,640.0
1162,441.0
1163,681.95
1164,731.95
1165,736.95
1166,623.9
1167,445.0
1168,691.95
1169,467.95
1170,770.0
1171,665.0
1172,708.9
1173,731.95
1174,770.0
1175,446.95
1176,690.0
1177,355.0
1178,585.0
1179,731.95
1180,688.9
1181,455.0
1182,586.95
1183,705.0
1184,721.95
1185,700.0
1186,731.95
1187,745.0
1188,716.95
1189,696.95
1190,653.9
1191,725.0
1192,701.95
1193,748.9
1194,661.95
1195,446.0
1196,515.0
1197,735.0
1198,570.0
1199,445.0
1200,510.0
1201,761.95
1202,430.0
1203,548.9
1204,731.95
1205,415.0
1206,536.95
1207,400.0
1208,658.9
1209,725.0
1210,730.0
1211,655.0
1212,545.0
1213,473.9
1214,511.95
1215,661.95
1216,716.95
1217,748.9
1218,685.0
1219,725.0
1220,486.95
1221,566.95
1222,550.0
1223,386.95
1224,460.0
1225,436.95
1226,650.0
1227,406.95
1228,731.95
1229,580.0
1230,696.95
1231,741.95
1232,626.95
1233,541.95
1234,505.0
1235,735.0
1236,441.95
1237,430.0
1238,695.0
1239,640.0
1240,758.9
1241,686.95
1242,475.0
1243,650.0
1244,710.0
1245,355.0
1246,781.95
1247,745.0
1248,695.0
1249,591.95
1250,686.95
1251,706.95
1252,521.95
1253,421.0
1254,645.0
1255,545.0
1256,731.95
1257,736.0
1258,775.0
1259,741.95
1260,446.95
1261,740.0
1262,740.0
1263,700.0
1264,675.0
1265,680.0
1266,698.9
1267,355.0
1268,695.0
1269,735.0
1270,651.95
1271,691.95
1272,495.0
1273,541.95
1274,731.95
1275,475.0
1276,736.95
1277,705.0
1278,725.0
1279,785.0
1280,723.9
1281,655.0
1282,605.0
1283,695.0
1284,740.0
1285,701.95
1286,721.95
1287,625.0
1288,641.95
1289,595.85
1290,658.9
1291,385.0
1292,255.0
1293,375.0
1294,731.95
1295,783.9
1296,616.95
1297,620.0
1298,566.95
1299,608.9
1300,441.95
1301,601.95
1302,461.95
1303,715.0
1304,761.95
1305,435.0
1306,619.75
1307,753.9
1308,496.95
1309,610.0
1310,731.95
1311,740.0
1312,555.0
1313,700.0
1314,701.95
1315,711.95
1316,731.95
1317,731.95
1318,731.95
1319,676.95
1320,736.95
1321,730.0
1322,620.0
1323,726.95
1324,545.0
1325,621.95
1326,610.0
1327,591.95
1328,586.95
1329,368.9
1330,571.95
1331,600.0
1332,711.95
1333,681.95
1334,787.95
1335,715.0
1336,711.95
1337,465.0
1338,715.0
1339,665.0
1340,326.95
1341,800.0
1342,746.95
1343,530.0
1344,731.95
1345,471.95
1346,635.0
1347,695.0
1348,595.0
1349,695.0
1350,725.0
1351,653.9
1352,786.95
1353,715.0
1354,350.0
1355,511.95
1356,650.0
1357,725.0
1358,695.0
1359,540.0
1360,511.95
1361,691.95
1362,731.95
1363,550.0
1364,640.0
1365,620.85
1366,510.0
1367,765.0
1368,740.0
1369,540.0
1370,651.95
1371,480.0
1372,550.0
1373,636.95
1374,743.9
1375,650.0
1376,761.95
1377,711.95
1378,640.0
1379,748.9
1380,345.0
1381,416.0
1382,581.95
1383,495.0
1384,735.0
1385,578.9
1386,545.0
1387,400.0
1388,711.95
1389,628.9
1390,715.0
1391,730.0
1392,705.0
1393,731.95
1394,745.0
1395,675.0
1396,510.0
1397,705.0
1398,746.95
1399,720.0
1400,686.95
1401,695.0
1402,745.0
1403,566.95
1404,665.0
1405,658.9
1406,710.0
1407,700.0
1408,736.95
1409,753.9
1410,600.0
1411,645.0
1412,706.95
1413,660.0
1414,650.0
1415,535.0
1416,683.9
1417,540.0
1418,486.95
1419,615.0
1420,703.9
1421,775.0
1422,735.0
1423,761.95
1424,701.95
1425,610.0
1426,715.0
1427,500.0
1428,591.95
1429,730.0
1430,765.0
1431,695.0
1432,735.0
1433,370.0
1434,360.0
1435,475.0
1436,650.0
1437,605.0
1438,665.0
1439,360.0
1440,351.95
1441,545.0
1442,725.0
1443,681.95
1444,545.0
1445,450.0
1446,726.95
1447,456.95
1448,765.0
1449,775.0
1450,658.9
1451,695.0
1452,705.0
1453,725.0
1454,401.95
1455,601.95
1456,560.0
1457,656.95
1458,745.0
1459,705.0
1460,700.0
1461,700.0
1462,495.0
1463,365.0
1464,685.0
1465,746.95
1466,730.0
1467,691.95
1468,731.95
1469,601.95
1470,586.95
1471,501.95
1472,745.0
1473,726.95
1474,691.95
1475,540.0
1476,482.8
1477,731.95
1478,715.0
1479,715.0
1480,410.0
1481,730.0
1482,555.0
1483,725.0
1484,565.0
1485,710.0
1486,401.95
1487,765.0
1488,290.0
1489,656.95
1490,761.95
1491,726.95
1492,516.95
1493,535.0
1494,766.95
1495,601.95
1496,545.0
1497,695.0
1498,425.0
1499,315.0
1500,695.0
1501,471.95
1502,638.9
1503,685.0
1504,616.0
1505,616.95
1506,576.95
1507,545.0
1508,620.0
1509,641.95
1510,570.0
1511,735.0
1512,748.9
1513,643.9
1514,552.95
1515,381.95
1516,420.0
1517,620.0
1518,716.0
1519,656.95
1520,705.0
1521,690.0
1522,730.0
1523,761.95
1524,686.95
1525,740.0
1526,365.0
1527,595.0
1528,710.0
1529,725.0
1530,457.95
1531,466.0
1532,596.95
1533,793.9
1534,576.95
1535,685.0
1536,748.9
1537,650.0
1538,711.95
1539,410.0
1540,610.0
1541,681.95
1542,376.95
1543,766.95
1544,700.0
1545,541.95
1546,458.9
1547,671.95
1548,640.0
1549,585.0
1550,568.9
1551,566.95
1552,706.95
1553,710.0
1554,730.0
1555,730.0
1556,515.0
1557,598.9
1558,630.0
1559,695.0
1560,750.0
1561,461.95
1562,740.0
1563,671.95
1564,635.0
1565,716.95
1566,556.95
1567,740.0
1568,521.95
1569,653.9
1570,690.0
1571,435.0
1572,731.95
1573,695.0
1574,696.95
1575,300.0
1576,736.95
1577,765.0
1578,640.0
1579,753.9
1580,726.95
1581,713.9
1582,746.95
1583,746.95
1584,726.95
1585,676.95
1586,741.95
1587,780.0
1588,480.0
1589,765.0
1590,476.0
1591,723.9
1592,695.0
1593,523.0
1594,390.0
1595,551.95
1596,735.0
1597,740.0
1598,540.0
1599,535.0
1600,725.0
1601,746.95
1602,761.95
1603,746.95
1604,806.95
1605,633.9
1606,316.95
1607,801.95
1608,800.0
1609,669.95
1610,751.95
1611,711.95
1612,711.95
1613,550.0
1614,720.0
1615,715.0
1616,735.0
1617,765.0
1618,761.95
1619,591.95
1620,736.95
1621,541.95
1622,730.0
1623,540.0
1624,541.95
1625,605.0
1626,600.0
1627,556.95
1628,572.95
1629,745.0
1630,756.95
1631,770.0
1632,745.0
1633,750.0
1634,801.95
1635,726.95
1636,551.95
1637,761.95
1638,410.0
1639,725.0
1640,588.9
1641,765.0
1642,720.0
1643,730.0
1644,635.0
1645,570.0
1646,726.95
1647,715.0
1648,570.0
1649,620.0
1650,695.0
1651,640.0
1652,721.95
1653,481.95
1654,385.0
1655,445.0
1656,385.0
1657,455.0
1658,601.95
1659,505.0
1660,635.0
1661,701.95
1662,730.0
1663,601.95
1664,481.95
1665,691.95
1666,748.9
1667,756.95
1668,365.0
1669,680.0
1670,376.95
1671,525.0
1672,467.95
1673,475.0
1674,506.0
1675,736.95
1676,676.95
1677,723.9
1678,620.0
1679,731.95
1680,680.0
1681,690.0
1682,541.95
1683,545.0
1684,700.0
1685,600.0
1686,761.95
1687,425.0
1688,570.0
1689,685.0
1690,681.95
1691,776.0
1692,731.95
1693,686.95
1694,731.95
1695,265.0
1696,745.0
1697,635.0
1698,675.0
1699,570.0
1700,635.0
1701,610.0
1702,700.0
1703,746.95
1704,748.9
1705,670.0
1706,664.95
1707,736.95
1708,745.0
1709,670.0
1710,725.0
1711,695.0
1712,570.0
1713,360.0
1714,735.0
1715,716.95
1716,730.0
1717,549.9
1718,386.95
1719,780.85
1720,445.0
1721,745.0
1722,725.0
1723,685.0
1724,751.95
1725,785.0
1726,743.9
1727,486.85
1728,736.95
1729,676.95
1730,745.0
1731,666.95
1732,486.95
1733,746.95
1734,705.0
1735,700.0
1736,725.0
1737,751.95
1738,715.0
1739,735.0
1740,700.0
1741,650.0
1742,616.95
1743,606.95
1744,666.95
1745,390.0
1746,500.0
1747,673.9
1748,625.0
1749,555.0
1750,490.0
1751,441.95
1752,580.0
1753,660.0
1754,524.75
1755,685.0
1756,495.0
1757,746.95
1758,638.9
1759,686.95
1760,580.0
1761,731.95
1762,415.0
1763,640.0
1764,743.9
1765,700.0
1766,585.0
1767,494.9
1768,676.95
1769,556.95
1770,646.95
1771,743.9
1772,531.95
1773,661.95
1774,535.0
1775,691.95
1776,745.0
1777,636.95
1778,565.0
1779,476.95
1780,705.0
1781,735.0
1782,696.95
1783,745.0
1784,730.0
1785,731.95
1786,671.95
1787,420.0
1788,526.95
1789,711.95
1790,730.0
1791,503.9
1792,695.0
1793,560.0
1794,581.95
1795,573.0
1796,433.0
1797,626.0
1798,650.0
1799,691.95
1800,735.0
1801,686.95
1802,376.95
1803,753.9
1804,461.95
1805,540.0
1806,725.0
1807,675.0
1808,736.0
1809,796.95
1810,650.0
1811,640.0
1812,745.0
1813,661.95
1814,636.95
1815,725.0
1816,561.95
1817,726.0
1818,471.95
1819,731.95
1820,711.95
1821,623.9
1822,430.0
1823,716.95
1824,695.0
1825,756.95
1826,730.0
1827,725.0
1828,721.95
1829,676.95
1830,606.95
1831,646.95
1832,768.9
1833,716.95
1834,766.95
1835,609.0
1836,635.0
1837,646.95
1838,695.0
1839,711.95
1840,731.95
1841,700.0
1842,615.0
1843,685.85
1844,580.0
1845,731.95
1846,520.85
1847,746.95
1848,565.0
1849,743.9
1850,630.0
1851,741.95
1852,730.0
1853,718.9
1854,656.95
1855,615.0
1856,730.0
1857,380.0
1858,721.95
1859,457.95
1860,720.0
1861,740.0
1862,626.95
1863,745.0
1864,493.9
1865,735.0
1866,670.0
1867,795.0
1868,460.0
1869,738.9
1870,690.0
1871,616.95
1872,675.0
1873,740.0
1874,710.0
1875,651.95
1876,761.95
1877,761.95
1878,745.0
1879,736.95
1880,726.95
1881,731.95
1882,715.0
1883,476.95
1884,778.9
1885,336.95
1886,775.0
1887,701.95
1888,610.0
1889,665.0
1890,686.95
1891,641.95
1892,581.95
1893,726.95
1894,600.0
1895,706.85
1896,673.9
1897,745.0
1898,523.9
1899,730.0
1900,695.0
1901,528.9
1902,681.95
1903,716.95
1904,736.95
1905,765.0
1906,745.0
1907,576.95
1908,766.95
1909,656.95
1910,600.0
1911,681.95
1912,693.9
1913,548.9
1914,765.0
1915,540.0
1916,494.95
1917,700.0
1918,445.0
1919,610.0
1920,745.0
1921,558.9
1922,425.0
1923,455.0
1924,573.9
1925,380.0
1926,405.0
1927,748.9
1928,725.0
1929,566.95
1930,650.0
1931,731.95
1932,685.0
1933,716.95
1934,775.0
1935,575.0
1936,195.0
1937,745.0
1938,765.0
1939,745.0
1940,621.95
1941,455.0
1942,726.95
1943,500.0
1944,575.0
1945,635.0
1946,481.95
1947,486.95
1948,659.0
1949,748.9
1950,580.0
1951,510.0
1952,495.0
1953,685.0
1954,765.0
1955,465.0
1956,615.0
1957,640.0
1958,766.95
1959,696.95
1960,705.0
1961,705.0
1962,415.0
1963,740.0
1964,700.0
1965,751.95
1966,400.0
1967,631.95
1968,765.0
1969,745.0
1970,695.0
1971,543.9
1972,566.95
1973,705.0
1974,588.9
1975,700.0
1976,761.95
1977,711.95
1978,715.0
1979,525.0
1980,695.0
1981,640.0
1982,762.95
1983,646.95
1984,570.0
1985,736.0
1986,741.95
1987,460.0
1988,726.95
1989,601.95
1990,745.0
1991,721.95
1992,760.0
1993,733.9
1994,731.95
1995,743.9
1996,701.95
1997,626.95
1998,726.95
1999,325.0
2000,515.0
2001,746.95
2002,761.95
2003,696.95
2004,708.9
2005,506.95
2006,705.0
2007,611.95
2008,716.95
2009,643.9
2010,606.95
2011,550.0
2012,461.95
2013,731.95
2014,735.0
2015,440.0
2016,711.95
2017,675.0
2018,680.0
2019,565.0
2020,570.0
2021,448.9
2022,583.9
2023,696.95
2024,503.9
2025,668.9
2026,745.0
2027,545.0
2028,655.0
2029,693.9
2030,500.0
2031,636.95
2032,601.95
2033,720.0
2034,645.0
2035,710.0
2036,335.0
2037,730.0
2038,781.95
2039,665.0
2040,735.0
2041,690.0
2042,561.95
2043,698.9
2044,536.95
2045,705.0
2046,710.0
2047,553.9
2048,480.0
2049,446.0
2050,500.0
2051,410.0
2052,505.0
2053,477.95
2054,761.95
2055,710.0
2056,630.0
2057,350.0
2058,730.0
2059,690.0
2060,745.0
2061,445.0
2062,716.95
2063,721.95
2064,350.0
2065,730.0
2066,725.0
2067,676.95
2068,711.95
2069,490.0
2070,695.0
2071,695.0
2072,730.0
2073,696.95
2074,520.0
2075,651.95
2076,730.0
2077,735.0
2078,555.0
2079,405.0
2080,636.95
2081,625.0
2082,700.0
2083,746.95
2084,625.0
2085,281.95
2086,635.0
2087,735.0
2088,751.95
2089,716.95
2090,715.0
2091,576.95
2092,726.95
2093,661.95
2094,415.0
2095,670.0
2096,780.0
2097,735.0
2098,730.0
2099,601.95
2100,640.0
2101,565.0
2102,645.0
2103,731.95
2104,715.0
2105,741.95
2106,635.0
2107,651.95
2108,730.0
2109,695.0
2110,650.0
2111,536.95
2112,501.95
2113,645.0
2114,546.95
2115,725.0
2116,670.0
2117,705.0
2118,731.95
2119,654.95
2120,740.0
2121,605.0
2122,616.95
2123,705.0
2124,715.0
2125,540.0
2126,640.85
2127,746.95
2128,653.9
2129,351.95
2130,571.95
2131,695.0
2132,408.9
2133,748.9
2134,665.0
2135,746.95
2136,496.95
2137,571.95
2138,635.0
