,p1_def_trend,p2_def_trend,def_trend_diff
50,-24.999999999999993,0.0,-24.999999999999993
51,-10.833333333333329,0.0,-10.833333333333329
52,-29.999999999999993,-0.8333333333333286,-29.166666666666664
53,-16.666666666666664,0.0,-16.666666666666664
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,-46.66666666666666,-0.8333333333333286,-45.83333333333333
59,-24.999999999999993,-10.833333333333329,-14.166666666666664
60,-14.166666666666671,0.0,-14.166666666666671
61,-0.8333333333333357,-10.833333333333329,9.999999999999993
62,-14.166666666666664,0.0,-14.166666666666664
63,-30.0,0.0,-30.0
64,0.0,0.0,0.0
65,-25.833333333333336,0.0,-25.833333333333336
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,-7.5,-14.166666666666671,6.666666666666671
69,-10.833333333333336,0.0,-10.833333333333336
70,-24.999999999999993,0.0,-24.999999999999993
71,-24.166666666666664,0.0,-24.166666666666664
72,-43.333333333333336,0.0,-43.333333333333336
73,-24.166666666666664,-5.833333333333336,-18.33333333333333
74,-15.833333333333329,0.0,-15.833333333333329
75,-21.66666666666667,0.0,-21.66666666666667
76,-40.0,0.0,-40.0
77,0.0,0.0,0.0
78,-44.166666666666664,0.0,-44.166666666666664
79,-11.666666666666664,0.0,-11.666666666666664
80,-14.166666666666664,0.0,-14.166666666666664
81,0.0,0.0,0.0
82,-11.666666666666671,-10.833333333333336,-0.8333333333333357
83,-14.166666666666664,0.0,-14.166666666666664
84,0.0,0.0,0.0
85,-37.50000000000001,0.0,-37.50000000000001
86,-33.33333333333333,0.0,-33.33333333333333
87,-7.5,0.0,-7.5
88,-40.83333333333333,-30.833333333333336,-9.999999999999993
89,-15.0,0.0,-15.0
90,-35.833333333333336,0.0,-35.833333333333336
91,-10.833333333333336,0.0,-10.833333333333336
92,0.0,0.0,0.0
93,-56.666666666666664,0.0,-56.666666666666664
94,-25.83333333333333,-21.666666666666657,-4.166666666666671
95,0.0,0.0,0.0
96,-60.0,-0.8333333333333286,-59.16666666666667
97,-14.166666666666664,0.0,-14.166666666666664
98,-22.5,0.0,-22.5
99,-0.8333333333333286,-10.833333333333329,10.0
100,-14.166666666666664,-14.166666666666671,7.105427357601002e-15
101,-40.0,0.0,-40.0
102,-10.833333333333336,0.0,-10.833333333333336
103,-51.66666666666667,-14.166666666666664,-37.50000000000001
104,-5.833333333333329,0.0,-5.833333333333329
105,-16.666666666666664,-30.000000000000007,13.333333333333343
106,-35.83333333333333,0.0,-35.83333333333333
107,-33.333333333333336,-15.833333333333329,-17.500000000000007
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,-0.8333333333333286,0.0,-0.8333333333333286
111,-25.0,0.0,-25.0
112,-39.16666666666666,0.0,-39.16666666666666
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,-20.833333333333336,0.0,-20.833333333333336
116,0.0,0.0,0.0
117,-11.666666666666671,-14.166666666666664,2.499999999999993
118,-10.833333333333329,0.0,-10.833333333333329
119,-45.83333333333333,0.0,-45.83333333333333
120,-32.50000000000001,0.0,-32.50000000000001
121,-65.0,0.0,-65.0
122,0.0,0.0,0.0
123,-26.66666666666667,0.0,-26.66666666666667
124,-10.833333333333343,0.0,-10.833333333333343
125,-11.666666666666671,-14.166666666666664,2.499999999999993
126,-10.833333333333343,-10.833333333333329,-1.4210854715202004e-14
127,-10.833333333333329,0.0,-10.833333333333329
128,-10.833333333333329,-10.833333333333329,0.0
129,-26.666666666666664,0.0,-26.666666666666664
130,-15.833333333333329,0.0,-15.833333333333329
131,-45.83333333333334,-14.166666666666664,-31.66666666666668
132,-30.833333333333332,0.0,-30.833333333333332
133,-40.0,-11.666666666666664,-28.333333333333336
134,-5.833333333333329,0.0,-5.833333333333329
135,-0.8333333333333286,-10.0,9.166666666666671
136,0.0,0.0,0.0
137,-36.66666666666666,0.0,-36.66666666666666
138,-10.833333333333336,0.0,-10.833333333333336
139,0.0,0.0,0.0
140,-15.0,0.0,-15.0
141,-25.0,0.0,-25.0
142,-26.666666666666664,0.0,-26.666666666666664
143,-10.833333333333336,0.0,-10.833333333333336
144,-25.0,0.0,-25.0
145,-27.500000000000007,-10.833333333333329,-16.66666666666668
146,-32.49999999999999,0.0,-32.49999999999999
147,-55.83333333333334,-16.666666666666664,-39.16666666666668
148,0.0,0.0,0.0
149,-25.0,0.0,-25.0
150,-10.833333333333343,0.0,-10.833333333333343
151,-0.8333333333333286,0.0,-0.8333333333333286
152,-0.8333333333333357,-14.166666666666671,13.333333333333336
153,-14.166666666666664,0.0,-14.166666666666664
154,-15.833333333333336,0.0,-15.833333333333336
155,-15.0,0.0,-15.0
156,0.0,0.0,0.0
157,-37.5,0.0,-37.5
158,-14.166666666666671,0.0,-14.166666666666671
159,-8.333333333333336,-14.166666666666664,5.833333333333329
160,-32.50000000000001,0.0,-32.50000000000001
161,0.0,0.0,0.0
162,-14.166666666666664,0.0,-14.166666666666664
163,-45.0,-0.8333333333333286,-44.16666666666667
164,-36.66666666666667,-14.166666666666664,-22.500000000000007
165,-24.999999999999993,0.0,-24.999999999999993
166,-10.833333333333329,0.0,-10.833333333333329
167,-14.166666666666671,-7.5,-6.666666666666671
168,-10.833333333333329,0.0,-10.833333333333329
169,-6.666666666666664,0.0,-6.666666666666664
170,-49.16666666666667,-10.833333333333336,-38.333333333333336
171,-21.66666666666667,-10.833333333333329,-10.833333333333343
172,-5.833333333333329,0.0,-5.833333333333329
173,-44.16666666666666,-7.5,-36.66666666666666
174,-13.333333333333336,0.0,-13.333333333333336
175,-19.999999999999993,0.0,-19.999999999999993
176,-7.5,0.0,-7.5
177,-16.66666666666667,0.0,-16.66666666666667
178,-28.33333333333333,-0.8333333333333286,-27.5
179,-40.0,0.0,-40.0
180,-20.000000000000007,0.0,-20.000000000000007
181,-18.333333333333336,-14.166666666666671,-4.166666666666664
182,-20.833333333333336,0.0,-20.833333333333336
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,-0.8333333333333286,-14.166666666666664,13.333333333333336
186,-14.166666666666671,-14.166666666666664,-7.105427357601002e-15
187,-25.0,0.0,-25.0
188,-49.166666666666664,0.0,-49.166666666666664
189,0.0,0.0,0.0
190,-7.5,0.0,-7.5
191,-40.83333333333333,-24.999999999999993,-15.833333333333336
192,-34.166666666666664,0.0,-34.166666666666664
193,-51.66666666666667,-0.8333333333333286,-50.83333333333334
194,-6.666666666666664,-14.166666666666664,7.5
195,-32.5,0.0,-32.5
196,-14.166666666666664,0.0,-14.166666666666664
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,-11.666666666666664,0.0,-11.666666666666664
200,-60.49999999999999,0.0,-60.49999999999999
201,-21.666666666666664,0.0,-21.666666666666664
202,-10.833333333333329,0.0,-10.833333333333329
203,-27.499999999999993,0.0,-27.499999999999993
204,-26.666666666666664,0.0,-26.666666666666664
205,-38.33333333333333,-0.8333333333333286,-37.5
206,-7.5,0.0,-7.5
207,-31.666666666666664,0.0,-31.666666666666664
208,-10.0,0.0,-10.0
209,-11.666666666666671,0.0,-11.666666666666671
210,0.0,0.0,0.0
211,-20.0,0.0,-20.0
212,-6.666666666666664,0.0,-6.666666666666664
213,-25.0,0.0,-25.0
214,-35.00000000000001,-0.8333333333333428,-34.166666666666664
215,0.0,0.0,0.0
216,-0.8333333333333286,0.0,-0.8333333333333286
217,-41.666666666666664,0.0,-41.666666666666664
218,-10.833333333333336,-10.833333333333329,-7.105427357601002e-15
219,-17.5,-14.166666666666664,-3.3333333333333357
220,-36.66666666666667,0.0,-36.66666666666667
221,-10.833333333333329,0.0,-10.833333333333329
222,-19.166666666666664,-25.0,5.833333333333336
223,-25.0,0.0,-25.0
224,-7.5,-10.0,2.5
225,-25.0,0.0,-25.0
226,-30.0,-14.166666666666664,-15.833333333333336
227,-35.0,0.0,-35.0
228,-29.16666666666667,-30.0,0.8333333333333286
229,-15.833333333333329,0.0,-15.833333333333329
230,-25.0,0.0,-25.0
231,-10.0,0.0,-10.0
232,0.0,0.0,0.0
233,-32.5,-14.166666666666671,-18.33333333333333
234,-30.0,-0.8333333333333428,-29.166666666666657
235,-24.166666666666664,-7.5,-16.666666666666664
236,0.0,0.0,0.0
237,-5.833333333333336,0.0,-5.833333333333336
238,-5.833333333333336,0.0,-5.833333333333336
239,-14.166666666666664,0.0,-14.166666666666664
240,-21.66666666666667,-14.166666666666664,-7.500000000000007
241,-14.166666666666664,-18.333333333333336,4.166666666666671
242,-18.333333333333336,0.0,-18.333333333333336
243,-24.999999999999993,0.0,-24.999999999999993
244,-10.833333333333336,0.0,-10.833333333333336
245,-6.666666666666671,0.0,-6.666666666666671
246,-10.833333333333336,0.0,-10.833333333333336
247,-10.833333333333336,0.0,-10.833333333333336
248,-45.83333333333333,-14.166666666666664,-31.666666666666664
249,-25.833333333333332,0.0,-25.833333333333332
250,0.0,0.0,0.0
251,-10.833333333333336,-10.833333333333329,-7.105427357601002e-15
252,0.0,0.0,0.0
253,-0.8333333333333428,0.0,-0.8333333333333428
254,-14.166666666666671,0.0,-14.166666666666671
255,-48.333333333333336,-25.0,-23.333333333333336
256,-15.0,-15.000000000000007,7.105427357601002e-15
257,0.0,0.0,0.0
258,-20.0,0.0,-20.0
259,-20.833333333333336,-14.166666666666664,-6.666666666666671
260,0.0,0.0,0.0
261,-10.833333333333336,0.0,-10.833333333333336
262,-24.16666666666667,0.0,-24.16666666666667
263,-0.8333333333333286,0.0,-0.8333333333333286
264,-30.0,0.0,-30.0
265,-14.166666666666664,0.0,-14.166666666666664
266,-23.333333333333336,0.0,-23.333333333333336
267,-18.333333333333336,0.0,-18.333333333333336
268,-10.833333333333336,0.0,-10.833333333333336
269,-45.83333333333333,0.0,-45.83333333333333
270,-40.83333333333333,0.0,-40.83333333333333
271,-52.5,0.0,-52.5
272,-14.166666666666657,0.0,-14.166666666666657
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,-5.833333333333329,0.0,-5.833333333333329
276,-22.5,-10.0,-12.5
277,0.0,0.0,0.0
278,-25.833333333333343,-10.833333333333336,-15.000000000000007
279,-58.333333333333336,0.0,-58.333333333333336
280,-39.166666666666664,-0.8333333333333286,-38.333333333333336
281,-46.666666666666664,0.0,-46.666666666666664
282,0.0,0.0,0.0
283,-8.333333333333336,-14.166666666666671,5.833333333333336
284,-24.166666666666668,0.0,-24.166666666666668
285,0.0,0.0,0.0
286,-39.16666666666667,-7.5,-31.66666666666667
287,-28.33333333333333,0.0,-28.33333333333333
288,-0.8333333333333357,0.0,-0.8333333333333357
289,0.0,0.0,0.0
290,-0.8333333333333286,0.0,-0.8333333333333286
291,-13.0,-14.166666666666671,1.1666666666666714
292,-17.500000000000007,0.0,-17.500000000000007
293,-22.5,0.0,-22.5
294,-62.5,0.0,-62.5
295,-39.16666666666667,0.0,-39.16666666666667
296,-14.166666666666664,0.0,-14.166666666666664
297,-15.0,0.0,-15.0
298,0.0,0.0,0.0
299,-5.833333333333336,-30.0,24.166666666666664
300,-28.333333333333336,0.0,-28.333333333333336
301,0.0,0.0,0.0
302,-38.33333333333333,0.0,-38.33333333333333
303,0.0,0.0,0.0
304,-20.0,-10.833333333333329,-9.166666666666671
305,-10.0,-5.833333333333329,-4.166666666666671
306,-10.0,0.0,-10.0
307,-24.999999999999993,0.0,-24.999999999999993
308,0.0,0.0,0.0
309,-0.8333333333333286,0.0,-0.8333333333333286
310,-10.833333333333336,0.0,-10.833333333333336
311,-14.166666666666671,0.0,-14.166666666666671
312,-15.000000000000007,0.0,-15.000000000000007
313,-11.666666666666671,0.0,-11.666666666666671
314,-65.83333333333334,-0.8333333333333286,-65.00000000000001
315,-10.833333333333336,-14.166666666666671,3.3333333333333357
316,-54.16666666666667,0.0,-54.16666666666667
317,-25.0,0.0,-25.0
318,-5.833333333333336,0.0,-5.833333333333336
319,-14.999999999999993,0.0,-14.999999999999993
320,-11.666666666666671,-14.166666666666671,2.5
321,-37.50000000000001,0.0,-37.50000000000001
322,-11.666666666666657,0.0,-11.666666666666657
323,0.0,0.0,0.0
324,-19.166666666666664,-14.166666666666664,-5.0
325,-35.833333333333336,-0.8333333333333357,-35.0
326,-38.33333333333333,0.0,-38.33333333333333
327,-15.0,0.0,-15.0
328,-0.8333333333333286,0.0,-0.8333333333333286
329,-42.5,0.0,-42.5
330,-11.666666666666657,0.0,-11.666666666666657
331,0.0,0.0,0.0
332,-35.83333333333333,0.0,-35.83333333333333
333,-47.49999999999999,0.0,-47.49999999999999
334,-20.833333333333336,-25.0,4.166666666666664
335,-22.500000000000007,-14.166666666666664,-8.333333333333343
336,-40.83333333333333,0.0,-40.83333333333333
337,-14.999999999999993,0.0,-14.999999999999993
338,-35.0,-49.99999999999999,14.999999999999993
339,-21.666666666666664,-7.5,-14.166666666666664
340,-45.0,-30.83333333333333,-14.166666666666671
341,-7.5,0.0,-7.5
342,-10.833333333333329,0.0,-10.833333333333329
343,-10.833333333333336,-18.333333333333336,7.5
344,0.0,0.0,0.0
345,-9.999999999999993,0.0,-9.999999999999993
346,0.0,0.0,0.0
347,-36.66666666666667,-15.833333333333336,-20.833333333333336
348,-32.5,0.0,-32.5
349,0.0,0.0,0.0
350,-30.000000000000007,0.0,-30.000000000000007
351,0.0,0.0,0.0
352,-28.333333333333336,0.0,-28.333333333333336
353,-18.333333333333336,0.0,-18.333333333333336
354,-21.666666666666664,-10.833333333333343,-10.833333333333321
355,-25.0,0.0,-25.0
356,-0.8333333333333286,0.0,-0.8333333333333286
357,-59.99999999999999,-10.833333333333329,-49.166666666666664
358,-17.5,0.0,-17.5
359,0.0,0.0,0.0
360,-32.49999999999999,-14.166666666666664,-18.33333333333333
361,-16.666666666666664,0.0,-16.666666666666664
362,-10.0,0.0,-10.0
363,-27.5,0.0,-27.5
364,-54.16666666666667,-24.16666666666667,-30.0
365,0.0,0.0,0.0
366,-14.166666666666671,-0.8333333333333286,-13.333333333333343
367,-25.0,0.0,-25.0
368,-20.0,0.0,-20.0
369,-30.000000000000007,0.0,-30.000000000000007
370,-40.83333333333333,0.0,-40.83333333333333
371,-26.666666666666664,0.0,-26.666666666666664
372,-5.833333333333329,0.0,-5.833333333333329
373,-29.16666666666667,-10.0,-19.16666666666667
374,-10.833333333333343,0.0,-10.833333333333343
375,-28.333333333333336,0.0,-28.333333333333336
376,-30.833333333333336,0.0,-30.833333333333336
377,-10.0,0.0,-10.0
378,-25.83333333333333,-10.0,-15.833333333333329
379,-30.833333333333332,-15.0,-15.833333333333332
380,-30.833333333333332,0.0,-30.833333333333332
381,-47.5,0.0,-47.5
382,0.0,0.0,0.0
383,-10.833333333333336,0.0,-10.833333333333336
384,-30.000000000000007,0.0,-30.000000000000007
385,-46.66666666666666,-10.0,-36.66666666666666
386,0.0,0.0,0.0
387,-35.833333333333336,0.0,-35.833333333333336
388,-10.833333333333329,0.0,-10.833333333333329
389,-25.833333333333336,-10.833333333333329,-15.000000000000007
390,-11.666666666666671,-10.833333333333336,-0.8333333333333357
391,-40.833333333333336,-30.0,-10.833333333333336
392,-5.833333333333329,0.0,-5.833333333333329
393,0.0,0.0,0.0
394,-7.5,-14.166666666666671,6.666666666666671
395,-29.999999999999993,0.0,-29.999999999999993
396,-20.0,-9.999999999999993,-10.000000000000007
397,-17.5,-14.166666666666671,-3.3333333333333286
398,-14.166666666666671,0.0,-14.166666666666671
399,-43.33333333333334,0.0,-43.33333333333334
400,-32.5,0.0,-32.5
401,-25.0,0.0,-25.0
402,-14.166666666666664,0.0,-14.166666666666664
403,-49.16666666666667,-15.833333333333329,-33.33333333333334
404,-45.83333333333333,-14.166666666666664,-31.666666666666664
405,-10.833333333333329,0.0,-10.833333333333329
406,-21.666666666666664,-5.833333333333336,-15.833333333333329
407,-10.0,0.0,-10.0
408,0.0,0.0,0.0
409,-0.8333333333333428,0.0,-0.8333333333333428
410,-52.5,0.0,-52.5
411,-25.000000000000007,-7.500000000000007,-17.5
412,0.0,0.0,0.0
413,-21.66666666666667,0.0,-21.66666666666667
414,-33.333333333333336,-35.833333333333336,2.5
415,-32.5,0.0,-32.5
416,-27.5,0.0,-27.5
417,-25.833333333333332,-40.83333333333333,14.999999999999996
418,-18.333333333333336,-10.833333333333329,-7.500000000000007
419,-10.833333333333329,0.0,-10.833333333333329
420,-20.0,-15.000000000000007,-4.999999999999993
421,-20.833333333333336,0.0,-20.833333333333336
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,-10.833333333333329,0.0,-10.833333333333329
426,0.0,0.0,0.0
427,-21.666666666666664,-15.0,-6.666666666666664
428,-10.833333333333329,0.0,-10.833333333333329
429,-15.0,-0.8333333333333286,-14.166666666666671
430,-17.5,-10.833333333333329,-6.666666666666671
431,-24.999999999999993,-29.999999999999993,5.0
432,0.0,0.0,0.0
433,-21.66666666666667,-0.8333333333333286,-20.833333333333343
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,-40.83333333333334,0.0,-40.83333333333334
437,-31.666666666666668,-10.833333333333336,-20.833333333333332
438,-11.666666666666671,-14.166666666666664,2.499999999999993
439,-24.16666666666667,0.0,-24.16666666666667
440,-9.999999999999993,0.0,-9.999999999999993
441,-0.8333333333333286,0.0,-0.8333333333333286
442,-53.33333333333333,0.0,-53.33333333333333
443,-10.833333333333336,0.0,-10.833333333333336
444,-11.666666666666671,0.0,-11.666666666666671
445,-10.833333333333336,0.0,-10.833333333333336
446,-11.666666666666664,-14.166666666666657,2.499999999999993
447,-32.5,-0.8333333333333286,-31.66666666666667
448,-14.166666666666664,0.0,-14.166666666666664
449,0.0,0.0,0.0
450,-14.166666666666664,0.0,-14.166666666666664
451,-25.0,0.0,-25.0
452,-7.5,-10.0,2.5
453,-25.833333333333336,0.0,-25.833333333333336
454,-35.0,0.0,-35.0
455,-62.49999999999999,-0.8333333333333286,-61.666666666666664
456,-39.166666666666664,0.0,-39.166666666666664
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,-25.0,0.0,-25.0
460,0.0,0.0,0.0
461,-10.833333333333336,0.0,-10.833333333333336
462,-24.166666666666664,-21.666666666666664,-2.5
463,-30.000000000000007,0.0,-30.000000000000007
464,-5.833333333333329,0.0,-5.833333333333329
465,-11.666666666666671,0.0,-11.666666666666671
466,-25.0,0.0,-25.0
467,-14.166666666666664,0.0,-14.166666666666664
468,-6.666666666666664,-25.0,18.333333333333336
469,-14.999999999999993,0.0,-14.999999999999993
470,-35.0,-5.833333333333329,-29.16666666666667
471,-10.000000000000007,0.0,-10.000000000000007
472,-67.5,0.0,-67.5
473,-20.0,-14.166666666666671,-5.833333333333329
474,-32.50000000000001,-15.833333333333329,-16.66666666666668
475,0.0,0.0,0.0
476,-54.166666666666664,-16.666666666666657,-37.50000000000001
477,-11.666666666666671,0.0,-11.666666666666671
478,-7.5,-14.166666666666664,6.666666666666664
479,-10.833333333333336,-10.833333333333329,-7.105427357601002e-15
480,-10.833333333333336,0.0,-10.833333333333336
481,-10.833333333333329,-15.833333333333336,5.000000000000007
482,-39.166666666666664,0.0,-39.166666666666664
483,-28.33333333333333,0.0,-28.33333333333333
484,-41.666666666666664,0.0,-41.666666666666664
485,-50.83333333333334,-14.166666666666664,-36.66666666666668
486,-10.833333333333336,0.0,-10.833333333333336
487,-14.166666666666664,0.0,-14.166666666666664
488,-36.666666666666664,-14.166666666666664,-22.5
489,0.0,0.0,0.0
490,-14.166666666666671,0.0,-14.166666666666671
491,-55.833333333333336,0.0,-55.833333333333336
492,-14.166666666666664,0.0,-14.166666666666664
493,-14.166666666666671,0.0,-14.166666666666671
494,-59.16666666666666,-10.833333333333343,-48.333333333333314
495,-24.999999999999993,-45.83333333333333,20.833333333333336
496,-14.999999999999993,-10.833333333333336,-4.166666666666657
497,0.0,0.0,0.0
498,-40.83333333333333,0.0,-40.83333333333333
499,-21.66666666666667,-18.33333333333333,-3.333333333333343
500,-8.333333333333329,0.0,-8.333333333333329
501,-0.8333333333333286,0.0,-0.8333333333333286
502,-59.16666666666666,0.0,-59.16666666666666
503,-54.16666666666667,-27.5,-26.66666666666667
504,-50.83333333333333,-14.166666666666657,-36.66666666666667
505,-14.166666666666671,0.0,-14.166666666666671
506,-10.833333333333329,0.0,-10.833333333333329
507,-35.833333333333336,-14.166666666666671,-21.666666666666664
508,-14.166666666666664,-14.166666666666671,7.105427357601002e-15
509,-0.8333333333333286,0.0,-0.8333333333333286
510,-7.500000000000007,0.0,-7.500000000000007
511,-14.166666666666671,-14.166666666666671,0.0
512,-27.5,-10.833333333333336,-16.666666666666664
513,-14.166666666666671,-7.5,-6.666666666666671
514,-9.999999999999993,0.0,-9.999999999999993
515,-14.166666666666657,0.0,-14.166666666666657
516,-14.166666666666664,0.0,-14.166666666666664
517,-0.8333333333333286,0.0,-0.8333333333333286
518,-36.666666666666664,-15.000000000000007,-21.666666666666657
519,-10.833333333333329,0.0,-10.833333333333329
520,-21.666666666666664,-15.833333333333336,-5.833333333333329
521,-21.66666666666667,0.0,-21.66666666666667
522,-7.500000000000007,-14.166666666666671,6.666666666666664
523,-7.499999999999993,0.0,-7.499999999999993
524,-55.833333333333336,-30.833333333333336,-25.0
525,-40.833333333333336,0.0,-40.833333333333336
526,0.0,0.0,0.0
527,-10.833333333333336,0.0,-10.833333333333336
528,0.0,0.0,0.0
529,-11.666666666666664,0.0,-11.666666666666664
530,0.0,0.0,0.0
531,-18.333333333333336,0.0,-18.333333333333336
532,0.0,0.0,0.0
533,-11.666666666666671,-10.833333333333336,-0.8333333333333357
534,-30.0,-10.833333333333336,-19.166666666666664
535,0.0,0.0,0.0
536,-25.000000000000007,-7.5,-17.500000000000007
537,-35.833333333333336,0.0,-35.833333333333336
538,-32.5,0.0,-32.5
539,-42.5,0.0,-42.5
540,0.0,0.0,0.0
541,-40.0,0.0,-40.0
542,-40.83333333333333,0.0,-40.83333333333333
543,-10.833333333333336,0.0,-10.833333333333336
544,-31.666666666666664,0.0,-31.666666666666664
545,-10.833333333333343,0.0,-10.833333333333343
546,-25.833333333333336,0.0,-25.833333333333336
547,-14.166666666666664,0.0,-14.166666666666664
548,-14.166666666666671,0.0,-14.166666666666671
549,-16.66666666666667,0.0,-16.66666666666667
550,0.0,0.0,0.0
551,-25.0,-14.166666666666664,-10.833333333333336
552,-55.833333333333336,0.0,-55.833333333333336
553,-25.83333333333333,0.0,-25.83333333333333
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,-26.666666666666664,0.0,-26.666666666666664
557,0.0,0.0,0.0
558,-21.66666666666667,-14.166666666666664,-7.500000000000007
559,-24.166666666666664,0.0,-24.166666666666664
560,-16.666666666666664,0.0,-16.666666666666664
561,-7.5,0.0,-7.5
562,-10.0,-10.833333333333336,0.8333333333333357
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,-21.666666666666664,0.0,-21.666666666666664
566,0.0,0.0,0.0
567,-29.999999999999996,-10.833333333333329,-19.166666666666668
568,-46.66666666666667,-15.000000000000007,-31.666666666666664
569,-14.166666666666664,0.0,-14.166666666666664
570,0.0,0.0,0.0
571,-19.166666666666664,0.0,-19.166666666666664
572,-28.333333333333332,-14.166666666666664,-14.166666666666668
573,-22.5,0.0,-22.5
574,-15.0,-0.8333333333333357,-14.166666666666664
575,-39.16666666666667,-10.833333333333329,-28.333333333333343
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,-10.833333333333336,-14.166666666666671,3.3333333333333357
579,-28.333333333333336,0.0,-28.333333333333336
580,-20.83333333333333,-24.999999999999993,4.166666666666664
581,-11.666666666666664,0.0,-11.666666666666664
582,-14.999999999999993,-10.833333333333329,-4.166666666666664
583,-20.0,0.0,-20.0
584,-7.5,-9.999999999999993,2.499999999999993
585,-10.833333333333329,0.0,-10.833333333333329
586,-7.5,-14.166666666666664,6.666666666666664
587,0.0,0.0,0.0
588,-15.833333333333343,0.0,-15.833333333333343
589,-7.500000000000007,-14.166666666666664,6.666666666666657
590,0.0,0.0,0.0
591,-38.33333333333333,0.0,-38.33333333333333
592,0.0,0.0,0.0
593,-30.833333333333332,-14.166666666666664,-16.666666666666668
594,-21.666666666666664,0.0,-21.666666666666664
595,-10.833333333333329,-14.166666666666671,3.333333333333343
596,-18.333333333333336,0.0,-18.333333333333336
597,-14.166666666666664,0.0,-14.166666666666664
598,-14.166666666666664,0.0,-14.166666666666664
599,-25.000000000000007,-10.833333333333329,-14.166666666666679
600,-16.666666666666664,-29.999999999999993,13.333333333333329
601,0.0,0.0,0.0
602,-14.166666666666671,-14.166666666666664,-7.105427357601002e-15
603,-25.0,0.0,-25.0
604,-45.0,-7.5,-37.5
605,-40.833333333333336,0.0,-40.833333333333336
606,-39.16666666666667,0.0,-39.16666666666667
607,0.0,0.0,0.0
608,-10.833333333333343,-14.166666666666664,3.3333333333333215
609,-59.99999999999999,0.0,-59.99999999999999
610,0.0,0.0,0.0
611,-60.0,0.0,-60.0
612,-5.833333333333329,0.0,-5.833333333333329
613,-14.166666666666671,-7.5,-6.666666666666671
614,-10.0,0.0,-10.0
615,-21.666666666666657,0.0,-21.666666666666657
616,-36.666666666666664,-0.8333333333333286,-35.833333333333336
617,-11.666666666666671,-14.166666666666671,2.5
618,-24.999999999999993,0.0,-24.999999999999993
619,-24.166666666666664,-0.8333333333333428,-23.33333333333332
620,0.0,0.0,0.0
621,-49.99999999999999,0.0,-49.99999999999999
622,-48.33333333333334,0.0,-48.33333333333334
623,-60.833333333333336,-10.833333333333336,-50.0
624,-10.833333333333336,0.0,-10.833333333333336
625,-10.833333333333336,0.0,-10.833333333333336
