,avg_move_power_difference
801,11.764705882352942
802,1.5081521739130466
803,0.07638888888888573
804,6.674825174825173
805,1.3395721925133728
806,2.555555555555557
807,48.44642857142857
808,26.91666666666667
809,34.80833333333333
810,-13.966666666666669
811,12.583333333333329
812,52.779220779220786
813,24.04166666666667
814,-11.75
815,-32.083333333333336
816,12.577639751552795
817,5.73684210526315
818,16.381987577639748
819,-20.783625730994146
820,-18.549407114624515
821,30.328282828282823
822,0.13888888888889994
823,-92.17857142857143
824,-21.79166666666667
825,-14.067099567099575
826,11.091787439613526
827,45.09740259740259
828,-16.55263157894737
829,21.69607843137255
830,-40.58095238095238
831,2.0684523809523796
832,62.9
833,-12.239495798319325
834,-2.0
835,7.531328320802004
836,-5.849624060150376
837,-9.309210526315795
838,20.42735042735042
839,-9.801587301587304
840,-53.71212121212121
841,65.28846153846155
842,1.7777777777777715
843,-2.125
844,9.03947368421052
845,10.15789473684211
846,35.67669172932331
847,24.71527777777777
848,8.873015873015873
849,-0.07453416149068914
850,-79.6923076923077
851,-13.295238095238105
852,-6.5
853,0.9539641943734125
854,0.8851674641148435
855,-18.54166666666667
856,-60.75
857,-41.77777777777777
858,29.72222222222223
859,6.010526315789477
860,25.840579710144937
861,-11.811111111111103
862,46.133333333333326
863,20.928205128205136
864,-34.16666666666667
865,-12.877192982456151
866,0.1948051948051983
867,7.44588744588745
868,3.3333333333333286
869,8.341666666666669
870,-6.654761904761898
871,42.73888888888888
872,-20.444444444444443
873,22.177884615384613
874,0.4511278195488728
875,-11.0
876,-41.328947368421055
877,43.949494949494955
878,18.375
879,-14.298245614035096
880,-35.63988095238095
881,6.25
882,8.134502923976612
883,-40.0
884,9.642857142857139
885,6.304347826086953
886,-38.434782608695656
887,5.294117647058826
888,-9.693181818181813
889,-59.3421052631579
890,-17.105555555555554
891,-28.905882352941177
892,16.65789473684211
893,3.4423076923076934
894,18.235042735042732
895,10.668449197860966
896,-4.757575757575765
897,-30.893939393939398
898,7.060606060606062
899,26.352941176470594
900,-17.834224598930476
901,-4.285714285714292
902,12.09243697478992
903,12.856725146198826
904,-11.07692307692308
905,11.25
906,-25.83333333333333
907,-13.989304812834234
908,-13.181818181818187
909,-25.641025641025635
910,15.75
911,6.391941391941401
912,8.25
913,6.7777777777777715
914,-12.402714932126699
915,7.2549019607843235
916,6.642857142857139
917,8.574660633484157
918,-12.916666666666671
919,45.138888888888886
920,14.1159420289855
921,-27.69005847953217
922,-4.148809523809518
923,-8.735294117647058
924,15.505050505050505
925,-21.783088235294116
926,20.797619047619037
927,-34.37426900584795
928,-3.634615384615387
929,12.270053475935839
930,-12.954545454545453
931,-32.91739130434783
932,4.0909090909090935
933,-8.141176470588235
934,5.454545454545453
935,17.541176470588226
936,25.869565217391305
937,-28.888888888888886
938,32.43684210526317
939,1.5470588235294116
940,46.25
941,-72.95833333333333
942,-15.22549019607844
943,-5.0277777777777715
944,-18.214285714285708
945,-44.50292397660819
946,-20.28333333333333
947,18.26086956521739
948,-46.888888888888886
949,19.055555555555557
950,4.63636363636364
951,-12.445652173913047
952,16.473913043478262
953,-37.28877005347593
954,1.4438502673796876
955,14.409523809523805
956,14.861111111111114
957,20.0
958,-42.81578947368421
959,10.742081447963812
960,19.9375
961,-0.8333333333333286
962,4.538461538461533
963,-21.1047619047619
964,-34.56349206349205
965,-84.44736842105263
966,-10.63095238095238
967,15.453781512605033
968,11.422222222222217
969,-13.84615384615384
970,53.375
971,-2.9761904761904674
972,-9.068181818181813
973,15.69747899159664
974,-2.28744939271256
975,-2.0714285714285694
976,30.761363636363633
977,-2.214285714285708
978,19.295454545454547
979,28.493006993006993
980,-13.50986842105263
981,1.473429951690818
982,-33.16447368421053
983,1.3846153846153868
984,1.1507936507936591
985,-20.397660818713447
986,-2.181818181818187
987,2.9666666666666686
988,18.917293233082717
989,6.118012422360252
990,-9.563725490196077
991,-19.41111111111111
992,47.836257309941516
993,-44.80263157894737
994,-13.888888888888886
995,-15.850267379679138
996,-15.214285714285722
997,-21.260651629072683
998,3.223684210526315
999,-24.85714285714286
1000,-1.6888111888112007
1001,-101.30434782608695
1002,-6.305555555555557
1003,-1.372180451127818
1004,1.5
1005,-12.671717171717177
1006,18.818181818181813
1007,33.6798245614035
1008,-50.664772727272734
1009,64.28846153846155
1010,-2.7083333333333286
1011,5.350877192982466
1012,-48.14204545454545
1013,18.0
1014,-5.861111111111114
1015,-19.69924812030075
1016,-15.895833333333329
1017,-3.3333333333333286
1018,1.0604395604395478
1019,-67.08333333333333
1020,16.66666666666667
1021,-22.66165413533834
1022,-2.555555555555557
1023,-5.142857142857153
1024,-10.047619047619051
1025,22.683823529411768
1026,4.047619047619051
1027,10.125
1028,26.172727272727272
1029,-11.129370629370626
1030,23.66111111111111
1031,-18.404761904761905
1032,2.7911764705882263
1033,-4.075757575757578
1034,-16.34615384615384
1035,31.37916666666667
1036,50.272727272727266
1037,-20.66428571428571
1038,-6.0
1039,-25.809090909090912
1040,-24.533088235294116
1041,-52.175
1042,-26.5
1043,7.10526315789474
1044,1.0625
1045,-13.787878787878782
1046,41.888888888888886
1047,-2.994505494505489
1048,-2.896825396825406
1049,13.166666666666671
1050,-22.85714285714286
1051,-3.602941176470594
1052,-1.058823529411768
1053,-5.595238095238102
1054,-23.22710622710622
1055,61.990476190476194
1056,2.3809523809523796
1057,17.81764705882354
1058,10.172161172161182
1059,55.61904761904761
1060,-1.7142857142857082
1061,-45.6547619047619
1062,-9.166666666666671
1063,19.950000000000003
1064,-36.457013574660635
1065,-22.0034965034965
1066,16.608391608391614
1067,-25.13636363636364
1068,1.0047846889952154
1069,-19.14009661835749
1070,13.959999999999994
1071,1.3888888888888857
1072,-24.049999999999997
1073,38.435897435897445
1074,29.642857142857153
1075,-27.19940476190476
1076,-23.66666666666667
1077,12.916666666666671
1078,-11.392857142857139
1079,2.850877192982466
1080,-15.641025641025635
1081,-23.336956521739125
1082,-48.68421052631579
1083,-49.69747899159663
1084,27.602631578947367
1085,-1.4610389610389518
1086,-3.647058823529406
1087,14.839572192513373
1088,-31.333333333333332
1089,-33.0
1090,54.76488095238095
1091,6.294372294372295
1092,1.5833333333333286
1093,2.6839826839826912
1094,0.3333333333333286
1095,9.119318181818187
1096,-8.806818181818187
1097,14.25
1098,7.079545454545453
1099,5.714285714285722
1100,27.315508021390386
1101,-31.142857142857146
1102,-3.538961038961048
1103,-15.912280701754383
1104,23.764705882352942
1105,-22.670454545454547
1106,-9.666666666666657
1107,11.828671328671334
1108,-12.138888888888886
1109,-22.5
1110,-31.352941176470594
1111,1.0
1112,-1.4761904761904745
1113,28.25274725274724
1114,-0.125
1115,29.90598290598291
1116,5.502717391304344
1117,40.33653846153846
1118,4.794117647058826
1119,-23.27777777777777
1120,21.549999999999997
1121,101.92307692307692
1122,-6.131578947368425
1123,-18.91666666666667
1124,-13.583333333333329
1125,47.73993808049536
1126,38.125313283208015
1127,-17.888888888888886
1128,13.295454545454547
1129,-27.647058823529406
1130,-15.772222222222226
1131,-2.875
1132,36.4047619047619
1133,18.14529914529915
1134,3.82352941176471
1135,10.826330532212893
1136,62.62032085561498
1137,24.53333333333333
1138,-72.2
1139,3.42307692307692
1140,13.910256410256409
1141,-5.262626262626256
1142,-36.424749163879596
1143,4.285714285714292
1144,-25.235294117647058
1145,15.511904761904773
1146,-27.5
1147,-9.971590909090907
1148,-18.299999999999997
1149,-6.666666666666671
1150,-17.117647058823536
1151,2.9423076923076934
1152,-23.944444444444443
1153,-2.80952380952381
1154,2.4625000000000057
1155,-12.664772727272734
1156,5.0
1157,-26.36363636363636
1158,-25.30113636363636
1159,-1.8333333333333286
1160,-27.00588235294117
1161,-6.741071428571431
1162,16.84343434343434
1163,1.5980392156862706
1164,14.400000000000006
1165,-8.211904761904762
1166,-44.875
1167,5.111111111111114
1168,-33.43478260869565
1169,37.86363636363636
1170,-6.17647058823529
1171,-26.031674208144793
1172,-10.315789473684205
1173,-22.35294117647058
1174,-25.333333333333343
1175,-31.409090909090907
1176,-0.9453781512605133
1177,-11.137500000000003
1178,30.13181818181819
1179,0.1875
1180,17.028985507246375
1181,5.917647058823533
1182,-6.706349206349202
1183,-31.72222222222223
1184,-52.83333333333333
1185,11.75
1186,4.5052631578947455
1187,31.4065934065934
1188,92.75
1189,-3.6274509803921546
1190,-28.096256684491976
1191,15.533333333333331
1192,7.828947368421055
1193,-14.736842105263165
1194,-4.13636363636364
1195,-64.00326797385621
1196,5.766666666666666
1197,10.222222222222214
1198,7.864734299516897
1199,9.680672268907564
1200,42.165441176470594
1201,2.1666666666666714
1202,-34.69345238095238
1203,23.705555555555563
1204,-27.92857142857143
1205,-18.21052631578948
1206,21.420512820512826
1207,-70.0340909090909
1208,-26.814009661835748
1209,43.65015479876161
1210,4.404761904761898
1211,5.321428571428569
1212,-22.322115384615387
1213,-15.833333333333329
1214,12.25
1215,14.603174603174608
1216,-8.681286549707607
1217,2.5
1218,-11.555555555555557
1219,33.9375
1220,-50.36013986013986
1221,-30.41904761904763
1222,13.82692307692308
1223,-28.933333333333337
1224,24.674641148325364
1225,-22.84313725490196
1226,7.19047619047619
1227,-20.73897058823529
1228,9.495614035087726
1229,7.875
1230,-6.375598086124398
1231,32.60526315789474
1232,-64.54464285714286
1233,4.63636363636364
1234,37.32631578947368
1235,3.447115384615387
1236,55.17857142857143
1237,-22.36491228070176
1238,2.2222222222222285
1239,12.393483709273184
1240,-6.682692307692307
1241,-42.80288461538461
1242,-9.993055555555557
1243,-44.04166666666667
1244,-6.111111111111114
1245,27.941176470588232
1246,-2.021367521367523
1247,-24.5
1248,-0.5999999999999943
1249,47.69047619047619
1250,-33.15686274509804
1251,65.58333333333334
1252,-84.48717948717947
1253,-40.022727272727266
1254,22.820512820512825
1255,-43.38095238095238
1256,-49.53676470588235
1257,6.3402777777777715
1258,5.3125
1259,7.593567251461977
1260,-50.733333333333334
1261,4.254385964912274
1262,13.095238095238088
1263,-16.39583333333333
1264,-31.269230769230774
1265,-3.421052631578945
1266,-24.25
1267,-8.065789473684205
1268,-26.706349206349202
1269,1.2946428571428612
1270,38.36974789915966
1271,4.7727272727272805
1272,-45.476190476190474
1273,20.97916666666667
1274,-11.878787878787875
1275,25.038461538461533
1276,-40.608974358974365
1277,-9.777777777777771
1278,11.515151515151516
1279,-36.27884615384615
1280,-36.00961538461539
1281,-52.84249084249085
1282,8.867647058823536
1283,-4.111111111111114
1284,-29.372549019607845
1285,10.916666666666671
1286,0.0
1287,-5.104166666666671
1288,-12.8125
1289,28.617647058823536
1290,7.598684210526315
1291,-9.597402597402592
1292,-9.849999999999994
1293,-8.714285714285708
1294,4.42307692307692
1295,-12.1875
1296,-16.555023923444978
1297,-0.25
1298,-0.5902777777777715
1299,-80.23737373737374
1300,12.5
1301,-19.023809523809533
1302,3.0714285714285694
1303,-1.8173076923076934
1304,35.954887218045116
1305,2.238095238095241
1306,-120.0
1307,50.928030303030305
1308,45.2809364548495
1309,0.625
1310,-23.51190476190476
1311,-1.532507739938083
1312,-8.647058823529406
1313,19.039215686274503
1314,-21.05263157894737
1315,-9.630681818181813
1316,23.6875
1317,-11.58461538461539
1318,-22.857142857142847
1319,10.277777777777786
1320,-7.6269841269841265
1321,-13.90384615384616
1322,22.29276315789474
1323,-27.19047619047619
1324,34.81818181818181
1325,-30.0
1326,-82.57692307692308
1327,49.28921568627451
1328,17.315789473684205
1329,67.52717391304347
1330,-35.197324414715716
