,p1_offense_speed_product,p2_offense_speed_product,offense_speed_product_diff
44,13691.666666666666,14800.81111111111,-1109.1444444444442
45,8750.0,33375.0,-24625.0
46,3277.0833333333335,24975.0,-21697.916666666668
47,5462.5,22866.666666666668,-17404.166666666668
48,9937.5,14948.68888888889,-5011.18888888889
49,1102.0833333333335,30479.166666666668,-29377.083333333336
50,2800.0,24281.25,-21481.25
51,13406.25,19118.355555555558,-5712.105555555558
52,2853.125,23887.5,-21034.375
53,4881.25,25499.58888888889,-20618.33888888889
54,8433.333333333334,16687.5,-8254.166666666666
55,15633.333333333334,32865.41527777778,-17232.081944444442
56,8409.375,25591.666666666668,-17182.291666666668
57,32062.5,23711.458333333332,8351.041666666668
58,41.66666666666667,24845.833333333336,-24804.166666666668
59,1429.1666666666665,14801.068055555554,-13371.901388888888
60,7441.666666666666,19263.581944444446,-11821.91527777778
61,14533.333333333334,11790.85972222222,2742.473611111114
62,8500.0,30792.708333333332,-22292.708333333332
63,6808.333333333334,32880.208333333336,-26071.875
64,30750.0,23555.456944444446,7194.543055555554
65,4725.0,14821.875,-10096.875
66,18597.916666666664,25616.666666666668,-7018.750000000004
67,20670.833333333332,16929.59583333333,3741.237500000003
68,814.5833333333334,8383.068055555554,-7568.484722222221
69,4746.875,17307.383333333335,-12560.508333333335
70,3781.25,19008.693055555555,-15227.443055555555
71,2200.0,27639.31805555556,-25439.31805555556
72,4833.333333333334,23109.375,-18276.041666666664
73,4537.5,12236.522222222224,-7699.022222222224
74,10420.833333333334,22958.333333333336,-12537.500000000002
75,3416.6666666666665,29535.15138888889,-26118.484722222223
76,1820.8333333333335,25968.75,-24147.916666666668
77,9966.666666666668,32437.5,-22470.833333333332
78,10820.833333333334,27740.625,-16919.791666666664
79,4216.666666666666,49212.5,-44995.833333333336
80,11368.75,29807.291666666664,-18438.541666666664
81,9213.541666666668,24774.44305555556,-15560.901388888891
82,2025.0,11437.880555555554,-9412.880555555554
83,13600.0,25376.96388888889,-11776.963888888891
84,1147.9166666666667,19982.577777777777,-18834.66111111111
85,3343.75,38903.248611111114,-35559.498611111114
86,4675.0,27281.25,-22606.25
87,7743.75,13405.883333333333,-5662.133333333333
88,5633.333333333334,12942.708333333332,-7309.374999999998
89,4000.0,21799.158333333333,-17799.158333333333
90,1533.3333333333335,20875.630555555555,-19342.297222222223
91,7962.500000000001,25725.0,-17762.5
92,13200.0,13454.824999999997,-254.8249999999971
93,1833.3333333333335,19283.333333333336,-17450.000000000004
94,4046.875,9365.625,-5318.75
95,4593.75,15049.443055555555,-10455.693055555555
96,825.0,18700.0,-17875.0
97,5500.0,23280.08888888889,-17780.08888888889
98,2904.1666666666665,24468.75,-21564.583333333332
99,7650.0,9603.161111111112,-1953.1611111111124
100,985.4166666666666,19195.833333333332,-18210.416666666664
101,4875.0,30792.708333333332,-25917.708333333332
102,19189.583333333336,28173.943055555555,-8984.35972222222
103,6600.0,18050.0,-11450.0
104,4725.0,36051.5125,-31326.512499999997
105,15991.666666666668,12675.0,3316.666666666668
106,2800.0,17867.24861111111,-15067.24861111111
107,866.6666666666667,21835.416666666664,-20968.749999999996
108,26190.625,18161.34583333333,8029.279166666671
109,20107.291666666664,37929.47083333333,-17822.17916666667
110,15666.666666666668,25556.25,-9889.583333333332
111,11297.916666666668,30093.75,-18795.833333333332
112,5312.5,12594.255555555555,-7281.7555555555555
113,19843.75,28539.583333333332,-8695.833333333332
114,20075.0,18129.06111111111,1945.9388888888898
115,7247.916666666667,22286.366666666665,-15038.449999999997
116,19672.916666666664,28092.62361111111,-8419.706944444446
117,21333.333333333336,10297.894444444442,11035.438888888893
118,11119.791666666668,26659.825,-15540.033333333333
119,3781.25,34333.33333333333,-30552.08333333333
120,6364.583333333333,36112.5,-29747.916666666668
121,3033.333333333333,24479.166666666664,-21445.833333333332
122,9945.833333333334,16131.609722222222,-6185.776388888888
123,9375.0,25725.0,-16350.0
124,6325.0,25958.824999999997,-19633.824999999997
125,10633.333333333332,14009.304166666665,-3375.970833333333
126,2437.5,9700.894444444444,-7263.394444444444
127,12375.0,14627.074999999997,-2252.074999999997
128,2572.916666666667,19672.916666666664,-17099.999999999996
129,12250.0,15250.963888888888,-3000.9638888888876
130,10616.666666666668,27664.583333333336,-17047.916666666668
131,6600.0,20300.0,-13700.0
132,2800.0,24944.71388888889,-22144.71388888889
133,1833.3333333333335,3538.244444444444,-1704.9111111111106
134,20404.166666666668,25646.875,-5242.708333333332
135,8283.333333333332,14915.658333333331,-6632.324999999999
136,24687.5,32916.666666666664,-8229.166666666664
137,1408.3333333333335,31930.679166666665,-30522.345833333333
138,13958.333333333332,26734.375,-12776.041666666668
139,5500.0,18660.022222222222,-13160.022222222222
140,10416.666666666666,16645.456944444442,-6228.790277777776
141,10625.0,26322.916666666668,-15697.916666666668
142,3208.333333333333,28526.33888888889,-25318.00555555556
143,11108.333333333334,31100.0,-19991.666666666664
144,12000.0,28461.458333333336,-16461.458333333336
145,6671.875,24983.46388888889,-18311.58888888889
146,8175.0,22500.0,-14325.0
147,1000.0000000000001,13181.25,-12181.25
148,10506.25,17042.818055555555,-6536.5680555555555
149,18351.041666666664,47025.0,-28673.958333333336
150,14012.5,27845.833333333332,-13833.333333333332
151,8283.333333333332,22898.958333333336,-14615.625000000004
152,18637.5,18038.125,599.375
153,4725.0,21016.666666666668,-16291.666666666668
154,8502.083333333334,37000.0,-28497.916666666664
155,17158.333333333332,22656.25,-5497.916666666668
156,13020.833333333332,35358.30416666666,-22337.47083333333
157,7175.0,26930.208333333332,-19755.208333333332
158,10075.0,17852.083333333332,-7777.083333333332
159,8250.0,11372.581944444442,-3122.5819444444423
160,14183.333333333334,29182.512499999997,-14999.179166666663
161,4279.166666666667,37625.0,-33345.833333333336
162,11818.75,26473.958333333332,-14655.208333333332
163,733.3333333333333,21750.0,-21016.666666666668
164,5791.666666666667,11463.541666666666,-5671.874999999999
165,14408.333333333334,16383.644444444442,-1975.3111111111084
166,12395.833333333332,22171.875,-9776.041666666668
167,1558.3333333333333,9457.831944444444,-7899.498611111111
168,9328.125,31724.999999999996,-22396.874999999996
169,2904.1666666666665,40725.0,-37820.833333333336
170,870.8333333333334,8395.833333333332,-7524.999999999999
171,4695.833333333334,19237.5,-14541.666666666666
172,11696.875,19609.137499999997,-7912.262499999997
173,4791.666666666667,18000.0,-13208.333333333332
174,12200.0,23695.833333333332,-11495.833333333332
175,14337.5,34400.0,-20062.5
176,4746.875,25500.0,-20753.125
177,2200.0,26251.887499999997,-24051.887499999997
178,4900.0,22765.625,-17865.625
179,3981.2500000000005,19937.5,-15956.25
180,7579.166666666666,23659.602777777778,-16080.436111111112
181,6491.666666666667,11718.75,-5227.083333333333
182,4200.0,24015.625,-19815.625
183,6825.0,22442.075,-15617.075
184,9916.666666666666,36172.916666666664,-26256.25
185,19541.666666666668,19475.0,66.66666666666788
186,7916.666666666666,22575.0,-14658.333333333334
187,5618.75,34875.0,-29256.25
188,1341.6666666666665,21858.333333333336,-20516.666666666668
189,21525.0,22345.880555555555,-820.8805555555555
190,3281.25,26401.054166666665,-23119.804166666665
191,3997.916666666667,8193.75,-4195.833333333333
192,3958.3333333333335,23711.458333333332,-19753.125
193,41.66666666666667,7413.5777777777785,-7371.9111111111115
194,5718.75,19475.0,-13756.25
195,2800.0,24117.93611111111,-21317.93611111111
196,10445.833333333334,18986.07777777778,-8540.244444444446
197,9894.791666666666,32987.5,-23092.708333333336
198,3573.333333333333,29182.512499999997,-25609.179166666665
199,4750.0,14258.43611111111,-9508.43611111111
200,733.3333333333333,26296.875,-25563.541666666668
201,1125.0,34333.33333333333,-33208.33333333333
202,8667.708333333332,17119.791666666668,-8452.083333333336
203,8341.666666666668,24034.166666666668,-15692.5
204,11700.0,18853.12361111111,-7153.12361111111
205,1833.3333333333335,26421.875,-24588.541666666668
206,12166.666666666668,23030.855555555554,-10864.188888888886
207,21850.0,34333.33333333333,-12483.333333333328
208,14795.833333333334,28968.327777777773,-14172.494444444439
209,4816.666666666666,14148.966666666669,-9332.300000000003
210,20212.5,14142.730555555556,6069.769444444444
211,22779.166666666664,22225.359722222223,553.8069444444409
212,9333.333333333332,26792.708333333336,-17459.375000000004
213,9562.5,26930.208333333332,-17367.708333333332
214,10544.791666666666,21816.18611111111,-11271.394444444444
215,21875.0,25962.5,-4087.5
216,16916.666666666668,37326.748611111114,-20410.081944444446
217,277.08333333333337,42613.17916666666,-42336.095833333326
218,13062.5,17985.23472222222,-4922.73472222222
219,5362.5,23100.0,-17737.5
220,5541.666666666667,33541.66666666667,-28000.000000000004
221,15125.0,16810.15833333333,-1685.1583333333292
222,870.8333333333334,8200.0,-7329.166666666667
223,2281.25,31910.416666666664,-29629.166666666664
224,6416.666666666667,21275.0,-14858.333333333332
225,3778.125,25284.375,-21506.25
226,2909.375,8392.144444444444,-5482.769444444444
227,4112.5,24548.540277777778,-20436.040277777778
228,6050.0,9000.0,-2950.0
229,20400.0,11509.022222222224,8890.977777777776
230,5618.75,27375.0,-21756.25
231,6175.0,19002.327777777777,-12827.327777777777
232,7778.125,16744.237500000003,-8966.112500000003
233,7231.25,23552.083333333332,-16320.833333333332
234,12750.0,20862.859722222223,-8112.859722222223
235,12697.916666666666,20079.166666666664,-7381.249999999998
236,9333.333333333332,14249.55,-4916.216666666667
237,5916.666666666667,16518.331944444442,-10601.665277777774
238,3443.75,34466.666666666664,-31022.916666666664
239,21560.416666666664,32065.625,-10505.208333333336
240,4658.333333333334,21525.0,-16866.666666666664
241,3781.25,13125.0,-9343.75
242,4400.0,13568.437499999998,-9168.437499999998
243,5950.0,19647.466666666667,-13697.466666666667
244,5916.666666666667,24614.583333333332,-18697.916666666664
245,19750.0,27970.833333333336,-8220.833333333336
246,24600.0,21136.458333333332,3463.541666666668
247,9321.666666666668,30281.249999999996,-20959.58333333333
248,3416.6666666666665,23925.0,-20508.333333333332
249,5125.0,26208.333333333332,-21083.333333333332
250,10075.0,23888.93611111111,-13813.93611111111
251,15141.666666666668,13837.5,1304.1666666666679
252,814.5833333333334,19254.1125,-18439.529166666667
253,7762.5,27004.24861111111,-19241.74861111111
254,3281.25,17732.602777777774,-14451.352777777774
255,5295.833333333333,8846.875,-3551.041666666667
256,4470.833333333333,11430.776388888888,-6959.943055555555
257,17500.0,22110.970833333333,-4610.970833333333
258,1640.625,35100.0,-33459.375
259,8900.0,19229.166666666664,-10329.166666666664
260,8937.5,14722.193055555555,-5784.6930555555555
261,5618.75,30333.333333333332,-24714.583333333332
262,5779.166666666667,33412.5,-27633.333333333332
263,1600.0,18326.40833333333,-16726.40833333333
264,32608.333333333336,23233.470833333333,9374.862500000003
265,12277.083333333332,34625.02638888889,-22347.943055555555
266,870.8333333333334,61093.44305555555,-60222.609722222216
267,9912.5,23203.125,-13290.625
268,9895.833333333332,23397.52638888889,-13501.69305555556
269,1833.3333333333335,22110.970833333333,-20277.6375
270,1329.1666666666665,30148.408333333333,-28819.241666666665
271,2800.0,26251.887499999997,-23451.887499999997
272,2537.5,9399.716666666667,-6862.216666666667
273,7408.333333333333,10290.966666666667,-2882.633333333334
274,23918.75,22356.25,1562.5
275,4725.0,31312.5,-26587.5
276,2135.4166666666665,21262.5,-19127.083333333332
277,4987.5,19389.583333333332,-14402.083333333332
278,7447.916666666666,15544.540277777776,-8096.62361111111
279,9352.083333333334,27669.791666666668,-18317.708333333336
280,1000.0000000000001,18885.416666666668,-17885.416666666668
281,3833.3333333333335,34743.75,-30910.416666666668
282,14775.0,17867.24861111111,-3092.24861111111
283,4470.833333333333,12225.0,-7754.166666666667
284,5381.25,12771.012499999997,-7389.762499999997
285,19921.875,9724.897222222224,10196.977777777776
286,3237.5,25108.333333333336,-21870.833333333336
287,20783.333333333336,23202.083333333332,-2418.7499999999964
288,20166.666666666668,28297.916666666664,-8131.249999999996
289,10931.25,19454.658333333333,-8523.408333333333
290,10033.333333333332,20049.019444444446,-10015.686111111114
291,12072.916666666668,24258.333333333332,-12185.416666666664
292,5425.0,34075.0,-28650.0
293,11637.5,23471.875,-11834.375
294,6150.0,31433.333333333332,-25283.333333333332
295,8250.0,30989.583333333332,-22739.583333333332
296,17109.375,22230.790277777778,-5121.415277777778
297,12566.666666666668,35250.0,-22683.333333333332
298,5687.5,21335.609722222223,-15648.109722222223
299,19420.833333333332,17164.583333333336,2256.2499999999964
300,4868.75,28125.0,-23256.25
301,10762.5,20094.716666666664,-9332.216666666664
302,4112.5,31781.25,-27668.75
303,2234.375,19170.97083333333,-16936.59583333333
304,5750.0,20989.583333333332,-15239.583333333332
305,11600.0,18000.0,-6400.0
306,19550.0,25557.915277777778,-6007.915277777778
307,21300.0,25522.74861111111,-4222.74861111111
308,11875.0,27334.583333333336,-15459.583333333336
309,17600.0,16282.291666666668,1317.7083333333321
310,7962.500000000001,19410.99861111111,-11448.49861111111
311,9912.5,26251.887499999997,-16339.387499999997
312,7691.666666666667,17783.87361111111,-10092.206944444442
313,17971.875,16691.480555555558,1280.3944444444423
314,850.0,24088.220833333333,-23238.220833333333
315,12916.666666666666,25372.540277777778,-12455.873611111112
316,1000.0000000000001,16887.324999999997,-15887.324999999997
317,4895.833333333333,28546.875,-23651.041666666668
318,9333.333333333334,23531.25,-14197.916666666666
319,5241.666666666666,28177.734722222223,-22936.06805555556
320,19133.333333333336,15937.5,3195.8333333333358
321,10966.666666666666,33291.666666666664,-22325.0
322,6187.5,40837.5,-34650.0
323,19402.083333333336,21799.158333333333,-2397.074999999997
324,14865.625,21447.916666666664,-6582.291666666664
325,0.0,27675.0,-27675.0
326,3468.75,30293.68611111111,-26824.93611111111
327,9333.333333333332,18195.165277777774,-8861.831944444442
328,7975.0,12729.166666666666,-4754.166666666666
329,10183.333333333334,18573.790277777778,-8390.456944444444
330,21333.333333333336,28739.583333333336,-7406.25
331,6666.666666666666,17355.53333333333,-10688.866666666663
332,550.0,34333.33333333333,-33783.33333333333
333,5466.666666666667,48395.833333333336,-42929.16666666667
334,550.0,10638.554166666667,-10088.554166666667
335,8925.0,23518.75,-14593.75
336,985.4166666666666,32704.166666666664,-31718.749999999996
337,14046.875,23635.831944444446,-9588.956944444446
338,2375.0,6136.458333333334,-3761.458333333334
339,8375.0,14186.519444444442,-5811.519444444442
340,6050.0,12250.0,-6200.0
341,11875.0,20170.833333333332,-8295.833333333332
342,7175.0,37056.25,-29881.25
343,9635.416666666666,13003.637499999999,-3368.220833333333
344,19687.5,33675.56805555556,-13988.06805555556
345,23000.0,17429.166666666664,5570.833333333336
346,7778.125,25376.96388888889,-17598.83888888889
347,4895.833333333333,14489.583333333332,-9593.75
348,3901.041666666667,23635.831944444446,-19734.790277777778
349,8341.666666666668,23452.581944444446,-15110.915277777778
350,16196.875,28244.791666666664,-12047.916666666664
351,11700.0,24389.83888888889,-12689.838888888891
352,2625.0,21156.783333333333,-18531.783333333333
353,5225.0,27573.958333333332,-22348.958333333332
354,11979.166666666668,13092.081944444442,-1112.9152777777745
355,11700.0,36609.375,-24909.375
356,20506.25,16537.5,3968.75
357,4400.0,20246.875,-15846.875
358,1750.0000000000002,22355.297222222223,-20605.297222222223
359,22666.666666666664,26257.291666666664,-3590.625
360,1102.0833333333335,13111.234722222222,-12009.151388888888
361,16800.0,24281.25,-7481.25
362,11103.125,23655.02638888889,-12551.901388888891
363,3333.3333333333335,25958.824999999997,-22625.491666666665
364,3500.0,6979.166666666667,-3479.166666666667
365,21656.25,21772.255555555555,-116.00555555555547
366,21406.25,28925.000000000004,-7518.750000000004
367,41.66666666666667,44550.0,-44508.333333333336
368,6808.333333333334,28461.458333333336,-21653.125
369,11458.333333333334,22233.716666666664,-10775.38333333333
370,2775.0,32900.0,-30125.0
371,1437.5,23002.65138888889,-21565.15138888889
372,9333.333333333332,24258.333333333332,-14925.0
373,6050.0,26350.0,-20300.0
374,2054.166666666667,16203.124999999998,-14148.958333333332
375,6222.916666666667,20649.234722222223,-14426.318055555555
376,4046.875,32081.25,-28034.375
377,5241.666666666666,8567.604166666666,-3325.9375
378,14200.0,17691.666666666664,-3491.6666666666642
379,1558.3333333333333,21000.0,-19441.666666666668
380,5916.666666666667,31017.02222222222,-25100.35555555555
381,8133.333333333333,30585.416666666664,-22452.083333333332
382,8008.333333333333,22421.831944444446,-14413.498611111114
383,15141.666666666668,17333.519444444442,-2191.8527777777745
384,25768.125,29900.000000000004,-4131.875000000004
385,6416.666666666667,17116.666666666664,-10699.999999999996
386,3443.75,5694.3,-2250.55
387,7125.0,34593.75,-27468.75
388,5633.333333333334,29179.166666666664,-23545.83333333333
389,6417.708333333334,20165.625,-13747.916666666666
390,16470.833333333336,14380.8875,2089.945833333335
391,11637.5,19593.331944444442,-7955.831944444442
392,14741.666666666668,33200.0,-18458.333333333332
393,17175.0,39835.60972222222,-22660.609722222223
394,5464.583333333334,17602.083333333332,-12137.499999999998
395,11601.041666666666,24417.24861111111,-12816.206944444444
396,5464.583333333334,14787.5,-9322.916666666666
397,10544.791666666666,18983.333333333332,-8438.541666666666
398,4537.5,20165.625,-15628.125
399,2800.0,10125.179166666665,-7325.179166666665
400,7125.0,20955.699999999997,-13830.699999999997
401,9953.125,11958.333333333332,-2005.2083333333321
402,5250.0,10537.693055555555,-5287.6930555555555
403,10412.5,12422.916666666668,-2010.4166666666679
404,4933.333333333334,6792.380555555556,-1859.0472222222224
405,15916.666666666668,15375.244444444446,541.4222222222215
406,9953.125,19842.665277777778,-9889.540277777778
407,10633.333333333332,10546.875,86.45833333333212
408,17029.166666666668,17099.97083333333,-70.80416666666133
409,10625.0,20630.208333333332,-10005.208333333332
410,1000.0000000000001,30479.166666666668,-29479.166666666668
411,7231.25,16722.581944444442,-9491.331944444442
412,5362.5,20646.755555555555,-15284.255555555555
413,9022.916666666668,32116.666666666664,-23093.749999999996
414,6650.0,7081.727777777777,-431.7277777777772
415,10000.0,30491.25,-20491.25
416,1600.0,26633.333333333332,-25033.333333333332
417,9451.041666666668,9993.75,-542.7083333333321
418,9100.0,8821.776388888888,278.2236111111124
419,8250.0,23034.375,-14784.375
420,12697.916666666666,12675.0,22.91666666666606
421,13062.5,32356.25,-19293.75
422,33168.75,19376.041666666668,13792.708333333332
423,25918.75,13050.0,12868.75
424,19816.666666666668,25828.125,-6011.458333333332
425,4250.0,25418.333333333332,-21168.333333333332
426,8134.375,35897.35972222222,-27762.984722222223
427,5500.0,5476.8875,23.112500000000182
428,7366.666666666667,25309.609722222223,-17942.943055555555
429,11229.166666666668,18356.25,-7127.083333333332
430,9086.458333333334,17657.291666666668,-8570.833333333334
431,8450.0,24225.0,-15775.0
432,32437.5,34800.0,-2362.5
433,7833.333333333333,17646.193055555555,-9812.859722222223
434,8589.583333333332,38760.0,-30170.416666666668
435,4987.5,11269.68888888889,-6282.18888888889
436,3931.25,32437.5,-28506.25
437,6375.0,18825.0,-12450.0
438,9262.5,18633.333333333336,-9370.833333333336
439,8166.666666666667,27847.5,-19680.833333333332
440,14883.333333333334,24189.720833333333,-9306.387499999999
441,15720.833333333334,20305.208333333336,-4584.375000000002
442,2333.3333333333335,12320.06111111111,-9986.727777777776
443,11691.666666666668,22879.290277777778,-11187.62361111111
444,4229.166666666667,29400.0,-25170.833333333332
445,10208.333333333332,22442.075,-12233.741666666669
446,8668.75,24933.333333333332,-16264.583333333332
447,1781.25,13272.602777777776,-11491.352777777776
448,6947.916666666667,36425.0,-29477.083333333332
449,10150.0,18493.05,-8343.05
450,8727.083333333332,19511.449999999997,-10784.366666666665
451,3062.5,25059.375,-21996.875
452,23100.0,14647.916666666666,8452.083333333334
453,7350.0,23734.375,-16384.375
454,5916.666666666667,19303.125,-13386.458333333332
455,0.0,29750.0,-29750.0
456,1329.1666666666665,29302.083333333332,-27972.916666666664
457,31072.916666666668,26564.583333333332,4508.333333333336
458,7583.333333333334,11997.487500000001,-4414.154166666667
459,6264.583333333333,16327.984722222222,-10063.401388888888
460,10265.625,17350.005555555555,-7084.3805555555555
461,22054.166666666668,18668.75,3385.416666666668
462,4670.833333333333,10633.333333333334,-5962.500000000001
463,2193.75,24758.081944444446,-22564.331944444446
464,4868.75,17605.43611111111,-12736.68611111111
465,11637.5,24880.208333333332,-13242.708333333332
466,11691.666666666668,23008.75,-11317.083333333332
467,5462.5,11997.630555555555,-6535.1305555555555
468,15150.0,13600.0,1550.0
469,11458.333333333332,26074.44305555556,-14616.109722222227
470,700.0,11162.5,-10462.5
471,3437.5,9638.470833333333,-6200.970833333333
472,9966.666666666668,27589.583333333332,-17622.916666666664
473,4800.0,14241.762499999999,-9441.762499999999
474,9321.875,18500.0,-9178.125
475,20234.375,17978.952777777777,2255.4222222222234
476,1408.3333333333335,20718.75,-19310.416666666668
477,2054.166666666667,10517.963888888888,-8463.79722222222
478,5996.875,16562.5,-10565.625
479,7570.833333333334,9766.48472222222,-2195.651388888886
480,4687.5,23566.491666666665,-18878.991666666665
481,4637.5,19837.5,-15200.0
482,3266.6666666666665,21470.411111111112,-18203.744444444445
483,1866.6666666666665,28333.333333333332,-26466.666666666664
484,5295.833333333333,17021.258333333335,-11725.425000000003
485,1062.5,23203.24861111111,-22140.74861111111
486,14726.041666666668,18057.40833333333,-3331.3666666666613
487,7933.333333333334,20099.199999999997,-12165.866666666663
488,1833.3333333333335,21583.333333333336,-19750.000000000004
489,8760.416666666668,12697.804166666665,-3937.387499999997
490,9641.666666666668,18603.59583333333,-8961.929166666661
491,3960.0,19459.53333333333,-15499.53333333333
492,17412.5,25242.15138888889,-7829.651388888891
493,5520.833333333333,23072.581944444446,-17551.748611111114
494,41.66666666666667,26812.5,-26770.833333333332
495,14354.166666666666,6879.166666666667,7474.999999999999
496,13470.833333333334,5027.331944444444,8443.50138888889
497,15229.166666666668,21887.5,-6658.333333333332
498,5558.333333333334,28125.0,-22566.666666666664
499,14408.333333333334,16125.0,-1716.666666666666
500,7750.0,19086.054166666665,-11336.054166666665
501,1433.3333333333335,31520.833333333336,-30087.500000000004
502,2800.0,36989.58333333333,-34189.58333333333
503,4900.0,12587.5,-7687.5
504,2922.916666666667,14175.0,-11252.083333333332
505,3412.5,14349.026388888888,-10936.526388888888
506,21108.333333333332,23382.359722222223,-2274.0263888888912
507,5464.583333333334,22550.0,-17085.416666666664
508,15725.0,19650.0,-3925.0
509,14977.083333333332,34635.41666666667,-19658.33333333334
510,4900.0,11552.68888888889,-6652.68888888889
511,24258.333333333332,20781.25,3477.083333333332
512,4375.0,22312.5,-17937.5
513,4387.5,23908.333333333336,-19520.833333333336
514,3788.1250000000005,15719.93888888889,-11931.81388888889
515,10255.208333333334,27857.331944444446,-17602.123611111114
516,9262.5,17062.5,-7800.0
517,11068.75,34333.33333333333,-23264.58333333333
518,12112.5,19575.0,-7462.5
519,24975.0,27052.083333333332,-2077.083333333332
520,4895.833333333333,12533.130555555554,-7637.297222222221
521,13234.375,25556.25,-12321.875
522,16224.999999999998,15600.0,624.9999999999982
523,6966.666666666667,28102.083333333332,-21135.416666666664
524,1500.0,5729.166666666666,-4229.166666666666
525,4800.0,23729.352777777778,-18929.352777777778
526,7968.75,17873.15833333333,-9904.40833333333
527,7875.0,23020.456944444446,-15145.456944444446
528,4537.5,17336.458333333336,-12798.958333333336
529,11800.0,26265.65138888889,-14465.651388888891
530,34302.083333333336,27359.374999999996,6942.708333333339
531,5618.75,29450.0,-23831.25
532,4887.5,10736.591666666667,-5849.091666666667
533,7470.833333333333,13104.166666666666,-5633.333333333333
534,8712.5,19500.0,-10787.5
535,10720.833333333332,22447.77638888889,-11726.94305555556
536,1494.7916666666665,20250.0,-18755.208333333332
537,4987.5,18561.458333333332,-13573.958333333332
538,13406.25,26877.083333333332,-13470.833333333332
539,5733.333333333334,34800.0,-29066.666666666664
540,16783.333333333336,20038.109722222223,-3254.7763888888876
541,3540.625,27058.2625,-23517.6375
542,1750.0000000000002,35766.666666666664,-34016.666666666664
543,4900.0,13123.230555555556,-8223.230555555556
544,0.0,33041.66666666667,-33041.66666666667
545,4537.5,31126.102777777778,-26588.602777777778
546,13200.0,21508.333333333336,-8308.333333333336
547,8307.291666666668,37978.6375,-29671.34583333333
548,5618.75,26825.0,-21206.25
549,506.25,22465.38333333333,-21959.13333333333
550,24258.333333333332,26558.512499999997,-2300.179166666665
551,8433.333333333334,13212.5,-4779.166666666666
552,383.33333333333337,28885.416666666664,-28502.083333333332
553,4216.666666666667,23371.875,-19155.208333333332
554,14200.0,22293.75,-8093.75
555,13000.0,11376.258333333335,1623.741666666665
556,4816.666666666666,39005.0,-34188.333333333336
557,13325.0,27416.666666666664,-14091.666666666664
558,5462.5,17812.5,-12350.0
559,13704.166666666668,24011.458333333336,-10307.291666666668
560,13412.5,35858.333333333336,-22445.833333333336
561,15150.0,35250.0,-20100.0
562,1533.3333333333335,13781.081944444444,-12247.74861111111
563,9915.625,17916.297222222223,-8000.672222222223
564,30158.333333333332,11983.368055555555,18174.965277777777
565,10625.0,17042.818055555555,-6417.8180555555555
566,9425.0,21247.916666666664,-11822.916666666664
567,6264.583333333333,29561.540277777778,-23296.956944444446
568,11637.5,11925.0,-287.5
569,6825.0,12362.470833333331,-5537.470833333331
570,9915.625,26074.44305555556,-16158.81805555556
571,5362.5,28208.540277777778,-22846.040277777778
572,1533.3333333333335,11068.75,-9535.416666666666
573,4725.0,26877.083333333332,-22152.083333333332
574,4895.833333333333,19380.994444444445,-14485.161111111112
575,5791.666666666667,11104.166666666666,-5312.499999999999
576,4333.333333333334,19303.125,-14969.791666666666
577,8925.0,5911.144444444444,3013.855555555556
578,11310.416666666668,10071.804166666665,1238.612500000003
