,p1_sum_def_last
331,370.0
332,190.0
333,290.0
334,340.0
335,280.0
336,125.0
337,365.0
338,210.0
339,245.0
340,190.0
341,335.0
342,475.0
343,265.0
344,560.0
345,335.0
346,445.0
347,225.0
348,270.0
349,370.0
350,295.0
351,500.0
352,265.0
353,350.0
354,230.0
355,345.0
356,450.0
357,275.0
358,275.0
359,370.0
360,200.0
361,255.0
362,330.0
363,200.0
364,140.0
365,380.0
366,395.0
367,270.0
368,250.0
369,220.0
370,100.0
371,245.0
372,335.0
373,240.0
374,395.0
375,215.0
376,290.0
377,400.0
378,240.0
379,145.0
380,185.0
381,165.0
382,400.0
383,315.0
384,370.0
385,175.0
386,435.0
387,250.0
388,330.0
389,335.0
390,310.0
391,230.0
392,335.0
393,380.0
394,330.0
395,290.0
396,250.0
397,265.0
398,330.0
399,185.0
400,185.0
401,230.0
402,380.0
403,240.0
404,145.0
405,450.0
406,225.0
407,375.0
408,440.0
409,515.0
410,45.0
411,265.0
412,415.0
413,250.0
414,180.0
415,225.0
416,210.0
417,190.0
418,280.0
419,390.0
420,210.0
421,265.0
422,380.0
423,405.0
424,330.0
425,345.0
426,380.0
427,230.0
428,290.0
429,330.0
430,300.0
431,245.0
432,395.0
433,285.0
434,380.0
435,420.0
436,155.0
437,155.0
438,345.0
439,405.0
440,335.0
441,400.0
442,255.0
443,315.0
444,405.0
445,315.0
446,365.0
447,150.0
448,350.0
449,520.0
450,310.0
451,215.0
452,335.0
453,370.0
454,185.0
455,95.0
456,135.0
457,530.0
458,445.0
459,205.0
460,485.0
461,310.0
462,325.0
463,355.0
464,335.0
465,310.0
466,230.0
467,370.0
468,320.0
469,305.0
470,145.0
471,340.0
472,230.0
473,235.0
474,265.0
475,455.0
476,65.0
477,310.0
478,335.0
479,340.0
480,340.0
481,290.0
482,230.0
483,225.0
484,205.0
485,185.0
486,310.0
487,335.0
488,150.0
489,380.0
490,435.0
491,215.0
492,380.0
493,315.0
494,100.0
495,275.0
496,365.0
497,380.0
498,210.0
499,390.0
500,415.0
501,365.0
502,100.0
503,165.0
504,105.0
505,295.0
506,305.0
507,165.0
508,310.0
509,565.0
510,370.0
511,295.0
512,205.0
513,315.0
514,365.0
515,415.0
516,310.0
517,365.0
518,245.0
519,390.0
520,225.0
521,315.0
522,370.0
523,365.0
524,85.0
525,335.0
526,380.0
527,340.0
528,455.0
529,300.0
530,505.0
531,220.0
532,330.0
533,310.0
534,390.0
535,490.0
536,235.0
537,250.0
538,270.0
539,145.0
540,510.0
541,225.0
542,150.0
543,355.0
544,275.0
545,410.0
546,225.0
547,310.0
548,280.0
549,285.0
550,425.0
551,255.0
552,70.0
553,255.0
554,410.0
555,320.0
556,235.0
557,415.0
558,250.0
559,230.0
560,270.0
561,410.0
562,295.0
563,420.0
564,415.0
565,245.0
566,475.0
567,145.0
568,225.0
569,320.0
570,455.0
571,290.0
572,175.0
573,245.0
574,290.0
575,185.0
576,395.0
577,380.0
578,340.0
579,335.0
580,245.0
581,300.0
582,305.0
583,225.0
584,330.0
585,390.0
586,335.0
587,380.0
588,395.0
589,370.0
590,405.0
591,65.0
592,480.0
593,185.0
594,265.0
595,305.0
596,295.0
597,370.0
598,310.0
599,295.0
600,255.0
601,410.0
602,280.0
603,270.0
604,185.0
605,200.0
606,145.0
607,475.0
608,395.0
609,275.0
610,400.0
611,130.0
612,335.0
613,545.0
614,390.0
615,475.0
616,235.0
617,345.0
618,305.0
619,290.0
620,455.0
621,95.0
622,170.0
623,40.0
624,315.0
625,310.0
626,380.0
627,205.0
628,265.0
629,385.0
630,445.0
631,245.0
632,145.0
633,185.0
634,345.0
635,375.0
636,340.0
637,310.0
638,365.0
639,350.0
640,225.0
641,290.0
642,230.0
643,220.0
644,265.0
645,450.0
646,310.0
647,275.0
648,455.0
649,155.0
650,290.0
651,335.0
652,335.0
653,255.0
654,185.0
655,295.0
656,470.0
657,455.0
658,245.0
659,260.0
660,400.0
661,390.0
662,85.0
663,230.0
664,390.0
665,490.0
666,210.0
667,200.0
668,250.0
669,245.0
670,455.0
671,190.0
672,420.0
673,240.0
674,210.0
675,390.0
676,180.0
677,180.0
678,65.0
679,375.0
680,275.0
681,380.0
682,265.0
683,265.0
684,320.0
685,285.0
686,205.0
687,315.0
688,220.0
689,390.0
690,100.0
691,490.0
692,95.0
693,355.0
694,355.0
695,515.0
696,350.0
697,410.0
698,320.0
699,220.0
700,535.0
701,335.0
702,215.0
703,425.0
704,280.0
705,230.0
706,300.0
707,345.0
708,375.0
709,400.0
710,195.0
711,380.0
712,230.0
713,295.0
714,315.0
715,290.0
716,215.0
717,415.0
718,230.0
719,345.0
720,115.0
721,415.0
722,245.0
723,310.0
724,325.0
725,90.0
726,295.0
727,410.0
728,445.0
729,185.0
730,380.0
731,345.0
732,405.0
733,345.0
734,175.0
735,320.0
736,325.0
737,405.0
738,380.0
739,265.0
740,365.0
741,130.0
742,420.0
743,205.0
744,455.0
745,230.0
746,330.0
747,295.0
748,405.0
749,270.0
750,295.0
751,385.0
752,315.0
753,180.0
754,225.0
755,315.0
756,315.0
757,415.0
758,305.0
759,410.0
760,380.0
761,155.0
762,370.0
763,295.0
764,210.0
765,455.0
766,355.0
767,430.0
768,95.0
769,355.0
770,335.0
771,370.0
772,390.0
773,305.0
774,280.0
775,145.0
776,355.0
777,360.0
778,405.0
779,355.0
780,335.0
781,380.0
782,310.0
783,140.0
784,340.0
785,320.0
786,450.0
787,395.0
788,250.0
789,275.0
790,300.0
791,395.0
792,360.0
793,185.0
794,455.0
795,265.0
796,295.0
797,420.0
798,370.0
799,360.0
800,270.0
801,345.0
802,255.0
803,390.0
804,400.0
805,185.0
806,145.0
807,320.0
808,250.0
809,90.0
810,195.0
811,490.0
812,335.0
813,370.0
814,370.0
815,395.0
816,395.0
817,100.0
818,185.0
819,340.0
820,375.0
821,495.0
822,230.0
823,380.0
824,405.0
825,160.0
826,265.0
827,200.0
828,375.0
829,335.0
830,265.0
831,45.0
832,370.0
833,245.0
834,380.0
835,320.0
836,140.0
837,370.0
838,185.0
839,155.0
840,245.0
841,305.0
842,405.0
843,205.0
844,300.0
845,435.0
846,295.0
847,365.0
848,315.0
849,430.0
850,370.0
851,475.0
852,325.0
853,150.0
854,305.0
855,435.0
856,285.0
857,370.0
858,528.0
859,395.0
860,335.0
861,385.0
862,400.0
863,365.0
864,465.0
865,125.0
866,350.0
867,450.0
868,355.0
869,240.0
870,265.0
871,310.0
872,265.0
873,165.0
874,445.0
875,235.0
876,390.0
877,300.0
878,125.0
879,295.0
880,225.0
881,385.0
882,305.0
883,330.0
884,345.0
885,145.0
886,545.0
887,295.0
888,360.0
889,375.0
890,350.0
891,370.0
892,215.0
893,310.0
894,245.0
895,385.0
896,435.0
897,290.0
898,370.0
899,420.0
900,325.0
901,240.0
902,375.0
903,135.0
904,385.0
905,250.0
906,180.0
907,170.0
908,200.0
909,280.0
910,410.0
911,230.0
912,275.0
913,455.0
914,270.0
915,355.0
916,335.0
917,165.0
918,410.0
919,520.0
920,465.0
921,360.0
922,360.0
923,90.0
924,295.0
925,315.0
926,345.0
927,160.0
928,285.0
929,285.0
930,445.0
931,460.0
932,100.0
933,90.0
934,210.0
935,65.0
936,475.0
937,455.0
938,245.0
939,455.0
940,310.0
941,340.0
942,330.0
943,350.0
944,310.0
945,245.0
946,125.0
947,190.0
948,210.0
949,260.0
950,290.0
951,370.0
952,90.0
953,285.0
954,250.0
955,285.0
956,280.0
957,250.0
958,230.0
959,415.0
960,255.0
961,355.0
962,285.0
963,245.0
964,245.0
965,235.0
966,180.0
967,250.0
968,515.0
969,340.0
970,455.0
971,185.0
972,165.0
973,365.0
974,465.0
975,270.0
976,265.0
977,270.0
978,240.0
979,220.0
980,335.0
981,465.0
982,295.0
983,360.0
984,370.0
985,290.0
986,310.0
987,460.0
988,220.0
989,205.0
990,380.0
991,405.0
992,345.0
993,220.0
994,155.0
995,365.0
996,65.0
997,405.0
998,180.0
999,220.0
1000,220.0
1001,380.0
1002,265.0
1003,320.0
1004,100.0
1005,265.0
1006,260.0
1007,315.0
1008,210.0
1009,360.0
1010,370.0
1011,415.0
1012,455.0
1013,405.0
1014,225.0
1015,415.0
1016,200.0
1017,155.0
1018,360.0
1019,245.0
1020,210.0
1021,295.0
1022,405.0
1023,285.0
1024,230.0
1025,240.0
1026,220.0
1027,265.0
1028,275.0
1029,225.0
1030,85.0
1031,465.0
1032,350.0
1033,230.0
1034,410.0
1035,290.0
1036,180.0
1037,300.0
1038,405.0
1039,180.0
1040,260.0
1041,270.0
1042,375.0
1043,100.0
1044,395.0
1045,215.0
1046,215.0
1047,270.0
1048,345.0
1049,145.0
1050,455.0
1051,240.0
1052,265.0
1053,135.0
1054,505.0
1055,240.0
1056,430.0
1057,410.0
1058,405.0
1059,230.0
1060,395.0
1061,400.0
1062,260.0
1063,325.0
1064,430.0
1065,330.0
1066,400.0
1067,475.0
1068,335.0
1069,335.0
1070,415.0
1071,350.0
1072,450.0
1073,300.0
1074,315.0
1075,265.0
1076,340.0
1077,285.0
1078,390.0
1079,365.0
1080,305.0
1081,185.0
1082,630.0
1083,185.0
1084,355.0
1085,305.0
1086,270.0
1087,350.0
1088,380.0
1089,465.0
1090,420.0
1091,325.0
1092,330.0
1093,415.0
1094,170.0
1095,295.0
1096,350.0
1097,45.0
1098,535.0
1099,335.0
1100,270.0
1101,430.0
1102,430.0
1103,310.0
1104,135.0
1105,305.0
1106,270.0
1107,460.0
1108,100.0
1109,65.0
1110,240.0
1111,405.0
1112,390.0
1113,275.0
1114,150.0
1115,310.0
1116,385.0
1117,450.0
1118,315.0
1119,220.0
1120,250.0
1121,430.0
1122,505.0
1123,160.0
1124,250.0
1125,345.0
1126,185.0
1127,255.0
1128,295.0
1129,230.0
1130,415.0
1131,345.0
1132,95.0
1133,220.0
1134,380.0
1135,215.0
1136,230.0
1137,240.0
1138,540.0
1139,475.0
1140,95.0
1141,205.0
1142,230.0
1143,450.0
1144,325.0
1145,455.0
1146,530.0
1147,335.0
1148,280.0
1149,355.0
1150,240.0
1151,460.0
1152,220.0
1153,355.0
1154,130.0
1155,380.0
1156,245.0
1157,455.0
1158,300.0
1159,195.0
1160,280.0
1161,180.0
1162,360.0
1163,370.0
1164,465.0
1165,380.0
1166,290.0
1167,290.0
1168,435.0
1169,250.0
1170,310.0
1171,410.0
1172,370.0
1173,320.0
1174,405.0
1175,250.0
1176,380.0
1177,390.0
1178,330.0
1179,365.0
1180,255.0
1181,220.0
1182,305.0
1183,315.0
1184,290.0
1185,330.0
1186,380.0
1187,315.0
1188,395.0
1189,370.0
1190,330.0
1191,305.0
1192,180.0
1193,500.0
1194,290.0
1195,390.0
1196,220.0
1197,300.0
1198,180.0
1199,265.0
1200,305.0
1201,305.0
1202,155.0
1203,100.0
1204,260.0
1205,385.0
1206,350.0
1207,305.0
1208,385.0
1209,310.0
1210,155.0
1211,350.0
1212,210.0
1213,415.0
1214,295.0
1215,145.0
1216,330.0
1217,405.0
1218,395.0
1219,250.0
1220,275.0
1221,430.0
1222,35.0
1223,255.0
1224,160.0
1225,250.0
1226,340.0
1227,185.0
1228,250.0
1229,190.0
1230,330.0
1231,465.0
1232,455.0
1233,355.0
1234,325.0
1235,200.0
1236,545.0
1237,135.0
1238,295.0
1239,250.0
1240,425.0
1241,420.0
1242,225.0
1243,410.0
1244,365.0
1245,280.0
1246,295.0
1247,485.0
1248,220.0
1249,350.0
1250,390.0
1251,360.0
1252,320.0
1253,240.0
1254,285.0
1255,145.0
1256,330.0
1257,310.0
1258,265.0
1259,370.0
1260,185.0
1261,180.0
1262,220.0
1263,305.0
1264,380.0
1265,410.0
1266,420.0
1267,230.0
1268,455.0
1269,410.0
1270,245.0
1271,425.0
1272,160.0
1273,105.0
1274,425.0
1275,370.0
1276,425.0
1277,385.0
1278,195.0
1279,295.0
1280,335.0
1281,370.0
1282,370.0
1283,295.0
1284,220.0
1285,145.0
1286,375.0
1287,510.0
1288,365.0
1289,140.0
1290,185.0
1291,205.0
1292,95.0
1293,5.0
1294,495.0
1295,475.0
1296,180.0
1297,265.0
1298,400.0
1299,370.0
1300,528.0
1301,265.0
1302,65.0
1303,165.0
1304,290.0
1305,185.0
1306,380.0
1307,330.0
1308,185.0
1309,255.0
1310,215.0
1311,130.0
1312,300.0
1313,370.0
1314,370.0
1315,425.0
1316,95.0
1317,355.0
1318,310.0
1319,505.0
1320,370.0
1321,445.0
1322,270.0
1323,395.0
1324,240.0
1325,470.0
1326,460.0
1327,135.0
1328,320.0
1329,295.0
1330,260.0
1331,160.0
1332,295.0
1333,270.0
1334,300.0
1335,510.0
1336,420.0
1337,300.0
1338,415.0
1339,380.0
1340,180.0
1341,390.0
1342,180.0
1343,370.0
1344,405.0
1345,225.0
1346,185.0
1347,220.0
1348,85.0
1349,325.0
1350,310.0
1351,300.0
1352,295.0
1353,370.0
1354,175.0
1355,245.0
1356,335.0
1357,255.0
1358,310.0
1359,145.0
1360,310.0
1361,330.0
1362,310.0
1363,200.0
1364,105.0
1365,330.0
1366,525.0
1367,145.0
1368,450.0
1369,115.0
1370,170.0
1371,65.0
1372,270.0
1373,365.0
1374,485.0
1375,365.0
1376,455.0
1377,490.0
1378,130.0
1379,490.0
1380,160.0
1381,280.0
1382,360.0
1383,370.0
1384,235.0
1385,405.0
1386,95.0
1387,100.0
1388,415.0
1389,465.0
1390,285.0
1391,305.0
1392,450.0
1393,215.0
1394,345.0
1395,210.0
1396,135.0
1397,390.0
1398,365.0
1399,185.0
1400,295.0
1401,365.0
1402,455.0
1403,460.0
1404,430.0
1405,325.0
1406,345.0
1407,375.0
1408,370.0
1409,285.0
1410,340.0
1411,405.0
1412,455.0
1413,355.0
1414,175.0
1415,255.0
1416,260.0
1417,300.0
1418,225.0
1419,180.0
1420,340.0
1421,235.0
1422,350.0
1423,335.0
1424,230.0
1425,325.0
1426,290.0
1427,215.0
1428,325.0
1429,390.0
1430,45.0
1431,215.0
1432,235.0
1433,340.0
1434,230.0
1435,305.0
1436,225.0
1437,180.0
1438,165.0
1439,315.0
1440,215.0
1441,210.0
1442,250.0
1443,100.0
1444,295.0
1445,265.0
1446,310.0
1447,210.0
1448,305.0
1449,285.0
1450,150.0
1451,65.0
1452,210.0
1453,405.0
1454,245.0
1455,380.0
1456,285.0
1457,225.0
1458,65.0
1459,460.0
1460,260.0
1461,330.0
1462,215.0
1463,130.0
1464,170.0
1465,335.0
1466,200.0
1467,230.0
1468,345.0
1469,320.0
1470,350.0
1471,160.0
1472,305.0
1473,335.0
1474,345.0
1475,330.0
1476,470.0
1477,385.0
1478,225.0
1479,285.0
1480,220.0
1481,490.0
1482,405.0
1483,295.0
1484,175.0
1485,255.0
1486,275.0
1487,390.0
1488,140.0
1489,380.0
1490,295.0
1491,305.0
1492,390.0
1493,265.0
1494,295.0
1495,185.0
1496,230.0
1497,285.0
1498,335.0
1499,230.0
1500,295.0
1501,340.0
1502,110.0
1503,335.0
1504,405.0
1505,375.0
1506,365.0
1507,190.0
1508,520.0
1509,165.0
1510,475.0
1511,135.0
1512,355.0
1513,370.0
1514,455.0
1515,410.0
1516,270.0
1517,310.0
1518,345.0
1519,290.0
1520,510.0
1521,245.0
1522,165.0
1523,375.0
1524,330.0
1525,165.0
1526,330.0
1527,250.0
1528,335.0
1529,320.0
1530,105.0
1531,330.0
1532,315.0
1533,395.0
1534,385.0
1535,305.0
1536,365.0
1537,350.0
1538,430.0
1539,370.0
1540,245.0
1541,505.0
1542,100.0
1543,410.0
1544,380.0
1545,115.0
1546,245.0
1547,340.0
1548,230.0
1549,450.0
1550,315.0
1551,305.0
1552,435.0
1553,390.0
1554,270.0
1555,310.0
1556,235.0
1557,520.0
1558,195.0
1559,305.0
1560,310.0
1561,165.0
1562,515.0
1563,330.0
1564,180.0
1565,460.0
1566,285.0
1567,245.0
1568,275.0
1569,270.0
1570,395.0
1571,165.0
1572,405.0
1573,295.0
1574,245.0
1575,175.0
1576,240.0
1577,245.0
1578,355.0
1579,390.0
1580,260.0
1581,515.0
1582,325.0
1583,225.0
1584,325.0
1585,285.0
1586,375.0
1587,215.0
1588,225.0
1589,320.0
1590,5.0
1591,420.0
1592,345.0
1593,240.0
1594,175.0
1595,270.0
1596,400.0
1597,250.0
1598,305.0
1599,280.0
1600,375.0
1601,185.0
1602,280.0
1603,175.0
1604,420.0
1605,230.0
1606,225.0
1607,230.0
1608,330.0
1609,245.0
1610,405.0
1611,205.0
1612,370.0
1613,315.0
1614,100.0
1615,295.0
1616,240.0
1617,95.0
1618,210.0
1619,385.0
1620,440.0
1621,265.0
1622,145.0
1623,385.0
1624,100.0
1625,200.0
1626,365.0
1627,185.0
1628,420.0
1629,275.0
1630,255.0
1631,260.0
1632,230.0
1633,430.0
1634,185.0
1635,370.0
1636,305.0
1637,250.0
1638,225.0
1639,290.0
1640,310.0
1641,280.0
1642,265.0
1643,340.0
1644,455.0
1645,205.0
1646,230.0
1647,335.0
1648,215.0
1649,210.0
1650,235.0
1651,330.0
1652,420.0
1653,340.0
1654,360.0
1655,130.0
1656,265.0
1657,310.0
1658,580.0
1659,295.0
1660,370.0
1661,335.0
1662,335.0
1663,475.0
1664,305.0
1665,475.0
1666,515.0
1667,405.0
1668,225.0
1669,255.0
1670,185.0
1671,360.0
1672,335.0
1673,220.0
1674,245.0
1675,365.0
1676,455.0
1677,335.0
1678,355.0
1679,330.0
1680,145.0
1681,255.0
1682,335.0
1683,140.0
1684,315.0
1685,340.0
1686,400.0
1687,310.0
1688,185.0
1689,230.0
1690,410.0
1691,285.0
1692,160.0
1693,375.0
1694,305.0
1695,245.0
1696,325.0
1697,235.0
1698,365.0
1699,355.0
1700,320.0
1701,350.0
1702,315.0
1703,490.0
1704,465.0
1705,225.0
1706,360.0
1707,415.0
1708,375.0
1709,370.0
1710,325.0
1711,335.0
1712,365.0
1713,100.0
1714,535.0
1715,510.0
1716,300.0
1717,370.0
1718,185.0
1719,90.0
1720,380.0
1721,165.0
1722,200.0
1723,245.0
1724,240.0
1725,285.0
1726,310.0
1727,270.0
1728,550.0
1729,360.0
1730,325.0
1731,415.0
1732,185.0
1733,380.0
1734,395.0
1735,305.0
1736,300.0
1737,380.0
1738,395.0
1739,305.0
1740,330.0
1741,210.0
1742,390.0
1743,135.0
1744,395.0
1745,245.0
1746,125.0
1747,230.0
1748,455.0
1749,265.0
1750,445.0
1751,310.0
1752,165.0
1753,545.0
1754,285.0
1755,245.0
1756,130.0
1757,370.0
1758,280.0
1759,370.0
1760,355.0
1761,405.0
1762,190.0
1763,355.0
1764,340.0
1765,350.0
1766,250.0
1767,475.0
1768,510.0
1769,325.0
1770,370.0
1771,385.0
1772,390.0
1773,325.0
1774,175.0
1775,380.0
1776,170.0
1777,310.0
1778,355.0
1779,265.0
1780,325.0
1781,270.0
1782,405.0
1783,230.0
1784,320.0
1785,405.0
1786,330.0
1787,280.0
1788,295.0
1789,395.0
1790,390.0
1791,330.0
1792,330.0
1793,230.0
1794,305.0
1795,250.0
1796,95.0
1797,290.0
1798,370.0
1799,455.0
1800,185.0
1801,280.0
1802,90.0
1803,390.0
1804,145.0
1805,400.0
1806,300.0
1807,145.0
1808,190.0
1809,345.0
1810,235.0
1811,100.0
1812,370.0
1813,310.0
1814,340.0
1815,220.0
1816,255.0
1817,490.0
1818,260.0
1819,390.0
1820,520.0
1821,415.0
1822,280.0
1823,225.0
1824,355.0
1825,295.0
1826,95.0
1827,280.0
1828,360.0
1829,290.0
1830,310.0
1831,355.0
1832,160.0
1833,305.0
1834,370.0
1835,190.0
1836,335.0
1837,485.0
1838,300.0
1839,285.0
1840,490.0
1841,125.0
1842,395.0
1843,230.0
1844,340.0
1845,240.0
1846,205.0
1847,330.0
1848,355.0
1849,355.0
1850,395.0
1851,235.0
1852,435.0
1853,340.0
1854,180.0
1855,50.0
1856,65.0
1857,85.0
1858,375.0
1859,490.0
1860,140.0
1861,435.0
1862,240.0
1863,210.0
1864,330.0
1865,330.0
1866,285.0
1867,290.0
1868,310.0
1869,155.0
1870,325.0
1871,295.0
1872,295.0
1873,365.0
1874,535.0
1875,250.0
1876,380.0
1877,190.0
1878,310.0
1879,280.0
1880,380.0
1881,310.0
1882,330.0
1883,245.0
1884,420.0
1885,470.0
1886,330.0
1887,455.0
1888,305.0
1889,305.0
1890,380.0
1891,330.0
1892,375.0
1893,380.0
1894,370.0
1895,345.0
1896,405.0
1897,445.0
1898,380.0
1899,405.0
1900,200.0
1901,380.0
1902,465.0
1903,310.0
1904,345.0
1905,190.0
1906,270.0
1907,250.0
1908,330.0
1909,230.0
1910,270.0
1911,345.0
1912,330.0
1913,460.0
1914,205.0
1915,360.0
1916,500.0
1917,455.0
1918,175.0
1919,550.0
1920,245.0
1921,360.0
1922,265.0
1923,100.0
1924,335.0
1925,330.0
1926,290.0
1927,330.0
1928,280.0
1929,290.0
1930,295.0
1931,250.0
1932,255.0
1933,240.0
1934,315.0
1935,175.0
1936,240.0
1937,290.0
1938,305.0
1939,315.0
1940,545.0
1941,270.0
1942,410.0
1943,285.0
1944,265.0
1945,175.0
1946,265.0
1947,440.0
1948,445.0
1949,405.0
1950,345.0
1951,70.0
1952,285.0
1953,245.0
1954,185.0
1955,225.0
1956,235.0
1957,245.0
1958,410.0
1959,215.0
1960,275.0
1961,255.0
1962,160.0
1963,405.0
1964,380.0
1965,610.0
1966,460.0
1967,350.0
1968,310.0
1969,390.0
1970,250.0
1971,425.0
1972,310.0
1973,290.0
1974,455.0
1975,455.0
1976,225.0
1977,225.0
1978,190.0
1979,300.0
1980,415.0
1981,180.0
1982,250.0
1983,225.0
1984,325.0
1985,185.0
1986,255.0
1987,95.0
1988,355.0
1989,330.0
1990,490.0
1991,160.0
1992,305.0
1993,110.0
1994,370.0
1995,245.0
1996,510.0
1997,405.0
1998,380.0
1999,220.0
2000,5.0
2001,365.0
2002,330.0
2003,380.0
2004,325.0
2005,240.0
2006,350.0
2007,290.0
2008,455.0
2009,325.0
2010,235.0
2011,250.0
2012,340.0
2013,400.0
2014,165.0
2015,175.0
2016,315.0
2017,180.0
2018,330.0
2019,265.0
2020,290.0
2021,425.0
2022,305.0
2023,250.0
2024,215.0
2025,375.0
2026,335.0
2027,270.0
2028,280.0
2029,310.0
2030,95.0
2031,345.0
2032,230.0
2033,165.0
2034,450.0
2035,340.0
2036,265.0
2037,415.0
2038,275.0
2039,295.0
2040,215.0
2041,485.0
2042,270.0
2043,380.0
2044,285.0
2045,470.0
2046,325.0
2047,305.0
2048,225.0
2049,180.0
2050,415.0
2051,250.0
2052,180.0
2053,265.0
2054,335.0
2055,635.0
2056,265.0
2057,215.0
2058,145.0
2059,548.0
2060,330.0
2061,285.0
2062,395.0
2063,225.0
2064,270.0
2065,325.0
2066,145.0
2067,275.0
2068,395.0
2069,185.0
2070,310.0
2071,135.0
2072,520.0
2073,340.0
2074,360.0
2075,548.0
2076,325.0
2077,270.0
2078,405.0
2079,180.0
2080,270.0
2081,430.0
2082,140.0
2083,430.0
2084,360.0
2085,45.0
2086,180.0
2087,455.0
2088,330.0
2089,165.0
2090,330.0
2091,190.0
2092,355.0
2093,265.0
2094,295.0
2095,360.0
2096,185.0
2097,250.0
2098,230.0
2099,110.0
2100,225.0
2101,135.0
2102,245.0
2103,380.0
2104,475.0
2105,235.0
2106,465.0
2107,265.0
2108,375.0
2109,295.0
2110,335.0
2111,340.0
2112,225.0
2113,180.0
2114,165.0
2115,370.0
2116,325.0
2117,405.0
2118,550.0
2119,185.0
2120,195.0
2121,390.0
2122,370.0
2123,250.0
2124,455.0
2125,360.0
2126,170.0
2127,395.0
2128,245.0
2129,145.0
2130,250.0
2131,365.0
2132,275.0
2133,390.0
2134,355.0
2135,375.0
2136,295.0
2137,330.0
2138,230.0
