,p1_final_team_hp
304,108.54107648725213
305,165.48302872062663
306,258.15
307,293.3
308,377.45
309,370.0
310,168.1766781292426
311,307.5
312,190.22650100897718
313,193.64999999999998
314,124.38444924406048
315,332.52603741381563
316,8.25
317,106.03833865814696
318,179.55
319,137.5
320,215.82745625574933
321,148.85
322,167.60000000000002
323,372.15344669814266
324,336.0516252390057
325,0.0
326,165.0
327,169.20000000000002
328,197.6
329,192.5
330,231.35000000000002
331,336.4076169379504
332,84.80000000000001
333,315.0
334,160.0
335,232.7
336,281.2
337,375.6
338,117.5
339,502.92521910484794
340,87.75
341,331.4
342,358.6
343,432.5
344,238.6
345,549.024283470893
346,372.35
347,101.80000000000001
348,371.927453769559
349,398.36089885361747
350,304.15
351,441.6364193231193
352,225.7
353,222.4
354,395.8
355,143.0
356,357.8
357,88.8
358,305.5447934877425
359,471.232666701118
360,355.6
361,294.95
362,342.98781201869804
363,180.2
364,73.4
365,438.25
366,555.8
367,250.0
368,292.75
369,271.6
370,99.45
371,39.00928792569659
372,230.10402634336177
373,102.49226006191951
374,49.0
375,103.39999999999999
376,116.05263157894737
377,93.5
378,167.75
379,103.0085348506401
380,365.6
381,228.5
382,245.0
383,401.68837318009827
384,350.79999999999995
385,132.5
386,451.4
387,343.3094484252624
388,266.7464833254307
389,431.05
390,299.6
391,209.29314115227342
392,503.7434621901765
393,558.15
394,287.3696539943471
395,264.65
396,432.0110615798449
397,187.8482972136223
398,360.9
399,270.94594594594594
400,345.0
401,211.7
402,305.8970997966213
403,111.62356970095934
404,105.4836897966669
405,283.4
406,201.31043256997455
407,54.8
408,518.4797402549802
409,128.75
410,28.81789137380192
411,415.0
412,202.9
413,324.78288884161316
414,165.0
415,315.15
416,100.1
417,205.0
418,146.06294793195752
419,181.95192811629548
420,421.57894736842104
421,356.6672003301862
422,409.0
423,394.6
424,297.74799667034324
425,332.5
426,122.05000000000001
427,445.0
428,259.40726577437863
429,173.3
430,220.8
431,214.35
432,595.65
433,362.6879957566844
434,420.25
435,314.8
436,98.75
437,26.6
438,117.2159389889641
439,210.65
440,480.4
441,210.8
442,160.0
443,349.2
444,136.70483460559797
445,360.69825909465567
446,137.05
447,317.9516358463727
448,302.59999999999997
449,405.15
450,445.1141596547484
451,140.0
452,395.14798446497923
453,146.3
454,335.15
455,0.0
456,298.75
457,536.478092569824
458,295.4
459,365.29826530751365
460,369.25
461,444.0
462,297.4
463,52.65
464,330.7254623044097
465,126.85
466,317.85
467,298.8
468,309.1
469,119.3
470,160.0
471,252.5
472,175.4
473,118.70173823577191
474,429.4
475,353.4333095471655
476,42.9
477,136.9968051118211
478,451.1
479,291.1225781175907
480,305.5
481,314.95
482,91.42493638676845
483,185.7
484,43.65
485,285.0
486,495.9
487,514.6
488,136.98430924222077
489,493.8
490,400.7
491,96.33898305084746
492,550.5
493,479.8
494,182.5
495,287.5
496,115.95
497,202.9
498,271.45
499,245.95000000000002
500,256.4
501,130.3
502,159.99288762446656
503,177.20963172804534
504,75.15
505,324.2
506,310.15
507,324.1
508,501.9
509,276.1
510,466.05709188224796
511,553.9563302862085
512,71.6
513,412.1454910467378
514,86.34
515,255.9
516,476.84999999999997
517,259.25
518,295.0
519,364.2
520,70.04643962848297
521,323.35
522,639.0999999999999
523,455.0
524,90.0
525,68.0
526,319.070369921816
527,447.3
528,313.75
529,232.59031656702655
530,404.1678100087092
531,125.47969021653232
532,222.1611966181274
533,88.85
534,191.7
535,417.15
536,255.0
537,274.1
538,393.9
539,84.73890339425587
540,281.29999999999995
541,115.35
542,345.0
543,142.91586998087953
544,0.0
545,277.5
546,220.0
547,500.0
548,249.72726605773815
549,315.7
550,507.05
551,414.95896182040457
552,297.0618409493321
553,110.77903682719545
554,431.90000000000003
555,490.0
556,142.84211314095748
557,509.2491904001744
558,331.79433131430716
559,181.39097751663587
560,348.40000000000003
561,247.15
562,136.4
563,320.05
564,633.4350390373663
565,615.0
566,560.0
567,339.5
568,199.15
569,286.76095534180865
570,387.47805878222545
571,158.3969465648855
572,218.60000000000002
573,164.55
574,104.19999999999999
575,420.0
576,281.0
577,340.65
578,374.6508803358023
579,172.8388383557627
580,87.35
581,173.2
582,181.8
583,408.4
584,394.30947172675786
585,441.6
586,445.0
587,214.00000000000003
588,347.7
589,477.5924045259759
590,574.9
591,65.0
592,370.0
593,255.55843229542347
594,388.0
595,180.18176070807652
596,139.55
597,461.1095305832148
598,231.9855943255152
599,246.921667430142
600,240.0
601,446.55
602,191.6734298037414
603,339.35
604,105.0
605,316.75
606,1.65
607,464.29999999999995
608,34.199999999999996
609,168.6
610,659.6
611,77.48091603053436
612,244.1
613,242.1
614,388.26248849468664
615,343.3
616,389.8
617,182.50216843717234
618,484.4594594594595
619,168.0
620,557.0
621,30.749999999999996
622,369.0
623,315.0
624,408.37418562175543
625,282.55
626,400.05
627,284.5
628,250.0
629,202.9
630,157.72881045102548
631,130.0
632,361.08924870349085
633,315.0
634,593.0
635,544.1500000000001
636,127.6
637,335.1
638,80.55
639,253.55
640,105.9
641,255.2
642,475.3
643,369.63772986988045
644,68.39999999999999
645,357.85
646,269.888178913738
647,75.0
648,507.8
649,355.40000000000003
650,192.7
651,361.45656827200554
652,350.6
653,26.6
654,315.0
655,330.85
656,461.35
657,516.7
658,423.9185750636132
659,385.54
660,82.1
661,350.8527571704874
662,23.400000000000002
663,171.3
664,358.5
665,454.20000000000005
666,333.3
667,371.79999999999995
668,352.7
669,90.0
670,356.6
671,95.0
672,131.0371517027864
673,282.2
674,242.0
675,260.0
676,415.75
677,165.0
678,0.0
679,250.0
680,92.51392235084116
681,364.08190780551627
682,246.5
683,204.6
684,126.31784756345971
685,451.12908269046267
686,290.0
687,457.6
688,298.5
689,286.4373494189867
690,32.4
691,190.6
692,75.0
693,163.9
694,307.5
695,551.15
696,284.84999999999997
697,205.70000000000002
698,421.10848091965005
699,328.5
700,346.4
701,408.0
702,180.0
703,304.66
704,267.47938411788766
705,395.6
706,216.0178117048346
707,187.9
708,442.8392380438947
709,204.35
710,126.3
711,375.5
712,160.45
713,484.9002269538888
714,218.00565339896406
715,312.0113314447592
716,98.75
717,391.1
718,388.3969465648855
719,593.6
720,390.0
721,616.2
722,417.35
723,95.0
724,225.8
725,267.5
726,283.6
727,70.95
728,142.5
729,279.05
730,343.05
731,294.0
732,166.45
733,538.5685812492933
734,410.0
735,183.75000000000003
736,308.5
737,160.4
738,351.8
739,420.9349471103478
740,249.1
741,303.5
742,503.45000000000005
743,17.05
744,499.79999999999995
745,287.5
746,322.55
747,498.35
748,423.1311332642467
749,97.45
750,291.7
751,408.3
752,72.0355014673723
753,372.1
754,59.849999999999994
755,137.1
756,175.11426007808646
757,366.2
758,343.05
759,325.3
760,437.95000000000005
761,140.0
762,261.8
763,375.9
764,351.9
765,593.05
766,185.1
767,346.5
768,30.0
769,418.0
770,473.75
771,573.35
772,345.75
773,397.0
774,41.95
775,188.43070370206198
776,302.7
777,487.90000000000003
778,290.81
779,353.55447127529436
780,193.85
781,206.0
782,337.5
783,102.03807618857985
784,394.77176946460736
785,227.45
786,373.8
787,568.7213563094555
788,564.25
789,162.45
790,165.0
791,496.94472178376316
792,335.0
793,340.0
794,350.75
795,92.25
796,143.89999999999998
797,340.15
798,225.9
799,220.0
800,162.8
801,56.699999999999996
802,363.53361786403946
803,180.4947480795932
804,414.6240515324485
805,119.80000000000001
806,371.2
807,84.4
808,122.4
809,226.8
810,123.74411952602657
811,427.359216001989
812,378.55
813,202.45681827266657
814,55.800000000000004
815,392.65
816,434.4
817,233.3474707747855
818,272.10340950761406
819,366.3813813813814
820,340.65
821,419.4
822,156.2
823,360.65
824,339.09999999999997
825,126.6
826,315.1
827,491.70483460559797
828,688.0001802697296
829,521.85
830,278.6
831,0.0
832,392.1
833,240.15
834,79.4
835,316.5
836,15.400000000000002
837,70.4
838,325.0
839,198.37520789889027
840,204.4809715958541
841,306.6
842,227.05000000000004
843,106.9
844,261.65
845,386.6
846,472.2660974596101
847,467.25
848,322.8277032707838
849,40.48149013082676
850,280.0
851,378.15253710303216
852,264.1603053435115
853,176.4
854,135.05
855,528.5
856,353.4297520661157
857,272.72403982930297
858,546.4
859,132.57366541706645
860,152.88550219322912
861,277.65000000000003
862,159.5
863,260.45
864,242.39999999999998
865,137.4502405177375
866,205.3
867,224.69710607424378
868,492.2136222910217
869,135.0
870,132.71644525881814
871,284.55
872,160.3435114503817
873,325.4
874,326.0
875,90.9719222462203
876,335.65
877,385.15
878,329.8
879,208.67436644887536
880,97.75999999999999
881,158.95
882,316.5841534584001
883,475.0
884,352.5
885,122.1
886,280.6
887,90.16539440203562
888,218.45
889,547.9499999999999
890,465.5
891,363.3818483365182
892,105.19517933451769
893,496.55
894,456.2421181901592
895,310.7
896,239.3749931624726
897,362.9233226837061
898,507.6204925637111
899,405.1
900,213.2
901,290.0
902,427.95
903,377.2
904,391.2802275960171
905,500.0
906,81.0
907,57.6
908,138.05
909,235.0
910,390.32047527403563
911,80.2
912,136.25
913,218.9
914,187.07438652649068
915,494.8308124971102
916,331.3
917,16.95
918,375.65
919,310.95
920,345.9
921,419.75
922,479.38097854320057
923,345.0
924,501.8
925,283.2
926,162.19274295900357
927,212.5
928,564.4
929,486.5
930,382.1
931,284.7
932,97.5
933,126.49280034466238
934,401.9789674952199
935,285.75
936,113.522661426448
937,615.9666858501732
938,502.573132237669
939,196.71268407403002
940,342.45
941,250.0
942,378.15
943,309.5
944,432.79999999999995
945,258.0638628287581
946,130.0
947,330.6455806717455
948,434.8
949,231.6
950,379.23597160841035
951,310.0
952,308.9817232375979
953,188.00961803151512
954,554.0
955,407.5
956,65.0
957,361.7769923490966
958,326.55
959,288.3815261736423
960,322.8
961,307.25
962,256.55
963,93.39663032319902
964,250.0
965,205.0
966,75.0
967,187.1
968,182.25
969,241.4
970,341.2
971,170.0
972,0.0
973,93.57090359958428
974,388.8
975,393.6
976,462.1866120841613
977,322.3
978,120.59490084985836
979,369.4
980,381.19487908961594
981,456.54999999999995
982,362.79920832216106
983,460.85392193244036
984,487.65
985,573.2
986,4.75
987,398.85
988,370.0
989,90.0
990,327.95
991,436.0563833490199
992,408.8
993,220.0
994,309.2
995,221.70000000000002
996,52.800000000000004
997,415.09999999999997
998,114.0
999,291.0312944523471
1000,303.05
1001,69.55
1002,20.700000000000003
1003,111.55
1004,250.0
1005,130.2
1006,403.46000000000004
1007,357.5
1008,397.72403982930297
1009,606.3410531763489
1010,288.3
1011,254.5
1012,223.74893599300378
1013,449.70622473250796
1014,130.0
1015,255.15
1016,164.4
1017,500.0
1018,551.4623745371924
1019,343.3715012722646
1020,228.54936382495842
1021,478.7
1022,267.0871804141721
1023,258.6
1024,215.0
1025,102.6
1026,480.0
1027,62.1
1028,382.2
1029,190.86161879895562
1030,95.0
1031,165.6
1032,349.29999999999995
1033,284.75
1034,207.14560448551433
1035,202.848948374761
1036,60.0
1037,131.4
1038,407.3
1039,59.7
1040,121.5
1041,237.8
1042,560.15
1043,111.0
1044,286.4
1045,140.0
1046,140.0
1047,277.5
1048,329.45
1049,112.1
1050,630.3
1051,220.55
1052,91.5
1053,369.0
1054,150.85
1055,522.6
1056,575.0
1057,252.6
1058,222.75
1059,396.5
1060,467.1635493053701
1061,431.4191419141914
1062,277.3123123123123
1063,190.95674768737723
1064,398.81180587644184
1065,255.0
1066,128.3783783783784
1067,431.25
1068,378.6
1069,278.8
1070,39.6
1071,168.45
1072,34.6
1073,250.1
1074,421.8636237251117
1075,181.2
1076,66.25
1077,529.3
1078,270.4
1079,227.9262086513995
1080,136.8
1081,180.09982257592202
1082,379.0
1083,266.4195613854111
1084,446.48827176318474
1085,426.25
1086,201.21484612687834
1087,471.90000000000003
1088,408.25
1089,586.3366336633663
1090,321.29999999999995
1091,148.25
1092,291.2592314858758
1093,422.12795537106024
1094,239.25
1095,416.65000000000003
1096,113.05
1097,54.45
1098,46.4
1099,470.0440095548129
1100,302.7
1101,257.5
1102,273.2
1103,184.45
1104,283.15
1105,145.5
1106,297.5
1107,284.5
1108,150.0
1109,20.8
1110,58.33
1111,157.48570079235978
1112,511.6996699669967
1113,362.5
1114,267.5
1115,452.6997740774831
1116,388.7948784028664
1117,323.7
1118,122.15
1119,340.4870264628726
1120,465.0
1121,148.8
1122,500.89365946640305
1123,190.0
1124,327.5
1125,340.0
1126,224.75
1127,280.8
1128,243.10000000000002
1129,400.0
1130,346.27536694767815
1131,534.2270078860477
1132,37.5
1133,62.5
1134,268.18250624580503
1135,41.8
1136,109.91558424473115
1137,252.3
1138,360.35
1139,233.0114722753346
1140,75.0
1141,122.5
1142,277.5
1143,450.0
1144,232.4
1145,450.8
1146,274.8
1147,350.90003750815333
1148,135.3916449086162
1149,494.75
1150,140.0
1151,549.9
1152,283.25
1153,187.8
1154,308.66583669729783
1155,212.0
1156,356.8
1157,520.4000000000001
1158,226.2
1159,256.1
1160,398.5
1161,197.25061351794616
1162,76.62849872773538
1163,393.84774867747007
1164,404.4
1165,365.0013997446319
1166,361.54999999999995
1167,137.45
1168,167.3
1169,196.2
1170,103.19999999999999
1171,489.1
1172,459.04024767801855
1173,470.7
1174,496.06993485321186
1175,405.0
1176,480.05
1177,289.70000000000005
1178,248.0
1179,318.0775202447029
1180,332.3
1181,133.8
1182,195.0
1183,431.84999999999997
1184,375.8905383772703
1185,353.7
1186,228.45319896167354
1187,308.6356641187308
1188,176.8
1189,308.9
1190,315.2
1191,577.7336859490869
1192,110.1
1193,263.9
1194,157.04999999999998
1195,233.49448820163045
1196,295.12802275960166
1197,497.75
1198,412.5
1199,80.7
1200,390.7
1201,330.55
1202,118.25
1203,285.52631578947364
1204,115.45
1205,199.36215907345758
1206,446.25
1207,193.5587033397399
1208,120.75
1209,104.55
1210,320.0
1211,151.4
1212,121.6
1213,107.14999999999998
1214,420.0
1215,217.5
1216,448.0
1217,472.3711378682698
1218,461.07039211899837
1219,353.6
1220,151.1
1221,301.64536741214056
1222,24.05
1223,306.2
1224,162.25
1225,463.4
1226,367.1454610406177
1227,187.5
1228,468.6913229018492
1229,307.5
1230,380.15
1231,471.3963963963964
1232,407.7
1233,452.1
1234,96.05000000000001
1235,437.5
1236,150.35
1237,107.1
1238,200.7
1239,267.5
1240,432.5
1241,399.4
1242,67.25
1243,127.8
1244,260.95
1245,125.82697201017811
1246,414.5
1247,326.98111302526047
1248,67.8
1249,219.0
1250,178.91640866873064
1251,227.85
1252,255.0
1253,228.4
1254,489.0800964998409
1255,229.65
1256,503.1761415021882
1257,313.45000000000005
1258,488.5932545243709
1259,572.8499999999999
1260,182.3912437929203
1261,361.2141491395794
1262,386.27352543383074
1263,236.07826386451
1264,232.0
1265,182.65
1266,495.92126181909464
1267,63.3
1268,349.8
1269,472.62598524054016
1270,316.22137404580155
1271,298.1
1272,323.1
1273,152.25
1274,349.2
1275,455.3
1276,339.35
1277,330.75000000000006
1278,326.3663663663664
1279,319.85
1280,465.8
1281,6.4
1282,407.65
1283,497.35541673356397
1284,181.1
1285,300.0
1286,256.55
1287,319.09999999999997
1288,177.65
1289,53.75354107648725
1290,147.5
1291,120.9
1292,53.25
1293,0.0
1294,420.0
1295,342.1
1296,48.6
1297,414.56893444300016
1298,291.0
1299,210.0
1300,315.48
1301,155.0
1302,155.2
1303,171.95
1304,275.0
1305,203.5282396592002
1306,67.45
1307,299.5
1308,321.25
1309,130.89999999999998
1310,140.0
1311,17.4
1312,429.8799278336489
1313,608.5758513931888
1314,544.6
1315,363.139155228244
1316,0.0
1317,475.9
1318,321.5
1319,199.0
1320,505.5
1321,235.05
1322,313.7568619360268
1323,432.896488055659
1324,140.75
1325,149.0
1326,431.5
1327,282.45
1328,466.4
1329,171.05
1330,107.35
1331,32.25
1332,322.75
1333,368.5
1334,363.45
1335,267.95915057414095
1336,538.7
1337,149.54999999999998
1338,272.04999999999995
1339,235.85000000000002
1340,21.033994334277622
1341,410.1259590378519
1342,89.25
1343,310.7
1344,188.2
1345,79.80000000000001
1346,138.7821719139745
1347,140.0
1348,62.099999999999994
1349,431.95
1350,637.4
1351,278.3
1352,364.5600254576807
1353,388.9475102430971
1354,67.69999999999999
1355,220.0
1356,178.72792110395832
1357,285.0
1358,257.3
1359,235.0
1360,585.8
1361,416.0956838239309
1362,350.1055699662511
1363,150.4
1364,260.9
1365,386.65718349928875
1366,334.87
1367,100.94999999999999
1368,187.5
1369,287.7
1370,302.5
1371,52.800000000000004
1372,423.5
1373,432.1501272264631
1374,134.5
1375,299.2353489702356
1376,476.6412213740458
1377,564.45
1378,0.0
1379,467.3666803565163
1380,38.828316695464714
1381,0.0
1382,416.65000000000003
1383,414.4
1384,96.11854684512429
1385,323.45
1386,65.0
1387,220.0
1388,342.79999999999995
1389,163.70000000000002
1390,225.0
1391,379.0
1392,469.5402545736761
1393,79.85
1394,309.6
1395,408.2439685846574
1396,284.8790896159317
1397,347.77105383706635
1398,180.0
1399,315.0200820015061
1400,456.1704834605598
1401,327.31912731865464
1402,517.75
1403,161.65394402035622
1404,218.65175105133895
1405,230.8
1406,118.69999999999999
1407,372.65
1408,396.91253186144763
1409,119.42626149306147
1410,190.65
1411,413.3620989347485
1412,314.2352104426408
1413,570.0
1414,287.7
1415,127.81901096142582
1416,214.2
1417,116.55000000000001
1418,314.0806856966265
1419,19.479121900735844
1420,267.17017208413006
1421,157.55
1422,377.79999999999995
1423,344.7
1424,179.95
1425,433.3
1426,523.6500000000001
1427,130.4
1428,233.6568845180508
1429,395.35
1430,37.949999999999996
1431,39.03903903903904
1432,153.0
1433,312.0
1434,210.8819345661451
1435,142.95
1436,146.2
1437,70.64999999999999
1438,200.24781801022115
1439,383.36022005036256
1440,186.4
1441,132.33168914309704
1442,346.87757428996946
1443,250.0
1444,426.842201257429
1445,157.25
1446,190.0
1447,261.85
1448,100.89999999999999
1449,290.2
1450,316.733048838312
1451,285.0
1452,465.0
1453,272.85
1454,400.0
1455,458.44999999999993
1456,276.7189374138151
1457,382.1
1458,146.45645645645646
1459,172.85
1460,169.55
1461,495.55000000000007
1462,69.6
1463,79.55
1464,34.199999999999996
1465,258.82687641201574
1466,269.65
1467,296.81365576102417
1468,429.4
1469,290.1
1470,177.24482645758923
1471,161.6
1472,99.0
1473,379.75106685633
1474,332.0
1475,508.4999143251131
1476,208.95
1477,132.4
1478,230.95
1479,79.35000000000001
1480,223.5
1481,439.802253114219
1482,346.4
1483,435.0291130825482
1484,168.6
1485,390.0
1486,322.2039134353317
1487,420.0
1488,130.0
1489,562.9
1490,261.45422453139554
1491,411.35
1492,430.4
1493,347.5
1494,454.2810501069296
1495,165.0
1496,346.15
1497,441.95
1498,252.29999999999998
1499,86.7
1500,232.83424545619718
1501,251.2
1502,310.0
1503,465.70000000000005
1504,469.6727347681528
1505,327.4
1506,301.25
1507,310.0
1508,193.15
1509,130.0
1510,491.15
1511,251.30156472261737
1512,94.69999999999999
1513,402.82795284133374
1514,618.95
1515,255.0
1516,183.75
1517,112.0
1518,166.82171044119548
1519,265.0
1520,96.80000000000001
1521,220.7
1522,161.4
1523,503.09999999999997
1524,635.0
1525,410.0
1526,172.6
1527,157.5
1528,502.95
1529,262.32303215228086
1530,19.25
1531,198.39999999999998
1532,475.0
1533,61.93498842353804
1534,68.1
1535,321.2677885948652
1536,326.8
1537,141.35
1538,293.9438943894389
1539,496.16517899093134
1540,449.713512528482
1541,166.15
1542,90.0
1543,305.68201168634664
1544,334.75
1545,288.95
1546,33.282858479005974
1547,470.6
1548,319.1463158618643
1549,361.86230028842726
1550,106.4
1551,254.5
1552,385.0
1553,90.07648183556405
1554,306.4
1555,154.0
1556,357.5
1557,366.5
1558,347.2
1559,165.0
1560,315.0
1561,121.08147048786961
1562,48.25
1563,360.5259229640625
1564,38.35
1565,512.1890249044272
1566,308.2
1567,387.3829681776603
1568,310.0
1569,292.5
1570,178.8
1571,355.7
1572,220.0
1573,383.3433051371983
1574,546.4027185079817
1575,367.0
1576,65.0
1577,157.45
1578,271.0
1579,524.5921256923923
1580,358.6
1581,431.8884469575365
1582,125.02544529262086
1583,345.45932766464125
1584,205.2508353870846
1585,337.5
1586,265.1496478405181
1587,391.3
1588,171.37034688518727
1589,159.12140575079871
1590,45.0
1591,346.6
1592,180.0
1593,197.05
1594,57.6
1595,218.1
1596,273.0
1597,200.60000000000002
1598,187.25
1599,47.925696594427244
1600,236.01456609125694
1601,280.0
1602,272.5
1603,291.2
1604,299.29999999999995
1605,68.55
1606,82.0
1607,272.9186709201319
1608,463.4
1609,411.5958829693675
1610,289.5236811105397
1611,388.15
1612,486.0526315789474
1613,272.5
1614,102.5
1615,457.85
1616,135.8
1617,43.5
1618,281.25889046941677
1619,390.1
1620,103.2
1621,124.60000000000001
1622,172.5
1623,156.0
1624,43.199999999999996
1625,106.85
1626,131.2
1627,302.5
1628,626.55
1629,36.0
1630,362.65
1631,144.55
1632,350.24767733097985
1633,249.4
1634,135.0
1635,95.25
1636,94.35
1637,448.90000000000003
1638,124.5
1639,164.36297344096772
1640,233.7
1641,327.3296051469426
1642,373.3585313174946
1643,235.6
1644,466.6511155227452
1645,142.95
1646,380.0
1647,508.35
1648,155.0
1649,131.4
1650,95.0
1651,40.317378888565045
1652,318.44884488448844
1653,308.6887756449185
1654,59.699655320604464
1655,125.16516516516518
1656,260.0
1657,77.60000000000001
1658,272.85
1659,50.55
1660,461.9
1661,376.868072626903
1662,325.9
1663,282.9
1664,231.3
1665,280.49904190024654
1666,312.15
1667,535.0
1668,107.44999999999999
1669,139.7
1670,286.45783271247063
1671,455.8
1672,488.3499440753376
1673,111.45
1674,60.0
1675,272.5902140226429
1676,328.95
1677,308.79999999999995
1678,265.85
1679,376.4847927595783
1680,264.0
1681,227.24516423366066
1682,339.9784962544484
1683,90.96919150322657
1684,310.5
1685,381.6
1686,349.85
1687,483.5
1688,325.0
1689,357.23478637865713
1690,406.2
1691,88.25
1692,307.5
1693,279.6490758606444
1694,324.35
1695,145.7
1696,145.0
1697,368.25
1698,155.8
1699,481.75
1700,290.0
1701,132.5068870523416
1702,415.15
1703,460.7960282263688
1704,474.79999999999995
1705,389.2
1706,397.5
1707,447.64616447486856
1708,546.2
1709,511.45
1710,220.5
1711,354.2
1712,308.4
1713,75.0
1714,336.7313761053422
1715,386.70470436874194
1716,202.2
1717,223.77473352967056
1718,87.26006191950464
1719,263.2
1720,261.35
1721,440.0286806883365
1722,130.69424056644505
1723,247.36568830783375
1724,169.50401644474303
1725,333.3
1726,404.6
1727,97.25
1728,215.8
1729,265.77628849247685
1730,155.3
1731,352.0
1732,391.47582697201017
1733,540.55
1734,408.6
1735,224.45
1736,431.01654947100775
1737,473.15
1738,389.2920400586829
1739,386.0
1740,339.99626975544544
1741,406.1165309500974
1742,73.8
1743,300.0
1744,362.8361643377123
1745,121.62162162162163
1746,315.0
1747,10.500000000000002
1748,456.25
1749,115.7
1750,184.62279205362816
1751,304.48288846121665
1752,485.0
1753,227.31792968971848
1754,143.47992351816444
1755,135.8
1756,109.45
1757,203.4
1758,18.646864686468646
1759,264.00567854110466
1760,373.3
1761,446.6
1762,330.0
1763,186.7
1764,411.1
1765,419.41825394889804
1766,249.0921821063851
1767,184.45
1768,546.0
1769,64.8
1770,408.5690161976023
1771,220.0
1772,330.31289023052784
1773,464.15666144155625
1774,271.7
