,speed_advantage_ratio
534,4.666666666666667
535,0.5384615384615384
536,0.4375
537,2.0
538,1.1666666666666667
539,1.0
540,2.5
541,0.6363636363636364
542,1.3333333333333333
543,0.3076923076923077
544,0.4666666666666667
545,1.625
546,0.6
547,0.5
548,5.333333333333333
549,0.75
550,10.0
551,3.0
552,0.8888888888888888
553,0.16666666666666666
554,1.1
555,13.0
556,0.7692307692307693
557,0.6153846153846154
558,2.3333333333333335
559,1.75
560,0.2857142857142857
561,0.8333333333333334
562,2.75
563,1.8571428571428572
564,1.0
565,1.4
566,1.2857142857142858
567,0.1875
568,1.6666666666666667
569,0.9166666666666666
570,2.5
571,0.5384615384615384
572,3.25
573,1.625
574,1.0
575,6.0
576,1.5
577,3.0
578,1.2
579,1.6666666666666667
580,0.875
581,1.4285714285714286
582,2.8
583,1.25
584,1.25
585,1.5
586,2.5714285714285716
587,1.0
588,3.5
589,1.375
590,4.0
591,1.6666666666666667
592,2.3333333333333335
593,0.5
594,1.625
595,1.6666666666666667
596,0.42857142857142855
597,0.26666666666666666
598,1.0
599,2.75
600,3.5
601,0.05555555555555555
602,0.3333333333333333
603,0.46153846153846156
604,0.8571428571428571
605,1.8333333333333333
606,1.7777777777777777
607,0.7857142857142857
608,2.0
609,3.25
610,14.0
611,1.5714285714285714
612,0.5
613,3.0
614,2.25
615,1.8
616,0.2222222222222222
617,1.6
618,15.0
619,0.7692307692307693
620,1.8571428571428572
621,1.6666666666666667
622,0.5
623,0.5714285714285714
624,0.7272727272727273
625,4.666666666666667
626,1.4444444444444444
627,1.3333333333333333
628,1.5555555555555556
629,0.11764705882352941
630,0.9
631,2.8
632,4.333333333333333
633,0.375
634,1.125
635,0.375
636,2.4
637,1.4285714285714286
638,0.5833333333333334
639,6.333333333333333
640,16.0
641,1.0
642,0.7272727272727273
643,0.6153846153846154
644,0.6428571428571429
645,1.3333333333333333
646,8.5
647,0.6666666666666666
648,0.5
649,3.5
650,2.6
651,1.875
652,0.15789473684210525
653,3.0
654,0.5454545454545454
655,3.0
656,1.3333333333333333
657,4.0
658,1.3333333333333333
659,1.8571428571428572
660,0.15384615384615385
661,1.1
662,0.46153846153846156
663,1.3333333333333333
664,1.0
665,0.0625
666,1.5714285714285714
667,9.0
668,0.46153846153846156
669,0.3333333333333333
670,2.2857142857142856
671,0.4666666666666667
672,0.5454545454545454
673,0.4166666666666667
674,0.38461538461538464
675,6.5
676,1.25
677,0.7
678,1.0
679,0.9090909090909091
680,0.4166666666666667
681,2.142857142857143
682,1.1428571428571428
683,1.0
684,2.0
685,2.5
686,1.0
687,6.0
688,1.625
689,0.6666666666666666
690,0.6428571428571429
691,0.23076923076923078
692,1.0
693,2.0
694,0.3
695,0.1
696,13.0
697,0.5555555555555556
698,24.0
699,1.1111111111111112
700,0.7272727272727273
701,1.3333333333333333
702,0.5
703,0.3333333333333333
704,1.0
705,5.666666666666667
706,1.4
707,1.0
708,0.4166666666666667
709,0.7777777777777778
710,4.5
711,1.0
712,0.42857142857142855
713,1.4
714,2.3333333333333335
715,0.3125
716,0.5
717,2.6666666666666665
718,1.6666666666666667
719,0.6666666666666666
720,1.5
721,3.2
722,0.5833333333333334
723,3.0
724,2.8333333333333335
725,0.5833333333333334
726,0.75
727,4.333333333333333
728,0.9090909090909091
729,0.8888888888888888
730,0.26666666666666666
731,0.4117647058823529
732,4.5
733,1.8333333333333333
734,1.5
735,6.0
736,1.5
737,0.75
738,17.0
739,2.6
740,1.125
741,0.75
742,0.35714285714285715
743,3.4
744,2.0
745,0.6
746,5.25
747,2.0
748,0.05263157894736842
749,0.26666666666666666
750,2.2
751,0.9230769230769231
752,0.4
753,0.7777777777777778
754,0.5384615384615384
755,2.0
756,1.5
757,0.4166666666666667
758,0.6428571428571429
759,0.2727272727272727
760,1.0909090909090908
761,0.3333333333333333
762,0.75
763,1.0
764,1.8571428571428572
765,1.8333333333333333
766,4.25
767,15.0
768,3.5
769,0.16666666666666666
770,0.5833333333333334
771,2.5714285714285716
772,1.7142857142857142
773,0.6666666666666666
774,0.5
775,0.15789473684210525
776,2.7142857142857144
777,2.3333333333333335
778,0.9090909090909091
779,1.25
780,2.5
781,4.0
782,0.4
783,1.0
784,0.9090909090909091
785,0.14285714285714285
786,0.2222222222222222
787,1.875
788,1.6666666666666667
789,0.6
790,0.75
791,0.5
792,1.375
793,0.3333333333333333
794,0.35714285714285715
795,0.8888888888888888
796,0.35294117647058826
797,0.4666666666666667
798,1.1
799,2.4
800,1.4444444444444444
801,4.5
802,1.8333333333333333
803,3.5
804,0.8571428571428571
805,6.5
806,0.7272727272727273
807,5.333333333333333
808,1.5
809,0.2857142857142857
810,1.3333333333333333
811,0.1111111111111111
812,0.9166666666666666
813,2.25
814,14.0
815,2.0
816,1.8
817,3.6666666666666665
818,0.5714285714285714
819,1.5
820,0.9
821,1.0
822,0.5454545454545454
823,1.625
824,9.0
825,0.38461538461538464
826,0.8
827,0.18181818181818182
828,1.625
829,1.4444444444444444
830,3.4
831,0.7
832,1.5714285714285714
833,5.333333333333333
834,7.5
835,0.7142857142857143
836,2.2
837,0.5294117647058824
838,0.25
839,1.2857142857142858
840,4.0
841,2.1666666666666665
842,1.0
843,2.6
844,1.375
845,2.4
846,0.6666666666666666
847,2.3333333333333335
848,0.8181818181818182
849,2.1666666666666665
850,0.13636363636363635
851,1.0
852,3.0
853,2.4
854,0.25
855,2.0
856,4.25
857,6.666666666666667
858,0.23076923076923078
859,3.2
860,0.8333333333333334
861,2.8
862,0.26666666666666666
863,0.5833333333333334
864,1.25
865,0.05263157894736842
866,15.0
867,0.5
868,8.5
869,1.25
870,1.875
871,0.6666666666666666
872,1.1666666666666667
873,4.666666666666667
874,3.4
875,0.8461538461538461
876,1.6666666666666667
877,7.0
878,0.35714285714285715
879,1.1666666666666667
880,4.75
881,0.5833333333333334
882,1.5
883,0.2
884,0.26666666666666666
885,0.2
886,1.0
887,0.2727272727272727
888,2.1666666666666665
889,1.0
890,1.0
891,1.6666666666666667
892,4.0
893,1.8
894,1.4285714285714286
895,0.09090909090909091
896,9.5
897,1.75
898,1.0
899,0.05
900,0.8888888888888888
901,1.8571428571428572
902,0.5
903,2.8
904,3.25
905,0.3076923076923077
906,1.4285714285714286
907,3.5
908,1.1666666666666667
909,0.7
910,0.5
911,2.1666666666666665
912,0.3333333333333333
913,0.6428571428571429
914,17.0
915,0.3333333333333333
916,3.6
917,0.75
918,1.5
919,0.18181818181818182
920,0.7142857142857143
921,0.38461538461538464
922,0.6666666666666666
923,1.125
924,0.21428571428571427
925,3.3333333333333335
926,1.4
927,3.2
928,0.46153846153846156
929,1.625
930,3.0
931,21.0
932,1.5714285714285714
933,4.0
934,0.7692307692307693
935,0.9090909090909091
936,10.0
937,8.0
938,4.75
939,1.3333333333333333
940,4.25
941,3.25
942,0.375
943,2.0
944,0.6
945,1.6666666666666667
946,5.0
947,0.8181818181818182
948,2.6666666666666665
949,0.7142857142857143
950,1.1666666666666667
951,5.0
952,1.2857142857142858
953,0.9090909090909091
954,2.2
955,0.42857142857142855
956,1.0833333333333333
957,1.1818181818181819
958,2.25
959,0.5
960,1.3333333333333333
961,2.2
962,2.1666666666666665
963,0.2857142857142857
964,1.0
965,1.25
966,0.2777777777777778
967,1.5714285714285714
968,1.375
969,1.8333333333333333
970,11.5
971,1.0
972,1.8571428571428572
973,1.5555555555555556
974,0.06666666666666667
975,1.4285714285714286
976,0.2222222222222222
977,6.0
978,0.05555555555555555
979,1.5
980,0.1111111111111111
981,0.8181818181818182
982,5.5
983,1.2222222222222223
984,1.3333333333333333
985,2.75
986,0.14285714285714285
987,0.875
988,0.1111111111111111
989,0.8181818181818182
990,0.9
991,4.0
992,2.6666666666666665
993,1.0
994,0.5833333333333334
995,0.5
996,1.5
997,1.625
998,0.3125
999,0.6
1000,3.5
1001,11.0
1002,0.6666666666666666
1003,1.5555555555555556
1004,2.8
1005,0.8461538461538461
1006,0.625
1007,1.8571428571428572
1008,8.5
1009,0.1875
1010,0.36363636363636365
1011,0.3333333333333333
1012,0.45454545454545453
1013,0.3333333333333333
1014,2.5
1015,1.5
1016,0.25
1017,1.125
1018,3.5
1019,2.8333333333333335
1020,0.4444444444444444
1021,0.6
1022,2.6666666666666665
1023,0.5
1024,2.5
1025,2.8
1026,3.2
1027,0.14285714285714285
1028,2.6666666666666665
1029,5.0
1030,0.6
1031,3.2
1032,0.42857142857142855
1033,0.8181818181818182
1034,5.5
1035,1.8333333333333333
1036,0.38461538461538464
1037,0.8571428571428571
1038,2.3333333333333335
1039,1.2857142857142858
1040,2.8333333333333335
1041,1.0
1042,4.0
1043,2.5
1044,2.6
1045,2.1666666666666665
1046,0.46153846153846156
1047,1.8571428571428572
1048,1.3333333333333333
1049,1.75
1050,0.625
1051,1.7142857142857142
1052,0.75
1053,1.625
1054,11.0
1055,0.5
1056,1.0
1057,3.5
1058,0.9166666666666666
1059,0.45454545454545453
1060,0.7272727272727273
1061,6.5
1062,1.75
1063,0.8888888888888888
1064,0.6
1065,2.8333333333333335
1066,0.29411764705882354
1067,1.3333333333333333
1068,1.625
1069,5.0
1070,27.0
1071,1.0
1072,11.0
1073,0.8888888888888888
1074,2.4
1075,1.125
1076,23.0
1077,0.46153846153846156
1078,0.1
1079,0.09090909090909091
1080,1.5
1081,2.0
1082,1.8
1083,0.8571428571428571
1084,2.4
1085,0.125
1086,1.7142857142857142
1087,0.6363636363636364
1088,2.0
1089,4.0
1090,0.8181818181818182
1091,0.8571428571428571
1092,2.2
1093,0.5333333333333333
1094,2.75
1095,8.0
1096,2.0
1097,0.7
1098,0.5294117647058824
1099,3.5
1100,0.5384615384615384
1101,1.0
1102,0.2222222222222222
1103,1.2
1104,0.38461538461538464
1105,1.4285714285714286
1106,2.6666666666666665
1107,1.8
1108,1.25
1109,2.3333333333333335
1110,1.3333333333333333
1111,19.0
1112,6.0
1113,0.8888888888888888
1114,7.0
1115,2.4
1116,2.2
1117,0.5
1118,1.4
1119,1.8571428571428572
1120,0.9090909090909091
1121,8.5
1122,1.25
1123,1.7142857142857142
1124,4.333333333333333
1125,24.0
1126,3.0
1127,2.3333333333333335
1128,1.5
1129,3.0
1130,1.5
1131,0.3
1132,1.0
1133,0.8333333333333334
1134,3.75
1135,1.0
1136,1.4444444444444444
1137,4.5
1138,1.5
1139,0.11764705882352941
1140,0.7142857142857143
1141,0.375
1142,5.0
1143,0.06666666666666667
1144,0.1
1145,0.26666666666666666
1146,1.0
1147,1.1
1148,0.7
1149,0.5
1150,5.333333333333333
1151,1.3333333333333333
1152,3.75
1153,0.5714285714285714
1154,2.6
1155,3.75
1156,0.10526315789473684
1157,2.0
1158,1.1428571428571428
1159,0.38461538461538464
1160,9.0
1161,4.0
1162,1.3
1163,1.0
1164,2.2857142857142856
1165,6.5
1166,1.5
1167,2.3333333333333335
1168,1.1
1169,0.9
1170,1.8
1171,1.0
1172,1.0833333333333333
1173,0.625
1174,9.0
1175,1.5555555555555556
1176,0.6
1177,3.0
1178,1.3
1179,5.0
1180,4.0
1181,3.0
1182,1.0909090909090908
1183,2.2
1184,1.3333333333333333
1185,1.2857142857142858
1186,1.5
1187,0.6666666666666666
1188,3.2
1189,0.5714285714285714
1190,5.333333333333333
1191,1.0
1192,1.8571428571428572
1193,0.36363636363636365
1194,1.5
1195,2.0
1196,2.25
1197,1.125
1198,0.5384615384615384
1199,1.5
1200,1.125
1201,0.5
1202,1.75
1203,0.375
1204,1.8333333333333333
1205,1.0
1206,0.5
1207,1.625
1208,2.0
1209,2.6
1210,2.4
1211,1.75
1212,1.625
1213,0.9090909090909091
1214,9.0
1215,2.5
1216,1.0909090909090908
1217,1.75
1218,4.333333333333333
1219,1.25
1220,2.0
1221,1.8
1222,1.7142857142857142
1223,0.6363636363636364
1224,0.8571428571428571
1225,0.4
1226,0.6363636363636364
1227,0.6666666666666666
1228,0.3125
1229,0.38461538461538464
1230,0.9090909090909091
1231,1.5
1232,1.3
1233,0.6363636363636364
1234,1.0
1235,0.875
1236,0.5555555555555556
1237,1.0
1238,1.5
1239,0.5714285714285714
1240,1.3333333333333333
1241,1.3333333333333333
1242,2.8
1243,2.0
1244,2.8
1245,0.8333333333333334
1246,1.4285714285714286
1247,1.5
1248,1.5
1249,2.1666666666666665
1250,4.25
1251,0.8333333333333334
1252,1.875
1253,6.666666666666667
1254,0.5454545454545454
1255,3.0
1256,2.6666666666666665
1257,3.25
1258,5.0
1259,3.2
1260,1.1666666666666667
1261,1.7142857142857142
1262,1.6
1263,0.2222222222222222
1264,0.6666666666666666
1265,1.375
1266,2.6666666666666665
1267,3.0
1268,0.8
1269,1.5555555555555556
1270,1.2857142857142858
1271,1.8571428571428572
1272,0.25
1273,0.9090909090909091
1274,0.4166666666666667
1275,2.6666666666666665
1276,2.8333333333333335
1277,1.25
1278,0.8181818181818182
1279,1.375
1280,6.0
1281,2.3333333333333335
1282,1.0
1283,1.7142857142857142
1284,2.0
1285,3.0
1286,0.05
1287,23.0
1288,2.1666666666666665
1289,5.5
1290,0.7692307692307693
1291,3.75
1292,2.8
1293,1.75
1294,0.7272727272727273
1295,0.8
1296,1.75
1297,1.5714285714285714
1298,0.3076923076923077
1299,2.857142857142857
1300,0.05263157894736842
1301,0.7272727272727273
1302,1.25
1303,2.2
1304,0.45454545454545453
1305,1.1
1306,6.0
1307,0.23529411764705882
1308,0.38461538461538464
1309,3.0
1310,3.0
1311,2.0
1312,4.333333333333333
1313,4.666666666666667
1314,2.4
1315,2.0
1316,0.5555555555555556
1317,0.625
1318,2.6
1319,1.5714285714285714
1320,0.8571428571428571
1321,2.142857142857143
1322,0.14285714285714285
1323,0.4
1324,0.2727272727272727
1325,1.8333333333333333
1326,1.25
1327,1.3
1328,1.6666666666666667
1329,5.0
1330,2.8
1331,0.3076923076923077
1332,1.2222222222222223
1333,8.5
1334,0.8888888888888888
1335,2.75
1336,0.29411764705882354
1337,0.5384615384615384
1338,0.75
1339,0.6363636363636364
1340,5.333333333333333
1341,14.0
1342,1.6
1343,1.5714285714285714
1344,2.1666666666666665
1345,1.4
1346,2.8
1347,1.3
1348,0.25
1349,0.5454545454545454
1350,3.5
1351,1.0
1352,1.6666666666666667
1353,1.0
1354,1.0
1355,2.2
1356,0.3076923076923077
1357,0.5625
1358,0.125
1359,0.23076923076923078
1360,0.625
1361,7.5
1362,1.1666666666666667
1363,1.2857142857142858
1364,0.5
1365,1.3636363636363635
1366,9.0
1367,4.25
1368,0.5
1369,1.0
1370,0.4444444444444444
1371,0.7272727272727273
1372,2.25
1373,3.75
1374,1.2222222222222223
1375,0.15384615384615385
1376,1.375
1377,0.6363636363636364
1378,0.6
1379,3.5
1380,1.3
1381,0.05
1382,2.8333333333333335
1383,1.4444444444444444
1384,1.1111111111111112
1385,1.0
1386,3.0
1387,0.3333333333333333
1388,12.0
1389,2.25
1390,7.5
1391,0.7
1392,1.5714285714285714
1393,3.0
1394,0.9
1395,9.0
1396,0.3
1397,0.9090909090909091
1398,0.2857142857142857
1399,1.8
1400,0.5555555555555556
1401,0.3076923076923077
1402,0.2727272727272727
1403,4.0
1404,0.15
1405,1.1428571428571428
1406,1.8571428571428572
1407,5.333333333333333
1408,0.8888888888888888
1409,3.75
1410,1.375
1411,0.9090909090909091
1412,0.9090909090909091
1413,2.25
1414,2.6
1415,0.5
1416,1.2
1417,0.8
1418,1.1111111111111112
1419,2.6666666666666665
1420,2.1666666666666665
1421,8.0
1422,2.0
1423,1.4285714285714286
1424,4.0
1425,7.5
1426,5.0
1427,1.1428571428571428
1428,20.0
1429,1.25
1430,2.3333333333333335
1431,0.8333333333333334
1432,1.125
1433,0.23076923076923078
1434,0.6666666666666666
1435,1.3333333333333333
1436,1.2
1437,0.46153846153846156
1438,0.7
1439,3.0
1440,1.5
1441,0.5
1442,3.0
1443,7.0
1444,5.333333333333333
1445,1.0
1446,0.23076923076923078
1447,1.875
1448,1.5555555555555556
1449,4.0
1450,2.125
1451,0.8181818181818182
1452,1.7142857142857142
1453,1.0
1454,0.5
1455,5.666666666666667
1456,0.6428571428571429
1457,1.5714285714285714
1458,5.5
1459,1.0
1460,1.5
1461,2.1666666666666665
1462,0.8888888888888888
1463,1.0
1464,1.8
1465,0.9090909090909091
1466,0.6153846153846154
1467,0.3125
1468,0.5384615384615384
1469,18.0
1470,0.23529411764705882
1471,4.0
1472,0.14285714285714285
1473,0.10526315789473684
1474,0.041666666666666664
1475,0.3333333333333333
1476,0.2727272727272727
1477,7.0
1478,1.3333333333333333
1479,0.3
1480,11.0
1481,1.0
1482,0.6
1483,0.125
1484,1.1
1485,0.4
1486,0.7272727272727273
1487,0.875
1488,0.3076923076923077
1489,0.2727272727272727
1490,10.5
1491,0.4
1492,0.5
1493,0.6363636363636364
1494,0.8333333333333334
1495,5.666666666666667
1496,2.8
1497,1.25
1498,1.75
1499,20.0
1500,0.46153846153846156
1501,0.6428571428571429
1502,20.0
1503,1.5714285714285714
1504,0.38461538461538464
1505,1.6666666666666667
1506,0.6923076923076923
1507,3.0
1508,1.3333333333333333
1509,0.5714285714285714
1510,1.0
1511,2.142857142857143
1512,3.0
1513,0.9090909090909091
1514,0.3125
1515,0.29411764705882354
1516,0.46153846153846156
1517,0.6363636363636364
1518,2.6
1519,2.0
1520,0.75
1521,0.9090909090909091
1522,1.25
1523,0.4
1524,1.875
1525,0.8
1526,2.25
1527,10.5
1528,1.25
1529,0.1875
1530,0.7
1531,5.0
1532,1.6
1533,3.5
1534,0.5384615384615384
1535,2.0
1536,1.0833333333333333
1537,6.0
1538,1.0
1539,1.0
1540,0.4
1541,0.9090909090909091
1542,1.1428571428571428
1543,1.75
1544,8.5
1545,0.2777777777777778
1546,0.9
1547,4.333333333333333
1548,0.8333333333333334
1549,10.0
1550,0.7142857142857143
1551,0.1875
1552,5.0
1553,3.0
1554,3.0
1555,2.0
1556,0.46153846153846156
1557,1.0
1558,1.0909090909090908
1559,0.7272727272727273
1560,6.0
1561,2.5
1562,3.75
1563,0.5384615384615384
1564,0.3333333333333333
1565,1.2
1566,0.6363636363636364
1567,4.0
1568,1.1
1569,4.333333333333333
1570,3.75
1571,1.7142857142857142
1572,3.3333333333333335
1573,1.6666666666666667
1574,2.3333333333333335
1575,1.2222222222222223
1576,11.0
1577,0.6666666666666666
1578,2.0
1579,5.5
1580,1.0
1581,3.0
1582,0.4
1583,1.8571428571428572
1584,0.75
1585,0.2222222222222222
1586,0.6666666666666666
1587,1.2857142857142858
1588,1.5714285714285714
1589,1.6666666666666667
1590,0.3333333333333333
1591,0.13043478260869565
1592,0.8
1593,4.5
1594,4.5
1595,2.0
1596,0.06666666666666667
1597,5.333333333333333
1598,0.09090909090909091
1599,1.2222222222222223
1600,0.5
1601,1.3333333333333333
1602,0.21052631578947367
1603,1.1111111111111112
1604,3.6
1605,24.0
1606,2.6
1607,3.25
1608,0.8181818181818182
1609,3.5
1610,2.6
1611,0.6428571428571429
1612,1.3333333333333333
1613,0.6363636363636364
1614,0.8
1615,1.5714285714285714
1616,1.0
1617,2.0
