,p2_avg_move_power
314,105.35714285714286
315,104.75
316,91.25
317,50.53846153846154
318,94.0
319,88.22727272727273
320,91.25
321,98.875
322,93.61111111111111
323,95.55555555555556
324,74.07692307692308
325,83.84210526315789
326,97.3529411764706
327,51.76470588235294
328,84.66666666666667
329,89.73684210526316
330,81.92857142857143
331,64.53846153846153
332,89.76470588235294
333,98.92857142857143
334,97.33333333333333
335,88.75
336,88.0
337,31.22222222222222
338,143.0
339,62.294117647058826
340,102.73684210526316
341,83.77777777777777
342,89.52380952380952
343,91.0
344,91.81818181818181
345,74.41176470588235
346,52.083333333333336
347,94.16666666666667
348,116.25
349,103.21428571428571
350,92.5
351,87.27272727272727
352,90.41666666666667
353,65.3
354,107.5
355,95.0
356,68.06666666666666
357,89.0
358,94.0625
359,75.9090909090909
360,125.66666666666667
361,100.78947368421052
362,102.0
363,102.72727272727273
364,65.08333333333333
365,91.5
366,99.64285714285714
367,81.0
368,64.11764705882354
369,76.05263157894737
370,79.07142857142857
371,81.38888888888889
372,96.875
373,75.6470588235294
374,82.05
375,91.875
376,94.16666666666667
377,95.0
378,104.64285714285714
379,85.44444444444444
380,50.294117647058826
381,89.41666666666667
382,23.88888888888889
383,101.5625
384,109.16666666666667
385,81.47368421052632
386,90.0
387,107.3076923076923
388,87.0
389,96.0
390,44.2
391,53.5
392,108.0
393,19.26086956521739
394,94.23076923076923
395,61.458333333333336
396,92.88888888888889
397,57.8
398,92.36842105263158
399,103.82352941176471
400,79.14285714285714
401,95.0
402,70.21428571428571
403,102.85714285714286
404,95.26315789473684
405,90.9090909090909
406,106.66666666666667
407,102.76470588235294
408,41.13333333333333
409,118.23529411764706
410,88.26086956521739
411,88.5
412,42.77777777777778
413,106.25
414,95.0
415,71.5
416,95.0
417,99.63636363636364
418,108.25
419,103.94736842105263
420,99.11764705882354
421,75.2
422,109.64285714285714
423,107.3076923076923
424,93.05555555555556
425,66.66666666666667
426,98.75
427,59.0
428,78.71428571428571
429,98.88888888888889
430,94.73684210526316
431,98.88888888888889
432,50.57142857142857
433,106.875
434,71.53846153846153
435,95.27777777777777
436,98.63636363636364
437,97.5
438,115.33333333333333
439,45.0
440,81.15384615384616
441,89.23076923076923
442,83.33333333333333
443,86.92307692307692
444,97.5
445,71.125
446,82.7
447,57.85
448,106.66666666666667
449,51.666666666666664
450,93.94736842105263
451,86.5
452,99.13333333333334
453,98.15789473684211
454,89.0
455,98.0
456,102.83333333333333
457,97.6923076923077
458,93.33333333333333
459,88.33333333333333
460,82.14285714285714
461,93.57142857142857
462,22.0
463,77.77777777777777
464,106.66666666666667
465,103.33333333333333
466,74.81818181818181
467,81.57142857142857
468,102.1875
469,98.125
470,85.26315789473684
471,87.83333333333333
472,129.375
473,96.0
474,64.76470588235294
475,86.5625
476,103.52941176470588
477,78.25
478,97.0
479,67.05882352941177
480,82.63157894736842
481,71.64285714285714
482,100.625
483,92.5
484,95.75
485,110.625
486,95.41666666666667
487,95.71428571428571
488,91.0
489,98.33333333333333
490,73.75
491,60.63636363636363
492,91.66666666666667
493,96.875
494,94.0909090909091
495,85.47619047619048
496,67.15384615384616
497,90.33333333333333
498,66.52380952380952
499,67.18181818181819
500,85.0
501,93.33333333333333
502,91.25
503,93.0
504,100.45454545454545
505,111.42857142857143
506,97.61904761904762
507,79.625
508,88.18181818181819
509,88.07692307692308
510,90.0
511,81.66666666666667
512,100.55555555555556
513,82.6470588235294
514,133.68421052631578
515,59.25
516,99.11764705882354
517,95.0
518,101.42857142857143
519,95.52631578947368
520,98.15789473684211
521,98.0
522,71.4
523,87.5
524,80.57142857142857
525,65.76190476190476
526,92.8125
527,91.36363636363636
528,45.333333333333336
529,83.0
530,82.3076923076923
531,84.57142857142857
532,91.25
533,55.0
534,95.55555555555556
535,100.78947368421052
536,93.75
537,95.38461538461539
538,86.21428571428571
539,108.88888888888889
540,123.75
541,107.27272727272727
542,96.875
543,90.9090909090909
544,71.5
545,85.0
546,111.47058823529412
547,92.91666666666667
548,78.875
549,116.11111111111111
550,89.77777777777777
551,96.11111111111111
552,92.3529411764706
553,60.0
554,90.35714285714286
555,120.0
556,59.25
557,82.3076923076923
558,97.14285714285714
559,97.27272727272727
560,89.21052631578948
561,91.78571428571429
562,96.42857142857143
563,96.52941176470588
564,15.0
565,48.0
566,88.11111111111111
567,94.11764705882354
568,120.0
569,94.13333333333334
570,93.33333333333333
571,103.21428571428571
572,88.5
573,87.0
574,49.73913043478261
575,92.5
576,109.72222222222223
577,76.3076923076923
578,48.333333333333336
579,81.13333333333334
580,115.45454545454545
581,83.47058823529412
582,99.0625
583,108.21428571428571
584,85.6842105263158
585,89.54545454545455
586,100.0
587,100.0
588,22.0
589,117.25
590,93.21428571428571
591,86.66666666666667
592,90.0
593,95.0
594,105.71428571428571
595,90.68181818181819
596,90.0
597,93.5
598,90.10526315789474
599,100.13333333333334
600,97.0
601,63.73684210526316
602,93.07692307692308
603,89.21052631578948
604,97.22222222222223
605,91.92307692307692
606,93.52173913043478
607,88.46153846153847
608,46.1875
609,102.75
610,85.0
611,51.8
612,88.75
613,97.875
614,108.88888888888889
615,104.28571428571429
616,38.94736842105263
617,72.93333333333334
618,52.666666666666664
619,75.13636363636364
620,92.6923076923077
621,93.72727272727273
622,60.09090909090909
623,90.0
624,96.75
625,94.58333333333333
626,85.0
627,103.0
628,127.27272727272727
629,100.68181818181819
630,94.64285714285714
631,46.26315789473684
632,85.95238095238095
633,59.0625
634,97.22222222222223
635,18.5
636,94.04761904761905
637,70.7
638,91.21428571428571
639,99.52380952380952
640,87.4
641,113.57142857142857
642,85.66666666666667
643,71.3
644,85.88888888888889
645,101.11111111111111
646,91.66666666666667
647,98.92857142857143
648,94.44444444444444
649,91.42105263157895
650,83.88888888888889
651,92.70588235294117
652,40.5625
653,94.63636363636364
654,107.33333333333333
655,112.94117647058823
656,101.94444444444444
657,87.22222222222223
658,86.66666666666667
659,65.0
660,80.0
661,87.5
662,79.83333333333333
663,80.78947368421052
664,92.66666666666667
665,74.31818181818181
666,95.25
667,98.15789473684211
668,82.25
669,91.0
670,94.72222222222223
671,89.70588235294117
672,23.38095238095238
673,96.78571428571429
674,78.41176470588235
675,92.77777777777777
676,88.18181818181819
677,96.78571428571429
678,89.66666666666667
679,94.58333333333333
680,103.18181818181819
681,81.07142857142857
682,85.3125
683,65.27272727272727
684,114.16666666666667
685,90.4375
686,86.06666666666666
687,87.08333333333333
688,98.88888888888889
689,88.63636363636364
690,98.6842105263158
691,77.14285714285714
692,88.94736842105263
693,72.8125
694,87.05882352941177
695,92.5
696,48.75
697,85.3125
698,103.57142857142857
699,73.125
700,83.88888888888889
701,90.55555555555556
702,76.83333333333333
703,53.214285714285715
704,94.70588235294117
705,92.91666666666667
706,88.88888888888889
707,123.0
708,82.82608695652173
709,65.33333333333333
710,108.46153846153847
711,86.25
712,23.916666666666668
713,95.71428571428571
714,97.27272727272727
715,95.0
716,66.5625
717,101.9047619047619
718,97.3529411764706
719,95.0
720,110.5
721,94.75
722,29.473684210526315
723,100.0
724,100.29411764705883
725,58.84615384615385
726,111.5
727,71.92857142857143
728,60.0625
729,87.89473684210526
730,59.95
731,100.8695652173913
732,94.28571428571429
733,87.08333333333333
734,103.18181818181819
735,92.73333333333333
736,101.05263157894737
737,85.45454545454545
738,99.58333333333333
739,94.44444444444444
740,105.33333333333333
741,110.0
742,62.1
743,92.63157894736842
744,64.23809523809524
745,100.0
746,86.73913043478261
747,86.0
748,86.25
749,94.73684210526316
750,50.0
751,88.57894736842105
752,94.58333333333333
753,95.38461538461539
754,92.8076923076923
755,93.33333333333333
756,71.61111111111111
757,87.3076923076923
758,110.0
759,70.35
760,97.5
761,80.15384615384616
762,88.33333333333333
763,35.294117647058826
764,82.85714285714286
765,98.33333333333333
766,113.92857142857143
767,89.375
768,101.25
769,96.875
770,88.15789473684211
771,100.0
772,94.56521739130434
773,95.0
774,90.0
775,93.4090909090909
776,35.04545454545455
777,90.0
778,80.63157894736842
779,101.0
780,93.5
781,109.58333333333333
782,89.38461538461539
783,75.47619047619048
784,71.41666666666667
785,78.65217391304348
786,57.333333333333336
787,70.625
788,78.33333333333333
789,76.83333333333333
790,87.6923076923077
791,82.5
792,54.714285714285715
793,100.0
794,82.1
795,57.214285714285715
796,79.23529411764706
797,95.0
798,116.875
799,92.85714285714286
800,64.9
801,83.23529411764706
802,101.30434782608695
803,81.11111111111111
804,85.46153846153847
805,81.95454545454545
806,88.11111111111111
807,43.125
808,69.75
809,62.06666666666667
810,87.13333333333334
811,79.5
812,55.857142857142854
813,75.33333333333333
814,104.33333333333333
815,90.0
816,69.56521739130434
817,91.10526315789474
818,98.26086956521739
819,103.88888888888889
820,108.63636363636364
821,72.72727272727273
822,89.58333333333333
823,112.25
824,91.66666666666667
825,91.47619047619048
826,81.77777777777777
827,59.54545454545455
828,102.5
829,57.833333333333336
830,102.38095238095238
831,100.3125
832,36.6
833,88.88235294117646
834,95.0
835,93.42105263157895
836,98.42105263157895
837,98.6842105263158
838,86.11111111111111
839,116.94444444444444
840,87.04545454545455
841,34.46153846153846
842,102.22222222222223
843,101.5
844,86.75
845,83.0
846,71.42857142857143
847,63.0625
848,79.05555555555556
849,82.85714285714286
850,80.6923076923077
851,86.2
852,98.0
853,90.8695652173913
854,92.27272727272727
855,118.125
856,135.0
857,98.33333333333333
858,72.77777777777777
859,87.2
860,66.33333333333333
861,100.27777777777777
862,62.2
863,72.53333333333333
864,104.16666666666667
865,96.66666666666667
866,95.71428571428571
867,76.36363636363636
868,92.0
869,72.2
870,96.9047619047619
871,81.15
872,104.44444444444444
873,72.4375
874,94.28571428571429
875,104.66666666666667
876,128.75
877,20.772727272727273
878,90.625
879,99.66666666666667
880,95.95238095238095
881,89.58333333333333
882,93.44444444444444
883,90.0
884,94.0
885,90.0
886,92.17391304347827
887,96.17647058823529
888,94.375
889,106.5
890,68.55555555555556
891,94.70588235294117
892,88.84210526315789
893,87.3076923076923
894,56.15384615384615
895,87.27272727272727
896,104.0909090909091
897,92.66666666666667
898,85.66666666666667
899,67.6470588235294
900,82.47058823529412
901,89.28571428571429
902,86.14285714285714
903,92.42105263157895
904,78.07692307692308
905,92.08333333333333
906,92.5
907,100.3529411764706
908,102.5
909,92.3076923076923
910,67.1875
911,88.84615384615384
912,98.5
913,81.0
914,93.46153846153847
915,88.33333333333333
916,90.35714285714286
917,99.11764705882354
918,106.66666666666667
919,53.611111111111114
920,89.21739130434783
921,101.11111111111111
922,95.625
923,108.23529411764706
924,82.22222222222223
925,90.3125
926,68.78571428571429
927,116.11111111111111
928,76.25
929,74.31818181818181
930,102.5
931,77.7
932,100.9090909090909
933,98.94117647058823
934,90.0
935,70.4
936,35.0
937,94.44444444444444
938,61.3
939,78.3529411764706
940,30.75
941,108.33333333333333
942,94.16666666666667
943,88.75
944,98.21428571428571
945,115.55555555555556
946,93.33333333333333
947,75.0
948,107.0
949,89.0
950,91.81818181818181
951,113.69565217391305
952,80.82608695652173
953,101.81818181818181
954,80.9090909090909
955,89.73333333333333
956,83.75
957,85.0
958,97.5
959,85.41176470588235
960,74.75
961,98.33333333333333
962,88.46153846153847
963,93.57142857142857
964,134.28571428571428
965,142.5
966,92.71428571428571
967,71.42857142857143
968,79.13333333333334
969,103.84615384615384
970,20.0
971,99.64285714285714
972,74.81818181818181
973,72.58823529411765
974,99.21052631578948
975,96.83333333333333
976,53.36363636363637
977,90.83333333333333
978,63.45454545454545
979,55.46153846153846
980,98.94736842105263
981,97.22222222222223
982,94.375
983,103.61538461538461
984,90.27777777777777
985,100.55555555555556
986,99.0
987,85.7
988,80.36842105263158
989,73.73913043478261
990,87.91666666666667
991,96.11111111111111
992,46.111111111111114
993,93.75
994,96.94444444444444
995,100.9090909090909
996,90.35714285714286
997,87.73684210526316
998,90.52631578947368
999,109.0
1000,88.46153846153847
1001,101.30434782608695
1002,97.22222222222223
1003,98.15789473684211
1004,100.5
1005,102.72727272727273
1006,93.0
1007,54.583333333333336
1008,97.72727272727273
1009,39.46153846153846
1010,95.0
1011,98.33333333333333
1012,109.6875
1013,90.33333333333333
1014,98.61111111111111
1015,107.85714285714286
1016,92.8125
1017,98.33333333333333
1018,91.15384615384616
1019,100.83333333333333
1020,85.0
1021,100.71428571428571
1022,95.55555555555556
1023,82.85714285714286
1024,97.85714285714286
1025,84.375
1026,90.0
1027,75.8125
1028,76.1
1029,91.53846153846153
1030,79.95
1031,54.5
1032,90.05882352941177
1033,91.66666666666667
1034,110.0
1035,63.93333333333333
1036,29.0
1037,95.71428571428571
1038,102.5
1039,98.4090909090909
1040,84.0625
1041,104.375
1042,92.5
1043,105.0
1044,86.5625
1045,110.45454545454545
1046,67.0
1047,91.07142857142857
1048,101.11111111111111
1049,76.0
1050,111.78571428571429
1051,107.3529411764706
1052,89.0
1053,101.42857142857143
1054,93.84615384615384
1055,40.86666666666667
1056,90.0
1057,71.3
1058,88.92307692307692
1059,54.714285714285715
1060,96.0
1061,113.75
1062,96.0
1063,83.8
1064,92.6923076923077
1065,83.23076923076923
1066,89.54545454545455
1067,88.63636363636364
1068,91.36363636363636
1069,48.69565217391305
1070,76.04
1071,91.66666666666667
1072,114.05
1073,77.33333333333333
1074,72.14285714285714
1075,93.4375
1076,117.0
1077,90.0
1078,84.14285714285714
1079,86.3157894736842
1080,89.33333333333333
1081,96.25
1082,100.0
1083,104.41176470588235
1084,63.45
1085,91.81818181818181
1086,90.0
1087,89.70588235294117
1088,62.0
1089,85.0
1090,41.1875
1091,84.18181818181819
1092,94.25
1093,96.36363636363636
1094,93.05555555555556
1095,99.0625
1096,100.68181818181819
1097,95.0
1098,81.375
1099,90.71428571428571
1100,88.27272727272727
1101,95.0
1102,95.35714285714286
1103,114.33333333333333
1104,81.23529411764706
1105,108.125
1106,89.33333333333333
1107,65.86363636363636
1108,113.88888888888889
1109,95.0
1110,99.0
1111,94.0
1112,61.666666666666664
1113,77.46153846153847
1114,95.625
1115,69.53846153846153
1116,99.0625
1117,56.53846153846154
1118,74.70588235294117
1119,117.77777777777777
1120,67.8
1121,1.0
1122,98.5
1123,117.66666666666667
1124,99.0
1125,50.78947368421053
1126,70.6842105263158
1127,118.88888888888889
1128,86.25
1129,95.0
1130,108.55
1131,95.625
1132,70.5
1133,69.07692307692308
1134,91.17647058823529
1135,89.41176470588235
1136,50.90909090909091
1137,81.8
1138,117.5
1139,93.5
1140,89.16666666666667
1141,99.81818181818181
1142,90.34782608695652
1143,88.57142857142857
1144,113.0
1145,82.58333333333333
1146,95.0
1147,99.0625
1148,97.5
1149,102.5
1150,113.0
1151,92.3076923076923
1152,112.66666666666667
1153,105.47619047619048
1154,88.4375
1155,102.72727272727273
1156,95.45454545454545
1157,101.36363636363636
1158,111.36363636363636
1159,90.0
1160,104.70588235294117
1161,112.8125
1162,77.04545454545455
1163,90.16666666666667
1164,91.0
1165,74.76190476190476
1166,104.6875
1167,90.0
1168,85.0
1169,50.0
1170,95.0
1171,95.38461538461539
1172,103.0
1173,114.41176470588235
1174,94.66666666666667
1175,93.0
1176,90.58823529411765
1177,109.6875
1178,63.05
1179,91.375
1180,86.30434782608695
1181,95.88235294117646
1182,106.42857142857143
1183,113.5
1184,93.33333333333333
1185,88.0
1186,97.6
1187,70.3076923076923
1188,1.0
1189,105.29411764705883
1190,117.27272727272727
1191,80.8
1192,103.75
1193,90.0
1194,92.5
1195,102.05882352941177
1196,94.73333333333333
1197,64.22222222222223
1198,83.22222222222223
1199,59.1764705882353
1200,65.1875
1201,92.5
1202,92.38095238095238
1203,64.85
1204,108.5
1205,104.21052631578948
1206,53.733333333333334
1207,130.625
1208,85.94444444444444
1209,54.8235294117647
1210,91.66666666666667
1211,96.42857142857143
1212,100.9375
1213,106.83333333333333
1214,87.75
1215,92.77777777777777
1216,101.94444444444444
1217,94.0625
1218,94.44444444444444
1219,64.5
1220,101.5909090909091
1221,109.28571428571429
1222,93.92307692307692
1223,73.2
1224,84.27272727272727
1225,116.66666666666667
1226,78.80952380952381
1227,87.5625
1228,102.08333333333333
1229,88.4375
1230,97.95454545454545
1231,49.5
1232,95.85714285714286
1233,89.0
1234,68.2
1235,91.61538461538461
1236,46.25
1237,105.73333333333333
1238,98.33333333333333
1239,97.36842105263158
1240,94.375
1241,109.61538461538461
1242,106.9375
1243,96.66666666666667
1244,96.66666666666667
1245,67.05882352941177
1246,79.94444444444444
1247,88.75
1248,100.0
1249,43.80952380952381
1250,108.33333333333333
1251,34.416666666666664
1252,93.33333333333333
1253,79.77272727272727
1254,50.84615384615385
1255,108.21428571428571
1256,73.41176470588235
1257,69.72222222222223
1258,94.6875
1259,92.6842105263158
1260,105.73333333333333
1261,96.57894736842105
1262,91.23809523809524
1263,96.5625
1264,111.5
1265,90.0
1266,120.0
1267,88.75
1268,64.77777777777777
1269,91.5625
1270,64.57142857142857
1271,99.77272727272727
1272,100.0
1273,85.6875
1274,89.54545454545455
1275,81.5
1276,102.91666666666667
1277,94.44444444444444
1278,94.16666666666667
1279,98.125
1280,95.38461538461539
1281,108.46153846153847
1282,75.25
1283,80.11111111111111
1284,99.70588235294117
1285,89.75
1286,95.0
1287,88.4375
1288,105.3125
1289,88.88235294117646
1290,90.52631578947368
1291,93.64285714285714
1292,97.1
1293,111.33333333333333
1294,97.5
1295,104.375
1296,116.81818181818181
1297,95.0
1298,90.27777777777777
1299,86.18181818181819
1300,90.0
1301,95.35714285714286
1302,77.16666666666667
1303,99.6923076923077
1304,55.473684210526315
1305,94.0
1306,120.0
1307,51.36363636363637
1308,40.15384615384615
1309,74.0
1310,103.75
1311,97.05882352941177
1312,92.6470588235294
1313,83.29411764705883
1314,120.0
1315,102.8125
1316,69.3125
1317,90.38461538461539
1318,107.33333333333333
1319,93.33333333333333
1320,93.57142857142857
1321,91.75
1322,79.89473684210526
1323,94.52380952380952
1324,70.18181818181819
1325,120.0
1326,110.5
1327,60.416666666666664
1328,73.63157894736842
1329,39.34782608695652
1330,93.04347826086956
1331,113.75
1332,75.1875
1333,92.14285714285714
1334,95.0
1335,101.42857142857143
1336,81.45454545454545
1337,101.84210526315789
1338,100.71428571428571
1339,106.07142857142857
1340,108.66666666666667
1341,93.15789473684211
1342,87.94117647058823
1343,91.86363636363636
1344,97.91666666666667
1345,87.5
1346,113.33333333333333
1347,73.57142857142857
1348,90.43478260869566
1349,93.33333333333333
1350,100.33333333333333
1351,95.71428571428571
1352,90.0
1353,92.72727272727273
1354,114.0625
1355,84.58333333333333
1356,97.85714285714286
1357,95.45454545454545
1358,89.23076923076923
1359,93.23529411764706
1360,69.16666666666667
1361,93.0
1362,86.5
1363,93.18181818181819
1364,113.52941176470588
1365,90.47619047619048
1366,81.66666666666667
1367,91.25
1368,87.94736842105263
1369,87.61111111111111
1370,97.5
1371,95.71428571428571
1372,65.27272727272727
1373,91.66666666666667
1374,59.15384615384615
1375,88.66666666666667
1376,88.23076923076923
1377,87.5
1378,98.61111111111111
1379,105.0
1380,85.21739130434783
1381,118.0
1382,90.52631578947368
1383,92.6086956521739
1384,93.92857142857143
1385,92.10526315789474
1386,75.14285714285714
1387,101.875
1388,77.66666666666667
1389,19.727272727272727
1390,90.0
1391,102.94117647058823
1392,68.5
1393,91.36363636363636
1394,93.07692307692308
1395,102.5
1396,79.2
1397,43.833333333333336
1398,77.28571428571429
1399,104.33333333333333
1400,105.625
1401,90.55555555555556
1402,100.14285714285714
1403,55.208333333333336
1404,72.75
1405,98.86363636363636
1406,74.875
1407,92.63157894736842
1408,88.21428571428571
1409,100.0
1410,81.0
1411,56.625
1412,87.15789473684211
1413,99.16666666666667
1414,105.0
1415,90.0
1416,104.70588235294117
1417,74.38461538461539
1418,71.86666666666666
1419,92.25
1420,67.85714285714286
1421,86.53846153846153
1422,93.88888888888889
1423,98.125
1424,92.77777777777777
1425,103.75
1426,96.66666666666667
1427,95.0
1428,111.5
1429,106.47058823529412
1430,47.8
1431,104.28571428571429
1432,78.375
1433,85.46666666666667
1434,95.83333333333333
1435,79.34782608695652
1436,100.0
1437,100.11111111111111
1438,96.47058823529412
1439,82.0
1440,114.23076923076923
1441,111.76470588235294
1442,112.27272727272727
1443,99.33333333333333
1444,87.76923076923077
1445,89.31818181818181
1446,84.41176470588235
1447,88.66666666666667
1448,86.3125
1449,98.75
1450,111.66666666666667
1451,73.92857142857143
1452,92.91666666666667
1453,69.28571428571429
1454,85.83333333333333
1455,93.4375
1456,99.11764705882354
1457,103.88888888888889
1458,113.0
1459,126.25
1460,108.5
1461,92.0909090909091
1462,91.07142857142857
1463,96.94444444444444
1464,87.77777777777777
1465,111.05263157894737
1466,84.3157894736842
1467,80.66666666666667
1468,91.5
1469,111.66666666666667
1470,96.78571428571429
1471,62.72727272727273
1472,71.35714285714286
1473,80.13333333333334
1474,90.47619047619048
1475,105.625
1476,65.41666666666667
1477,113.0
1478,65.27777777777777
1479,51.5
1480,109.0
1481,59.54545454545455
1482,109.375
1483,94.16666666666667
1484,49.0
1485,72.71428571428571
1486,98.0
1487,76.70588235294117
1488,90.0
1489,82.875
1490,90.9375
1491,92.5
1492,92.0
1493,83.07142857142857
1494,96.0
1495,73.6875
1496,120.27777777777777
1497,88.66666666666667
1498,103.46153846153847
1499,96.25
1500,79.82352941176471
1501,97.89473684210526
1502,97.5
1503,83.81818181818181
1504,82.22222222222223
1505,108.0
1506,66.16666666666667
1507,98.0
1508,94.28571428571429
1509,88.92857142857143
1510,97.6923076923077
1511,93.63636363636364
1512,85.0
1513,49.588235294117645
1514,66.84210526315789
1515,90.0
1516,110.75
1517,91.0
1518,99.11764705882354
1519,96.42857142857143
1520,94.375
1521,109.33333333333333
1522,93.82352941176471
1523,96.25
1524,100.35714285714286
1525,85.0
1526,76.31818181818181
1527,80.76923076923077
1528,85.78947368421052
1529,103.58823529411765
1530,102.17391304347827
1531,110.8695652173913
1532,63.76923076923077
1533,85.9090909090909
1534,98.57142857142857
1535,106.92307692307692
1536,90.41666666666667
1537,81.41666666666667
1538,85.0
1539,51.666666666666664
1540,71.5
1541,101.06666666666666
1542,73.94736842105263
1543,101.42857142857143
1544,87.5
1545,102.38095238095238
1546,85.84210526315789
1547,87.5
1548,75.16666666666667
1549,103.33333333333333
1550,88.8
1551,89.5
1552,100.71428571428571
1553,79.28571428571429
1554,97.85714285714286
1555,100.0
1556,67.15384615384616
1557,95.0
1558,87.94117647058823
1559,99.0
