,p1_defense_survivability,p2_defense_survivability,defense_survivability_diff
78,4821.375000000001,24235.041666666668,-19413.666666666668
79,9565.309584393553,27760.990016051855,-18195.6804316583
80,27383.333333333332,27564.565906842276,-181.23257350894346
81,22338.73882155848,27139.568710335257,-4800.829888776778
82,8284.583333333332,18086.325833333332,-9801.7425
83,25419.66697287261,23884.355604549426,1535.3113683231823
84,3458.6599394763753,33609.28370694519,-30150.623767468816
85,4704.333333333333,25069.940833333334,-20365.607500000002
86,1938.8676844783715,37290.7788453065,-35351.91116082813
87,24934.147907097624,24678.942479389396,255.20542770822794
88,7557.082043343652,11085.528460665711,-3528.4464173220595
89,10391.666666666668,37594.642499999994,-27202.975833333327
90,11275.0,20696.2175,-9421.217499999999
91,7948.5,31647.208333333336,-23698.708333333336
92,29121.75759350682,34428.44232345789,-5306.684729951074
93,1187.5,23616.285406141025,-22428.785406141025
94,6488.999999999999,20643.583333333336,-14154.583333333336
95,25989.43024494143,27551.794071599496,-1562.3638266580638
96,1088.7052341597798,21968.23722316556,-20879.53198900578
97,21653.47444089457,31166.122979468553,-9512.648538573983
98,6915.4158699808795,26369.634626693438,-19454.21875671256
99,6876.030596153056,26278.90331288299,-19402.872716729937
100,11967.625,12099.916666666668,-132.29166666666788
101,3746.25,35353.5,-31607.25
102,21826.875,22836.07083333333,-1009.1958333333314
103,3616.6666666666665,12801.25,-9184.583333333334
104,27506.291666666668,24859.167499999996,2647.124166666672
105,19126.666666666668,16650.291666666668,2476.375
106,6766.666666666667,30070.5125,-23303.845833333333
107,677.5423728813558,19862.125192785796,-19184.58281990444
108,46096.75,36628.30499999999,9468.445000000007
109,36279.666666666664,27975.804999999997,8303.861666666668
110,19843.916666666668,21609.333333333332,-1765.4166666666642
111,24412.5,36445.16666666667,-12032.666666666672
112,9690.666666666666,12762.034999999998,-3071.368333333332
113,38689.42035070773,36122.056803515465,2567.363547192268
114,30985.833333333332,32901.75750000001,-1915.9241666666749
115,4792.333333333333,30274.274999999998,-25481.941666666666
116,29526.249999999996,23556.602499999997,5969.647499999999
117,11829.083333333332,24006.504166666666,-12177.420833333334
118,28460.416666666668,24747.928333333333,3712.4883333333346
119,10292.5,17540.25,-7247.75
120,14024.595558984496,34869.10852133081,-20844.512962346314
121,2855.666666666667,21102.666666666664,-18246.999999999996
122,36392.625,40416.7575,-4024.1324999999997
123,14464.999999999998,16828.25,-2363.250000000002
124,19804.999999999996,28248.44916666667,-8443.449166666673
125,7245.7020082541385,26871.434204179095,-19625.732195924957
126,17390.833333333332,21564.961666666666,-4174.128333333334
127,10826.162429078233,29092.89701142588,-18266.73458234765
128,7561.666666666667,17201.249999999996,-9639.583333333328
129,9512.0,28793.764999999996,-19281.764999999996
130,15286.809079798231,24903.74872990301,-9616.93965010478
131,2570.4166666666665,32610.333333333332,-30039.916666666664
132,6283.333333333334,9906.188333333332,-3622.8549999999977
133,2062.5,10679.333333333334,-8616.833333333334
134,26805.0,27773.75,-968.75
135,9142.777833685552,29213.94921885891,-20071.17138517336
136,32627.26250215234,34514.66637445862,-1887.4038723062768
137,2058.3333333333335,27652.978333333336,-25594.645000000004
138,18655.81311499728,25067.020780912262,-6411.2076659149825
139,16338.374999999998,40362.18666666667,-24023.81166666667
140,13811.25,36982.29666666667,-23171.04666666667
141,18235.25,32116.0,-13880.75
142,4806.249999999999,26665.89,-21859.64
143,21632.833333333332,20539.916666666668,1092.9166666666642
144,5316.93336395886,17380.57136511656,-12063.6380011577
145,11375.0,11728.892499999998,-353.8924999999981
146,12582.5,16245.0,-3662.5
147,628.8333333333333,14464.0,-13835.166666666666
148,23364.249999999996,25691.884166666663,-2327.6341666666667
149,16421.459397341005,19525.786695355568,-3104.327298014563
150,27111.458333333332,28423.249999999996,-1311.7916666666642
151,10475.883071206707,30588.483239271307,-20112.6001680646
152,16991.049479363963,13471.107795366961,3519.9416839970017
153,12205.125,31140.0,-18934.875
154,13992.000000000002,21125.0,-7132.999999999998
155,16641.333333333332,19126.125,-2484.791666666668
156,29161.394046752914,26411.30116580093,2750.092880951983
157,6252.749999999999,36733.666666666664,-30480.916666666664
158,16121.749999999998,19860.5,-3738.750000000002
159,7616.511115326819,16648.276412576626,-9031.765297249807
160,12136.666666666666,28953.704999999998,-16817.03833333333
161,21616.666666666664,32249.333333333332,-10632.666666666668
162,28135.416666666664,29630.999999999996,-1495.5833333333321
163,4500.0,7971.375,-3471.375
164,11188.444664866614,15131.608202105495,-3943.163537238881
165,15990.333333333336,24967.295833333334,-8976.962499999998
166,22533.5,34587.49999999999,-12053.999999999993
167,11376.523233760077,20781.076873795606,-9404.553640035529
168,9770.166666666666,28365.208333333332,-18595.041666666664
169,10709.593799716844,18981.35234297338,-8271.758543256536
170,242.24999999999997,13605.666666666666,-13363.416666666666
171,19747.0,22624.41666666667,-2877.4166666666715
172,23636.25,40084.0125,-16447.762499999997
173,3800.0,7802.708333333334,-4002.708333333334
174,17511.666666666668,15659.333333333338,1852.3333333333303
175,21352.541666666668,31133.5,-9780.958333333332
176,15293.02886455861,23361.151153506147,-8068.1222889475375
177,12421.5,26639.91,-14218.41
178,16268.75,15798.91666666667,469.8333333333303
179,14510.326128053064,19397.212426053233,-4886.886298000169
180,21114.64458488819,32991.35272061529,-11876.708135727098
181,19794.5,12696.75,7097.75
182,22558.558558558558,23891.269932360876,-1332.7113738023181
183,12682.875,32785.71083333333,-20102.83583333333
184,34818.87499999999,17976.66666666667,16842.20833333332
185,14049.589477571428,9322.029893045514,4727.559584525914
186,21571.666666666668,20377.750000000004,1193.9166666666642
187,10620.0,25016.666666666668,-14396.666666666668
188,650.0,21455.99845362559,-20805.99845362559
189,40635.0,35112.087499999994,5522.912500000006
190,16961.829156534663,39467.475744019415,-22505.646587484753
191,8246.875,7066.208333333334,1180.666666666666
192,8458.333333333334,28043.16666666666,-19584.83333333333
193,6875.0,24519.553333333337,-17644.553333333337
194,12805.84701917643,13335.88852937123,-530.0415101948001
195,8666.666666666668,32869.868263551616,-24203.20159688495
196,24117.333333333332,21669.40666666667,2447.9266666666626
197,16649.75,27589.666666666664,-10939.916666666664
198,8265.833333333332,43018.25416490836,-34752.42083157503
199,9914.666666666668,33346.35666666667,-23431.69
200,2477.23642172524,35889.50157256826,-33412.26515084302
201,8462.25614927905,31404.590759141778,-22942.33460986273
202,16907.166666666668,12645.500000000002,4261.666666666666
203,8469.726889595302,26016.441493125796,-17546.714603530494
204,7960.0,22915.095833333333,-14955.095833333333
205,220.0,19383.000000000004,-19163.000000000004
206,8281.083333333334,16167.878333333332,-7886.794999999998
207,10647.666666666666,25415.541666666664,-14767.874999999998
208,14639.75,35295.53999999999,-20655.789999999994
209,3700.1908396946565,33914.82467102908,-30214.63383133442
210,39381.183739170076,34955.570051948904,4425.613687221172
211,25768.75,26838.445833333328,-1069.6958333333278
212,17325.0,32099.891369779525,-14774.891369779525
213,4000.0833333333335,31432.916666666664,-27432.833333333332
214,4233.374999999999,12356.999999999998,-8123.624999999999
215,19603.833333333332,39210.33333333332,-19606.49999999999
216,15679.999999999998,33877.49516666667,-18197.495166666668
217,1451.25,16665.934999999998,-15214.684999999998
218,23574.76053659146,24550.87402454676,-976.1134879552992
219,4891.458333333333,15837.75,-10946.291666666668
220,11583.0,24579.499999999996,-12996.499999999996
221,26690.521628498725,23651.979315532426,3038.5423129662995
222,3404.166666666667,12898.125000000002,-9493.958333333336
223,6607.333333333332,19891.666666666664,-13284.333333333332
224,10125.433529149881,29548.628465415233,-19423.194936265354
225,5915.738558000373,14815.885327224598,-8900.146769224226
226,6078.041666666667,23308.544166666663,-17230.502499999995
227,3615.296367112811,32277.548228758787,-28662.25186164598
228,3088.385269121813,11384.79443295493,-8296.409163833117
229,17197.25,29285.795,-12088.544999999998
230,12705.867709815078,28196.984162812303,-15491.116452997225
231,18186.666666666668,28657.47,-10470.803333333333
232,36423.063735556265,39683.6931720261,-3260.6294364698333
233,10907.291666666666,15028.0,-4120.708333333334
234,14583.333333333334,25357.695,-10774.361666666666
235,14268.846739467474,25932.656123950102,-11663.809384482629
236,18525.499999999996,31307.82,-12782.320000000003
237,19116.666666666664,30205.1075,-11088.440833333334
238,19369.287195606834,37360.9227261317,-17991.635530524865
239,22952.416666666668,27574.291666666664,-4621.874999999996
240,5616.666666666667,25190.833333333332,-19574.166666666664
241,11676.291666666666,17923.708333333332,-6247.416666666666
242,6437.666666666667,46308.89583333333,-39871.229166666664
243,13007.458333333334,33947.37666666667,-20939.918333333335
244,12006.196051642872,38772.21174639187,-26766.015694748996
245,15109.278028838204,29146.708031197264,-14037.43000235906
246,26314.652877676963,32996.49152837816,-6681.8386507011965
247,12967.85,27676.33333333333,-14708.483333333328
248,5346.000000000001,15728.083333333334,-10382.083333333332
249,2836.4583333333335,25888.375,-23051.916666666668
250,26705.811154666117,18713.737438217613,7992.073716448504
251,16477.125,23130.25,-6653.125
252,20447.0,40894.302500000005,-20447.302500000005
253,17573.166666666668,44259.027500000004,-26685.860833333336
254,12351.246977580377,15875.943931830276,-3524.696954249899
255,3545.25,10401.875,-6856.625
256,8602.0,12035.36833333333,-3433.36833333333
257,39250.875,42595.47749999999,-3344.6024999999936
258,4750.0,15918.249999999998,-11168.249999999998
259,10541.666666666668,18552.49333629076,-8010.8266696240935
260,21634.33333333333,32446.4875,-10812.15416666667
261,18200.0,23029.763759232093,-4829.763759232093
262,10842.0,18611.625,-7769.625
263,13816.693290734824,23029.84722200294,-9213.153931268116
264,18008.708333333332,22140.874166666665,-4132.165833333333
265,14282.252651143888,17435.002995441537,-3152.7503442976486
266,2414.583333333333,29172.219,-26757.63566666667
267,11022.083333333334,31728.500000000004,-20706.41666666667
268,16217.250000000002,31583.874166666665,-15366.624166666663
269,1187.5,31100.806565889907,-29913.306565889907
270,3707.291666666666,23595.174166666668,-19887.8825
271,5416.666666666667,29781.151736861968,-24364.4850701953
272,24666.666666666668,27112.195,-2445.528333333332
273,16180.082238691995,31124.812263305565,-14944.73002461357
274,26137.5,24125.333333333336,2012.1666666666642
275,26966.00541746335,28890.22601649652,-1924.2205990331677
276,8628.083333333334,29849.166666666668,-21221.083333333336
277,21386.0,21296.083333333332,89.91666666666788
278,8915.661084402002,10614.036509456213,-1698.3754250542115
279,8549.333333333332,20984.333333333336,-12435.000000000004
280,962.5,16721.92346173792,-15759.423461737919
281,5514.25,10367.5,-4853.25
282,29499.05725824343,28562.890319057544,936.166939185885
283,12100.0,14381.25,-2281.25
284,13502.666666666666,33324.206666666665,-19821.54
285,30569.071314481916,26579.58324904739,3989.488065434525
286,4800.0,24963.25,-20163.25
287,13002.666666666668,23291.666666666664,-10288.999999999996
288,12837.704965026946,26030.78333932821,-13193.078374301263
289,30147.252319240844,25526.024430424295,4621.227888816549
290,22083.0,23561.348333333328,-1478.348333333328
291,22562.5,27221.124999999996,-4658.624999999996
292,3479.7499999999995,18684.0,-15204.25
293,7212.875,27833.25,-20620.375
294,3093.3333333333335,24464.0,-21370.666666666668
295,10668.333333333332,25597.5,-14929.166666666668
296,25657.666666666664,31629.595833333333,-5971.929166666669
297,9138.462401480941,17672.54483111523,-8534.082429634287
298,25610.416666666668,21480.05416666666,4130.362500000007
299,34743.0,16076.999999999998,18666.0
300,19062.5,28702.666666666668,-9640.166666666668
301,30941.666666666664,18465.881666666668,12475.784999999996
302,6266.666666666667,31135.056518820136,-24868.38985215347
303,27021.29166666666,31843.302499999994,-4822.010833333334
304,4160.741265344665,13858.98534945852,-9698.244084113856
305,15031.375108790251,22529.404676804385,-7498.0295680141335
306,13552.874999999998,40120.34,-26567.464999999997
307,16375.916666666668,30102.390000000003,-13726.473333333335
308,32397.791666666664,22357.28,10040.511666666665
309,24666.666666666668,29205.702995618794,-4539.0363289521265
310,8829.275601785235,33869.104327435154,-25039.828725649917
311,15118.75,26563.478333333336,-11444.728333333336
312,10303.935471319597,22065.565121814176,-11761.629650494579
313,13555.499999999998,34209.511666666665,-20654.011666666665
314,2902.303815694744,17384.912369520523,-14482.60855382578
315,15517.881745978062,15276.931156096103,240.95058988195888
316,226.875,31290.44833333333,-31063.57333333333
317,4064.8029818956334,19283.316326086795,-15218.513344191162
318,10922.625000000002,24977.166666666668,-14054.541666666666
319,7333.333333333334,33080.47583333333,-25747.142499999994
320,11151.085239880382,35560.72771573032,-24409.642475849934
321,7318.458333333333,33307.75000000001,-25989.291666666675
322,10754.333333333336,30754.083333333332,-19999.749999999996
323,29462.14786360296,33144.379552275524,-3682.231688672564
324,16242.495219885277,18950.186423124924,-2707.6912032396467
325,0.0,16461.249999999996,-16461.249999999996
326,6600.0,28317.424166666668,-21717.424166666668
327,9306.000000000002,34341.602,-25035.602
328,13173.333333333334,41051.458333333336,-27878.125
329,6256.25,23067.097499999996,-16810.847499999996
330,14844.958333333336,28812.5,-13967.541666666664
331,20745.136377840274,32486.1745248752,-11741.038147034928
332,2685.333333333334,28922.833333333336,-26237.5
333,15225.0,16603.458333333336,-1378.4583333333358
334,9066.666666666666,8692.047492791384,374.6191738752823
335,10859.333333333332,26257.0,-15397.666666666668
336,5858.333333333333,14677.875,-8819.541666666668
337,22849.000000000004,28807.154166666664,-5958.15416666666
338,4112.5,12190.0,-8077.5
339,20536.11311344796,21071.03941625107,-534.9263028031128
340,2778.75,11619.000000000002,-8840.250000000002
341,18503.166666666668,31565.624999999996,-13062.458333333328
342,28389.16666666667,17983.875,10405.291666666672
343,19102.083333333332,25147.8975,-6045.814166666667
344,22269.333333333332,26711.19216666666,-4441.858833333328
345,30653.855827124862,37255.64397191171,-6601.788144786849
346,27615.958333333336,29197.466666666664,-1581.5083333333278
347,3817.5000000000005,19623.666666666664,-15806.166666666664
348,16736.735419630157,31746.060707511573,-15009.325287881416
349,24565.58876263974,33206.51459020165,-8640.92582756191
350,14954.041666666664,21174.375,-6220.333333333336
351,36803.03494359327,33411.51169421316,3391.523249380116
352,9968.416666666666,36772.37249999999,-26803.955833333326
353,12973.333333333334,38618.125,-25644.791666666664
354,15172.333333333334,20564.1075,-5391.774166666664
355,8222.5,15746.124999999998,-7523.624999999998
356,26835.0,32038.0,-5203.0
357,4070.0,6222.583333333334,-2152.583333333334
358,14004.136368188198,35570.7959157926,-21566.659547604402
359,29059.347779902273,34060.87976810034,-5001.531988198069
360,11853.333333333336,15082.6475,-3229.3141666666634
361,12535.375,19298.583333333332,-6763.208333333332
362,18864.32966102839,30665.174034650005,-11800.844373621614
363,6006.666666666667,24947.990833333333,-18941.324166666665
364,1712.6666666666667,7857.0,-6144.333333333333
365,27755.833333333336,22494.78833333333,5261.0450000000055
366,36590.166666666664,13708.791666666666,22881.375
367,11250.0,12788.999999999998,-1538.9999999999982
368,12197.916666666666,37881.25,-25683.333333333336
369,9958.666666666666,42532.63999999999,-32573.973333333328
370,1657.5000000000002,9047.000000000002,-7389.500000000002
371,1592.8792569659443,14844.565647666512,-13251.686390700568
372,12847.474804171032,12367.28819274232,480.18661142871133
373,4099.69040247678,18224.125337814025,-14124.434935337245
374,3225.833333333333,26659.375,-23433.541666666668
375,3705.1666666666665,29197.769999999993,-25492.603333333325
376,5609.21052631579,32410.948568608088,-26801.738042292298
377,6233.333333333334,45089.362499999996,-38856.02916666666
378,6710.0,14509.125,-7799.125
379,2489.372925557136,11477.32994792412,-8987.957022366983
380,11272.666666666666,25199.236333333334,-13926.569666666668
381,6283.75,28312.000000000004,-22028.250000000004
382,16333.333333333334,18837.835,-2504.501666666665
383,21088.639591955158,40930.22803674209,-19841.588444786932
384,21632.666666666664,41017.875,-19385.208333333336
385,3864.5833333333335,18202.25,-14337.666666666666
386,32726.5,44187.19250000001,-11460.692500000012
387,14304.5603510526,23941.09999226672,-9636.539641214122
388,14671.056582898687,35098.62095575899,-20427.564372860303
389,24066.958333333336,11891.75,12175.208333333336
390,15479.333333333334,23771.978333333333,-8292.644999999999
391,8022.903744170481,16684.083385704078,-8661.179641533596
392,28125.67663895152,24568.112340471853,3557.5642984796687
393,35349.5,29093.899166666666,6255.600833333334
394,15805.330969689092,14387.204969030525,1418.1260006585671
395,12791.416666666666,23642.009999999995,-10850.593333333329
396,18000.460899160204,24206.691974365724,-6206.23107520552
397,8296.633126934985,18947.530513530175,-10650.89738659519
398,19849.5,26393.75,-6544.25
399,8354.166666666666,26222.986686987166,-17868.820020320498
400,10637.5,33129.057499999995,-22491.557499999995
401,8115.166666666667,21452.75,-13337.583333333332
402,19373.48298711935,38369.868499088974,-18996.385511969624
403,4464.942788038374,8775.990886522926,-4311.048098484553
404,2549.1891700861165,21874.21572322322,-19325.026553137104
405,21255.0,38532.285,-17277.285000000003
406,7549.141221374046,23994.793037630578,-16445.651816256533
407,3425.0,11815.583333333332,-8390.583333333332
408,38021.84761869855,42908.13720881677,-4886.28959011822
409,11051.041666666666,28165.833333333336,-17114.79166666667
410,216.1341853035144,15590.753407199309,-15374.619221895795
411,18329.166666666664,27442.63583333333,-9113.469166666666
412,14033.916666666668,34030.41833333333,-19996.50166666666
413,13532.620368400547,11205.733441701323,2326.886926699224
414,4950.0,13568.076327975881,-8618.076327975881
415,11818.125,42628.08333333333,-30809.95833333333
416,3503.5,27425.0,-23921.5
417,6491.666666666667,6997.5,-505.83333333333303
418,6816.2709034913505,13112.57935679452,-6296.30845330317
419,11826.875327559206,30763.63982472753,-18936.764497168322
420,14755.263157894737,10167.736812790237,4587.526345104499
421,15752.801347916555,12673.757444347226,3079.043903569329
422,25903.333333333336,23718.083333333336,2185.25
423,26635.5,23167.333333333336,3468.1666666666642
424,16376.139816868877,23449.910952523853,-7073.771135654975
425,19118.75,22779.199999999997,-3660.449999999997
426,7729.833333333334,20097.49916666667,-12367.665833333334
427,17058.333333333336,14414.952500000001,2643.3808333333345
428,12538.017845761635,23532.16038690127,-10994.142541139634
429,9531.5,23996.666666666668,-14465.166666666668
430,11040.0,13670.25,-2630.25
431,8752.625,21099.416666666668,-12346.791666666668
432,39213.62499999999,26562.0,12651.624999999993
433,17227.67979844251,13320.97751602702,3906.70228241549
434,26615.833333333336,22522.866666666665,4092.966666666671
435,22036.0,41789.935,-19753.934999999998
436,2551.0416666666665,15296.375,-12745.333333333334
437,687.1666666666666,10353.833333333332,-9666.666666666666
438,6739.916491865436,23237.48977589645,-16497.573284031016
439,14218.875,12434.250000000002,1784.6249999999982
440,26822.333333333332,45562.2375,-18739.90416666667
441,14053.333333333336,32081.416666666664,-18028.08333333333
442,6800.0,22216.522499999995,-15416.522499999995
443,18333.0,47379.35999999999,-29046.359999999993
444,9227.576335877862,25722.018413727015,-16494.442077849155
445,18936.658602469422,30066.751900904248,-11130.093298434826
446,8337.208333333334,18832.916666666668,-10495.708333333334
447,7948.7908961593175,14108.758452188153,-6159.967556028835
448,17651.666666666664,17353.916666666668,297.74999999999636
449,35113.0,36077.54333333333,-964.5433333333276
450,22997.56491549533,36869.38962108248,-13871.82470558715
451,5016.666666666667,8577.624984240083,-3560.958317573416
452,22062.429132628007,25290.335957382802,-3227.906824754795
453,9021.833333333334,12998.833333333336,-3977.000000000002
454,10333.791666666666,31758.5,-21424.708333333336
455,0.0,10847.083333333334,-10847.083333333334
456,6721.875,29787.999999999996,-23066.124999999996
457,47388.898177001116,31380.316050454818,16008.582126546298
458,21908.833333333332,33093.71,-11184.876666666667
459,12481.024064673382,25347.32074328803,-12866.296678614648
460,29847.708333333332,23772.00083333333,6075.7075
461,22940.0,31181.958333333332,-8241.958333333332
462,16109.166666666664,6760.416666666667,9348.749999999996
463,3115.125,31708.017499999998,-28592.892499999998
464,18465.504978662873,20466.795642431633,-2001.2906637687593
465,6553.916666666666,15191.041666666666,-8637.125
466,12184.250000000002,23468.25,-11283.999999999998
467,18426.0,30315.112499999996,-11889.112499999996
468,16485.333333333336,8004.375,8480.958333333336
469,6064.416666666667,40249.1375,-34184.72083333333
470,3866.666666666667,16574.125000000004,-12707.458333333336
471,14308.333333333332,31905.179999999997,-17596.846666666665
472,6723.666666666667,18080.208333333332,-11356.541666666664
473,4649.151414234399,11738.20508447205,-7089.053670237651
474,18965.166666666664,13711.5,5253.666666666664
475,26802.025973993383,37533.893951816965,-10731.867977823582
476,464.75,14057.125000000002,-13592.375000000002
477,7078.168264110756,27295.16985997317,-20217.001595862414
478,25186.416666666668,28336.166666666668,-3149.75
479,16496.946093330138,15433.092106507738,1063.8539868223997
480,17311.666666666664,25500.042499999996,-8188.375833333332
481,15222.583333333334,15214.416666666666,8.16666666666788
482,3504.6225614927907,26879.339411824963,-23374.716850332174
483,6963.75,22796.25,-15832.5
484,1491.3749999999998,34548.85166666667,-33057.47666666667
485,8787.5,10163.053333333333,-1375.5533333333333
486,25621.499999999996,35156.82749999999,-9535.327499999996
487,28731.833333333336,23645.22666666667,5086.606666666667
488,3424.6077310555193,12482.827048999794,-9058.219317944275
489,31274.000000000004,26302.694166666664,4971.305833333339
490,29050.75,34992.5375,-5941.7874999999985
491,3452.1468926553675,24953.23628800645,-21501.089395351082
492,34865.0,32046.645833333336,2818.3541666666642
493,25189.5,43128.81416666667,-17939.31416666667
494,3041.666666666667,17210.374999999996,-14168.708333333328
495,13177.083333333334,8409.083333333334,4768.0
496,7053.625,14184.885833333334,-7131.260833333334
497,12850.333333333334,40188.0,-27337.666666666664
498,9500.75,27638.666666666668,-18137.916666666668
499,15986.750000000002,14131.25,1855.5000000000018
500,17734.333333333332,23947.430833333336,-6213.0975000000035
501,7926.583333333334,34950.0,-27023.416666666664
502,2666.548127074443,22400.595955956505,-19734.047828882063
503,4873.264872521247,6936.433967864844,-2063.1690953435973
504,1315.125,19324.916666666668,-18009.791666666668
505,15939.833333333332,22500.714166666665,-6560.880833333333
506,15765.958333333332,23711.309999999998,-7945.351666666666
507,8912.75,20978.75,-12066.0
508,25931.499999999996,17060.833333333332,8870.666666666664
509,25999.41666666667,30614.5,-4615.0833333333285
510,28740.187332738624,25072.12548073027,3668.0618520083553
511,27236.186239071918,26589.354789068562,646.8314500033557
512,2446.333333333333,19942.125,-17495.791666666668
513,21637.638279953735,15862.672135430787,5774.9661445229485
514,5252.35,23889.653333333332,-18637.30333333333
515,17699.75,23479.499999999996,-5779.749999999996
516,24637.249999999996,34216.041666666664,-9578.791666666668
517,15771.041666666668,27720.875,-11949.833333333332
518,12045.833333333334,8746.203376610427,3299.629956722907
519,23673.0,25836.416666666668,-2163.416666666668
520,2626.7414860681115,18522.9798471766,-15896.23836110849
521,16975.875,23794.333333333332,-6818.458333333332
522,39411.16666666666,22059.375,17351.791666666657
523,27679.166666666668,30000.5,-2321.333333333332
524,1275.0,7486.959872037638,-6211.959872037638
525,3796.666666666667,33203.0225,-29406.35583333333
526,20207.790095048345,26793.777704157663,-6585.987609109317
527,25347.0,32898.20999999999,-7551.209999999992
528,23792.708333333332,34496.875,-10704.166666666668
529,11629.515828351326,20162.5662549851,-8533.050426633774
530,34017.45734239969,27822.451481143326,6195.005861256366
531,4600.921974606184,36521.21002218239,-31920.288047576207
532,12218.865813997007,30321.538289062824,-18102.672475065818
533,4590.583333333333,18794.291666666664,-14203.708333333332
534,12460.5,13030.5,-570.0
535,34067.25,26544.541666666664,7522.708333333336
536,9987.5,23667.699683625204,-13680.199683625204
537,11420.833333333334,40248.541666666664,-28827.70833333333
538,17725.5,23095.041666666668,-5369.541666666668
539,2047.8568320278503,21418.4299433824,-19370.57311135455
540,23910.499999999996,19401.01,4509.489999999998
541,4325.625,16772.0375,-12446.412499999999
542,8625.0,17156.216666666667,-8531.216666666667
543,8455.855640535372,17307.378985606556,-8851.523345071184
544,0.0,24353.46625511542,-24353.46625511542
545,18962.5,31822.304166666665,-12859.804166666665
546,8250.0,20509.375000000004,-12259.375000000004
547,25833.333333333332,21440.032499999998,4393.300833333335
548,11653.939082694445,15339.044257710173,-3685.1051750157276
549,14995.75,20277.961666666666,-5282.211666666666
550,35916.041666666664,27227.0375,8689.004166666666
551,17635.755877367195,27914.128748788928,-10278.372871421732
