,p2_sum_stats_last
528,3200.0
529,3167.75
530,3105.0
531,3285.0
532,3190.5
533,2645.0
534,2695.0
535,3022.75
536,2730.0
537,3135.0
538,3045.0
539,3190.0
540,3207.75
541,3197.75
542,3230.0
543,3040.5
544,3300.0
545,3272.75
546,3200.0
547,3197.75
548,3020.0
549,3040.5
550,3032.75
551,2590.0
552,3130.0
553,3045.0
554,3190.0
555,3130.5
556,3265.0
557,3275.0
558,2685.0
559,3180.0
560,3285.0
561,3205.0
562,2537.75
563,3287.75
564,3158.75
565,3207.75
566,2990.0
567,2702.75
568,2020.0
569,3137.75
570,3142.75
571,3252.75
572,2705.0
573,3045.0
574,2705.5
575,2525.0
576,3190.0
577,3132.75
578,2627.75
579,3300.0
580,2130.0
581,3052.75
582,2505.0
583,3135.0
584,2730.0
585,3135.0
586,2562.75
587,3207.75
588,3207.75
589,2562.75
590,3177.75
591,3220.5
592,3205.0
593,2585.0
594,3135.0
595,2497.75
596,3073.25
597,3095.0
598,3117.75
599,2820.0
600,2597.75
601,3085.0
602,2705.0
603,3300.0
604,2680.0
605,2945.0
606,3242.75
607,3177.75
608,2625.5
609,3090.0
610,3272.75
611,3210.0
612,3170.5
613,2692.75
614,3175.0
615,3190.0
616,2640.0
617,2690.0
618,3220.0
619,2700.0
620,3145.0
621,3190.0
622,3045.5
623,2645.0
624,3270.0
625,3135.0
626,3067.75
627,2125.0
628,2685.0
629,3322.75
630,3172.75
631,2610.0
632,3252.75
633,2730.0
634,2602.75
635,3082.75
636,2727.75
637,3085.0
638,3290.0
639,2620.0
640,3045.0
641,2605.5
642,3082.75
643,2697.75
644,2695.5
645,2685.0
646,2700.0
647,2687.75
648,3197.75
649,2650.0
650,2685.0
651,3265.0
652,3147.75
653,2617.75
654,2495.0
655,3150.5
656,3132.75
657,3135.0
658,3130.0
659,3140.0
660,3102.75
661,2762.75
662,2575.0
663,3215.0
664,3272.75
665,3157.75
666,3140.0
667,3130.0
668,3297.75
669,3125.0
670,3317.75
671,2750.0
672,3172.75
673,2675.0
674,2765.0
675,3275.0
676,3175.0
677,3307.75
678,3177.75
679,3232.75
680,3290.0
681,2615.0
682,3145.0
683,3135.0
684,3177.75
685,2550.0
686,3095.0
687,3135.0
688,2715.0
689,3212.75
690,2262.75
691,2805.0
692,2685.0
693,3300.0
694,3182.75
695,3090.0
696,2760.0
697,3257.75
698,2552.75
699,2500.0
700,3257.75
701,2617.75
702,2765.0
703,3315.0
704,3142.75
705,3182.75
706,2595.0
707,3165.0
708,2662.75
709,2715.0
710,1715.0
711,3175.5
712,3120.5
713,3032.75
714,2590.0
715,3090.0
716,3140.0
717,3057.75
718,2990.0
719,2997.75
720,3190.0
721,3205.0
722,3187.75
723,2582.75
724,3172.75
725,3297.75
726,3025.0
727,3190.0
728,3225.0
729,2082.75
730,3197.75
731,3140.0
732,3092.75
733,3005.5
734,2662.75
735,3270.0
736,3072.75
737,3190.0
738,3310.0
739,3095.5
740,3060.0
741,2620.0
742,3132.75
743,2727.75
744,3205.5
745,2470.0
746,3057.75
747,3200.0
748,3185.5
749,3345.0
750,2730.5
751,3197.75
752,3182.75
753,2600.0
754,3252.75
755,3197.75
756,3270.0
757,3165.0
758,2542.75
759,3150.0
760,3152.75
761,2635.0
762,3135.0
763,3090.5
764,2117.75
765,3032.75
766,2642.75
767,3077.75
768,2167.75
769,3090.5
770,3140.0
771,2817.75
772,3135.0
773,3135.0
774,2655.0
775,2562.75
776,2655.5
777,2982.75
778,3190.5
779,3095.0
780,3080.0
781,3167.75
782,3270.0
783,3295.0
784,3172.75
785,3188.25
786,3142.75
787,3302.75
788,2695.0
789,3190.0
790,2757.75
791,3087.75
792,3285.0
793,3230.0
794,3270.0
795,2750.0
796,3190.0
797,3185.5
798,3075.0
799,3212.75
800,3240.5
801,2735.0
802,3200.0
803,3115.0
804,3272.75
805,2805.0
806,3302.75
807,3190.0
808,3165.0
809,2640.0
810,2642.75
811,3270.0
812,3185.0
813,3205.0
814,2650.0
815,3135.0
816,3213.25
817,3025.0
818,3142.75
819,2500.0
820,3032.75
821,3102.75
822,3045.0
823,3115.0
824,3141.0
825,2722.75
826,3125.0
827,3140.0
828,3085.0
829,2700.0
830,2670.0
831,2685.0
832,3197.75
833,3077.75
834,3212.75
835,3145.5
836,2997.75
837,3135.5
838,2530.0
839,2555.0
840,3107.75
841,3182.75
842,3210.0
843,3175.0
844,3165.0
845,3130.0
846,2597.75
847,3165.0
848,2670.0
849,3127.75
850,3222.75
851,3045.0
852,3035.0
853,3172.75
854,3030.5
855,3190.0
856,2560.0
857,3132.75
858,3300.0
859,2820.0
860,3150.0
861,2190.0
862,2680.0
863,2682.75
864,2605.5
865,3095.0
866,3135.0
867,3197.75
868,3172.75
869,3225.0
870,3200.5
871,3097.75
872,3175.0
873,3145.0
874,3105.0
875,3175.0
876,2925.0
877,3205.5
878,3150.0
879,3032.75
880,3112.75
881,3072.75
882,3035.0
883,3237.75
884,2640.0
885,2130.0
886,3105.0
887,3145.0
888,3282.75
889,2935.0
890,3190.0
891,3085.0
892,3135.0
893,3247.75
894,2525.0
895,3153.25
896,3210.0
897,3190.0
898,3130.5
899,3182.75
900,2670.0
901,3177.75
902,3147.75
903,3045.0
904,3315.0
905,2460.0
906,2122.75
907,2720.0
908,2730.0
909,3165.0
910,3315.0
911,2810.0
912,3140.0
913,3292.75
914,3177.75
915,3095.0
916,3217.75
917,2565.0
918,2747.75
919,3310.5
920,2510.0
921,3190.0
922,3152.75
923,3025.0
924,2752.75
925,3075.0
926,3248.25
927,2630.0
928,2622.75
929,3172.75
930,3235.0
931,3270.0
932,3147.75
933,2175.0
934,3032.75
935,3190.0
936,3196.0
937,3042.75
938,3165.0
939,3275.0
940,3130.5
941,3015.0
942,3190.0
943,3197.75
944,3167.75
945,2655.0
946,3175.0
947,3190.0
948,2497.75
949,2575.0
950,3085.5
951,3177.75
952,2115.0
953,2160.0
954,3242.75
955,3190.0
956,2725.0
957,3197.75
958,3070.0
959,3105.0
960,3265.0
961,2650.0
962,2615.0
963,2555.0
964,3205.0
965,2135.0
966,2997.75
967,3185.0
968,3195.0
969,2720.0
970,3265.5
971,3112.75
972,3177.75
973,3140.0
974,3135.0
975,3090.0
976,3130.0
977,2717.75
978,2582.75
979,3120.0
980,3182.75
981,2997.75
982,3085.5
983,3090.0
984,3090.5
985,3092.75
986,2622.75
987,3205.0
988,3217.75
989,2690.0
990,3045.0
991,3145.0
992,3200.0
993,2592.75
994,3207.75
995,3205.0
996,2125.0
997,3117.75
998,2612.75
999,2677.75
1000,3090.0
1001,2522.75
1002,2685.0
1003,3032.75
1004,2175.0
1005,3085.0
1006,3135.0
1007,3197.75
1008,2617.75
1009,2690.0
1010,3137.75
1011,2615.0
1012,2597.75
1013,3165.5
1014,2550.0
1015,3252.75
1016,3145.0
1017,3270.0
1018,3097.75
1019,3155.5
1020,3207.75
1021,3107.75
1022,3012.75
1023,3165.0
1024,2500.0
1025,2775.0
1026,3190.0
1027,3205.0
1028,3190.0
1029,3165.0
1030,3182.75
1031,3212.75
1032,3200.0
1033,3135.0
1034,3085.0
1035,3132.75
1036,3197.75
1037,2122.75
1038,3112.75
1039,3122.75
1040,3217.75
1041,2595.0
1042,3202.75
1043,1605.0
1044,3185.5
1045,2150.0
1046,2175.0
1047,3200.0
1048,3225.0
1049,2730.0
1050,3290.0
1051,2780.0
1052,2205.0
1053,2545.0
1054,2997.75
1055,2705.0
1056,3032.75
1057,3295.0
1058,3175.5
1059,2230.0
1060,3165.0
1061,2617.75
1062,2700.0
1063,2505.0
1064,3032.75
1065,2550.0
1066,3137.75
1067,3190.0
1068,3240.0
1069,3185.5
1070,3202.75
1071,2790.0
1072,3175.5
1073,3220.0
1074,2617.75
1075,2627.75
1076,2682.75
1077,2617.75
1078,3182.75
1079,3147.75
1080,3135.0
1081,3165.0
1082,3215.0
1083,3257.75
1084,3115.0
1085,3177.75
1086,2575.0
1087,3270.0
1088,3190.5
1089,3077.75
1090,3145.0
1091,3190.0
1092,2660.0
1093,3135.0
1094,2515.0
1095,3132.75
1096,2615.5
1097,2667.75
1098,3260.0
1099,2470.0
1100,2662.75
1101,2585.0
1102,2610.0
1103,2585.0
1104,2635.0
1105,3197.75
1106,2532.75
1107,3172.75
1108,2010.0
1109,2120.0
1110,3200.0
1111,3045.0
1112,3182.75
1113,3190.0
1114,2485.0
1115,2620.0
1116,3135.0
1117,3140.0
1118,3185.0
1119,2670.0
1120,2560.0
1121,3202.75
1122,3137.75
1123,3212.75
1124,2055.0
1125,3122.75
1126,2775.0
1127,3135.0
1128,2025.0
1129,2550.0
1130,2580.0
1131,3175.0
1132,3215.0
1133,2695.0
1134,3165.0
1135,3155.0
1136,2595.0
1137,2565.0
1138,2540.0
1139,3092.75
1140,2100.0
1141,2670.0
1142,3277.75
1143,3132.75
1144,3307.75
1145,3230.0
1146,2975.5
1147,2625.0
1148,2705.0
1149,3265.0
1150,2592.75
1151,3177.75
1152,3200.0
1153,3172.75
1154,2555.0
1155,3165.5
1156,2700.5
1157,3200.0
1158,3190.0
1159,3330.0
1160,2615.0
1161,2650.0
1162,3315.0
1163,3052.75
1164,3177.75
1165,3087.75
1166,3215.5
1167,2670.0
1168,3122.75
1169,2697.75
1170,3215.0
1171,3045.0
1172,3030.5
1173,3197.75
1174,3215.0
1175,2712.75
1176,3130.0
1177,2105.0
1178,2640.0
1179,2997.75
1180,2650.5
1181,2570.0
1182,2637.75
1183,3085.0
1184,3197.75
1185,3205.0
1186,3177.75
1187,3135.0
1188,3097.75
1189,3152.75
1190,2605.5
1191,3080.0
1192,3052.75
1193,3185.5
1194,2447.75
1195,3005.0
1196,2680.0
1197,3165.0
1198,2630.0
1199,3290.0
1200,3230.0
1201,3142.75
1202,2115.0
1203,2670.5
1204,3177.75
1205,2100.0
1206,3197.75
1207,2585.0
1208,3215.5
1209,3270.0
1210,3265.0
1211,3240.0
1212,3305.0
1213,3095.5
1214,2147.75
1215,3192.75
1216,3117.75
1217,3185.5
1218,3220.0
1219,3270.0
1220,2557.75
1221,2577.75
1222,3155.0
1223,2447.75
1224,2720.0
1225,3247.75
1226,3175.0
1227,2072.75
1228,3177.75
1229,1940.0
1230,3152.75
1231,3277.75
1232,3267.75
1233,3282.75
1234,3225.0
1235,3165.0
1236,3287.75
1237,2735.0
1238,2695.0
1239,2650.0
1240,3090.5
1241,3162.75
1242,2505.0
1243,2575.0
1244,3190.0
1245,1995.0
1246,3207.75
1247,3135.0
1248,3190.0
1249,3052.75
1250,3067.75
1251,3242.75
1252,2907.75
1253,3300.0
1254,3195.0
1255,3200.0
1256,3177.75
1257,3150.0
1258,3095.0
1259,3082.75
1260,2712.75
1261,3110.0
1262,3140.0
1263,3205.0
1264,3250.0
1265,3255.0
1266,3175.5
1267,2540.0
1268,3190.0
1269,3165.0
1270,2662.75
1271,3157.75
1272,1960.0
1273,2987.75
1274,3177.75
1275,2750.0
1276,3077.75
1277,3085.0
1278,3270.0
1279,3305.0
1280,2615.5
1281,2560.0
1282,3045.0
1283,2695.0
1284,3140.0
1285,2607.75
1286,3092.75
1287,3310.0
1288,2552.75
1289,3103.25
1290,3215.5
1291,2740.0
1292,2055.0
1293,2070.0
1294,3177.75
1295,3170.5
1296,2632.75
1297,3100.0
1298,3277.75
1299,3170.5
1300,3147.75
1301,2647.75
1302,3172.75
1303,3095.0
1304,3142.75
1305,2080.0
1306,3133.75
1307,3080.5
1308,2612.75
1309,2525.0
1310,3177.75
1311,3140.0
1312,2635.0
1313,3140.0
1314,3032.75
1315,3082.75
1316,3197.75
1317,3177.75
1318,3177.75
1319,3077.75
1320,3077.75
1321,3265.0
1322,2670.0
1323,3182.75
1324,3095.0
1325,3067.75
1326,2505.0
1327,2677.75
1328,2637.75
1329,2695.5
1330,2682.75
1331,2610.0
1332,3197.75
1333,3167.75
1334,3227.75
1335,2990.0
1336,3197.75
1337,3110.0
1338,3160.0
1339,3150.0
1340,2067.75
1341,3275.0
1342,3272.75
1343,2730.0
1344,3177.75
1345,2677.75
1346,2635.0
1347,3220.0
1348,3250.0
1349,3190.0
1350,3080.0
1351,2625.5
1352,3222.75
1353,3020.0
1354,2110.0
1355,2737.75
1356,3195.0
1357,3205.0
1358,3190.0
1359,3300.0
1360,3262.75
1361,3062.75
1362,3177.75
1363,2670.0
1364,2650.0
1365,2683.25
1366,3350.0
1367,3200.0
1368,3140.0
1369,2075.0
1370,2692.75
1371,3365.0
1372,3205.0
1373,3117.75
1374,3190.5
1375,3195.0
1376,3142.75
1377,3197.75
1378,2650.0
1379,3185.5
1380,2115.0
1381,2755.0
1382,3017.75
1383,3150.0
1384,3165.0
1385,3190.5
1386,3305.0
1387,2655.0
1388,3132.75
1389,3170.5
1390,3065.0
1391,3265.0
1392,3020.0
1393,3177.75
1394,3025.0
1395,2615.0
1396,2235.0
1397,3085.0
1398,3272.75
1399,3125.0
1400,2627.75
1401,3190.0
1402,3135.0
1403,2172.75
1404,3045.0
1405,2505.5
1406,3190.0
1407,3090.0
1408,3077.75
1409,3085.5
1410,2595.0
1411,2560.0
1412,3182.75
1413,3070.0
1414,2555.0
1415,2695.0
1416,3305.5
1417,3185.0
1418,2567.75
1419,2575.0
1420,3170.5
1421,3200.0
1422,3165.0
1423,3077.75
1424,2607.75
1425,2505.0
1426,3130.0
1427,2515.0
1428,2677.75
1429,3285.0
1430,3200.0
1431,3190.0
1432,3175.0
1433,2550.0
1434,2535.0
1435,2795.0
1436,2555.0
1437,2705.0
1438,2510.0
1439,2530.0
1440,2797.75
1441,3285.0
1442,3270.0
1443,3052.75
1444,2590.0
1445,2625.0
1446,3212.75
1447,2662.75
1448,3200.0
1449,3095.0
1450,2505.5
1451,3220.0
1452,3085.0
1453,3080.0
1454,2587.75
1455,3032.75
1456,3385.0
1457,3057.75
1458,3135.0
1459,3105.0
1460,3205.0
1461,3205.0
1462,2615.0
1463,2670.0
1464,3220.0
1465,3267.75
1466,3265.0
1467,3122.75
1468,3177.75
1469,2537.75
1470,3107.75
1471,3172.75
1472,3135.0
1473,3182.75
1474,3137.75
1475,3290.0
1476,3111.0
1477,3197.75
1478,3185.0
1479,3130.0
1480,2880.0
1481,3075.0
1482,3165.0
1483,3270.0
1484,2775.0
1485,3195.0
1486,2172.75
1487,3200.0
1488,2105.0
1489,3192.75
1490,3257.75
1491,3182.75
1492,3052.75
1493,2585.0
1494,3042.75
1495,2647.75
1496,3300.0
1497,3190.0
1498,2655.0
1499,2010.0
1500,3190.0
1501,3247.75
1502,3085.5
1503,2490.0
1504,3095.0
1505,2617.75
1506,2582.75
1507,2590.0
1508,3250.0
1509,2692.75
1510,2770.0
1511,3165.0
1512,3205.5
1513,3230.5
1514,3277.75
1515,2652.75
1516,2210.0
1517,3155.0
1518,3165.0
1519,2592.75
1520,3085.0
1521,3150.0
1522,3280.0
1523,3142.75
1524,2737.75
1525,3140.0
1526,2820.0
1527,2725.0
1528,3190.0
1529,3270.0
1530,3202.75
1531,3325.0
1532,2652.75
1533,3135.5
1534,3182.75
1535,2600.0
1536,3205.5
1537,3155.0
1538,3197.75
1539,2655.0
1540,3205.0
1541,3052.75
1542,2752.75
1543,3112.75
1544,3090.0
1545,3202.75
1546,2625.5
1547,2642.75
1548,2670.0
1549,2550.0
1550,3190.5
1551,3162.75
1552,3242.75
1553,2990.0
1554,3265.0
1555,3265.0
1556,2680.0
1557,3205.5
1558,2705.0
1559,3210.0
1560,3035.0
1561,3152.75
1562,3070.0
1563,3082.75
1564,2655.0
1565,3212.75
1566,3307.75
1567,3020.0
1568,3092.75
1569,2605.5
1570,3215.0
1571,2745.0
1572,3177.75
1573,3190.0
1574,3232.75
1575,1975.0
1576,3077.75
1577,3200.0
1578,2780.0
1579,3085.5
1580,3182.75
1581,3160.5
1582,3272.75
1583,3292.75
1584,3182.75
1585,3172.75
1586,3277.75
1587,3100.0
1588,2655.0
1589,3200.0
1590,2770.0
1591,3130.5
1592,3190.0
1593,3200.0
1594,2260.0
1595,3197.75
1596,3165.0
1597,3140.0
1598,2710.0
1599,2630.0
1600,3080.0
1601,2982.75
1602,3257.75
1603,3272.75
1604,3142.75
1605,3110.5
1606,2167.75
1607,3187.75
1608,3275.0
1609,3182.75
1610,3117.75
1611,3197.75
1612,3197.75
1613,2455.0
1614,3145.0
1615,2990.0
1616,3165.0
1617,3200.0
1618,3162.75
1619,3222.75
1620,3077.75
1621,2687.75
1622,3125.0
1623,2595.0
1624,3212.75
1625,3060.0
1626,2525.0
1627,2632.75
1628,3292.75
1629,3135.0
1630,3147.75
1631,3215.0
1632,3025.0
1633,3250.0
1634,3187.75
1635,3197.75
1636,2582.75
1637,3142.75
1638,2660.0
1639,3270.0
1640,2690.5
1641,3200.0
1642,3125.0
1643,3125.0
1644,3210.0
1645,2790.0
1646,3182.75
1647,2990.0
1648,3095.0
1649,3145.0
1650,3190.0
1651,2650.0
1652,3092.75
1653,3217.75
1654,2135.0
1655,2670.0
1656,2805.0
1657,3220.0
1658,3147.75
1659,3225.0
1660,2685.0
1661,3032.75
1662,3125.0
1663,3237.75
1664,2657.75
1665,3072.75
1666,3185.5
1667,3147.75
1668,1890.0
1669,3110.0
1670,2702.75
1671,2775.0
1672,3212.75
1673,3185.0
1674,2735.0
1675,3077.75
1676,3167.75
1677,2615.5
1678,3100.0
1679,2997.75
1680,3130.0
1681,3150.0
1682,3212.75
1683,2090.0
1684,3090.0
1685,2610.0
1686,3142.75
1687,2595.0
1688,2630.0
1689,3220.0
1690,3267.75
1691,3200.0
1692,3112.75
1693,2627.75
1694,3177.75
1695,2045.0
1696,3135.0
1697,2705.0
1698,3045.0
1699,3170.0
1700,2545.0
1701,3310.0
1702,3090.0
1703,3272.75
1704,3185.5
1705,2620.0
1706,3147.75
1707,3077.75
1708,3135.0
1709,2505.0
1710,3270.0
1711,3190.0
1712,3135.0
1713,2630.0
1714,3165.0
1715,3212.75
1716,3265.0
1717,3225.5
1718,2602.75
1719,3178.25
1720,2670.0
1721,3135.0
1722,3150.0
1723,2600.0
1724,3117.75
1725,3305.0
1726,3190.5
1727,3273.25
1728,3077.75
1729,3182.75
1730,3045.0
1731,2562.75
1732,3257.75
1733,2982.75
1734,3190.0
1735,3090.0
1736,3270.0
1737,3147.75
1738,2990.0
1739,3265.0
1740,3120.0
1741,3175.0
1742,2617.75
1743,3162.75
1744,3182.75
1745,2130.0
1746,2515.0
1747,3310.5
1748,3220.0
1749,3160.0
1750,2680.0
1751,2602.75
1752,2645.0
1753,3175.0
1754,3178.75
1755,2600.0
1756,2615.0
1757,3132.75
1758,2640.5
1759,3162.75
1760,3260.0
1761,3177.75
1762,2545.0
1763,3200.0
1764,3190.5
1765,3090.0
1766,3250.0
1767,3355.5
1768,3167.75
1769,3307.75
1770,3162.75
1771,3190.5
1772,2642.75
1773,3157.75
1774,3285.0
1775,3157.75
1776,3135.0
1777,2597.75
1778,3120.0
1779,2662.75
1780,3190.0
1781,3055.0
1782,3142.75
1783,3135.0
1784,3125.0
1785,3197.75
1786,3052.75
1787,2740.0
1788,3092.75
1789,3197.75
1790,3285.0
1791,3200.5
1792,3190.0
1793,2630.0
1794,2587.75
1795,3260.0
1796,2620.0
1797,3345.0
1798,2555.0
1799,3137.75
1800,3140.0
1801,3092.75
1802,2702.75
1803,3090.5
1804,2567.75
1805,2600.0
1806,3025.0
1807,3255.0
1808,3150.0
1809,3077.75
1810,2555.0
1811,2585.0
1812,3155.0
1813,2557.75
1814,2602.75
1815,3270.0
1816,2097.75
1817,3255.0
1818,2677.75
1819,3177.75
1820,3197.75
1821,3215.5
1822,3195.0
1823,3202.75
1824,3190.0
1825,3147.75
1826,3125.0
1827,3270.0
1828,3102.75
1829,2597.75
1830,2647.75
1831,3022.75
1832,3125.5
1833,3117.75
1834,3112.75
1835,3245.0
1836,2655.0
1837,3027.75
1838,3190.0
1839,3217.75
1840,3177.75
1841,3090.0
1842,3150.0
1843,3008.25
1844,3050.0
1845,3197.75
1846,3173.25
1847,3272.75
1848,2530.0
1849,3190.5
1850,3100.0
1851,3277.75
1852,3125.0
1853,3145.5
1854,2657.75
1855,2410.0
1856,3285.0
1857,2160.0
1858,3092.75
1859,3212.75
1860,3125.0
1861,3020.0
1862,3007.75
1863,3045.0
1864,3095.5
1865,3120.0
1866,2730.0
1867,3165.0
1868,3120.0
1869,3215.5
1870,3235.0
1871,2647.75
