,p1_spd_trend,p2_spd_trend,spd_trend_diff
406,-50.0,-15.833333333333343,-34.16666666666666
407,-18.33333333333333,0.0,-18.33333333333333
408,0.0,0.0,0.0
409,-17.5,0.0,-17.5
410,-70.83333333333333,0.0,-70.83333333333333
411,-31.66666666666667,-22.5,-9.166666666666671
412,0.0,0.0,0.0
413,-43.333333333333336,0.0,-43.333333333333336
414,-71.66666666666667,-30.0,-41.66666666666667
415,-20.0,0.0,-20.0
416,-36.66666666666667,0.0,-36.66666666666667
417,-44.99999999999999,-25.0,-19.999999999999993
418,-13.333333333333343,-10.833333333333329,-2.500000000000014
419,-10.833333333333329,0.0,-10.833333333333329
420,-36.66666666666667,-38.33333333333333,1.6666666666666572
421,-32.5,0.0,-32.5
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,-10.833333333333329,0.0,-10.833333333333329
426,0.0,0.0,0.0
427,-43.333333333333336,-38.33333333333334,-4.999999999999993
428,-39.16666666666667,0.0,-39.16666666666667
429,-38.33333333333333,-17.5,-20.83333333333333
430,-44.166666666666664,-10.833333333333343,-33.33333333333332
431,-27.5,-14.166666666666671,-13.333333333333329
432,0.0,0.0,0.0
433,-43.33333333333333,-17.5,-25.83333333333333
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,-69.16666666666667,0.0,-69.16666666666667
437,-65.0,-10.833333333333329,-54.16666666666667
438,-28.33333333333333,-20.833333333333336,-7.499999999999993
439,-42.5,0.0,-42.5
440,-21.66666666666667,0.0,-21.66666666666667
441,-17.5,0.0,-17.5
442,-48.33333333333333,0.0,-48.33333333333333
443,-10.833333333333329,0.0,-10.833333333333329
444,-28.33333333333333,0.0,-28.33333333333333
445,-10.833333333333343,0.0,-10.833333333333343
446,-28.33333333333333,-20.833333333333343,-7.499999999999986
447,-54.16666666666667,-17.5,-36.66666666666667
448,-20.833333333333343,0.0,-20.833333333333343
449,0.0,0.0,0.0
450,-16.66666666666667,0.0,-16.66666666666667
451,-44.166666666666664,0.0,-44.166666666666664
452,-22.5,-21.666666666666657,-0.8333333333333428
453,-22.5,0.0,-22.5
454,-53.33333333333333,0.0,-53.33333333333333
455,-106.66666666666666,-17.5,-89.16666666666666
456,-52.5,0.0,-52.5
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,-31.66666666666667,0.0,-31.66666666666667
460,0.0,0.0,0.0
461,-10.833333333333343,0.0,-10.833333333333343
462,-42.50000000000001,-43.333333333333336,0.8333333333333286
463,-32.50000000000001,0.0,-32.50000000000001
464,-15.833333333333329,0.0,-15.833333333333329
465,-28.333333333333343,0.0,-28.333333333333343
466,-31.66666666666667,0.0,-31.66666666666667
467,-20.83333333333333,0.0,-20.83333333333333
468,-33.33333333333333,-31.66666666666667,-1.6666666666666572
469,-38.33333333333333,0.0,-38.33333333333333
470,-49.166666666666664,-15.833333333333329,-33.333333333333336
471,-18.33333333333333,0.0,-18.33333333333333
472,-35.0,0.0,-35.0
473,-32.49999999999999,-20.833333333333343,-11.66666666666665
474,-20.0,-11.666666666666671,-8.333333333333329
475,0.0,0.0,0.0
476,-70.83333333333334,-20.833333333333343,-50.0
477,-28.33333333333333,0.0,-28.33333333333333
478,-22.5,-20.83333333333333,-1.6666666666666714
479,-10.833333333333343,-10.833333333333329,-1.4210854715202004e-14
480,-10.833333333333343,0.0,-10.833333333333343
481,-10.833333333333329,-11.666666666666671,0.8333333333333428
482,-50.833333333333336,0.0,-50.833333333333336
483,-41.666666666666664,0.0,-41.666666666666664
484,-60.83333333333333,0.0,-60.83333333333333
485,-43.33333333333333,-20.83333333333333,-22.5
486,-10.833333333333343,0.0,-10.833333333333343
487,-20.83333333333333,0.0,-20.83333333333333
488,-65.83333333333333,-20.833333333333343,-44.999999999999986
489,0.0,0.0,0.0
490,-16.66666666666667,0.0,-16.66666666666667
491,-68.33333333333333,0.0,-68.33333333333333
492,-16.66666666666667,0.0,-16.66666666666667
493,-20.83333333333333,0.0,-20.83333333333333
494,-55.83333333333333,-10.833333333333329,-45.0
495,-31.666666666666664,-25.83333333333333,-5.833333333333336
496,-38.333333333333336,-10.833333333333329,-27.500000000000007
497,0.0,0.0,0.0
498,-39.166666666666664,0.0,-39.166666666666664
499,-9.166666666666657,-13.333333333333329,4.166666666666671
500,-40.0,0.0,-40.0
501,-17.5,0.0,-17.5
502,-53.33333333333333,0.0,-53.33333333333333
503,-56.66666666666667,-36.666666666666664,-20.000000000000007
504,-65.0,-16.66666666666667,-48.33333333333333
505,-16.66666666666667,0.0,-16.66666666666667
506,-10.833333333333329,0.0,-10.833333333333329
507,-64.16666666666667,-20.83333333333333,-43.33333333333334
508,-20.83333333333333,-16.66666666666667,-4.166666666666657
509,-17.5,0.0,-17.5
510,-22.5,0.0,-22.5
511,-20.833333333333343,-20.833333333333343,0.0
512,-39.99999999999999,-10.833333333333343,-29.16666666666665
513,-20.83333333333333,-22.5,1.6666666666666714
514,-21.66666666666667,0.0,-21.66666666666667
515,-20.833333333333343,0.0,-20.833333333333343
516,-16.66666666666667,0.0,-16.66666666666667
517,-17.5,0.0,-17.5
518,-47.50000000000001,-38.333333333333336,-9.166666666666671
519,-10.833333333333329,0.0,-10.833333333333329
520,-49.99999999999999,-11.666666666666671,-38.33333333333332
521,-9.166666666666657,0.0,-9.166666666666657
522,-22.5,-20.83333333333333,-1.6666666666666714
523,-22.499999999999993,0.0,-22.499999999999993
524,-77.5,-50.00000000000001,-27.499999999999993
525,-49.16666666666667,0.0,-49.16666666666667
526,0.0,0.0,0.0
527,-10.833333333333343,0.0,-10.833333333333343
528,0.0,0.0,0.0
529,-28.33333333333333,0.0,-28.33333333333333
530,0.0,0.0,0.0
531,-33.33333333333334,0.0,-33.33333333333334
532,0.0,0.0,0.0
533,-28.33333333333333,-10.833333333333329,-17.5
534,-14.166666666666657,-10.833333333333329,-3.3333333333333286
535,0.0,0.0,0.0
536,-55.83333333333333,-22.5,-33.33333333333333
537,-30.000000000000007,0.0,-30.000000000000007
538,-20.0,0.0,-20.0
539,-60.0,0.0,-60.0
540,0.0,0.0,0.0
541,-22.5,0.0,-22.5
542,-39.166666666666664,0.0,-39.166666666666664
543,-39.166666666666664,0.0,-39.166666666666664
544,-65.0,0.0,-65.0
545,-10.833333333333329,0.0,-10.833333333333329
546,-49.16666666666667,0.0,-49.16666666666667
547,-16.66666666666667,0.0,-16.66666666666667
548,-20.83333333333333,0.0,-20.83333333333333
549,-26.666666666666657,0.0,-26.666666666666657
550,0.0,0.0,0.0
551,-31.66666666666667,-16.66666666666667,-15.0
552,-68.33333333333334,0.0,-68.33333333333334
553,-49.166666666666664,0.0,-49.166666666666664
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,-50.833333333333336,0.0,-50.833333333333336
557,0.0,0.0,0.0
558,-43.333333333333336,-20.83333333333333,-22.500000000000007
559,-42.5,0.0,-42.5
560,-26.66666666666667,0.0,-26.66666666666667
561,-22.5,0.0,-22.5
562,-21.666666666666657,-10.833333333333343,-10.833333333333314
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,-43.333333333333336,0.0,-43.333333333333336
566,0.0,0.0,0.0
567,-58.333333333333336,-10.833333333333329,-47.50000000000001
568,-40.83333333333333,-38.33333333333333,-2.5
569,-16.666666666666657,0.0,-16.666666666666657
570,0.0,0.0,0.0
571,-50.833333333333336,0.0,-50.833333333333336
572,-41.66666666666667,-20.833333333333343,-20.83333333333333
573,-36.66666666666667,0.0,-36.66666666666667
574,-38.333333333333336,-17.5,-20.833333333333336
575,-48.33333333333333,-10.833333333333329,-37.5
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,-10.833333333333329,-20.833333333333343,10.000000000000014
579,-37.50000000000001,0.0,-37.50000000000001
580,-54.166666666666664,-31.66666666666667,-22.499999999999993
581,-28.33333333333333,0.0,-28.33333333333333
582,-34.16666666666667,-10.833333333333329,-23.333333333333343
583,-36.666666666666664,0.0,-36.666666666666664
584,-22.5,-21.666666666666657,-0.8333333333333428
585,-10.833333333333329,0.0,-10.833333333333329
586,-22.5,-20.83333333333333,-1.6666666666666714
587,0.0,0.0,0.0
588,-11.666666666666671,0.0,-11.666666666666671
589,-22.5,-20.83333333333333,-1.6666666666666714
590,0.0,0.0,0.0
591,-70.0,0.0,-70.0
592,0.0,0.0,0.0
593,-47.49999999999999,-20.83333333333333,-26.666666666666664
594,-43.333333333333336,0.0,-43.333333333333336
595,-10.833333333333329,-20.83333333333333,10.0
596,-13.333333333333343,0.0,-13.333333333333343
597,-20.83333333333333,0.0,-20.83333333333333
598,-20.83333333333333,0.0,-20.83333333333333
599,-31.66666666666667,-10.833333333333329,-20.833333333333343
600,-26.666666666666657,-14.166666666666671,-12.499999999999986
601,0.0,0.0,0.0
602,-33.333333333333336,-20.83333333333333,-12.500000000000007
603,-31.666666666666657,0.0,-31.666666666666657
604,-66.66666666666667,-22.5,-44.16666666666667
605,-25.000000000000007,0.0,-25.000000000000007
606,-48.333333333333336,0.0,-48.333333333333336
607,0.0,0.0,0.0
608,-39.16666666666667,-20.833333333333343,-18.33333333333333
609,-46.66666666666667,0.0,-46.66666666666667
610,0.0,0.0,0.0
611,-57.49999999999999,0.0,-57.49999999999999
612,-15.833333333333329,0.0,-15.833333333333329
613,-20.83333333333333,-22.5,1.6666666666666714
614,-21.666666666666657,0.0,-21.666666666666657
615,-9.166666666666671,0.0,-9.166666666666671
616,-44.166666666666664,-17.5,-26.666666666666664
617,-28.33333333333333,-20.833333333333343,-7.499999999999986
618,-27.5,0.0,-27.5
619,-42.50000000000001,-17.5,-25.000000000000007
620,0.0,0.0,0.0
621,-91.66666666666666,0.0,-91.66666666666666
622,-45.833333333333336,0.0,-45.833333333333336
623,-50.833333333333336,-10.833333333333329,-40.00000000000001
