,p2_offensive_ratio
107,1.0821256038647342
108,1.0372670807453417
109,1.0773480662983426
110,1.0561224489795917
111,1.0696517412935322
112,1.0588235294117647
113,1.0621761658031088
114,1.0613496932515338
115,1.0576923076923077
116,1.0758620689655172
117,1.0949367088607596
118,1.0192307692307692
119,1.0621761658031088
120,1.0520833333333333
121,0.9813084112149533
122,0.9651162790697675
123,1.078125
124,1.0625
125,1.0797546012269938
126,1.06875
127,1.031055900621118
128,1.07035175879397
129,1.0167597765363128
130,1.0934065934065933
131,1.0304568527918783
132,1.0817610062893082
133,1.1551724137931034
134,0.9321266968325792
135,0.9362745098039216
136,1.1329479768786128
137,0.9886363636363636
138,1.0698924731182795
139,1.0948275862068966
140,1.0304878048780488
141,1.0544554455445545
142,1.0169491525423728
143,0.9671361502347418
144,1.0721649484536082
145,1.0568181818181819
146,1.0696517412935322
147,1.0544554455445545
148,1.0807453416149069
149,0.9145299145299145
150,1.0
151,1.1073446327683616
152,1.1212765957446809
153,1.0679611650485437
154,1.0336538461538463
155,1.0304568527918783
156,1.0344827586206897
157,1.0621761658031088
158,1.0864864864864865
159,0.9822485207100592
160,1.0625
161,1.0510204081632653
162,1.0544554455445545
163,1.0
164,1.0837696335078535
165,1.0304878048780488
166,0.9952380952380953
167,1.0176470588235293
168,1.0476190476190477
169,1.033175355450237
170,1.0304568527918783
171,1.0360824742268042
172,1.031055900621118
173,1.0696517412935322
174,1.0591397849462365
175,1.0815217391304348
176,1.0842696629213484
177,1.0625
178,1.0336538461538463
179,1.0698924731182795
180,1.0773809523809523
181,1.0591397849462365
182,1.0698924731182795
183,1.0625
184,1.085427135678392
185,1.0544554455445545
186,1.0621761658031088
187,1.0696517412935322
188,1.0977011494252873
189,0.95
190,0.9942528735632183
191,1.0427807486631016
192,1.0621761658031088
193,1.0708661417322836
194,1.0544554455445545
195,1.1059602649006623
196,1.0935251798561152
197,1.0698924731182795
198,1.0625
199,1.0949367088607596
200,1.0304568527918783
201,1.0621761658031088
202,1.0544554455445545
203,1.0467532467532468
204,1.0897435897435896
205,1.0555555555555556
206,1.0873015873015872
207,1.0621761658031088
208,1.0671232876712329
209,1.0444444444444445
210,1.09009009009009
211,1.0240963855421688
212,1.0048780487804878
213,1.0621761658031088
214,1.0625
215,1.0689655172413792
216,1.076243093922652
217,1.0679012345679013
218,1.0064102564102564
219,1.0710659898477157
220,1.0495049504950495
221,1.06875
222,1.0721649484536082
223,1.0869565217391304
224,1.104
225,1.0561224489795917
226,1.06875
227,1.0611111111111111
228,1.0561224489795917
229,1.078740157480315
230,1.0837696335078535
231,1.094890510948905
232,1.1057692307692308
233,0.9592760180995475
234,1.0769230769230769
235,1.0721649484536082
236,1.09375
237,1.062111801242236
238,1.073446327683616
239,1.0689655172413792
240,1.0621761658031088
241,1.0304568527918783
242,1.2
243,1.0149253731343284
244,0.9759615384615384
245,1.0934065934065933
246,1.0621761658031088
247,1.0301507537688441
248,1.0757575757575757
249,1.0710659898477157
250,1.0613496932515338
251,1.0621761658031088
252,1.0353982300884956
253,1.0606060606060606
254,1.0333333333333334
255,1.073446327683616
256,1.0625
257,1.06875
258,1.07
259,1.0837696335078535
260,0.9753086419753086
261,1.019704433497537
262,1.0304568527918783
263,1.07909604519774
264,1.079268292682927
265,0.9396984924623115
266,1.132
267,1.0304568527918783
268,1.0828025477707006
269,1.06875
270,0.9438775510204082
271,1.0625
272,1.0952380952380953
273,1.1206896551724137
274,1.078125
275,1.0837696335078535
276,0.9813084112149533
277,1.0
278,1.079268292682927
279,1.0188679245283019
280,1.0304568527918783
281,1.0691244239631337
282,1.0613496932515338
283,1.0561224489795917
284,1.0625
285,1.0661157024793388
286,1.0704225352112675
287,1.048913043478261
288,0.9813084112149533
289,1.0833333333333333
290,1.0784313725490196
291,1.0696517412935322
292,0.9902912621359223
293,1.0698924731182795
294,1.0864864864864865
295,0.9759615384615384
296,1.0297619047619047
297,1.0555555555555556
298,1.0952380952380953
299,0.9587155963302753
300,1.0696517412935322
301,1.0952380952380953
302,1.0696517412935322
303,1.049079754601227
304,1.0698924731182795
305,1.0837696335078535
306,1.0294117647058822
307,0.9344262295081968
308,0.9313543599257885
309,1.041237113402062
310,1.0949367088607596
311,1.0625
312,1.0606060606060606
313,1.09009009009009
314,1.0807453416149069
315,1.079268292682927
316,1.079268292682927
317,1.0561224489795917
318,1.056701030927835
319,1.0454545454545454
320,0.9609756097560975
321,0.9813084112149533
322,1.0224215246636772
323,1.06875
324,1.0837696335078535
325,1.0864864864864865
326,0.9841269841269841
327,0.9764851485148515
328,1.0459183673469388
329,1.037037037037037
330,1.0721649484536082
331,1.079268292682927
332,1.0621761658031088
333,1.0904522613065326
334,1.0613496932515338
335,1.056701030927835
336,1.073446327683616
337,1.1257861635220126
338,0.9086538461538461
339,1.08125
340,1.0315789473684212
341,1.0621761658031088
342,1.0188679245283019
343,1.0482758620689656
344,1.067816091954023
345,0.9813084112149533
346,1.0601092896174864
347,0.99
348,1.0113636363636365
349,1.0784313725490196
350,1.0874316939890711
351,0.9308510638297872
352,1.049079754601227
353,1.0621761658031088
354,0.9717514124293786
355,0.9809523809523809
356,1.078125
357,1.062200956937799
358,1.0520231213872833
359,0.9900990099009901
360,1.0813953488372092
361,1.0837696335078535
362,0.978021978021978
363,1.0625
364,1.078125
365,1.0591715976331362
366,1.0837696335078535
367,1.0566037735849056
368,1.0721649484536082
369,0.9096774193548387
370,1.0564102564102564
371,0.9647058823529412
372,1.0153061224489797
373,0.9650655021834061
374,1.0555555555555556
375,1.0
376,1.0561224489795917
377,1.3461538461538463
378,1.037037037037037
379,1.0696517412935322
380,1.1210884353741497
381,1.0471698113207548
382,1.0723684210526316
383,1.0822784810126582
384,1.0151515151515151
385,1.0714285714285714
386,1.1222222222222222
387,1.0520833333333333
388,1.073446327683616
389,1.0621761658031088
390,1.0817610062893082
391,0.9540816326530612
392,1.0578947368421052
393,1.1391812865497075
394,1.0696517412935322
395,1.1059602649006623
396,1.0454545454545454
397,1.0561224489795917
398,1.030612244897959
399,1.0754716981132075
400,1.0632183908045978
401,1.0864864864864865
402,1.1073825503355705
403,1.0427807486631016
404,1.0941176470588236
405,1.037037037037037
406,1.0763888888888888
407,1.0520833333333333
408,0.9657142857142857
409,1.0670391061452513
410,1.0544554455445545
411,1.0649350649350648
412,0.9383838383838384
413,1.0459183673469388
414,1.0
415,0.9770925110132158
416,0.9722222222222222
417,0.9846938775510204
418,1.0949367088607596
419,0.9811320754716981
420,1.078125
421,1.0689655172413792
422,1.0153846153846153
423,1.0561224489795917
424,1.0561224489795917
425,1.057843137254902
426,1.0105263157894737
427,1.0773809523809523
428,1.0807453416149069
429,0.9851485148514851
430,1.0505050505050506
431,0.9624413145539906
432,1.0561224489795917
433,1.0822784810126582
434,1.1004830917874395
435,1.0708661417322836
436,1.0555555555555556
437,1.0341463414634147
438,1.0785340314136125
439,1.0226415094339623
440,1.0059880239520957
441,1.0344827586206897
442,1.0625
443,0.9555555555555556
444,1.0802139037433156
445,1.0625
446,0.9186991869918699
447,1.079268292682927
448,1.0588235294117647
449,1.096774193548387
450,1.0625
451,1.0829268292682928
452,1.0714285714285714
453,1.0613207547169812
454,1.0561224489795917
455,1.0710659898477157
456,1.0454545454545454
457,1.0864864864864865
458,1.0294117647058822
459,1.0240963855421688
460,1.1073825503355705
461,1.0427807486631016
462,1.0304568527918783
463,1.0113636363636365
464,1.0613496932515338
465,1.0710659898477157
466,1.0870466321243524
467,1.1006711409395973
468,1.0721649484536082
469,0.9833333333333333
470,1.064516129032258
471,1.06875
472,0.9846938775510204
473,0.9375
474,1.0459183673469388
475,1.0337837837837838
476,0.9186991869918699
477,1.0817610062893082
478,1.0459183673469388
479,1.0789473684210527
480,1.0282485875706215
481,0.9856459330143541
482,1.0838815789473684
483,0.9759615384615384
484,1.0677966101694916
485,1.034521158129176
486,1.06875
487,1.0342857142857143
488,1.0721649484536082
489,0.9826589595375722
490,0.9723756906077348
491,1.0163934426229508
492,1.0718954248366013
493,1.036144578313253
494,1.04
495,0.9900990099009901
496,0.9657142857142857
497,1.0360824742268042
498,1.0696517412935322
499,1.0427807486631016
500,1.0254777070063694
501,1.0721649484536082
502,1.0
503,1.0869565217391304
504,0.9671361502347418
505,1.0416666666666667
506,1.0818713450292399
507,1.055045871559633
508,1.0561224489795917
509,1.0544554455445545
510,1.0708661417322836
511,0.9813084112149533
512,1.0696517412935322
513,0.9579439252336449
514,1.065040650406504
515,1.0773809523809523
516,1.0310880829015545
517,1.0621761658031088
518,1.077319587628866
519,1.0757575757575757
520,1.0763888888888888
521,1.0561224489795917
522,0.9950980392156863
523,1.0341463414634147
524,1.0696517412935322
525,1.076470588235294
526,1.0689655172413792
527,0.9887005649717514
528,1.0721649484536082
529,0.9642857142857143
530,1.085561497326203
531,1.0689655172413792
532,1.0952380952380953
533,1.0301507537688441
534,1.0561224489795917
535,1.0264900662251655
536,1.0696517412935322
537,1.0621761658031088
538,1.0315789473684212
539,1.0561224489795917
540,0.9715909090909091
541,1.0632183908045978
542,1.1020618556701032
543,1.09009009009009
544,1.0504587155963303
545,1.0611111111111111
546,1.0721649484536082
547,1.0632183908045978
548,1.0427807486631016
549,1.0901639344262295
550,1.0763888888888888
551,1.0304568527918783
552,1.0459183673469388
553,1.0674157303370786
554,1.0561224489795917
555,1.0476190476190477
556,1.0133570792520035
557,0.9590909090909091
558,1.0544554455445545
559,1.0048780487804878
560,1.0555555555555556
561,1.0555555555555556
562,1.0763888888888888
563,1.0520231213872833
564,1.2424242424242424
565,1.0807453416149069
566,1.073446327683616
567,1.063953488372093
568,1.0151515151515151
569,1.049079754601227
570,1.0588235294117647
571,1.0333333333333334
572,1.053658536585366
573,1.0315789473684212
574,1.0771604938271604
575,1.0427807486631016
576,1.0561224489795917
577,1.0304878048780488
578,0.9715909090909091
579,1.0531400966183575
580,1.0555555555555556
581,1.096551724137931
582,1.0346534653465347
583,1.0621761658031088
584,1.0689655172413792
585,1.0621761658031088
586,1.06875
587,1.0807453416149069
588,0.9715909090909091
589,1.06875
590,1.0164835164835164
591,1.062992125984252
592,1.0555555555555556
593,1.0837696335078535
594,1.0621761658031088
595,1.1006711409395973
596,0.9714285714285714
597,1.0588235294117647
598,1.072289156626506
599,1.0436893203883495
600,0.9444444444444444
601,1.0698924731182795
602,1.0689655172413792
603,1.055045871559633
604,1.037037037037037
605,1.046875
606,0.9791666666666666
607,1.0625
608,1.09375
609,1.0864864864864865
610,1.0591715976331362
611,1.0710659898477157
612,1.0975609756097562
613,1.0297619047619047
614,0.9609756097560975
615,0.9650655021834061
616,1.0761421319796953
617,1.0696517412935322
618,1.0096153846153846
619,0.9856459330143541
620,1.0454545454545454
621,1.0561224489795917
622,1.115702479338843
623,1.078125
624,1.0685185185185184
625,1.0621761658031088
626,1.0064102564102564
627,1.0721649484536082
628,1.058252427184466
629,1.0158730158730158
630,0.9826589595375722
631,1.0666666666666667
632,0.9301075268817204
633,1.0696517412935322
634,1.0784313725490196
635,1.1125827814569536
636,0.9555555555555556
637,1.0698924731182795
638,0.9186991869918699
639,1.0858585858585859
640,1.0095238095238095
641,1.027972027972028
642,1.1125827814569536
643,1.0782122905027933
644,1.0952380952380953
645,1.0505050505050506
646,1.056701030927835
647,1.0813953488372092
648,1.0613496932515338
649,1.0555555555555556
650,0.974025974025974
651,1.0544554455445545
652,1.088235294117647
653,1.0613496932515338
654,0.9362745098039216
655,1.0688622754491017
656,0.9705882352941176
657,1.0621761658031088
658,1.0815217391304348
659,1.0789473684210527
660,1.0927152317880795
661,1.0787878787878789
662,1.0603015075376885
663,1.0044642857142858
664,1.0591715976331362
665,1.0602409638554218
666,1.078125
667,1.0459183673469388
668,1.0777777777777777
669,1.0304568527918783
670,1.0282485875706215
671,1.0696517412935322
672,1.0566037735849056
673,0.9757281553398058
674,1.0689655172413792
675,1.07
676,1.0729166666666667
677,1.0594594594594595
678,1.0625
679,1.0614525139664805
680,1.0222222222222221
681,1.0904522613065326
682,1.0333333333333334
683,1.0621761658031088
684,1.0625
685,0.9900990099009901
686,1.0588235294117647
687,1.0621761658031088
688,1.0710659898477157
689,1.0606060606060606
690,1.0782122905027933
691,1.0504587155963303
692,1.0101010101010102
693,1.055045871559633
694,1.0817610062893082
695,0.99
696,1.067579908675799
697,1.0052631578947369
698,1.0304878048780488
699,0.9310344827586207
700,0.95
701,1.0613496932515338
702,1.0555555555555556
703,0.9419642857142857
704,1.06875
705,1.0828025477707006
706,1.0098522167487685
707,0.9759615384615384
708,0.9720670391061452
709,0.9813084112149533
710,0.981651376146789
711,1.0149253731343284
712,1.0887096774193548
713,1.0128205128205128
714,1.0304568527918783
715,1.0864864864864865
716,1.078125
717,0.9631901840490797
718,1.0977011494252873
719,1.0833333333333333
720,0.9650655021834061
721,1.0555555555555556
722,0.9037433155080213
723,1.0869565217391304
724,1.0566037735849056
725,1.0113636363636365
726,1.0947368421052632
727,1.0561224489795917
728,1.0566037735849056
729,1.0828025477707006
730,1.0613496932515338
731,1.0153846153846153
732,1.0256410256410255
733,1.098360655737705
734,0.9826589595375722
735,1.0696517412935322
736,1.0
737,1.0348258706467661
738,1.0362790697674418
739,1.1025641025641026
740,0.9362745098039216
741,1.0721649484536082
742,1.0304878048780488
743,1.0545454545454545
744,1.09375
745,1.073446327683616
746,1.096774193548387
747,1.0343137254901962
748,1.0708661417322836
749,1.0176991150442478
750,1.1027777777777779
751,1.0424242424242425
752,1.0817610062893082
753,1.078125
754,1.0731707317073171
755,1.0613496932515338
756,1.0696517412935322
757,1.0837696335078535
758,0.9883040935672515
759,1.053191489361702
760,1.031055900621118
761,1.0729166666666667
762,1.0621761658031088
763,1.076271186440678
764,0.9705882352941176
765,1.0763888888888888
766,1.1006711409395973
767,1.1006711409395973
768,1.0342857142857143
769,1.0775193798449612
770,1.078125
771,0.943127962085308
772,1.0621761658031088
773,1.0621761658031088
774,1.0613207547169812
775,1.0838709677419356
776,1.024
777,1.025
778,1.096774193548387
779,1.0338164251207729
780,1.1147540983606556
781,1.0179640718562875
782,1.0696517412935322
783,1.0700934579439252
784,1.0949367088607596
785,1.0288461538461537
786,1.06875
787,0.9795918367346939
788,1.056701030927835
789,1.0561224489795917
790,1.0773809523809523
791,0.9875776397515528
792,1.0541871921182266
793,1.022857142857143
794,1.0696517412935322
795,1.1047619047619048
796,1.0561224489795917
797,1.0708661417322836
798,1.0398009950248757
799,1.0606060606060606
800,1.0296296296296297
801,1.1
802,1.0729166666666667
803,0.9900990099009901
804,1.0591715976331362
805,0.970954356846473
806,1.0285714285714285
807,1.0561224489795917
808,0.9856459330143541
809,1.030612244897959
810,1.0828025477707006
811,1.0696517412935322
812,1.038048780487805
813,0.9904761904761905
814,1.0621761658031088
815,1.0621761658031088
816,0.8984375
817,1.0591397849462365
818,1.0701754385964912
819,1.0427807486631016
820,1.0763888888888888
821,0.9122807017543859
822,1.0674157303370786
823,1.0603015075376885
824,1.1111111111111112
825,1.08
826,1.0304568527918783
827,1.078125
828,1.0698924731182795
829,0.9464285714285714
830,1.0561224489795917
831,1.0544554455445545
832,1.0613496932515338
833,1.1006711409395973
834,1.0606060606060606
835,0.9703703703703703
836,1.111842105263158
837,1.0948275862068966
838,1.0572916666666667
839,1.0621761658031088
840,1.0569620253164558
841,1.0817610062893082
842,1.0748815165876777
843,1.0769230769230769
844,1.0520833333333333
845,1.0935960591133005
846,1.0625
847,1.0837696335078535
848,1.0520833333333333
849,1.0897435897435896
850,1.0797546012269938
851,1.0582010582010581
852,1.0934065934065933
853,1.0946745562130178
854,1.0310077519379846
855,1.0561224489795917
856,1.0374331550802138
857,1.0304878048780488
858,1.0595348837209302
859,1.0436893203883495
860,0.9851485148514851
861,1.0544554455445545
862,1.037037037037037
863,1.0625
864,1.0708661417322836
865,1.0815217391304348
866,1.0621761658031088
867,1.062111801242236
868,1.0949367088607596
869,1.0
870,1.083076923076923
871,1.098159509202454
872,0.9609756097560975
873,1.0785340314136125
874,1.085561497326203
875,0.9902912621359223
876,1.0449438202247192
877,1.0410958904109588
878,1.0
879,1.0763888888888888
880,1.096969696969697
881,1.0945945945945945
882,1.0934065934065933
883,1.0666666666666667
884,1.037037037037037
885,1.0621761658031088
886,1.0858585858585859
887,1.0638297872340425
888,1.0778443113772456
889,1.0153061224489797
890,1.0561224489795917
891,1.0698924731182795
892,1.0578947368421052
893,1.0545454545454545
894,1.0357142857142858
895,1.0384615384615385
896,1.0710659898477157
897,1.056701030927835
898,1.0940170940170941
899,1.0817610062893082
900,1.077319587628866
901,1.0625
902,1.0880503144654088
903,1.0606060606060606
904,1.0467532467532468
905,1.0391061452513966
906,1.0807453416149069
907,1.0505050505050506
908,1.0544554455445545
909,1.0837696335078535
910,1.0436893203883495
911,0.9871794871794872
912,1.078125
913,1.076470588235294
914,1.0625
915,1.0588235294117647
916,1.079268292682927
917,1.0478468899521531
918,1.1222222222222222
919,1.0784313725490196
920,0.9846938775510204
921,1.0430622009569377
922,1.0576923076923077
923,1.0591397849462365
924,1.0568181818181819
925,1.0310880829015545
926,1.0353982300884956
927,1.0710659898477157
928,1.0538922155688624
929,1.0949367088607596
930,0.9813084112149533
931,1.0737327188940091
932,1.0892857142857142
933,1.0561224489795917
934,1.0763888888888888
935,1.0561224489795917
936,0.7733333333333333
937,1.1073825503355705
938,1.0520833333333333
939,1.0224215246636772
940,1.0940170940170941
941,0.9844559585492227
942,1.0467289719626167
943,1.0807453416149069
944,1.0179640718562875
945,1.0459183673469388
946,0.9178082191780822
947,1.0348258706467661
948,1.1006711409395973
949,1.0588235294117647
950,1.1206896551724137
951,1.0625
952,1.0714285714285714
953,1.0336538461538463
954,1.0386363636363636
955,1.0561224489795917
956,0.9186991869918699
957,1.0391061452513966
958,1.0360824742268042
959,0.9663461538461539
960,1.0544554455445545
961,1.0598130841121496
962,1.0621761658031088
963,1.0621761658031088
964,1.0555555555555556
965,0.9811320754716981
966,1.0833333333333333
967,1.0829268292682928
968,1.028436018957346
969,0.9671361502347418
970,1.0909090909090908
971,1.031055900621118
972,1.0625
973,1.078125
974,1.0621761658031088
975,1.0864864864864865
976,1.0459183673469388
977,1.05625
978,1.0454545454545454
979,1.064516129032258
980,1.0817610062893082
981,1.0833333333333333
982,1.1206896551724137
983,1.0864864864864865
984,1.076271186440678
985,1.0784313725490196
986,1.0
987,1.0555555555555556
988,1.0754716981132075
989,1.0696517412935322
990,1.0666666666666667
991,1.0785340314136125
992,1.0721649484536082
993,1.0949367088607596
994,1.0807453416149069
995,1.0555555555555556
996,1.0485436893203883
997,1.064102564102564
998,1.0393258426966292
999,1.0939597315436242
1000,1.0864864864864865
1001,0.9451219512195121
1002,1.0555555555555556
1003,1.0763888888888888
1004,1.0561224489795917
1005,1.0623721881390593
1006,1.0621761658031088
1007,1.0632183908045978
1008,1.0807453416149069
1009,1.0696517412935322
1010,1.0584415584415585
1011,1.0621761658031088
1012,1.0625
1013,0.9710144927536232
1014,1.0459183673469388
1015,0.9455445544554455
1016,1.063891577928364
1017,1.0696517412935322
1018,1.0986842105263157
1019,0.8805031446540881
1020,1.0813953488372092
1021,1.0
1022,0.9870967741935484
1023,1.0390243902439025
1024,1.0427807486631016
1025,0.981651376146789
1026,1.0561224489795917
1027,1.0555555555555556
1028,0.9952380952380953
1029,1.0837696335078535
1030,1.0817610062893082
1031,1.0606060606060606
1032,1.0721649484536082
1033,1.0621761658031088
1034,1.0698924731182795
1035,1.0304878048780488
1036,1.0613496932515338
1037,1.0817610062893082
1038,1.0939597315436242
1039,1.0920245398773005
1040,1.0305263157894737
1041,0.9902912621359223
1042,1.0617283950617284
1043,1.0721649484536082
1044,1.0708661417322836
1045,1.0837696335078535
1046,1.0561224489795917
1047,1.0721649484536082
1048,1.0571428571428572
1049,1.0696517412935322
1050,1.0704225352112675
1051,1.07
1052,0.9809523809523809
1053,1.0304568527918783
1054,1.0833333333333333
1055,1.0689655172413792
1056,1.0128205128205128
1057,0.9914529914529915
1058,0.948905109489051
1059,1.0696517412935322
1060,1.0837696335078535
1061,1.0613496932515338
1062,1.0564102564102564
1063,1.0698924731182795
1064,1.0128205128205128
1065,1.0459183673469388
1066,1.0584415584415585
1067,1.0561224489795917
1068,1.0505050505050506
1069,1.1037037037037036
1070,1.1205128205128205
1071,1.008888888888889
1072,0.948905109489051
1073,1.0708133971291867
1074,1.0613496932515338
1075,0.9715909090909091
1076,1.1151162790697675
1077,1.0613496932515338
1078,1.0817610062893082
1079,1.0880503144654088
1080,1.0621761658031088
1081,1.0837696335078535
1082,1.0714285714285714
1083,1.0161290322580645
1084,0.9516908212560387
1085,1.0625
1086,1.0259067357512954
1087,1.0696517412935322
1088,1.0952380952380953
1089,1.1006711409395973
1090,0.9809523809523809
1091,1.0561224489795917
1092,1.052910052910053
1093,1.0621761658031088
1094,1.0934065934065933
1095,1.0304878048780488
1096,1.0202702702702702
1097,1.0601415094339623
1098,1.0518867924528301
1099,1.073446327683616
1100,1.0773809523809523
1101,1.0828729281767955
1102,1.0561224489795917
1103,1.0837696335078535
1104,1.0459183673469388
1105,1.0632183908045978
1106,1.0748299319727892
1107,0.9273743016759777
1108,1.0786267995570322
1109,1.0621761658031088
1110,1.0424528301886793
1111,1.0674157303370786
1112,0.9482758620689655
1113,1.0561224489795917
1114,0.9086538461538461
1115,1.0721649484536082
1116,1.0621761658031088
1117,1.0789473684210527
1118,0.9909502262443439
1119,1.056701030927835
1120,1.078125
1121,0.8900523560209425
1122,1.049079754601227
1123,1.0625
1124,1.0454545454545454
1125,1.0849673202614378
1126,1.0696517412935322
1127,1.0621761658031088
1128,1.0304568527918783
1129,1.0427807486631016
1130,0.9846938775510204
1131,0.9609756097560975
1132,1.0492610837438423
1133,1.0561224489795917
1134,1.0837696335078535
1135,1.0049261083743843
1136,0.9950980392156863
1137,1.0454545454545454
1138,1.0693069306930694
1139,1.0784313725490196
1140,0.9587155963302753
1141,1.0
1142,1.0773809523809523
1143,1.0304878048780488
1144,1.028735632183908
1145,1.0717703349282297
1146,1.0446428571428572
1147,1.0555555555555556
1148,1.0721649484536082
1149,1.0544554455445545
1150,1.0949367088607596
1151,1.0625
1152,1.0721649484536082
1153,1.0595238095238095
1154,1.0977011494252873
1155,0.9161290322580645
1156,1.028169014084507
1157,1.0346534653465347
1158,1.0561224489795917
1159,0.9581589958158996
1160,1.0621761658031088
1161,1.0698924731182795
1162,0.9575
1163,1.0748299319727892
1164,1.0625
1165,1.0866666666666667
1166,1.0935251798561152
1167,1.0561224489795917
1168,0.9883040935672515
1169,1.1
1170,1.0714285714285714
1171,1.0666666666666667
1172,1.0
1173,1.0807453416149069
1174,1.0714285714285714
1175,1.0297619047619047
1176,1.0918918918918918
1177,1.0555555555555556
1178,1.0621761658031088
1179,1.0833333333333333
1180,1.1206896551724137
1181,1.065326633165829
1182,0.9542857142857143
1183,1.0698924731182795
1184,1.062111801242236
1185,1.0555555555555556
1186,1.0625
1187,1.0621761658031088
1188,1.0986842105263157
1189,1.0576923076923077
1190,1.0708661417322836
1191,1.1147540983606556
1192,1.096551724137931
1193,1.0708661417322836
1194,1.0454545454545454
1195,1.0395939086294417
1196,1.0721649484536082
1197,1.0837696335078535
1198,1.0304568527918783
1199,0.9186991869918699
1200,1.0717703349282297
1201,1.06875
1202,1.0610328638497653
1203,1.0289855072463767
1204,1.0625
1205,1.078125
1206,1.0632183908045978
1207,0.9663461538461539
1208,1.0300751879699248
1209,1.0696517412935322
1210,1.0544554455445545
1211,1.0758293838862558
1212,1.069767441860465
1213,0.9395973154362416
1214,0.9301075268817204
1215,1.035928143712575
1216,1.1059602649006623
1217,1.0708661417322836
1218,0.9811320754716981
1219,1.0696517412935322
1220,1.1006711409395973
1221,1.0258064516129033
1222,1.0628019323671498
1223,0.9559748427672956
1224,1.0295566502463054
1225,0.9842105263157894
1226,0.961352657004831
1227,1.0949367088607596
1228,1.0625
1229,1.0883977900552486
1230,1.0576923076923077
1231,1.0773809523809523
1232,0.9828571428571429
1233,1.0052083333333333
1234,1.0566037735849056
1235,1.0837696335078535
1236,0.9695431472081218
1237,0.9870689655172413
1238,1.0714285714285714
1239,1.0544554455445545
1240,1.076271186440678
1241,0.9473684210526315
1242,1.044776119402985
1243,1.077319587628866
1244,0.9952380952380953
1245,1.08
1246,1.0807453416149069
1247,1.0621761658031088
1248,1.0561224489795917
1249,1.0773809523809523
1250,1.0738255033557047
1251,0.9723756906077348
1252,1.0529801324503312
1253,1.0078260869565216
1254,1.0195121951219512
1255,1.0821256038647342
1256,1.0625
1257,1.1212765957446809
1258,1.0869565217391304
1259,1.0662251655629138
1260,1.0813953488372092
1261,1.0829015544041452
1262,1.078125
1263,1.0555555555555556
1264,1.0
1265,1.014354066985646
1266,0.948905109489051
1267,0.9362745098039216
1268,1.0561224489795917
1269,1.0837696335078535
1270,1.0986842105263157
1271,1.0774193548387097
1272,1.0934065934065933
1273,1.0440251572327044
1274,1.0625
1275,1.0696517412935322
1276,1.1006711409395973
1277,1.0698924731182795
1278,1.0696517412935322
1279,1.0480769230769231
1280,1.096
1281,1.0789473684210527
1282,1.0260416666666667
1283,1.0714285714285714
1284,1.078125
1285,1.084848484848485
1286,1.0784313725490196
1287,0.9273504273504274
1288,1.0304878048780488
1289,1.1263157894736842
1290,1.0300751879699248
1291,0.9875518672199171
1292,1.08
1293,1.0638297872340425
1294,1.0625
1295,1.0909090909090908
1296,1.0897435897435896
1297,0.9949238578680203
1298,1.0782122905027933
