,p2_final_team_hp
386,661.6500000000001
387,404.63830972845165
388,519.979569714948
389,182.95
390,457.3
391,237.27068100076906
392,409.4685390078642
393,399.55
394,292.6211180141802
395,357.4
396,382.21092591103775
397,385.3735019701053
398,422.3
399,417.45269334551074
400,435.05
401,390.05
402,587.4437637012857
403,175.51981773045853
404,401.48453453453453
405,532.95
406,433.77149209335187
407,199.7
408,589.2625846942107
409,463.0
410,222.72504867427583
411,461.35
412,347.9
413,158.19858976519515
414,305.0148294037291
415,469.29999999999995
416,329.1
417,233.25
418,269.5288665322615
419,388.59334515445295
420,187.71206423612747
421,192.51277130654015
422,330.95
423,365.8
424,370.26175188195555
425,396.15999999999997
426,231.05
427,312.35
428,360.2780360331912
429,313.0
430,248.55
431,377.9
432,419.4
433,196.42630891167886
434,307.13
435,620.95
436,232.35000000000002
437,167.89999999999998
438,381.9861333024074
439,165.79000000000002
440,555.75
441,409.55
442,301.65
443,566.4
444,447.3394506735133
445,432.71890478634083
446,205.45
447,251.2690730576697
448,250.9
449,571.4499999999999
450,530.622062188762
451,125.52621928156219
452,459.82429013423274
453,169.55
454,501.45
455,185.95000000000002
456,406.2
457,570.5512009173603
458,501.8
459,373.76240958399654
460,363.95
461,473.65000000000003
462,147.5
463,435.45
464,334.69821165055816
465,256.75
466,361.05
467,495.74999999999994
468,213.45
469,511.75
470,296.85
471,433.2
472,255.25
473,177.44830059670525
474,249.3
475,442.6166739601057
476,157.65
477,434.5211439634891
478,500.05
479,301.72223082126567
480,371.45
481,250.1
482,433.770942633001
483,303.95
484,500.95000000000005
485,176.8
486,477.34999999999997
487,294.40000000000003
488,258.2653872206854
489,387.84999999999997
490,440.25
491,284.15148553433045
492,538.7500000000001
493,599.1500000000001
494,226.95
495,265.55
496,228.85000000000002
497,502.34999999999997
498,436.4
499,297.5
500,344.65000000000003
501,559.2
502,253.59165233158308
503,208.0930190359453
504,269.65
505,280.15
506,329.4
507,322.75
508,347.0
509,437.35
510,372.54272631099957
511,393.9163672454602
512,379.85
513,221.33961119205748
514,378.4
515,330.0
516,483.04999999999995
517,365.55
518,154.34476546959579
519,340.70000000000005
520,408.74541773835824
521,375.7
522,352.95
523,413.8
524,230.36799606269656
525,521.65
526,333.60171451534757
527,405.4
528,551.95
529,248.46045908792485
530,483.8687214111883
531,554.7525572989731
532,500.0803456140103
533,317.65
534,248.20000000000002
535,377.5
536,423.89909881119763
537,530.75
538,304.55
539,338.1857359481432
540,227.39999999999998
541,220.25
542,282.02
543,293.51123209055777
544,314.2382742595538
545,384.25
546,328.15000000000003
547,281.55
548,232.9981406234457
549,274.15
550,445.25
551,440.74940129666726
552,294.19101674242955
553,485.5983808990151
554,496.05
555,308.14929209384
556,186.0497501532339
557,424.5764329755065
558,400.3872288901798
559,281.2977805883347
560,372.29999999999995
561,347.15
562,372.2
563,431.49999999999994
564,539.75
565,406.2
566,469.95
567,247.85000000000002
568,198.6
569,543.2429609899858
570,355.11905482242804
571,193.12047105298436
572,258.9
573,234.10000000000002
574,311.57
575,306.68338889311167
576,374.54999999999995
577,370.2
578,441.6726173541963
579,539.3888680245192
580,186.9
581,472.34999999999997
582,135.8
583,323.95
584,433.3037964497841
585,457.25
586,441.34999999999997
587,364.7
588,425.3
589,375.0859417825876
590,323.75
591,259.8
592,482.95000000000005
593,122.0640178913255
594,499.79999999999995
595,570.8262446657184
596,433.1
597,444.86648610734903
598,259.8178708840807
599,241.95034095926513
600,471.74999999999994
601,533.9
602,206.32281269863608
603,244.2
604,159.25
605,207.8
606,263.2
607,531.6
608,605.5
609,384.05
610,328.05
611,363.75777719743445
612,738.9
613,398.15
614,368.4541853924663
615,154.15
616,281.35
617,561.534620948666
618,294.70073810877057
619,128.45
620,344.15
621,172.04999999999998
622,327.15
623,189.7
624,303.5304008617324
625,380.84999999999997
626,404.3
627,321.2
628,77.35000000000001
629,332.09999999999997
630,426.5094057437955
631,461.25
632,364.74746342850506
633,406.95000000000005
634,502.45
635,628.1500000000001
636,451.59999999999997
637,407.5
638,246.75
639,132.3
640,296.59999999999997
641,294.4
642,533.15
643,334.66825213231215
644,314.75
645,446.59999999999997
646,442.448254177298
647,158.25
648,391.84999999999997
649,202.55
650,232.95000000000002
651,549.6917607957157
652,413.9
653,267.84999999999997
654,283.0
655,356.84000000000003
656,448.7
657,385.40000000000003
658,549.5556135725697
659,408.55
660,375.4
661,262.06028459919844
662,238.2
663,203.5
664,297.95
665,255.7
666,243.5
667,162.85000000000002
668,296.05
669,508.15
670,313.2
671,358.42507862094277
672,365.3993501427835
673,353.4
674,279.5
675,409.55
676,281.5
677,235.95
678,281.15
679,370.7983444804197
680,366.35503731834166
681,212.82338103662948
682,263.0
683,356.45
684,359.65728121153745
685,301.07207193596486
686,373.9
687,613.1
688,248.25
689,466.1536025071194
690,158.45
691,203.25
692,353.65
693,217.40000000000003
694,339.95
695,476.85
696,191.46
697,233.85000000000002
698,313.993137265568
699,367.15
700,229.25
701,473.95
702,390.75
703,500.05
704,272.6775630472825
705,486.95
706,212.36638506281034
707,245.95
708,515.6783062205633
709,220.5
710,101.5
711,502.20000000000005
712,410.40000000000003
713,434.880228690778
714,408.6860529350134
715,380.99209163242955
716,387.54999999999995
717,500.25
718,331.3716541374129
719,540.25
720,295.85
721,607.8499999999999
722,190.10000000000002
723,440.0645849961437
724,407.65
725,512.95
726,244.35
727,236.1
728,412.55
729,351.8
730,433.59999999999997
731,203.45
732,437.25
733,499.33944497392395
734,223.36593823973425
735,385.4
736,276.75
737,281.55
738,325.31
739,534.1149711364726
740,184.20000000000002
741,215.05
742,495.15
743,395.95
744,642.35
745,287.7
746,285.25
747,428.3
748,453.2456337721694
749,224.29999999999998
750,319.5
751,458.85
752,643.0037192674865
753,434.05
754,307.25
755,522.15
756,435.73514250910836
757,324.45000000000005
758,541.0
759,358.65
760,426.65000000000003
761,328.05
762,191.95000000000002
763,378.8
764,281.9
765,500.0
766,351.9
767,420.34999999999997
768,235.3
769,342.70000000000005
770,404.5
771,226.09999999999997
772,409.75
773,388.1
774,219.70000000000002
775,469.42875354107645
776,313.0
777,385.75
778,456.25
779,342.4559081735283
780,444.9
781,479.7
782,519.5999999999999
783,324.85857258889524
784,424.6661627193984
785,410.45000000000005
786,545.7
787,410.2476178665122
788,162.7
789,393.95
790,353.7293404863786
791,512.6386660648317
792,207.39999999999998
793,246.7041040883613
794,463.84999999999997
795,238.20000000000002
796,373.65
797,388.35
798,325.75
799,339.75
800,504.45000000000005
801,176.21
802,306.2218161740194
803,442.9429535745643
804,486.3557075775931
805,254.89999999999998
806,222.64999999999998
807,361.2
808,581.95
809,151.45
810,447.7630696330731
811,377.91599646150615
812,594.45
813,513.5068024799314
814,103.55
815,390.1
816,378.8
817,394.6355206701576
818,378.527116792924
819,365.2376906058036
820,344.75
821,431.2
822,442.65000000000003
823,295.25
824,486.6
825,234.39999999999998
826,507.45000000000005
827,341.04880741045923
828,505.52413085093787
829,257.7
830,285.3
831,375.31136615291604
832,533.45
833,555.6500000000001
834,342.95
835,373.45000000000005
836,258.95
837,402.05
838,231.1694305567823
839,424.1668888372202
840,585.22257660471
841,346.1
842,382.9
843,182.4
844,310.20000000000005
845,342.75
846,570.5934833569133
847,298.4
848,361.1887277736594
849,383.56423194211214
850,592.65
851,541.0585590635171
852,524.7792081870249
853,248.85000000000002
854,397.85
855,495.0
856,369.4840560766499
857,443.63259771793713
858,293.8
859,187.82304845268825
860,283.3141035951478
861,231.7
862,269.05
863,444.45
864,256.4
865,477.64412204944205
866,376.3
867,433.6202940165986
868,262.9054015754771
869,262.25
870,344.9933477677171
871,375.15
872,539.6980097919432
873,533.0
874,319.35
875,366.30085537787124
876,418.8
877,402.6
878,285.8
879,520.6447897499053
880,377.45
881,443.05
882,412.05698093376145
883,295.3
884,283.2
885,201.55
886,238.05
887,299.86634058877763
888,513.95
889,254.3
890,480.85
891,477.4530147307725
892,569.5410236717198
893,299.55
894,233.46755115479354
895,444.95000000000005
896,458.0737094176213
897,403.2847851514692
898,578.8075391180654
899,350.59999999999997
900,352.75
901,671.2756997455472
902,565.2
903,239.89999999999998
904,223.9277532577823
905,224.64999999999998
906,344.2
907,241.75
908,157.8
909,369.0
910,310.90988886112245
911,241.85000000000002
912,305.95000000000005
913,471.34999999999997
914,485.29720205068645
915,307.6132225513527
916,401.29999999999995
917,334.35
918,367.69
919,389.40000000000003
920,347.9
921,385.9
922,286.946109032213
923,252.05098621851573
924,224.85000000000002
925,469.0
926,418.0029262806404
927,235.1
928,352.09999999999997
929,349.55
930,173.75
931,285.35
932,299.75
933,131.13806617586866
934,549.9677741773611
935,405.5
936,547.5536723800403
937,538.8761429681856
938,359.1373191445098
939,254.13619464932916
940,455.65
941,468.89958522672174
942,477.85
943,426.05
944,409.9
945,250.34810865950845
946,232.1
947,428.161757966901
948,318.45
949,377.6
950,634.9600175876839
951,286.3
952,107.96409410437512
953,167.45201517762706
954,391.65
955,352.40000000000003
956,238.75
957,256.4429721588898
958,346.25
959,506.3671224940508
960,370.20000000000005
961,213.32
962,346.05
963,452.6695055770555
964,304.45000000000005
965,112.9
966,502.3
967,227.64999999999998
968,329.0
969,330.05
970,667.15
971,325.75
972,511.15000000000003
973,520.058947073126
974,327.35
975,369.3
976,430.6190563454521
977,370.75
978,282.9656165714369
979,290.1
980,311.1264831071936
981,436.09999999999997
982,546.4181242058792
983,341.6975941680922
984,430.45000000000005
985,192.15
986,265.35
987,471.40000000000003
988,554.85
989,462.29999999999995
990,375.25
991,448.05364942123583
992,530.45
993,491.9
994,240.8
995,357.0
996,129.5
997,590.95
998,236.60000000000002
999,413.18605510351597
1000,531.65
1001,528.45
1002,275.5
1003,450.25
1004,204.0297051435261
1005,286.24
1006,538.75
1007,367.2
1008,302.92874857525385
1009,391.77164786805525
1010,238.05
1011,273.70000000000005
1012,457.87570316763265
1013,537.5652281754309
1014,169.25
1015,284.0
1016,398.01
1017,348.0
1018,418.18986984171795
1019,323.5345382671154
1020,201.28638618045784
1021,261.7
1022,244.76550414114445
1023,325.09999999999997
1024,139.15
1025,155.45
1026,416.8834416456071
1027,311.3
1028,480.49999999999994
1029,248.16346348774658
1030,461.3
1031,538.4
1032,439.25
1033,383.85
1034,350.68755149415335
1035,430.6146886022119
1036,307.4
1037,175.3
1038,400.25
1039,399.85
1040,293.03999999999996
1041,392.70000000000005
1042,503.4
1043,100.1
1044,645.0
1045,210.69696096655414
1046,231.79999999999998
1047,532.8
1048,264.29999999999995
1049,364.15
1050,389.59999999999997
1051,407.8
1052,227.9
1053,108.0
1054,511.75
1055,113.4
1056,454.2219350420117
1057,283.70000000000005
1058,334.5
1059,272.55
1060,475.8093523310125
1061,381.3408904347259
1062,395.71774278280265
1063,246.21193273852086
1064,462.04464280786937
1065,475.8
1066,505.4533682531679
1067,568.3
1068,272.70000000000005
1069,397.85
1070,441.77
1071,145.5
1072,250.75
1073,178.34000000000003
1074,426.57737743811447
1075,255.64999999999998
1076,184.81
1077,533.85
1078,610.1
1079,523.2984989700208
1080,243.95
1081,198.03307925899054
1082,686.1
1083,334.833975969238
1084,361.4066942074933
1085,409.55
1086,342.572594289867
1087,320.0
1088,635.75
1089,477.42990518521276
1090,381.55
1091,189.1
1092,464.8849720887559
1093,322.5431336542046
1094,241.45000000000002
1095,484.29999999999995
1096,259.3
1097,184.61
1098,193.65
1099,203.55154876315282
1100,405.25000000000006
1101,307.35
1102,465.2
1103,313.75
1104,234.5
1105,379.24999999999994
1106,292.55
1107,414.59999999999997
1108,166.35999999999999
1109,166.85000000000002
1110,318.45
1111,512.3717180826826
1112,372.6501198166553
1113,449.8
1114,143.8
1115,372.4695629162692
1116,315.10111612252956
1117,288.29999999999995
1118,192.04999999999998
1119,146.39610195078964
1120,291.8
1121,282.5
1122,277.8555752854748
1123,491.55
1124,97.9
1125,340.65000000000003
1126,73.45
1127,285.05
1128,267.8
1129,392.0193414209033
1130,337.4145556385041
1131,429.4950701342144
1132,279.95
1133,287.20000000000005
1134,299.49888377168514
1135,268.7
1136,232.1952269548768
1137,316.8
1138,263.84999999999997
1139,590.256120769084
1140,139.35
1141,169.55
1142,427.15000000000003
1143,542.8000000000001
1144,277.35
1145,312.5
1146,478.4
1147,463.56406489660696
1148,270.4621990386016
1149,483.1
1150,288.2964752867993
1151,382.95
1152,263.65
1153,398.55
1154,190.8590092443029
1155,258.45
1156,271.4
1157,216.90000000000003
1158,463.05
1159,174.85000000000002
1160,214.10000000000002
1161,383.60135701401595
1162,202.85475107071056
1163,655.0150154798762
1164,346.95
1165,507.69550163989567
1166,390.85
1167,245.45
1168,470.99999999999994
1169,406.84999999999997
1170,350.7
1171,418.6
1172,403.9716628467308
1173,437.2
1174,447.8687713657861
1175,269.05
1176,492.25
1177,182.64999999999998
1178,442.5
1179,570.620829616414
1180,573.85
1181,187.2
1182,341.0051037176188
1183,405.8
1184,469.6434413643252
1185,364.75
1186,444.50495858682183
1187,361.92946680851867
1188,406.75
1189,456.5
1190,451.79999999999995
1191,486.17145556946923
1192,331.8
1193,404.6
1194,367.5
1195,184.01672470081172
1196,211.46489749770313
1197,233.95000000000002
1198,299.15
1199,278.75
1200,227.65
1201,320.90000000000003
1202,242.0
1203,265.00897854203924
1204,534.15
1205,295.1861241064317
1206,316.79999999999995
1207,211.98398685987212
1208,439.65
1209,210.2
1210,403.4
1211,298.45
1212,288.0
1213,307.95
1214,283.95
1215,527.4
1216,385.95
1217,507.36610132424346
1218,590.8699397678033
1219,280.3
1220,348.7
1221,372.6055852108149
1222,141.89999999999998
1223,193.25
1224,209.45
1225,206.25
1226,563.8317149808593
1227,266.15
1228,272.23956673929
1229,198.75
1230,326.7
1231,446.73878398200594
1232,380.05
1233,419.15000000000003
1234,311.54999999999995
1235,252.9
1236,289.7
1237,210.85
1238,392.09999999999997
1239,323.40000000000003
1240,529.6
1241,452.75
1242,175.35
1243,456.45
1244,384.1
1245,161.85586664251775
1246,447.9
1247,428.2498221601231
1248,525.1500000000001
1249,385.65
1250,345.9210608737537
1251,464.59999999999997
1252,445.15
1253,217.1
1254,344.4768054502912
1255,232.95
1256,531.587105830552
1257,347.07
1258,515.7548880043914
1259,473.9
1260,201.48065366648856
1261,387.2916238516225
1262,256.46686151101204
1263,529.7608579822797
1264,481.4
1265,388.55
1266,487.7878590009576
1267,126.60000000000001
1268,404.05
1269,495.9919559912454
1270,412.022716348329
1271,637.7
1272,314.3
1273,297.7
1274,302.15
1275,231.39999999999998
1276,412.54999999999995
1277,495.35
1278,403.10809672388336
1279,489.35
1280,601.1
1281,191.10000000000002
1282,321.85
1283,432.48287034195573
1284,391.95
1285,313.2
1286,537.15
1287,404.25
1288,418.05
1289,368.31707242032996
1290,466.20000000000005
1291,163.8
1292,118.15
1293,135.23499986876405
1294,420.0
1295,683.9
1296,446.2
1297,286.8036673422547
1298,406.15
1299,259.3
1300,272.75
1301,491.50836615331815
1302,183.25
1303,202.5
1304,228.35000000000002
1305,166.78973209834976
1306,619.75
1307,439.5
1308,340.85
1309,445.3
1310,408.8
1311,268.85
1312,514.0732791909535
1313,345.9806284449369
1314,467.15
1315,428.1567500209083
1316,416.0
1317,486.3
1318,355.59999999999997
1319,302.4
1320,396.6
1321,561.25
1322,461.5372338436348
1323,384.08380361354364
1324,232.70000000000002
1325,430.9
1326,476.8
1327,295.55
1328,432.05
1329,297.35
1330,399.79999999999995
1331,357.8
1332,370.15
1333,428.84999999999997
1334,344.0
1335,340.8379169207026
1336,583.5
1337,177.25
1338,303.6
1339,215.8
1340,156.8058970275771
1341,323.3280408182487
1342,574.75
1343,370.3
1344,426.15
1345,313.35
1346,270.11811293753607
1347,261.2
1348,454.65
1349,314.6
1350,480.84999999999997
1351,532.7
1352,354.47265534403533
1353,258.084355032053
1354,214.5
1355,232.35000000000002
1356,246.41619391297615
1357,449.5
1358,399.9
1359,438.9
1360,290.2
1361,549.0406176997025
1362,394.48859026519773
1363,226.2
1364,296.6
1365,463.3866748829987
1366,286.45000000000005
1367,160.04999999999998
1368,347.5
1369,272.15
1370,369.95
1371,297.25
1372,258.8
1373,428.038314107599
1374,437.45000000000005
1375,508.29013054263635
1376,458.3579474016889
1377,222.0
1378,525.7280800759164
1379,372.4932440467984
1380,208.1971670403957
1381,97.38000000000001
1382,285.45
1383,365.45
1384,363.1269597587484
1385,397.20000000000005
1386,171.6
1387,151.3
1388,408.8
1389,520.35
1390,259.35
1391,437.15
1392,343.95988800103316
1393,330.9
1394,447.65
1395,383.00130677074105
1396,288.1334239033383
1397,346.796422564565
1398,500.84999999999997
1399,444.6486156423153
1400,423.64554033603133
1401,366.92133846012024
1402,461.7
1403,409.86721071987074
1404,518.4767778009727
1405,591.4
1406,225.04999999999998
1407,454.05
1408,407.35171497986624
1409,580.6829316187292
1410,250.49999999999997
1411,231.23514671744587
1412,561.2908366583717
1413,434.5
1414,139.7
1415,422.0654801442075
1416,377.4
1417,363.5
1418,273.2037776480782
1419,238.96060090882537
1420,437.66422996725726
1421,463.25
1422,412.29999999999995
1423,600.0
1424,323.0
1425,379.4
1426,511.40000000000003
1427,121.45
1428,506.8451060341177
1429,387.8
1430,417.29999999999995
1431,339.5961936809862
1432,303.45
1433,188.0
1434,163.80992423256697
1435,167.65
1436,262.6
1437,429.7
1438,309.1629162116723
1439,310.9545588881921
1440,202.95
1441,230.7897108536137
1442,423.89622977510044
1443,413.9106210345811
1444,383.67738700343335
1445,220.65000000000003
1446,501.45
1447,393.3
1448,323.1
1449,338.1
1450,456.04126020959075
1451,320.4
1452,243.95000000000002
1453,469.05
1454,319.9670941874448
1455,445.84999999999997
1456,291.27420877706766
1457,373.34999999999997
1458,342.22362283365976
1459,387.05
1460,501.65000000000003
1461,485.20000000000005
1462,170.3
1463,156.20000000000002
1464,498.4
1465,476.78694709287737
1466,453.40000000000003
1467,481.07304887059905
1468,443.25
1469,361.75
1470,451.3565117749328
1471,296.55
1472,491.9
1473,619.1830479883587
1474,485.85
1475,390.1138613075724
1476,451.3
1477,570.15
1478,586.9
1479,155.7
1480,305.5
1481,341.4682389097123
1482,260.55
1483,533.9866955566251
1484,412.0
1485,392.95
1486,201.41263023628494
1487,566.25
1488,141.05
1489,572.1
1490,383.5184706580842
1491,598.3000000000001
1492,316.6
1493,332.85
1494,496.67657460423965
1495,386.5
1496,305.75
1497,229.2
1498,336.9
1499,140.05
1500,383.2129087229721
1501,347.55
1502,454.1
1503,191.2
1504,475.8483169999982
1505,535.35
1506,475.95
1507,145.31150597510367
1508,211.39999999999998
1509,410.47955240729056
1510,455.2
1511,490.2850756513652
1512,673.85
1513,334.15099479939454
1514,343.46999999999997
1515,272.75
1516,82.7
1517,353.8
1518,262.52242343421983
1519,312.05
1520,362.7
1521,493.5
1522,322.09999999999997
1523,498.09999999999997
1524,388.3
1525,250.35
1526,139.35
1527,106.1
1528,377.4
1529,529.0925925806619
1530,312.23
1531,137.72
1532,317.84999999999997
1533,571.1544239699724
1534,448.34999999999997
1535,421.7916213022709
1536,519.2
1537,447.15000000000003
1538,275.18104780428246
1539,228.99314780379055
1540,300.7179652980646
1541,350.7
1542,211.95
1543,464.4370832088041
1544,429.0
1545,362.59999999999997
1546,348.76426250081397
1547,407.0
1548,361.9611696871641
1549,337.1314557769075
1550,367.15
1551,332.2
1552,540.65
1553,524.4037912451822
1554,317.2
1555,172.60000000000002
1556,187.55
1557,395.0
1558,380.25
1559,388.09999999999997
1560,574.8
1561,203.92687866005443
1562,313.8
1563,552.0466460864747
1564,293.45
1565,489.7294399225165
1566,275.84999999999997
1567,336.8905811402281
1568,248.2
1569,408.1
1570,388.15000000000003
1571,150.3
1572,406.2
1573,394.1158547647698
1574,531.3825374916556
1575,161.04999999999998
1576,393.3
1577,309.15
1578,476.65
1579,441.42277456312115
1580,516.2
1581,404.54603024491496
1582,240.27249008268086
1583,461.77507042147664
1584,409.46946811825944
1585,571.25
1586,479.91198318022145
1587,451.55
1588,218.24427839870515
1589,262.68984486545344
1590,175.23000000000002
1591,351.55
1592,540.5
1593,187.51999999999998
1594,111.25
1595,366.9
1596,458.00000000000006
1597,348.5
1598,406.35
1599,291.0526467277771
1600,606.6376870180927
1601,404.75
1602,485.0
1603,504.95
1604,470.79999999999995
1605,344.15
1606,191.0
1607,263.29229588186473
1608,456.65
1609,342.37573101685075
1610,523.6246444185946
1611,476.84999999999997
1612,413.94071750542963
1613,469.15
1614,635.2
1615,405.40000000000003
1616,496.0
1617,318.5
1618,360.6916901349115
1619,340.0
1620,513.85
1621,381.54999999999995
1622,218.2
1623,201.2
1624,361.84999999999997
1625,213.3
1626,136.90000000000003
1627,373.65
1628,347.15
1629,475.1
1630,467.0
1631,608.4
1632,209.52644404167503
1633,360.09999999999997
1634,468.6251503475456
1635,423.84999999999997
1636,370.7
1637,487.9
1638,139.85
1639,392.20154924683175
1640,491.1
1641,567.2175718438665
1642,367.39092605001713
1643,382.2
1644,356.733048731122
1645,305.4
1646,334.95
1647,430.5
1648,429.8
1649,301.1
1650,192.0
1651,368.98129735771164
1652,477.9087401523622
1653,290.7731118570444
1654,269.9046261545109
1655,301.36763358869257
1656,117.45000000000002
1657,151.2
1658,310.20000000000005
1659,255.35
1660,394.3
1661,438.48179444917395
1662,583.7
1663,271.3
1664,348.0
1665,576.0650903225206
1666,536.4
1667,584.8000000000001
1668,178.35000000000002
1669,496.35
1670,189.36436681226314
1671,280.7
1672,375.1191773113231
1673,210.95
1674,149.71
1675,242.8435818730694
1676,411.84999999999997
1677,473.20000000000005
1678,331.2
1679,467.0506575814561
1680,284.7
1681,158.68280479065731
1682,270.0603309779918
1683,262.0319477373251
1684,410.6
1685,320.75
1686,606.85
1687,152.8
