,p1_avg_hp_when_switching
191,0.631
192,0.354
193,0.0
194,0.5384695980300983
195,0.39552715654952075
196,0.8188888888888889
197,0.806
198,1.0
199,0.6633333333333334
200,0.5528010145599103
201,0.38879830460826503
202,0.665
203,0.5706001801109291
204,0.4977777777777778
205,0.255
206,0.37833333333333335
207,0.45999999999999996
208,0.5483333333333333
209,0.3869283931516647
210,0.9459954309974786
211,0.6928571428571428
212,0.6341868183973447
213,0.51
214,0.4066666666666667
215,0.55
216,0.6388888888888888
217,0.16999999999999998
218,0.6792318634423897
219,0.5875
220,0.4571428571428572
221,0.6580131994414685
222,0.6377777777777778
223,0.4925
224,0.6736443771990592
225,0.32988778251936146
226,0.4166666666666667
227,0.5082840967162191
228,0.30867709815078237
229,0.6633333333333333
230,0.6670301708469647
231,0.5414285714285715
232,0.8437326403217398
233,0.5014285714285714
234,0.7142857142857143
235,0.582331628534923
236,0.8799999999999999
237,0.7
238,0.5021169776587733
239,0.6283333333333333
240,0.40499999999999997
241,0.7308333333333334
242,0.34
243,0.44
244,0.7364512268344086
245,0.754927200238275
246,0.6912719059736797
247,0.46833333333333327
248,0.6277777777777778
249,0.5592307692307693
250,0.7821220175579355
251,0.43
252,0.84
253,0.8
254,0.5204555792110327
255,0.5644444444444444
256,0.47800000000000004
257,0.7518181818181818
258,0.3333333333333333
259,0.7142857142857143
260,0.8075
261,0.75
262,0.41900000000000004
263,0.6666666666666666
264,0.6771428571428572
265,0.6192583518362555
266,0.3333333333333333
267,0.62
268,0.6791666666666666
269,0.3017425320056899
270,0.32749999999999996
271,0.6319056600194566
272,0.7050000000000001
273,0.6691130593326191
274,0.9054545454545454
275,0.6666666666666666
276,0.39999999999999997
277,0.615
278,0.5152228517510864
279,0.63
280,0.0
281,0.5471428571428572
282,0.7316783828817324
283,0.6799999999999999
284,0.5436363636363636
285,0.8660419042101054
286,0.6666666666666666
287,0.4872727272727273
288,0.816219470244238
289,0.9199516369688453
290,0.8477777777777777
291,0.7981818181818181
292,0.42700000000000005
293,0.6714285714285715
294,0.25
295,0.5285714285714286
296,0.7576923076923078
297,0.694936176671677
298,0.9099999999999999
299,0.6835714285714286
300,0.65
301,0.76
302,0.45538187885431525
303,0.9216666666666665
304,0.6
305,0.75
306,0.8
307,0.6655555555555556
308,0.7466666666666667
309,0.8114316137612907
310,0.8668796592119276
311,0.8142857142857143
312,0.541415870191708
313,0.6044444444444443
314,0.3933725612055845
315,0.5831738832444415
316,0.48125000000000007
317,0.41168717356828205
318,0.7622222222222222
319,0.5599999999999999
320,0.6960534560427512
321,0.6174999999999999
322,0.45222222222222225
323,0.888663121416597
324,0.6481458506658104
325,0.33999999999999997
326,0.4
327,0.36833333333333335
328,0.6749999999999999
329,0.6836363636363637
330,0.5844444444444444
331,0.7886267142996753
332,0.0
333,0.5762499999999999
334,0.42303958093431776
335,0.48375
336,0.5642857142857143
337,0.7044444444444444
338,0.611
339,0.7130452711224071
340,0.29
341,0.462
342,0.3975
343,0.8630000000000001
344,0.799
345,0.7447129733188391
346,0.6814285714285715
347,0.288
348,0.6800413346122387
349,0.8613398955403777
350,0.7877777777777778
351,0.8878998358813531
352,0.6944444444444444
353,0.5663636363636363
354,0.7311111111111112
355,0.3855555555555556
356,0.6736363636363637
357,0.4071428571428571
358,0.6470286064400941
359,0.9082719082719083
360,0.532
361,0.6918181818181819
362,0.7024061678751948
363,0.49800000000000005
364,0.36666666666666664
365,0.78
366,0.7957142857142857
367,0.26666666666666666
368,0.479
369,0.5533333333333333
370,0.5333333333333333
371,0.5251702725596833
372,0.7205882352941176
373,0.5207693532081783
374,0.35666666666666663
375,0.24333333333333332
376,0.6808109382366808
377,0.5
378,0.5811111111111111
379,0.4868259983567336
380,0.6174999999999999
381,0.6418181818181818
382,0.79
383,0.8425166929267123
384,0.666
385,0.35555555555555557
386,0.5933333333333334
387,0.5229389122831125
388,0.7039770977579171
389,0.49142857142857144
390,0.6111111111111112
391,0.665989864034693
392,0.7987197724039828
393,0.8674999999999999
394,0.3819386459016126
395,0.6984615384615385
396,0.7901849217638691
397,0.5373887819708253
398,0.6155555555555554
399,0.597972972972973
400,0.69
401,0.572
402,0.5769331366010229
403,0.4467826790772967
404,0.31177524307295296
405,0.6388888888888888
406,0.585950353728578
407,0.34249999999999997
408,0.8655130758281968
409,0.6828571428571427
410,0.2959756881482121
411,0.7544444444444445
412,0.8099999999999999
413,0.38592485422002437
414,0.24653887113951012
415,0.5199999999999999
416,0.6699999999999999
417,0.625
418,0.6468641165126788
419,0.699675861122386
420,0.7777777777777778
421,0.46579761528039354
422,0.6888888888888889
423,0.6325
424,0.7258465892810186
425,0.86375
426,0.4066666666666667
427,0.5980000000000001
428,0.7617590822179732
429,0.6255555555555554
430,0.612
431,0.45875
432,0.85625
433,0.45790059206651534
434,0.7825000000000001
435,0.786
436,0.5976923076923077
437,0.37090909090909085
438,0.4093240145703918
439,0.7042857142857143
440,0.7958333333333334
441,0.49857142857142855
442,0.4
443,0.6980000000000001
444,0.5701280227596017
445,0.6691520153399955
446,0.62
447,0.5771743062374037
448,0.6525000000000001
449,0.9092857142857141
450,0.6350786877102667
451,0.5
452,0.7206762992218999
453,0.41500000000000004
454,0.5725
455,0.3333333333333333
456,0.5166666666666667
457,0.8467004129687564
458,0.9333333333333332
459,0.6560660837397008
460,0.8300000000000001
461,0.73
462,0.5
463,0.5183333333333334
464,0.5200924608819346
465,0.5877777777777777
466,0.56125
467,0.625
468,0.7458333333333335
469,0.6872727272727273
470,0.45125
471,0.67375
472,0.50375
473,0.7059014869936282
474,0.6
475,0.5041932568680733
476,0.2
477,0.638781710918923
478,0.8566666666666667
479,0.5050944574376056
480,0.85
481,0.77
482,0.08269720101781171
483,0.6933333333333332
484,0.372
485,0.352
486,0.72375
487,0.8275
488,0.48974117720854016
489,0.916
490,0.7144444444444444
491,0.2897772067746763
492,0.732
493,0.7466666666666667
494,0.49888888888888894
495,0.6555555555555556
496,0.358
497,0.61
498,0.4436363636363637
499,0.52
500,0.6950000000000001
501,0.7063636363636364
502,0.5741275472091061
503,0.44589235127478755
504,0.4366666666666667
505,0.62
506,0.636
507,0.471
508,0.8211111111111111
509,0.8109999999999999
510,0.6802439574867205
511,0.8456249614992443
512,0.5011111111111111
513,0.6678368200603831
514,0.31
515,0.502
516,0.8099999999999999
517,0.583
518,0.7149934184887982
519,0.68625
520,0.4818427781684535
521,0.5033333333333333
522,0.9227272727272727
523,0.8333333333333334
524,0.2857142857142857
525,0.4663636363636364
526,0.8127509634434031
527,0.7742857142857142
528,0.626
529,0.6206025027695034
530,0.7974588173709414
531,0.4654059312406902
532,0.8776728504079517
533,0.2475
534,0.5980000000000001
535,0.725
536,0.26841547429782725
537,0.6546153846153846
538,0.6525
539,0.43926670558524344
540,0.8527272727272728
541,0.6325000000000001
542,0.5185714285714286
543,0.6666666666666666
544,0.3650082584445406
545,0.5233333333333333
546,0.6033333333333333
547,0.9099999999999999
548,0.5460181211254173
549,0.6166666666666667
550,0.8771428571428572
551,0.5680150566018601
552,0.37529265046317234
553,0.5
554,0.68625
555,0.9465149359886201
556,0.38066157760814245
557,0.7332738919587246
558,0.5076884403176467
559,0.6304834054893965
560,0.615
561,0.7385714285714285
562,0.335
563,0.6816666666666668
564,0.8748034667391549
565,0.764
566,0.93
567,0.608
568,0.52125
569,0.7386387180413073
570,0.7947733375285733
571,0.5
572,0.516
573,0.5889999999999999
574,0.5514285714285714
575,0.5373937436938567
576,0.895
577,0.8722222222222222
578,0.711623097057286
579,0.4662097895275955
580,0.43624999999999997
581,0.7190000000000001
582,0.6728571428571428
583,0.376
584,0.6246701688574492
585,0.7000000000000001
586,0.6533333333333333
587,0.6839999999999999
588,0.43599999999999994
589,0.7467889514970142
590,0.865
591,0.38125
592,0.93125
593,0.6899004267425319
594,0.45600000000000007
595,0.6509728674701336
596,0.5
597,0.7332221232884151
598,0.6349557203263799
599,0.6886360044254781
600,0.6557142857142857
601,0.754
602,0.4434058118268645
603,0.43571428571428567
604,0.2
605,0.5660000000000001
606,0.0
607,0.8859999999999999
608,0.546
609,0.5857142857142856
610,0.8933333333333334
611,0.4637931353159714
612,0.42333333333333334
613,0.6275
614,0.8158313111873484
615,0.501
616,0.372
617,0.5955893308269756
618,0.6877487837240158
619,0.32999999999999996
620,0.8683333333333333
621,0.2833333333333334
622,0.43857142857142856
623,0.7
624,0.6936132044538746
625,0.7510000000000001
626,0.7281818181818182
627,0.685
628,0.33599999999999997
629,0.5300000000000001
630,0.5177757429536444
631,0.33125
632,0.5416183964014518
633,0.588
634,0.76625
635,0.8109090909090909
636,0.48777777777777775
637,0.7075
638,0.438
639,0.5788888888888889
640,0.40166666666666667
641,0.48500000000000004
642,0.76
643,0.5115720850992337
644,0.568
645,0.7144444444444445
646,0.6398259916065462
647,0.0
648,0.7216666666666667
649,0.33999999999999997
650,0.5916666666666667
651,0.628364918533556
652,0.5183333333333333
653,0.505
654,0.5900000000000001
655,0.545
656,0.7114285714285715
657,0.83
658,0.78505996930033
659,0.62
660,0.6666666666666666
661,0.7317056534494618
662,0.32999999999999996
663,0.6891666666666668
664,0.63
665,0.8266666666666667
666,0.6614285714285714
667,0.58875
668,0.47833333333333333
669,0.53
670,0.8814285714285715
671,0.4578337736232473
672,0.540332990435118
673,0.5700000000000001
674,0.465
675,0.5
676,0.625
677,0.5322222222222223
678,0.24
679,0.5
680,0.408638781990621
681,0.6522396831144078
682,0.5109090909090909
683,0.5385714285714286
684,0.4835987098972171
685,0.7104258680535185
686,0.666
687,0.6966666666666667
688,0.6988888888888889
689,0.7907175499766174
690,0.2422222222222222
691,0.685
692,0.33875
693,0.47333333333333333
694,0.7033333333333333
695,0.9227272727272727
696,0.7137499999999999
697,0.46399999999999997
698,0.626863108980592
699,0.5
700,0.5925
701,0.773076923076923
702,0.42
703,0.7076923076923077
704,0.6139368737624593
705,0.7070000000000001
706,0.5905905905905906
707,0.4683333333333333
708,0.8334043933435922
709,0.699
710,0.5636363636363636
711,0.95
712,0.45
713,0.7599338216663627
714,0.6895119979529827
715,0.56634979992666
716,0.4411111111111111
717,0.5683333333333334
718,0.5755725190839694
719,0.9776923076923077
720,0.5285714285714286
721,0.7527272727272728
722,0.638
723,0.6666666666666666
724,0.625
725,0.5166666666666667
726,0.352
727,0.61625
728,0.6257142857142858
729,0.57375
730,0.6833333333333332
731,0.47333333333333333
732,0.565
733,0.803507635800098
734,0.5718829516539441
735,0.62
736,0.6433333333333333
737,0.4716666666666666
738,0.8999999999999999
739,0.631581524493236
740,0.5840000000000001
741,0.5285714285714286
742,0.789
743,0.39571428571428574
744,0.7124999999999999
745,0.6922222222222223
746,0.8300000000000001
747,0.7911111111111111
748,0.9292488962624557
749,0.36750000000000005
750,0.7072222222222222
751,0.93
752,0.7162413942663058
753,0.5881818181818181
754,0.188
755,0.5016666666666666
756,0.5624569239993471
757,0.6589999999999999
758,0.59875
759,0.74
760,0.7887500000000001
761,0.48
762,0.42799999999999994
763,0.6157142857142857
764,0.6966666666666667
765,0.8683333333333335
766,0.7242857142857143
767,1.0
768,0.3325
769,0.68
770,0.6614285714285713
771,0.8766666666666666
772,0.5233333333333333
773,0.7733333333333334
774,0.195
775,0.45422813599345585
776,0.5433333333333333
777,0.6966666666666667
778,0.67125
779,0.5516474718152085
780,0.66
781,0.9466666666666667
782,0.5479999999999999
783,0.48170799000912873
784,0.5681160298273202
785,0.5128571428571428
786,0.9142857142857143
787,0.8869722103873731
788,0.6416666666666667
789,0.522
790,0.5864517891286534
791,0.9231376471452184
792,0.8285714285714285
793,0.6022403982930299
794,0.7877777777777778
795,0.45999999999999996
796,0.51
797,0.8916666666666666
798,0.6025
799,0.415
800,0.5000000000000001
801,0.03
802,0.5543132953594728
803,0.5861377296191447
804,0.7208536366652344
805,0.5692857142857143
806,0.48714285714285716
807,0.5700000000000001
808,0.47
809,0.3485714285714286
810,0.3797767857657888
811,0.8347601655133221
812,0.71
813,0.5943723625397314
814,0.0
815,0.9475
816,0.7525
817,0.40463421490820234
818,0.556209931558824
819,0.624025315946922
820,0.7975
821,0.85625
822,0.6571428571428571
823,0.7316666666666668
824,0.7
825,0.3314285714285714
826,0.7122222222222222
827,0.7124624624624625
828,0.9270510771768574
829,0.806
830,0.70375
831,0.3920833591798296
832,0.9620000000000001
833,0.4475
834,0.23
835,0.4971428571428572
836,0.35700000000000004
837,0.6
838,0.4259303694331943
839,0.5267309245966388
840,0.5328792390913363
841,0.6633333333333333
842,0.55125
843,0.4525
844,0.7566666666666667
845,0.6759999999999999
846,0.7181027744829578
847,0.79
848,0.6100013473972254
849,0.05927342256214149
850,0.6666666666666666
851,0.6936405567218659
852,0.7531062496792397
853,0.4425
854,0.634
855,0.8825
856,0.6221959858323495
857,0.7091038406827881
858,0.9771428571428571
859,0.5564983423003373
860,0.7678137349715349
861,0.6125
862,0.4916666666666667
863,0.7858333333333333
864,0.49
865,0.37840386017556854
866,0.516
867,0.6666277017312121
868,0.760061919504644
869,0.57
870,0.3590920564286182
871,0.4799999999999999
872,0.524043180828159
873,0.484
874,0.72625
875,0.45262407085224166
876,0.67625
877,0.7260000000000001
878,0.5011111111111111
879,0.5875139859060369
880,0.25
881,0.7885714285714286
882,0.7752103248286455
883,0.75
884,0.49999999999999994
885,0.42857142857142855
886,0.4977777777777778
887,0.0
888,0.6666666666666666
889,0.8681818181818183
890,0.8099999999999999
891,0.7391117421069168
892,0.3450846684046446
893,0.8466666666666666
894,0.6691659961324878
895,0.6366666666666666
896,0.6605549974768943
897,0.6102236421725239
898,0.9018212485468411
899,0.7933333333333333
900,0.516
901,0.6578157104472894
902,0.8600000000000001
903,0.52875
904,0.7511706161766427
905,0.86
906,0.27555555555555555
907,0.34500000000000003
908,0.40875
909,0.325
910,0.7144381223328592
911,0.6355555555555555
912,0.547142857142857
913,0.795
914,0.5601703940362087
915,0.881363043330497
916,0.6844444444444444
917,0.39
918,0.7488888888888889
919,0.7799999999999999
920,0.6
921,0.6990000000000001
922,0.8868723867655393
923,0.4
924,0.9359999999999999
925,0.6514285714285715
926,0.6454855037576042
927,0.25
928,0.6614285714285714
929,0.6012500000000001
930,0.7614285714285715
931,0.45499999999999996
932,0.274
933,0.14516971279373367
934,0.6603162903390597
935,0.36875
936,0.8530036209727844
937,0.9535143822006017
938,0.8889824329121454
939,0.5834316824978787
940,0.714
941,0.6483460559796438
942,0.7772727272727273
943,0.6385714285714286
944,0.625
945,0.3970782625661537
946,0.074
947,0.5008540024254091
948,0.585
949,0.429
950,0.7193708785037904
951,0.5
952,0.46673921305013205
953,0.6795422582161053
954,0.61
955,0.7044444444444444
956,0.3333333333333333
957,0.4882250671724356
958,0.6414285714285715
959,0.6129002016660303
960,0.5033333333333334
961,0.8055555555555556
962,0.6528571428571429
963,0.4779573236784968
964,0.5377777777777778
965,0.6133333333333333
966,0.3057142857142857
967,0.5754545454545454
968,0.7436363636363637
969,0.7785714285714285
970,0.7911111111111111
971,0.36
972,0.3333333333333333
973,0.4663341097222795
974,0.9299999999999999
975,0.6012500000000001
976,0.7014035327762957
977,0.6227272727272727
978,0.25
979,0.51625
980,0.6542732729710691
981,0.724
982,0.7301771251661954
983,0.625403173430283
984,0.7671428571428572
985,0.84625
986,0.39666666666666667
987,0.8328571428571427
988,0.6172727272727273
989,0.4275
990,0.6577777777777778
991,0.7102195936381561
992,0.608
993,0.5
994,0.34500000000000003
995,0.7827272727272727
996,0.38
997,0.7457142857142858
998,0.5536363636363636
999,0.4203592542930371
1000,0.5345454545454544
1001,0.5746666666666667
1002,0.30666666666666664
1003,0.296
1004,0.515015015015015
1005,0.489
1006,0.5433333333333334
1007,0.75
1008,0.5102621418410892
1009,0.718837996287101
1010,0.7711111111111111
1011,0.6954545454545454
1012,0.7877971202600186
1013,0.8214746188391921
1014,0.636
1015,0.7463636363636362
1016,0.445
1017,0.7
1018,0.6453819794134771
1019,0.5223346026945764
1020,0.7646502630884123
1021,0.7625
1022,0.7769661413695161
1023,0.5608333333333334
1024,0.25
1025,0.5115384615384615
1026,0.7142857142857143
1027,0.3371428571428572
1028,0.6485714285714286
1029,0.3994784257942152
1030,0.337
1031,0.6054545454545454
1032,0.435
1033,0.61
1034,0.8502562614834156
1035,0.6032510039851713
1036,0.5
1037,0.25
1038,0.8483333333333333
1039,0.344
1040,0.64
1041,0.5542857142857143
1042,0.7542857142857143
1043,0.520909090909091
1044,0.7300000000000001
1045,0.6228848351219288
1046,0.5714285714285714
1047,0.5936363636363636
1048,0.59
1049,0.53
1050,0.893846153846154
1051,0.46125000000000005
1052,0.5922222222222222
1053,0.738
1054,0.7433333333333333
1055,0.7025
1056,1.0
1057,0.8316666666666667
1058,0.6525000000000001
1059,0.775
1060,0.6994108293002115
1061,0.8828382838283829
1062,0.7313365997576523
1063,0.5501997351009175
1064,0.8023475533897629
1065,0.6228571428571429
1066,0.8
1067,0.7685714285714286
1068,0.5811111111111111
1069,0.40750000000000003
1070,1.0
1071,0.7166666666666666
1072,0.32
1073,0.646
1074,0.5605108382344839
1075,0.6699999999999999
1076,0.275
1077,0.7755555555555556
1078,0.643
1079,0.9249363867684478
1080,0.346
1081,0.4219219219219219
1082,0.9555555555555555
1083,0.4323850038416694
1084,0.6892512269394149
1085,0.772
1086,0.43299769637453417
1087,0.7118181818181818
1088,0.8275
1089,0.9765309864319767
1090,0.6699999999999999
1091,0.5577777777777778
1092,0.5814758503136385
1093,0.8455911878527825
1094,0.5654545454545454
1095,0.68625
1096,0.5566666666666666
1097,0.19125
1098,0.275
1099,0.8110261312938176
1100,0.7580000000000001
1101,0.415
1102,0.8385714285714286
1103,0.7809090909090909
1104,0.48727272727272725
1105,0.570909090909091
1106,0.5599999999999999
1107,0.6842857142857142
1108,0.3277777777777778
1109,0.2857142857142857
1110,0.4742857142857143
1111,0.8509741452334725
1112,0.8584983498349835
1113,0.7833333333333333
1114,0.5785714285714285
1115,0.7330730572228457
1116,0.5287265513445562
1117,0.65
1118,0.625
1119,0.6349872981497658
1120,0.7141666666666667
1121,0.5
1122,0.7958284249595984
1123,0.3983333333333334
1124,0.39999999999999997
1125,0.725
1126,0.42
1127,0.6355555555555555
1128,0.571
1129,0.7142857142857143
1130,0.6407034328852832
1131,0.8123997012402098
1132,0.11333333333333334
1133,0.5377777777777778
1134,0.5563903730352356
1135,0.0
1136,0.3518904743946184
1137,0.5085714285714286
1138,0.7483333333333334
1139,0.7839388145315488
1140,0.5491666666666667
1141,0.31857142857142856
1142,0.5439999999999999
1143,0.8953846153846154
1144,0.41000000000000003
1145,0.8225
1146,0.66
1147,0.6458570043125068
1148,0.4144003800445588
1149,0.8633333333333333
1150,0.5
1151,0.8811111111111111
1152,0.6514285714285715
1153,0.3833333333333333
1154,0.5533514376091917
1155,0.6
1156,0.721
1157,0.8200000000000001
1158,0.6288888888888889
1159,0.5
1160,0.6516666666666666
1161,0.5914869626930557
1162,0.0
1163,0.9326881060627191
1164,0.6199999999999999
1165,0.6625801486544133
1166,0.770909090909091
1167,0.47666666666666674
1168,0.977
1169,0.7276923076923077
1170,0.71
1171,0.7699999999999999
1172,0.7007949125596185
1173,0.8375
1174,0.7272464380854093
1175,0.6833333333333333
1176,0.8654545454545454
1177,0.6937500000000001
1178,0.6516666666666666
1179,0.6436420941064904
1180,0.61
1181,0.3877777777777778
1182,0.8166300271563429
1183,0.7281818181818182
1184,0.7395390488037101
1185,0.7125
1186,0.7696418858229793
1187,0.5708506582824168
1188,0.834
1189,0.85
1190,0.8062499999999999
1191,0.8198354832016015
1192,0.33499999999999996
1193,0.7285714285714286
1194,0.6066666666666666
1195,0.5464728380850047
1196,0.610226017854879
1197,0.7220000000000001
1198,0.4354545454545455
1199,0.48454545454545456
1200,0.68875
1201,0.7957142857142857
1202,0.49888888888888894
1203,0.5598203301364378
1204,0.52
1205,0.5200530035315974
1206,0.7354545454545455
1207,0.6470374409305707
1208,0.37142857142857144
1209,0.246
1210,0.3233333333333333
1211,0.5933333333333334
1212,0.3775
1213,0.7733333333333334
1214,0.6714285714285715
1215,0.53125
1216,0.725
1217,0.8258227030492301
1218,0.7995785531519478
1219,0.62625
1220,0.5841666666666666
1221,0.746893858714945
1222,0.2857142857142857
1223,0.708
1224,0.3744444444444444
1225,0.68
1226,0.5481953416412092
1227,0.5014285714285714
1228,0.795979597959796
1229,0.6242857142857143
1230,0.5518181818181818
1231,0.5897778967085898
1232,0.7828571428571429
1233,0.7445454545454545
1234,0.6930769230769231
1235,0.6242857142857142
1236,0.385
1237,0.41571428571428565
1238,0.348
1239,0.39
1240,0.7859999999999999
1241,0.7733333333333333
1242,0.43750000000000006
1243,0.6980000000000001
1244,0.535
1245,0.36182108626198084
1246,0.71
1247,0.9031903190319032
1248,0.39
1249,0.7533333333333334
1250,0.6055560204167014
1251,0.435
1252,0.6578571428571429
1253,0.39
1254,0.7809232243012387
1255,0.24777777777777776
1256,0.7006519298851567
1257,0.5871428571428572
1258,0.5896108711550652
1259,0.788
1260,0.41205491376657843
1261,0.4110532881309016
1262,0.5590017303609371
1263,0.5013720093592746
1264,0.53375
1265,0.8025
1266,0.9499567679134242
1267,0.7111111111111111
1268,0.8254545454545454
1269,0.8540453932560558
1270,0.6679943100995732
1271,0.788
1272,0.6081818181818183
1273,0.48200000000000004
1274,0.7444444444444445
1275,0.7333333333333334
1276,0.7854545454545455
1277,0.5258333333333333
1278,0.7517517517517517
1279,0.591
1280,0.712
1281,0.0
1282,0.4425
1283,0.7537971591071003
1284,0.6811111111111111
1285,0.45285714285714285
1286,0.8619999999999999
1287,0.77125
1288,0.541
1289,0.3049194232400339
1290,0.47000000000000003
1291,0.5066666666666667
1292,0.2542857142857143
1293,0.0
1294,0.6980000000000001
1295,0.7271428571428572
1296,0.2
1297,0.7318436493323568
1298,0.7685714285714286
1299,1.0
1300,0.75
1301,0.45443524457560014
1302,0.497
1303,0.647
1304,0.5783333333333333
1305,0.3947368421052631
1306,1.0
1307,0.35000000000000003
1308,0.7050000000000001
1309,0.2875
1310,0.42857142857142855
1311,0.29714285714285715
1312,0.6899693599971926
1313,0.6851049191606468
1314,0.8888888888888888
1315,0.7331079887259199
1316,0.39444444444444443
1317,0.8640000000000001
1318,0.632
1319,0.6425000000000001
1320,0.593
1321,0.5133333333333333
1322,0.6332306916421956
1323,0.5676626689317824
1324,0.266
1325,0.6
1326,0.766
1327,0.518
1328,0.585
1329,0.5665
1330,0.47875
1331,0.25
1332,0.6466666666666667
1333,0.7233333333333333
1334,0.7375
1335,0.8040712468193385
1336,0.8214285714285714
1337,0.6122222222222222
1338,0.651
1339,0.5811111111111111
1340,0.3333333333333333
1341,0.6451091254595512
1342,0.44333333333333336
1343,0.6654545454545455
1344,0.515
1345,0.5933333333333333
1346,0.4099270021327073
1347,0.5
1348,0.19285714285714287
1349,0.6155555555555554
1350,0.88
1351,0.9600000000000001
1352,0.614745094869881
1353,0.6256317815204604
1354,0.2927272727272727
1355,0.5842857142857143
1356,0.723777103234755
1357,0.94
1358,0.63
1359,0.5855555555555555
1360,0.9036363636363636
1361,0.7902712538988168
1362,0.5645320242843462
1363,0.5622222222222222
1364,0.6327272727272727
1365,0.5392353550214853
1366,0.8558333333333333
1367,0.33599999999999997
1368,0.49333333333333335
1369,0.45875
1370,0.6855555555555556
1371,0.22166666666666668
1372,0.47624999999999995
1373,0.8374681933842238
1374,0.4681818181818182
1375,0.6701323096506118
1376,0.9084408333604799
1377,0.9054545454545455
1378,0.4291795665634675
1379,0.9201350749101579
1380,0.1657256303244699
1381,0.0
1382,0.7125
1383,0.5733333333333334
1384,0.4242534403714725
1385,0.5666666666666668
1386,0.0
1387,0.46875
1388,0.8524999999999999
1389,0.9566666666666667
1390,0.75
1391,0.6690909090909091
1392,0.763072788282518
1393,0.5744444444444444
1394,0.8522222222222223
1395,0.4822778944144682
1396,0.37966927294084435
1397,0.7364356838041048
1398,0.5883333333333333
1399,0.2590020360918193
1400,0.6824554566619653
1401,0.718067153131436
1402,0.7628571428571428
1403,0.6227735368956743
