,p1_sum_atk_last
183,210.0
184,340.0
185,335.0
186,250.0
187,155.0
188,70.0
189,420.0
190,210.0
191,190.0
192,190.0
193,5.0
194,305.0
195,105.0
196,230.0
197,295.0
198,134.0
199,150.0
200,55.0
201,100.0
202,265.0
203,260.0
204,260.0
205,100.0
206,400.0
207,345.0
208,335.0
209,170.0
210,385.0
211,355.0
212,280.0
213,225.0
214,265.0
215,375.0
216,350.0
217,95.0
218,285.0
219,195.0
220,190.0
221,275.0
222,95.0
223,150.0
224,175.0
225,155.0
226,245.0
227,210.0
228,165.0
229,340.0
230,155.0
231,190.0
232,285.0
233,195.0
234,255.0
235,265.0
236,280.0
237,200.0
238,190.0
239,395.0
240,215.0
241,165.0
242,160.0
243,140.0
244,200.0
245,395.0
246,360.0
247,329.0
248,205.0
249,150.0
250,260.0
251,230.0
252,115.0
253,270.0
254,225.0
255,205.0
256,185.0
257,480.0
258,175.0
259,240.0
260,275.0
261,155.0
262,190.0
263,160.0
264,430.0
265,355.0
266,95.0
267,260.0
268,250.0
269,100.0
270,55.0
271,105.0
272,145.0
273,280.0
274,430.0
275,210.0
276,205.0
277,190.0
278,325.0
279,335.0
280,50.0
281,160.0
282,360.0
283,185.0
284,205.0
285,375.0
286,140.0
287,430.0
288,275.0
289,265.0
290,280.0
291,305.0
292,210.0
293,245.0
294,205.0
295,180.0
296,375.0
297,260.0
298,195.0
299,395.0
300,205.0
301,315.0
302,210.0
303,165.0
304,150.0
305,290.0
306,340.0
307,355.0
308,285.0
309,330.0
310,245.0
311,305.0
312,260.0
313,355.0
314,85.0
315,250.0
316,50.0
317,125.0
318,320.0
319,185.0
320,320.0
321,235.0
322,300.0
323,335.0
324,355.0
325,0.0
326,185.0
327,280.0
328,330.0
329,260.0
330,400.0
331,250.0
332,110.0
333,320.0
334,110.0
335,340.0
336,55.0
337,435.0
338,95.0
339,300.0
340,165.0
341,285.0
342,210.0
343,250.0
344,375.0
345,400.0
346,285.0
347,125.0
348,175.0
349,260.0
350,355.0
351,260.0
352,200.0
353,165.0
354,230.0
355,270.0
356,510.0
357,160.0
358,100.0
359,340.0
360,115.0
361,320.0
362,285.0
363,160.0
364,150.0
365,385.0
366,375.0
367,5.0
368,215.0
369,275.0
370,120.0
371,75.0
372,280.0
373,165.0
374,145.0
375,290.0
376,175.0
377,170.0
378,240.0
379,55.0
380,200.0
381,244.0
382,310.0
383,230.0
384,509.0
385,175.0
386,190.0
387,180.0
388,130.0
389,305.0
390,335.0
391,245.0
392,290.0
393,360.0
394,215.0
395,259.0
396,215.0
397,265.0
398,180.0
399,105.0
400,180.0
401,245.0
402,210.0
403,255.0
404,160.0
405,400.0
406,245.0
407,220.0
408,305.0
409,255.0
410,50.0
411,195.0
412,130.0
413,305.0
414,190.0
415,240.0
416,160.0
417,215.0
418,210.0
419,180.0
420,265.0
421,285.0
422,435.0
423,435.0
424,290.0
425,170.0
426,285.0
427,220.0
428,260.0
429,275.0
430,305.0
431,195.0
432,450.0
433,235.0
434,310.0
435,190.0
436,170.0
437,170.0
438,195.0
439,245.0
440,380.0
441,385.0
442,160.0
443,230.0
444,145.0
445,250.0
446,285.0
447,95.0
448,230.0
449,280.0
450,295.0
451,150.0
452,385.0
453,210.0
454,200.0
455,0.0
456,55.0
457,475.0
458,260.0
459,155.0
460,225.0
461,335.0
462,295.0
463,195.0
464,205.0
465,245.0
466,230.0
467,190.0
468,360.0
469,250.0
470,105.0
471,165.0
472,230.0
473,180.0
474,285.0
475,375.0
476,65.0
477,145.0
478,285.0
479,230.0
480,150.0
481,105.0
482,140.0
483,70.0
484,205.0
485,100.0
486,335.0
487,320.0
488,200.0
489,290.0
490,260.0
491,264.0
492,420.0
493,250.0
494,5.0
495,265.0
496,305.0
497,430.0
498,230.0
499,380.0
500,300.0
501,160.0
502,105.0
503,210.0
504,115.0
505,210.0
506,340.0
507,215.0
508,340.0
509,395.0
510,245.0
511,355.0
512,125.0
513,270.0
514,209.0
515,275.0
516,260.0
517,330.0
518,285.0
519,405.0
520,125.0
521,275.0
522,440.0
523,190.0
524,90.0
525,160.0
526,225.0
527,280.0
528,180.0
529,320.0
530,445.0
531,155.0
532,255.0
533,220.0
534,255.0
535,310.0
536,205.0
537,190.0
538,275.0
539,160.0
540,380.0
541,165.0
542,100.0
543,210.0
544,0.0
545,180.0
546,240.0
547,275.0
548,155.0
549,90.0
550,355.0
551,230.0
552,115.0
553,115.0
554,355.0
555,240.0
556,170.0
557,390.0
558,190.0
559,230.0
560,290.0
561,360.0
562,115.0
563,285.0
564,470.0
565,300.0
566,260.0
567,155.0
568,245.0
569,315.0
570,285.0
571,195.0
572,115.0
573,270.0
574,125.0
575,200.0
576,130.0
577,255.0
578,305.0
579,270.0
580,195.0
581,220.0
582,160.0
583,215.0
584,295.0
585,305.0
586,210.0
587,330.0
588,240.0
589,340.0
590,340.0
591,65.0
592,180.0
593,105.0
594,190.0
595,130.0
596,145.0
597,190.0
598,335.0
599,210.0
600,55.0
601,295.0
602,260.0
603,270.0
604,130.0
605,155.0
606,50.0
607,285.0
608,95.0
609,245.0
610,345.0
611,145.0
612,210.0
613,405.0
614,270.0
615,270.0
616,210.0
617,275.0
618,330.0
619,285.0
620,385.0
621,100.0
622,200.0
623,55.0
624,240.0
625,250.0
626,240.0
627,260.0
628,185.0
629,400.0
630,255.0
631,200.0
632,155.0
633,105.0
634,410.0
635,345.0
636,205.0
637,180.0
638,220.0
639,230.0
640,140.0
641,90.0
642,190.0
643,235.0
644,95.0
645,325.0
646,320.0
647,100.0
648,310.0
649,190.0
650,290.0
651,210.0
652,245.0
653,95.0
654,130.0
655,260.0
656,505.0
657,385.0
658,265.0
659,349.0
660,125.0
661,305.0
662,75.0
663,250.0
664,265.0
665,375.0
666,215.0
667,240.0
668,210.0
669,90.0
670,415.0
671,95.0
672,160.0
673,195.0
674,260.0
675,200.0
676,190.0
677,190.0
678,0.0
679,200.0
680,270.0
681,300.0
682,180.0
683,265.0
684,345.0
685,360.0
686,260.0
687,320.0
688,155.0
689,350.0
690,85.0
691,380.0
692,100.0
693,295.0
694,175.0
695,385.0
696,375.0
697,425.0
698,185.0
699,139.0
700,390.0
701,290.0
702,230.0
703,434.0
704,175.0
705,245.0
706,325.0
707,270.0
708,305.0
709,355.0
710,185.0
711,200.0
712,145.0
713,290.0
714,250.0
715,155.0
716,170.0
717,275.0
718,150.0
719,355.0
720,165.0
721,490.0
722,265.0
723,95.0
724,295.0
725,100.0
726,190.0
727,335.0
728,235.0
729,100.0
730,200.0
731,105.0
732,265.0
733,305.0
734,145.0
735,345.0
736,250.0
737,245.0
738,150.0
739,190.0
740,285.0
741,140.0
742,415.0
743,50.0
744,415.0
745,155.0
746,150.0
747,310.0
748,210.0
749,240.0
750,250.0
751,190.0
752,97.5
753,190.0
754,245.0
755,335.0
756,230.0
757,370.0
758,299.0
759,340.0
760,285.0
761,165.0
762,190.0
763,190.0
764,265.0
765,515.0
766,255.0
767,170.0
768,100.0
769,260.0
770,310.0
771,420.0
772,305.0
773,310.0
774,150.0
775,105.0
776,230.0
777,365.0
778,449.0
779,365.0
780,380.0
781,255.0
782,250.0
783,150.0
784,355.0
785,280.0
786,410.0
787,355.0
788,310.0
789,205.0
790,205.0
791,355.0
792,155.0
793,95.0
794,510.0
795,175.0
796,135.0
797,380.0
798,150.0
799,290.0
800,260.0
801,100.0
802,260.0
803,230.0
804,250.0
805,235.0
806,155.0
807,180.0
808,175.0
809,95.0
810,235.0
811,280.0
812,275.0
813,335.0
814,75.0
815,165.0
816,365.0
817,105.0
818,195.0
819,170.0
820,250.0
821,385.0
822,197.5
823,250.0
824,165.0
825,150.0
826,145.0
827,210.0
828,445.0
829,385.0
830,90.0
831,0.0
832,190.0
833,100.0
834,165.0
835,190.0
836,50.0
837,80.0
838,105.0
839,210.0
840,295.0
841,230.0
842,490.0
843,225.0
844,290.0
845,245.0
846,260.0
847,375.0
848,130.0
849,205.0
850,230.0
851,355.0
852,350.0
853,200.0
854,160.0
855,375.0
856,210.0
857,105.0
858,359.0
859,220.0
860,285.0
861,400.0
862,275.0
863,335.0
864,280.0
865,100.0
866,350.0
867,355.0
868,265.0
869,175.0
870,270.0
871,340.0
872,185.0
873,215.0
874,255.0
875,85.0
876,305.0
877,210.0
878,135.0
879,350.0
880,184.0
881,225.0
882,250.0
883,185.0
884,300.0
885,155.0
886,435.0
887,75.0
888,255.0
889,345.0
890,285.0
891,440.0
892,230.0
893,260.0
894,215.0
895,185.0
896,320.0
897,150.0
898,305.0
899,320.0
900,390.0
901,195.0
902,260.0
903,150.0
904,220.0
905,290.0
906,195.0
907,90.0
908,220.0
909,210.0
910,230.0
911,245.0
912,220.0
913,355.0
914,260.0
915,405.0
916,180.0
917,100.0
918,355.0
919,280.0
920,310.0
921,360.0
922,265.0
923,100.0
924,290.0
925,240.0
926,275.0
927,70.0
928,345.0
929,350.0
930,415.0
931,234.0
932,105.0
933,95.0
934,165.0
935,75.0
936,190.0
937,415.0
938,215.0
939,390.0
940,375.0
941,5.0
942,212.5
943,155.0
944,305.0
945,225.0
946,95.0
947,115.0
948,165.0
949,70.0
950,250.0
951,80.0
952,95.0
953,240.0
954,305.0
955,195.0
956,50.0
957,215.0
958,200.0
959,420.0
960,235.0
961,380.0
962,145.0
963,205.0
964,200.0
965,185.0
966,100.0
967,245.0
968,385.0
969,355.0
970,190.0
971,195.0
972,0.0
973,160.0
974,165.0
975,275.0
976,235.0
977,190.0
978,185.0
979,235.0
980,115.0
981,360.0
982,165.0
983,430.0
984,360.0
985,350.0
986,95.0
987,355.0
988,235.0
989,90.0
990,335.0
991,360.0
992,310.0
993,270.0
994,115.0
995,355.0
996,105.0
997,390.0
998,175.0
999,230.0
1000,155.0
1001,210.0
1002,165.0
1003,245.0
1004,5.0
1005,180.0
1006,349.0
1007,215.0
1008,230.0
1009,415.0
1010,210.0
1011,200.0
1012,389.0
1013,320.0
1014,150.0
1015,280.0
1016,265.0
1017,205.0
1018,385.0
1019,200.0
1020,260.0
1021,260.0
1022,175.0
1023,260.0
1024,160.0
1025,240.0
1026,245.0
1027,175.0
1028,175.0
1029,240.0
1030,95.0
1031,305.0
1032,285.0
1033,180.0
1034,250.0
1035,335.0
1036,65.0
1037,205.0
1038,260.0
1039,195.0
1040,165.0
1041,230.0
1042,445.0
1043,105.0
1044,115.0
1045,150.0
1046,150.0
1047,180.0
1048,195.0
1049,155.0
1050,515.0
1051,255.0
1052,190.0
1053,155.0
1054,245.0
1055,285.0
1056,310.0
1057,330.0
1058,340.0
1059,230.0
1060,395.0
1061,265.0
1062,295.0
1063,295.0
1064,210.0
1065,205.0
1066,145.0
1067,310.0
1068,385.0
1069,210.0
1070,50.0
1071,275.0
1072,90.0
1073,389.0
1074,305.0
1075,185.0
1076,100.0
1077,355.0
1078,180.0
1079,205.0
1080,245.0
1081,160.0
1082,500.0
1083,100.0
1084,365.0
1085,275.0
1086,105.0
1087,340.0
1088,165.0
1089,355.0
1090,285.0
1091,240.0
1092,240.0
1093,260.0
1094,55.0
1095,255.0
1096,207.5
1097,50.0
1098,285.0
1099,290.0
1100,175.0
1101,100.0
1102,260.0
1103,275.0
1104,55.0
1105,255.0
1106,95.0
1107,335.0
1108,105.0
1109,105.0
1110,199.0
1111,255.0
1112,260.0
1113,130.0
1114,70.0
1115,280.0
1116,295.0
1117,525.0
1118,205.0
1119,235.0
1120,290.0
1121,190.0
1122,285.0
1123,70.0
1124,115.0
1125,340.0
1126,195.0
1127,165.0
1128,275.0
1129,150.0
1130,470.0
1131,350.0
1132,50.0
1133,150.0
1134,265.0
1135,95.0
1136,225.0
1137,195.0
1138,445.0
1139,260.0
1140,100.0
1141,175.0
1142,55.0
1143,275.0
1144,195.0
1145,415.0
1146,150.0
1147,210.0
1148,190.0
1149,375.0
1150,150.0
1151,415.0
1152,150.0
1153,360.0
1154,140.0
1155,160.0
1156,180.0
1157,515.0
1158,305.0
1159,70.0
1160,230.0
1161,155.0
1162,75.0
1163,230.0
1164,340.0
1165,335.0
1166,220.0
1167,235.0
1168,260.0
1169,175.0
1170,155.0
1171,455.0
1172,190.0
1173,275.0
1174,335.0
1175,210.0
1176,400.0
1177,310.0
1178,175.0
1179,260.0
1180,210.0
1181,235.0
1182,200.0
1183,325.0
1184,270.0
1185,395.0
1186,355.0
1187,175.0
1188,270.0
1189,230.0
1190,165.0
1191,365.0
1192,190.0
1193,260.0
1194,160.0
1195,355.0
1196,105.0
1197,350.0
1198,190.0
1199,195.0
1200,310.0
1201,275.0
1202,170.0
1203,105.0
1204,180.0
1205,400.0
1206,380.0
1207,200.0
1208,255.0
1209,245.0
1210,100.0
1211,270.0
1212,115.0
1213,220.0
1214,200.0
1215,105.0
1216,285.0
1217,340.0
1218,450.0
1219,200.0
1220,210.0
1221,335.0
1222,50.0
1223,155.0
1224,210.0
1225,290.0
1226,260.0
1227,5.0
1228,310.0
1229,115.0
1230,295.0
1231,260.0
1232,415.0
1233,325.0
1234,180.0
1235,240.0
1236,465.0
1237,130.0
1238,290.0
1239,105.0
1240,245.0
1241,285.0
1242,125.0
1243,285.0
1244,340.0
1245,125.0
1246,240.0
1247,465.0
1248,165.0
1249,305.0
1250,260.0
1251,250.0
1252,215.0
1253,80.0
1254,340.0
1255,155.0
1256,260.0
1257,265.0
1258,285.0
1259,435.0
1260,95.0
1261,190.0
1262,250.0
1263,180.0
1264,190.0
1265,355.0
1266,285.0
1267,125.0
1268,285.0
1269,380.0
1270,305.0
1271,365.0
1272,170.0
1273,165.0
1274,305.0
1275,320.0
1276,460.0
1277,340.0
1278,155.0
1279,165.0
1280,310.0
1281,110.0
1282,310.0
1283,260.0
1284,135.0
1285,55.0
1286,270.0
1287,425.0
1288,335.0
1289,100.0
1290,5.0
1291,260.0
1292,100.0
1293,0.0
1294,305.0
1295,190.0
1296,65.0
1297,300.0
1298,255.0
1299,55.0
1300,454.0
1301,170.0
1302,70.0
1303,190.0
1304,235.0
1305,195.0
1306,95.0
1307,180.0
1308,100.0
1309,260.0
1310,185.0
1311,75.0
1312,235.0
1313,420.0
1314,320.0
1315,360.0
1316,0.0
1317,260.0
1318,105.0
1319,305.0
1320,435.0
1321,405.0
1322,175.0
1323,350.0
1324,260.0
1325,245.0
1326,445.0
1327,55.0
1328,265.0
1329,215.0
1330,150.0
1331,100.0
1332,175.0
1333,235.0
1334,265.0
1335,380.0
1336,380.0
1337,175.0
1338,340.0
1339,410.0
1340,100.0
1341,405.0
1342,175.0
1343,320.0
1344,275.0
1345,125.0
1346,180.0
1347,150.0
1348,90.0
1349,365.0
1350,375.0
1351,55.0
1352,260.0
1353,320.0
1354,185.0
1355,185.0
1356,380.0
1357,55.0
1358,330.0
1359,105.0
1360,355.0
1361,215.0
1362,240.0
1363,215.0
1364,90.0
1365,165.0
1366,579.0
1367,150.0
1368,405.0
1369,80.0
1370,100.0
1371,110.0
1372,275.0
1373,225.0
1374,245.0
1375,415.0
1376,305.0
1377,470.0
1378,0.0
1379,285.0
1380,210.0
1381,0.0
1382,270.0
1383,340.0
1384,200.0
1385,240.0
1386,65.0
1387,105.0
1388,150.0
1389,175.0
1390,245.0
1391,310.0
1392,405.0
1393,150.0
1394,255.0
1395,215.0
1396,95.0
1397,310.0
1398,230.0
1399,180.0
1400,210.0
1401,265.0
1402,415.0
1403,220.0
1404,245.0
1405,320.0
1406,225.0
1407,355.0
1408,350.0
1409,245.0
1410,255.0
1411,310.0
1412,200.0
1413,365.0
1414,95.0
1415,130.0
1416,210.0
1417,305.0
1418,155.0
1419,175.0
1420,255.0
1421,235.0
1422,380.0
1423,270.0
1424,245.0
1425,285.0
1426,250.0
1427,185.0
1428,305.0
1429,405.0
1430,50.0
1431,65.0
1432,180.0
1433,265.0
1434,5.0
1435,305.0
1436,175.0
1437,195.0
1438,215.0
1439,325.0
1440,185.0
1441,205.0
1442,205.0
1443,5.0
1444,340.0
1445,155.0
1446,225.0
1447,55.0
1448,145.0
1449,215.0
1450,160.0
1451,70.0
1452,165.0
1453,390.0
1454,130.0
1455,260.0
1456,245.0
1457,240.0
1458,75.0
1459,375.0
1460,185.0
1461,395.0
1462,150.0
1463,150.0
1464,95.0
1465,190.0
1466,100.0
1467,245.0
1468,405.0
1469,155.0
1470,155.0
1471,70.0
1472,245.0
1473,175.0
1474,180.0
1475,295.0
1476,245.0
1477,330.0
1478,225.0
1479,180.0
1480,235.0
1481,450.0
1482,280.0
1483,240.0
1484,185.0
1485,155.0
1486,290.0
1487,180.0
1488,150.0
1489,435.0
1490,355.0
1491,325.0
1492,405.0
1493,235.0
1494,340.0
1495,190.0
1496,150.0
1497,345.0
1498,285.0
1499,130.0
1500,215.0
1501,280.0
1502,120.0
1503,300.0
1504,375.0
1505,245.0
1506,435.0
1507,80.0
1508,270.0
1509,85.0
1510,415.0
1511,55.0
1512,125.0
1513,310.0
1514,515.0
1515,155.0
1516,285.0
1517,145.0
1518,275.0
1519,285.0
1520,185.0
1521,300.0
1522,210.0
1523,335.0
1524,295.0
1525,115.0
1526,300.0
1527,5.0
1528,400.0
1529,230.0
1530,50.0
1531,140.0
1532,380.0
1533,125.0
1534,230.0
1535,370.0
1536,130.0
1537,235.0
1538,300.0
1539,420.0
1540,265.0
1541,345.0
1542,85.0
1543,465.0
1544,335.0
1545,80.0
1546,185.0
1547,250.0
1548,150.0
1549,510.0
1550,235.0
1551,210.0
1552,355.0
1553,205.0
1554,170.0
1555,260.0
1556,170.0
1557,455.0
1558,185.0
1559,205.0
1560,70.0
1561,210.0
1562,160.0
1563,240.0
1564,195.0
1565,335.0
1566,195.0
1567,260.0
1568,80.0
1569,80.0
1570,285.0
1571,215.0
1572,200.0
1573,210.0
1574,250.0
1575,190.0
1576,65.0
1577,305.0
1578,280.0
1579,350.0
1580,230.0
1581,285.0
1582,170.0
1583,140.0
1584,270.0
1585,115.0
1586,380.0
1587,240.0
1588,245.0
1589,180.0
1590,5.0
1591,190.0
1592,185.0
1593,280.0
1594,100.0
1595,335.0
1596,345.0
1597,205.0
1598,295.0
1599,75.0
1600,330.0
1601,105.0
1602,285.0
1603,170.0
1604,240.0
1605,125.0
1606,125.0
1607,155.0
1608,355.0
1609,200.0
1610,210.0
1611,140.0
1612,255.0
1613,55.0
1614,5.0
1615,165.0
1616,255.0
1617,100.0
1618,105.0
1619,495.0
1620,185.0
1621,170.0
1622,90.0
1623,275.0
1624,85.0
1625,140.0
1626,110.0
1627,195.0
1628,375.0
1629,65.0
1630,130.0
1631,150.0
1632,200.0
1633,300.0
1634,175.0
1635,255.0
1636,185.0
1637,305.0
1638,150.0
1639,245.0
1640,320.0
1641,145.0
1642,185.0
1643,250.0
1644,385.0
1645,205.0
1646,155.0
1647,400.0
1648,140.0
1649,200.0
1650,95.0
1651,305.0
1652,305.0
1653,165.0
1654,175.0
1655,150.0
1656,285.0
1657,170.0
1658,455.0
1659,135.0
1660,320.0
1661,230.0
1662,300.0
1663,460.0
1664,155.0
1665,240.0
1666,420.0
1667,395.0
1668,150.0
1669,260.0
1670,195.0
1671,305.0
1672,290.0
1673,140.0
1674,65.0
1675,355.0
1676,285.0
1677,210.0
1678,325.0
1679,275.0
1680,155.0
1681,180.0
1682,215.0
1683,150.0
1684,290.0
1685,200.0
1686,234.0
1687,290.0
1688,105.0
1689,230.0
1690,385.0
1691,150.0
1692,170.0
1693,210.0
1694,200.0
1695,245.0
1696,140.0
1697,260.0
1698,250.0
1699,365.0
1700,250.0
1701,175.0
1702,340.0
1703,340.0
1704,260.0
1705,115.0
1706,365.0
1707,260.0
1708,445.0
1709,440.0
1710,260.0
1711,115.0
1712,295.0
1713,100.0
1714,370.0
1715,280.0
1716,305.0
1717,255.0
1718,175.0
1719,80.0
1720,340.0
1721,215.0
1722,220.0
1723,150.0
1724,260.0
1725,165.0
1726,210.0
1727,170.0
1728,305.0
1729,210.0
1730,235.0
1731,210.0
1732,200.0
1733,335.0
1734,350.0
1735,245.0
1736,365.0
1737,435.0
1738,350.0
1739,310.0
1740,265.0
1741,165.0
1742,185.0
1743,105.0
1744,180.0
1745,5.0
1746,55.0
1747,100.0
1748,515.0
1749,85.0
1750,320.0
1751,145.0
1752,215.0
1753,380.0
1754,110.0
1755,210.0
1756,150.0
1757,235.0
1758,95.0
1759,240.0
1760,230.0
1761,240.0
1762,115.0
1763,285.0
1764,140.0
1765,280.0
1766,200.0
1767,235.0
1768,375.0
1769,90.0
1770,509.0
1771,185.0
1772,175.0
1773,250.0
1774,100.0
1775,335.0
1776,165.0
1777,220.0
1778,305.0
1779,55.0
1780,210.0
1781,200.0
1782,165.0
1783,245.0
1784,265.0
1785,370.0
1786,260.0
1787,300.0
1788,360.0
1789,350.0
1790,265.0
1791,205.0
1792,300.0
1793,150.0
1794,230.0
1795,105.0
1796,100.0
1797,210.0
1798,420.0
1799,385.0
1800,5.0
1801,240.0
1802,100.0
1803,150.0
1804,50.0
1805,335.0
1806,225.0
1807,70.0
1808,55.0
1809,340.0
1810,210.0
1811,5.0
1812,340.0
1813,245.0
1814,305.0
1815,235.0
1816,145.0
1817,340.0
1818,85.0
1819,405.0
1820,150.0
1821,280.0
1822,225.0
1823,150.0
1824,240.0
1825,355.0
1826,120.0
1827,340.0
1828,150.0
1829,250.0
1830,190.0
1831,260.0
1832,105.0
1833,310.0
1834,255.0
1835,255.0
1836,320.0
1837,430.0
1838,145.0
1839,265.0
1840,295.0
1841,150.0
1842,450.0
1843,200.0
1844,315.0
1845,205.0
1846,185.0
1847,195.0
1848,350.0
1849,210.0
1850,450.0
1851,165.0
1852,295.0
1853,65.0
1854,100.0
1855,55.0
1856,70.0
1857,90.0
1858,260.0
1859,275.0
1860,150.0
1861,365.0
1862,5.0
1863,155.0
1864,190.0
1865,225.0
1866,345.0
1867,325.0
1868,340.0
1869,95.0
1870,390.0
1871,165.0
1872,220.0
1873,350.0
1874,210.0
1875,210.0
1876,140.0
1877,105.0
1878,380.0
1879,285.0
1880,435.0
1881,245.0
1882,280.0
1883,140.0
1884,410.0
1885,240.0
1886,275.0
1887,385.0
1888,290.0
1889,195.0
1890,240.0
1891,280.0
1892,235.0
1893,235.0
1894,340.0
1895,350.0
1896,295.0
1897,175.0
1898,340.0
1899,470.0
1900,255.0
1901,275.0
1902,345.0
1903,145.0
1904,265.0
1905,100.0
1906,275.0
1907,85.0
1908,215.0
1909,185.0
1910,5.0
1911,400.0
1912,110.0
1913,200.0
1914,230.0
1915,270.0
1916,469.0
1917,515.0
1918,115.0
1919,444.0
1920,205.0
1921,200.0
1922,285.0
1923,105.0
1924,205.0
1925,260.0
1926,150.0
1927,250.0
1928,355.0
1929,125.0
1930,200.0
1931,255.0
1932,180.0
1933,155.0
1934,250.0
1935,95.0
1936,245.0
1937,350.0
1938,230.0
1939,235.0
1940,430.0
1941,275.0
1942,290.0
1943,235.0
1944,195.0
1945,145.0
1946,185.0
1947,315.0
1948,285.0
1949,190.0
1950,370.0
1951,115.0
1952,340.0
1953,185.0
1954,200.0
1955,50.0
1956,190.0
1957,100.0
1958,255.0
1959,240.0
1960,234.0
1961,239.0
1962,105.0
1963,490.0
1964,255.0
1965,390.0
1966,265.0
1967,400.0
1968,320.0
1969,405.0
1970,220.0
1971,360.0
1972,335.0
1973,305.0
1974,415.0
1975,415.0
1976,185.0
1977,225.0
1978,50.0
1979,125.0
1980,290.0
1981,175.0
1982,285.0
1983,125.0
1984,290.0
1985,100.0
1986,5.0
1987,100.0
1988,310.0
1989,220.0
1990,450.0
1991,110.0
1992,205.0
1993,0.0
1994,420.0
1995,185.0
1996,435.0
1997,260.0
1998,360.0
1999,245.0
2000,5.0
2001,345.0
2002,260.0
2003,335.0
2004,330.0
2005,155.0
2006,285.0
2007,250.0
2008,415.0
2009,180.0
2010,145.0
2011,285.0
2012,285.0
2013,150.0
2014,215.0
2015,50.0
2016,225.0
2017,90.0
2018,395.0
2019,270.0
2020,355.0
2021,360.0
2022,145.0
2023,210.0
2024,50.0
2025,245.0
2026,370.0
2027,290.0
2028,245.0
2029,235.0
2030,100.0
2031,370.0
2032,250.0
2033,235.0
2034,365.0
2035,150.0
2036,230.0
2037,390.0
2038,230.0
2039,210.0
2040,115.0
2041,255.0
2042,80.0
2043,55.0
2044,315.0
2045,285.0
2046,170.0
2047,230.0
2048,280.0
2049,195.0
2050,465.0
2051,215.0
2052,175.0
2053,275.0
2054,210.0
2055,450.0
2056,200.0
2057,230.0
2058,55.0
2059,399.0
2060,240.0
2061,240.0
2062,240.0
2063,110.0
2064,235.0
2065,260.0
2066,155.0
2067,210.0
2068,275.0
2069,95.0
2070,355.0
2071,55.0
2072,55.0
2073,240.0
2074,175.0
2075,314.0
2076,365.0
2077,270.0
2078,145.0
2079,175.0
2080,180.0
2081,270.0
2082,150.0
2083,210.0
2084,360.0
2085,50.0
2086,175.0
2087,385.0
2088,200.0
2089,115.0
2090,260.0
2091,5.0
2092,280.0
2093,265.0
2094,394.0
2095,385.0
2096,195.0
2097,195.0
2098,155.0
2099,55.0
2100,274.0
2101,55.0
2102,190.0
2103,320.0
2104,385.0
2105,140.0
2106,390.0
2107,285.0
2108,280.0
2109,360.0
2110,380.0
2111,115.0
2112,245.0
2113,100.0
2114,50.0
2115,310.0
2116,280.0
2117,165.0
2118,285.0
2119,200.0
2120,145.0
2121,230.0
2122,290.0
2123,100.0
2124,420.0
2125,280.0
2126,75.0
2127,270.0
2128,55.0
2129,155.0
2130,310.0
2131,395.0
2132,260.0
2133,245.0
2134,225.0
2135,225.0
2136,215.0
2137,280.0
2138,290.0
