,p1_sum_spe_last
287,290.0
288,440.0
289,247.5
290,215.0
291,237.5
292,155.0
293,285.0
294,180.0
295,275.0
296,273.75
297,290.0
298,175.0
299,295.0
300,142.5
301,205.0
302,117.5
303,81.25
304,230.0
305,240.0
306,345.0
307,360.0
308,250.0
309,320.0
310,195.0
311,195.0
312,177.5
313,303.75
314,60.0
315,310.0
316,120.0
317,235.0
318,175.0
319,170.0
320,358.75
321,280.0
322,123.75
323,347.5
324,251.25
325,0.0
326,112.5
327,200.0
328,145.0
329,235.0
330,320.0
331,160.0
332,30.0
333,102.5
334,30.0
335,157.5
336,107.5
337,193.75
338,150.0
339,167.5
340,220.0
341,250.0
342,205.0
343,231.25
344,315.0
345,345.0
346,163.75
347,235.0
348,133.75
349,192.5
350,273.75
351,270.0
352,78.75
353,190.0
354,312.5
355,260.0
356,241.25
357,165.0
358,105.0
359,400.0
360,57.5
361,315.0
362,233.75
363,125.0
364,140.0
365,337.5
366,342.5
367,50.0
368,190.0
369,250.0
370,138.75
371,115.0
372,200.0
373,220.0
374,85.0
375,128.75
376,138.75
377,185.0
378,355.0
379,170.0
380,177.5
381,200.0
382,155.0
383,395.0
384,303.75
385,220.0
386,108.75
387,237.5
388,260.0
389,126.25
390,295.0
391,285.0
392,305.0
393,286.25
394,152.5
395,268.75
396,152.5
397,238.75
398,151.25
399,160.0
400,237.5
401,243.75
402,150.0
403,245.0
404,185.0
405,238.75
406,243.75
407,290.0
408,335.0
409,250.0
410,120.0
411,222.5
412,247.5
413,177.5
414,210.0
415,250.0
416,60.0
417,263.75
418,260.0
419,275.0
420,287.5
421,275.0
422,457.5
423,357.5
424,410.0
425,150.0
426,171.25
427,150.0
428,170.0
429,245.0
430,178.75
431,260.0
432,432.5
433,200.0
434,166.25
435,157.5
436,138.75
437,225.0
438,285.0
439,200.0
440,235.0
441,245.0
442,87.5
443,305.0
444,175.0
445,245.0
446,182.5
447,112.5
448,181.25
449,217.5
450,177.5
451,122.5
452,360.0
453,210.0
454,177.5
455,0.0
456,145.0
457,392.5
458,175.0
459,242.5
460,273.75
461,395.0
462,95.0
463,67.5
464,142.5
465,285.0
466,305.0
467,172.5
468,252.5
469,275.0
470,40.0
471,125.0
472,260.0
473,160.0
474,196.25
475,323.75
476,130.0
477,85.0
478,126.25
479,197.5
480,187.5
481,265.0
482,140.0
483,160.0
484,155.0
485,63.75
486,263.75
487,148.75
488,55.0
489,181.25
490,222.5
491,90.0
492,248.75
493,132.5
494,50.0
495,325.0
496,265.0
497,212.5
498,145.0
499,227.5
500,155.0
501,53.75
502,160.0
503,140.0
504,152.5
505,97.5
506,372.5
507,152.5
508,277.5
509,227.5
510,120.0
511,410.0
512,210.0
513,97.5
514,108.75
515,223.75
516,213.75
517,201.25
518,255.0
519,370.0
520,235.0
521,288.75
522,221.25
523,220.0
524,100.0
525,180.0
526,212.5
527,168.75
528,151.25
529,221.25
530,462.5
531,217.5
532,115.0
533,203.75
534,205.0
535,207.5
536,43.75
537,157.5
538,292.5
539,215.0
540,265.0
541,128.75
542,105.0
543,140.0
544,0.0
545,151.25
546,330.0
547,181.25
548,217.5
549,33.75
550,410.0
551,220.0
552,20.0
553,220.0
554,240.0
555,325.0
556,170.0
557,205.0
558,172.5
559,357.5
560,277.5
561,252.5
562,80.0
563,208.75
564,385.0
565,212.5
566,217.5
567,242.5
568,285.0
569,130.0
570,208.75
571,165.0
572,80.0
573,105.0
574,235.0
575,173.75
576,200.0
577,210.0
578,222.5
579,82.5
580,165.0
581,223.75
582,102.5
583,190.0
584,172.5
585,181.25
586,93.75
587,166.25
588,278.75
589,152.5
590,313.75
591,130.0
592,190.0
593,160.0
594,207.5
595,222.5
596,175.0
597,157.5
598,265.0
599,205.0
600,170.0
601,182.5
602,152.5
603,251.25
604,40.0
605,255.0
606,120.0
607,227.5
608,13.75
609,250.0
610,225.0
611,175.0
612,97.5
613,295.0
614,262.5
615,205.0
616,120.0
617,125.0
618,255.0
619,232.5
620,337.5
621,110.0
622,127.5
623,145.0
624,325.0
625,335.0
626,168.75
627,147.5
628,210.0
629,192.5
630,165.0
631,140.0
632,280.0
633,160.0
634,257.5
635,236.25
636,100.0
637,150.0
638,178.75
639,370.0
640,130.0
641,135.0
642,253.75
643,200.0
644,13.75
645,177.5
646,310.0
647,110.0
648,203.75
649,157.5
650,298.75
651,135.0
652,217.5
653,55.0
654,260.0
655,191.25
656,392.5
657,337.5
658,287.5
659,270.0
660,138.75
661,181.25
662,28.75
663,265.0
664,310.0
665,148.75
666,190.0
667,187.5
668,97.5
669,100.0
670,248.75
671,55.0
672,165.0
673,90.0
674,177.5
675,230.0
676,182.5
677,210.0
678,0.0
679,55.0
680,230.0
681,240.0
682,210.0
683,325.0
684,302.5
685,298.75
686,170.0
687,260.0
688,183.75
689,278.75
690,21.25
691,340.0
692,110.0
693,185.0
694,182.5
695,281.25
696,325.0
697,448.75
698,165.0
699,130.0
700,255.0
701,267.5
702,67.5
703,235.0
704,182.5
705,380.0
706,205.0
707,260.0
708,450.0
709,360.0
710,195.0
711,215.0
712,105.0
713,158.75
714,245.0
715,242.5
716,225.0
717,148.75
718,225.0
719,347.5
720,200.0
721,405.0
722,176.25
723,55.0
724,240.0
725,105.0
726,205.0
727,312.5
728,193.75
729,105.0
730,215.0
731,122.5
732,175.0
733,300.0
734,210.0
735,302.5
736,295.0
737,195.0
738,97.5
739,220.0
740,255.0
741,185.0
742,125.0
743,30.0
744,290.0
745,242.5
746,162.5
747,237.5
748,33.75
749,70.0
750,245.0
751,108.75
752,85.0
753,220.0
754,270.0
755,310.0
756,325.0
757,162.5
758,280.0
759,412.5
760,250.0
761,240.0
762,157.5
763,205.0
764,272.5
765,400.0
766,130.0
767,290.0
768,110.0
769,255.0
770,207.5
771,345.0
772,237.5
773,277.5
774,133.75
775,122.5
776,182.5
777,335.0
778,290.0
779,430.0
780,310.0
781,115.0
782,195.0
783,230.0
784,290.0
785,115.0
786,240.0
787,311.25
788,212.5
789,43.75
790,155.0
791,295.0
792,101.25
793,112.5
794,263.75
795,225.0
796,180.0
797,77.5
798,162.5
799,235.0
800,275.0
801,125.0
802,280.0
803,235.0
804,272.5
805,110.0
806,242.5
807,70.0
808,225.0
809,112.5
810,242.5
811,240.0
812,202.5
813,280.0
814,115.0
815,177.5
816,345.0
817,122.5
818,222.5
819,252.5
820,222.5
821,318.75
822,195.0
823,245.0
824,110.0
825,195.0
826,207.5
827,135.0
828,357.5
829,322.5
830,110.0
831,0.0
832,108.75
833,67.5
834,130.0
835,207.5
836,120.0
837,165.0
838,122.5
839,97.5
840,227.5
841,261.25
842,398.75
843,95.0
844,273.75
845,120.0
846,217.5
847,425.0
848,247.5
849,85.0
850,235.0
851,246.25
852,333.75
853,130.0
854,165.0
855,297.5
856,230.0
857,160.0
858,291.25
859,290.0
860,232.5
861,320.0
862,221.25
863,125.0
864,73.75
865,67.5
866,270.0
867,345.0
868,245.0
869,225.0
870,285.0
871,315.0
872,155.0
873,190.0
874,176.25
875,60.0
876,222.5
877,135.0
878,52.5
879,337.5
880,175.0
881,235.0
882,310.0
883,82.5
884,202.5
885,210.0
886,250.0
887,30.0
888,130.0
889,277.5
890,127.5
891,243.75
892,150.0
893,217.5
894,186.25
895,127.5
896,495.0
897,135.0
898,340.0
899,111.25
900,277.5
901,67.5
902,217.5
903,225.0
904,307.5
905,98.75
906,123.75
907,100.0
908,345.0
909,140.0
910,395.0
911,260.0
912,162.5
913,288.75
914,170.0
915,411.25
916,237.5
917,215.0
918,225.0
919,217.5
920,260.0
921,290.0
922,202.5
923,105.0
924,267.5
925,325.0
926,215.0
927,82.5
928,192.5
929,355.0
930,290.0
931,185.0
932,160.0
933,150.0
934,162.5
935,165.0
936,125.0
937,267.5
938,133.75
939,350.0
940,268.75
941,50.0
942,121.25
943,280.0
944,252.5
945,123.75
946,150.0
947,80.0
948,200.0
949,160.0
950,297.5
951,165.0
952,150.0
953,165.0
954,207.5
955,260.0
956,23.75
957,190.0
958,215.0
959,355.0
960,162.5
961,263.75
962,245.0
963,43.75
964,260.0
965,170.0
966,110.0
967,307.5
968,275.0
969,360.0
970,195.0
971,165.0
972,0.0
973,53.75
974,175.0
975,251.25
976,260.0
977,167.5
978,195.0
979,200.0
980,80.0
981,268.75
982,110.0
983,237.5
984,227.5
985,370.0
986,13.75
987,242.5
988,162.5
989,200.0
990,310.0
991,365.0
992,110.0
993,310.0
994,80.0
995,290.0
996,17.5
997,205.0
998,225.0
999,332.5
1000,217.5
1001,150.0
1002,140.0
1003,270.0
1004,50.0
1005,160.0
1006,270.0
1007,205.0
1008,145.0
1009,252.5
1010,167.5
1011,142.5
1012,173.75
1013,111.25
1014,230.0
1015,158.75
1016,176.25
1017,180.0
1018,275.0
1019,215.0
1020,170.0
1021,217.5
1022,182.5
1023,158.75
1024,150.0
1025,335.0
1026,201.25
1027,142.5
1028,182.5
1029,330.0
1030,55.0
1031,357.5
1032,141.25
1033,237.5
1034,225.0
1035,375.0
1036,27.5
1037,68.75
1038,217.5
1039,82.5
1040,280.0
1041,310.0
1042,342.5
1043,160.0
1044,42.5
1045,205.0
1046,122.5
1047,237.5
1048,298.75
1049,132.5
1050,321.25
1051,250.0
1052,127.5
1053,146.25
1054,300.0
1055,212.5
1056,207.5
1057,335.0
1058,330.0
1059,357.5
1060,200.0
1061,360.0
1062,380.0
1063,117.5
1064,90.0
1065,85.0
1066,78.75
1067,222.5
1068,281.25
1069,97.5
1070,30.0
1071,190.0
1072,230.0
1073,237.5
1074,305.0
1075,80.0
1076,235.0
1077,347.5
1078,237.5
1079,43.75
1080,340.0
1081,125.0
1082,350.0
1083,67.5
1084,343.75
1085,206.25
1086,160.0
1087,377.5
1088,110.0
1089,300.0
1090,212.5
1091,157.5
1092,350.0
1093,173.75
1094,170.0
1095,300.0
1096,205.0
1097,30.0
1098,146.25
1099,305.0
1100,92.5
1101,82.5
1102,175.0
1103,215.0
1104,73.75
1105,320.0
1106,150.0
1107,385.0
1108,122.5
1109,70.0
1110,190.0
1111,250.0
1112,270.0
1113,115.0
1114,160.0
1115,277.5
1116,220.0
1117,335.0
1118,100.0
1119,200.0
1120,267.5
1121,210.0
1122,186.25
1123,160.0
1124,42.5
1125,180.0
1126,260.0
1127,190.0
1128,245.0
1129,225.0
1130,368.75
1131,368.75
1132,110.0
1133,230.0
1134,247.5
1135,55.0
1136,258.75
1137,90.0
1138,251.25
1139,175.0
1140,110.0
1141,117.5
1142,170.0
1143,292.5
1144,90.0
1145,211.25
1146,106.25
1147,135.0
1148,135.0
1149,193.75
1150,205.0
1151,262.5
1152,225.0
1153,285.0
1154,230.0
1155,53.75
1156,237.5
1157,321.25
1158,96.25
1159,122.5
1160,240.0
1161,255.0
1162,30.0
1163,370.0
1164,400.0
1165,193.75
1166,212.5
1167,175.0
1168,192.5
1169,160.0
1170,210.0
1171,425.0
1172,157.5
1173,245.0
1174,285.0
1175,230.0
1176,266.25
1177,228.75
1178,133.75
1179,287.5
1180,205.0
1181,290.0
1182,163.75
1183,450.0
1184,210.0
1185,197.5
1186,360.0
1187,133.75
1188,238.75
1189,246.25
1190,200.0
1191,360.0
1192,210.0
1193,222.5
1194,37.5
1195,420.0
1196,160.0
1197,235.0
1198,72.5
1199,165.0
1200,277.5
1201,206.25
1202,225.0
1203,160.0
1204,70.0
1205,278.75
1206,333.75
1207,177.5
1208,220.0
1209,417.5
1210,105.0
1211,280.0
1212,42.5
1213,290.0
1214,215.0
1215,77.5
1216,233.75
1217,328.75
1218,470.0
1219,215.0
1220,195.0
1221,220.0
1222,23.75
1223,242.5
1224,140.0
1225,282.5
1226,270.0
1227,50.0
1228,245.0
1229,42.5
1230,195.0
1231,245.0
1232,248.75
1233,250.0
1234,115.0
1235,315.0
1236,210.0
1237,285.0
1238,305.0
1239,122.5
1240,385.0
1241,212.5
1242,235.0
1243,230.0
1244,180.0
1245,37.5
1246,292.5
1247,375.0
1248,157.5
1249,265.0
1250,233.75
1251,128.75
1252,300.0
1253,165.0
1254,205.0
1255,280.0
1256,195.0
1257,310.0
1258,196.25
1259,383.75
1260,150.0
1261,110.0
1262,272.5
1263,237.5
1264,172.5
1265,305.0
1266,227.5
1267,148.75
1268,212.5
1269,337.5
1270,172.5
1271,350.0
1272,232.5
1273,66.25
1274,237.5
1275,148.75
1276,385.0
1277,137.5
1278,146.25
1279,110.0
1280,245.0
1281,30.0
1282,121.25
1283,213.75
1284,180.0
1285,170.0
1286,300.0
1287,360.0
1288,125.0
1289,110.0
1290,50.0
1291,260.0
1292,27.5
1293,0.0
1294,182.5
1295,195.0
1296,27.5
1297,430.0
1298,163.75
1299,170.0
1300,447.5
1301,128.75
1302,82.5
1303,243.75
1304,265.0
1305,185.0
1306,55.0
1307,188.75
1308,63.75
1309,195.0
1310,160.0
1311,115.0
1312,195.0
1313,345.0
1314,235.0
1315,327.5
1316,0.0
1317,176.25
1318,265.0
1319,225.0
1320,330.0
1321,390.0
1322,182.5
1323,236.25
1324,275.0
1325,153.75
1326,382.5
1327,170.0
1328,220.0
1329,190.0
1330,140.0
1331,27.5
1332,182.5
1333,225.0
1334,262.5
1335,310.0
1336,281.25
1337,96.25
1338,137.5
1339,420.0
1340,110.0
1341,370.0
1342,142.5
1343,235.0
1344,215.0
1345,145.0
1346,237.5
1347,133.75
1348,100.0
1349,385.0
1350,337.5
1351,145.0
1352,255.0
1353,197.5
1354,170.0
1355,145.0
1356,223.75
1357,145.0
1358,255.0
1359,40.0
1360,377.5
1361,295.0
1362,181.25
1363,262.5
1364,135.0
1365,187.5
1366,482.5
1367,147.5
1368,198.75
1369,57.5
1370,67.5
1371,30.0
1372,292.5
1373,255.0
1374,300.0
1375,295.0
1376,222.5
1377,387.5
1378,0.0
1379,212.5
1380,140.0
1381,0.0
1382,217.5
1383,175.0
1384,55.0
1385,277.5
1386,130.0
1387,160.0
1388,135.0
1389,168.75
1390,285.0
1391,228.75
1392,250.0
1393,51.25
1394,267.5
1395,190.0
1396,37.5
1397,277.5
1398,150.0
1399,151.25
1400,112.5
1401,283.75
1402,252.5
1403,290.0
1404,161.25
1405,290.0
1406,205.0
1407,292.5
1408,288.75
1409,243.75
1410,86.25
1411,237.5
1412,162.5
1413,392.5
1414,112.5
1415,247.5
1416,57.5
1417,265.0
1418,190.0
1419,225.0
1420,205.0
1421,300.0
1422,333.75
1423,300.0
1424,195.0
1425,142.5
1426,170.0
1427,160.0
1428,300.0
1429,328.75
1430,30.0
1431,32.5
1432,145.0
1433,250.0
1434,50.0
1435,265.0
1436,160.0
1437,165.0
1438,152.5
1439,322.5
1440,122.5
1441,155.0
1442,180.0
1443,50.0
1444,387.5
1445,242.5
1446,258.75
1447,170.0
1448,108.75
1449,190.0
1450,205.0
1451,160.0
1452,177.5
1453,203.75
1454,162.5
1455,217.5
1456,120.0
1457,340.0
1458,165.0
1459,320.0
1460,255.0
1461,305.0
1462,205.0
1463,205.0
1464,55.0
1465,157.5
1466,105.0
1467,252.5
1468,438.75
1469,255.0
1470,172.5
1471,180.0
1472,188.75
1473,182.5
1474,47.5
1475,116.25
1476,200.0
1477,320.0
1478,305.0
1479,73.75
1480,200.0
1481,505.0
1482,262.5
1483,312.5
1484,170.0
1485,146.25
1486,182.5
1487,152.5
1488,230.0
1489,288.75
1490,225.0
1491,312.5
1492,302.5
1493,362.5
1494,316.25
1495,255.0
1496,135.0
1497,200.0
1498,250.0
1499,285.0
1500,190.0
1501,158.75
1502,300.0
1503,175.0
1504,352.5
1505,210.0
1506,182.5
1507,165.0
1508,132.5
1509,60.0
1510,277.5
1511,170.0
1512,53.75
1513,277.5
1514,268.75
1515,242.5
1516,170.0
1517,175.0
1518,215.0
1519,255.0
1520,122.5
1521,217.5
1522,140.0
1523,357.5
1524,157.5
1525,80.0
1526,113.75
1527,50.0
1528,345.0
1529,107.5
1530,120.0
1531,162.5
1532,222.5
1533,125.0
1534,150.0
1535,305.0
1536,260.0
1537,255.0
1538,113.75
1539,307.5
1540,176.25
1541,355.0
1542,85.0
1543,261.25
1544,332.5
1545,80.0
1546,122.5
1547,245.0
1548,187.5
1549,320.0
1550,240.0
1551,167.5
1552,183.75
1553,100.0
1554,265.0
1555,151.25
1556,227.5
1557,480.0
1558,172.5
1559,155.0
1560,180.0
1561,140.0
1562,200.0
1563,251.25
1564,82.5
1565,275.0
1566,222.5
1567,352.5
1568,127.5
1569,78.75
1570,288.75
1571,190.0
1572,192.5
1573,112.5
1574,235.0
1575,205.0
1576,130.0
1577,153.75
1578,177.5
1579,405.0
1580,285.0
1581,250.0
1582,170.0
1583,140.0
1584,193.75
1585,42.5
1586,268.75
1587,198.75
1588,285.0
1589,70.0
1590,50.0
1591,172.5
1592,58.75
1593,303.75
1594,143.75
1595,125.0
1596,380.0
1597,85.0
1598,170.0
1599,28.75
1600,230.0
1601,160.0
1602,232.5
1603,227.5
1604,350.0
1605,145.0
1606,58.75
1607,280.0
1608,387.5
1609,95.0
1610,150.0
1611,96.25
1612,203.75
1613,132.5
1614,12.5
1615,162.5
1616,250.0
1617,27.5
1618,160.0
1619,251.25
1620,58.75
1621,128.75
1622,110.0
1623,182.5
1624,170.0
1625,130.0
1626,30.0
1627,222.5
1628,226.25
1629,27.5
1630,222.5
1631,135.0
1632,136.25
1633,155.0
1634,225.0
1635,115.0
1636,125.0
1637,290.0
1638,140.0
1639,195.0
1640,358.75
1641,208.75
1642,82.5
1643,168.75
1644,277.5
1645,155.0
1646,242.5
1647,345.0
1648,195.0
1649,335.0
1650,55.0
1651,112.5
1652,315.0
1653,215.0
1654,138.75
1655,133.75
1656,265.0
1657,170.0
1658,382.5
1659,51.25
1660,197.5
1661,66.25
1662,133.75
1663,206.25
1664,245.0
1665,277.5
1666,168.75
1667,216.25
1668,230.0
1669,235.0
1670,260.0
1671,222.5
1672,267.5
1673,130.0
1674,110.0
1675,226.25
1676,100.0
1677,93.75
1678,327.5
1679,206.25
1680,280.0
1681,290.0
1682,152.5
1683,230.0
1684,320.0
1685,127.5
1686,143.75
1687,158.75
1688,160.0
1689,395.0
1690,132.5
1691,133.75
1692,270.0
1693,112.5
1694,215.0
1695,103.75
1696,145.0
1697,217.5
1698,150.0
1699,265.0
1700,185.0
1701,155.0
1702,393.75
1703,437.5
1704,173.75
1705,80.0
1706,287.5
1707,255.0
1708,425.0
1709,247.5
1710,275.0
1711,57.5
1712,213.75
1713,110.0
1714,300.0
1715,242.5
1716,235.0
1717,67.5
1718,225.0
1719,78.75
1720,345.0
1721,190.0
1722,345.0
1723,128.75
1724,235.0
1725,175.0
1726,135.0
1727,170.0
1728,171.25
1729,33.75
1730,208.75
1731,127.5
1732,215.0
1733,370.0
1734,322.5
1735,285.0
1736,307.5
1737,457.5
1738,213.75
1739,191.25
1740,287.5
1741,177.5
1742,145.0
1743,122.5
1744,237.5
1745,12.5
1746,145.0
1747,27.5
1748,400.0
1749,60.0
1750,327.5
1751,257.5
1752,152.5
1753,325.0
1754,30.0
1755,117.5
1756,205.0
1757,240.0
1758,70.0
1759,218.75
1760,267.5
1761,290.0
1762,80.0
1763,205.0
1764,140.0
1765,175.0
1766,177.5
1767,175.0
1768,310.0
1769,50.0
1770,345.0
1771,36.25
1772,133.75
1773,197.5
1774,105.0
1775,328.75
1776,152.5
1777,290.0
1778,445.0
1779,73.75
1780,155.0
1781,132.5
1782,50.0
1783,380.0
1784,233.75
1785,320.0
1786,191.25
1787,375.0
1788,275.0
1789,318.75
1790,287.5
1791,176.25
1792,167.5
1793,187.5
1794,145.0
1795,160.0
1796,110.0
1797,140.0
1798,258.75
1799,198.75
1800,50.0
1801,40.0
1802,26.25
1803,143.75
1804,30.0
1805,185.0
1806,320.0
1807,115.0
1808,145.0
1809,306.25
1810,210.0
1811,50.0
1812,175.0
1813,285.0
1814,131.25
1815,207.5
1816,232.5
1817,355.0
1818,60.0
1819,250.0
1820,106.25
1821,175.0
1822,250.0
1823,230.0
1824,340.0
1825,225.0
1826,138.75
1827,157.5
1828,106.25
1829,260.0
1830,157.5
1831,217.5
1832,122.5
1833,191.25
1834,237.5
1835,138.75
1836,148.75
1837,333.75
1838,165.0
1839,247.5
1840,247.5
1841,200.0
1842,366.25
1843,177.5
1844,360.0
1845,43.75
1846,41.25
1847,123.75
1848,375.0
1849,56.25
1850,391.25
1851,175.0
1852,156.25
1853,130.0
1854,110.0
1855,170.0
1856,160.0
1857,72.5
1858,105.0
1859,307.5
1860,230.0
1861,290.0
1862,50.0
1863,190.0
1864,125.0
1865,53.75
1866,192.5
1867,148.75
1868,175.0
1869,150.0
1870,255.0
1871,110.0
1872,180.0
1873,212.5
1874,210.0
1875,135.0
1876,158.75
1877,17.5
1878,322.5
1879,255.0
1880,442.5
1881,236.25
1882,158.75
1883,138.75
1884,240.0
1885,203.75
1886,330.0
1887,318.75
1888,135.0
1889,213.75
1890,212.5
1891,113.75
1892,285.0
1893,265.0
1894,175.0
1895,265.0
1896,143.75
1897,225.0
1898,435.0
1899,346.25
1900,205.0
1901,203.75
1902,430.0
1903,133.75
1904,285.0
1905,105.0
1906,292.5
1907,60.0
1908,133.75
1909,145.0
1910,12.5
1911,462.5
1912,30.0
1913,117.5
1914,193.75
1915,212.5
1916,480.0
1917,400.0
1918,42.5
1919,355.0
1920,85.0
1921,253.75
1922,265.0
1923,160.0
1924,85.0
1925,300.0
1926,225.0
1927,245.0
1928,218.75
1929,235.0
1930,215.0
1931,185.0
1932,160.0
1933,135.0
1934,335.0
1935,75.0
1936,340.0
1937,332.5
1938,261.25
1939,166.25
1940,181.25
1941,292.5
1942,100.0
1943,162.5
1944,165.0
1945,172.5
1946,172.5
1947,365.0
1948,165.0
1949,172.5
1950,325.0
1951,42.5
1952,328.75
1953,145.0
1954,215.0
1955,120.0
1956,130.0
1957,67.5
1958,205.0
1959,305.0
1960,190.0
1961,90.0
1962,122.5
1963,278.75
1964,245.0
1965,213.75
1966,302.5
1967,398.75
1968,400.0
1969,332.5
1970,248.75
1971,395.0
1972,305.0
1973,153.75
1974,166.25
1975,252.5
1976,147.5
1977,262.5
1978,95.0
1979,235.0
1980,100.0
1981,225.0
1982,232.5
1983,235.0
1984,190.0
1985,27.5
1986,12.5
1987,110.0
1988,207.5
1989,200.0
1990,396.25
1991,30.0
1992,155.0
1993,0.0
1994,345.0
1995,58.75
1996,530.0
1997,255.0
1998,252.5
1999,246.25
2000,50.0
2001,255.0
2002,117.5
2003,280.0
2004,291.25
2005,175.0
2006,182.5
2007,335.0
2008,267.5
2009,70.0
2010,85.0
2011,215.0
2012,223.75
2013,240.0
2014,167.5
2015,120.0
2016,212.5
2017,100.0
2018,350.0
2019,238.75
2020,232.5
2021,305.0
2022,133.75
2023,93.75
2024,23.75
2025,195.0
2026,345.0
2027,277.5
2028,260.0
2029,247.5
2030,110.0
2031,287.5
2032,225.0
2033,218.75
2034,445.0
2035,135.0
2036,357.5
2037,257.5
2038,220.0
2039,112.5
2040,42.5
2041,255.0
2042,165.0
2043,80.0
2044,310.0
2045,186.25
2046,170.0
2047,176.25
2048,262.5
2049,165.0
2050,430.0
2051,152.5
2052,225.0
2053,250.0
2054,33.75
2055,358.75
2056,215.0
2057,150.0
2058,170.0
2059,252.5
2060,210.0
2061,335.0
2062,292.5
2063,45.0
2064,146.25
2065,147.5
2066,280.0
2067,205.0
2068,183.75
2069,75.0
2070,355.0
2071,107.5
2072,145.0
2073,233.75
2074,138.75
2075,222.5
2076,347.5
2077,375.0
2078,100.0
2079,225.0
2080,188.75
2081,225.0
2082,230.0
2083,127.5
2084,342.5
2085,120.0
2086,225.0
2087,322.5
2088,102.5
2089,42.5
2090,121.25
2091,50.0
2092,262.5
2093,325.0
2094,367.5
2095,275.0
2096,222.5
2097,261.25
2098,152.5
2099,170.0
2100,240.0
2101,132.5
2102,220.0
2103,290.0
2104,375.0
2105,191.25
2106,156.25
2107,223.75
2108,173.75
2109,295.0
2110,318.75
2111,57.5
2112,243.75
2113,125.0
2114,30.0
2115,207.5
2116,186.25
2117,152.5
2118,227.5
2119,215.0
2120,275.0
2121,145.0
2122,181.25
2123,215.0
2124,307.5
2125,171.25
2126,28.75
2127,111.25
2128,73.75
2129,242.5
2130,125.0
2131,327.5
2132,230.0
2133,195.0
2134,87.5
2135,260.0
2136,152.5
2137,158.75
2138,190.0
