,p1_sum_stats_last,p2_sum_stats_last
200,970.0,3038.75
201,1062.5,3135.0
202,2126.25,3021.25
203,1572.5,3138.75
204,1730.0,3045.25
205,520.0,2621.25
206,2077.5,3225.5
207,2250.0,3135.0
208,1920.0,3185.5
209,1115.0,3082.0
210,2575.0,2931.75
211,2585.0,3160.25
212,1610.0,3101.25
213,1505.0,3048.75
214,1583.75,2616.5
215,2745.0,3165.0
216,2160.0,3192.75
217,512.5,3047.75
218,2165.0,2572.75
219,1100.0,2630.0
220,1540.0,3242.5
221,2155.0,3041.5
222,580.0,1990.0
223,1426.25,3041.25
224,1635.0,2677.5
225,1366.25,3058.75
226,1426.25,2439.0
227,992.5,3115.25
228,1075.0,2000.0
229,2130.0,2973.0
230,1437.5,3090.0
231,1550.0,3066.75
232,2043.75,3143.25
233,1617.5,2442.5
234,2170.0,2552.75
235,2137.5,2660.0
236,1610.0,3126.75
237,1582.5,3032.75
238,1463.75,2990.0
239,2622.5,3243.75
240,1475.0,2517.5
241,1412.5,2508.75
242,1135.0,3238.75
243,1670.0,3138.0
244,1582.5,3052.5
245,2025.0,2997.5
246,2495.0,2981.25
247,1640.0,3137.5
248,1055.0,2635.0
249,955.0,3105.0
250,2112.5,3156.5
251,2115.0,2475.0
252,977.5,3163.25
253,1607.5,3212.75
254,1452.5,2986.5
255,1020.0,1851.25
256,1030.0,1995.25
257,2593.75,3105.25
258,886.25,3018.75
259,1487.5,2525.0
260,1975.0,2942.75
261,1437.5,3090.0
262,1547.5,3125.0
263,945.0,3041.5
264,2610.0,3180.25
265,1947.5,3192.75
266,580.0,3137.75
267,1688.75,3001.25
268,2002.5,3100.25
269,520.0,3105.25
270,955.0,3181.5
271,1040.0,3140.25
272,1510.0,3040.5
273,1568.75,2973.0
274,2493.75,3008.75
275,1595.0,3142.5
276,1052.5,2680.0
277,1512.5,2808.75
278,1487.5,2440.25
279,1472.5,3008.75
280,540.0,2481.25
281,1078.75,3188.75
282,2456.25,3070.25
283,1030.0,2493.75
284,1607.5,2967.75
285,2573.75,2946.75
286,1003.75,2652.5
287,2090.0,2866.25
288,2030.0,3171.25
289,1932.5,2911.5
290,1595.0,3021.5
291,2067.5,2690.0
292,995.0,3175.0
293,1640.0,2953.75
294,1040.0,3090.0
295,1575.0,3142.5
296,2553.75,3142.75
297,1640.0,3205.0
298,1665.0,3040.25
299,2605.0,2602.5
300,1592.5,3180.0
301,2130.0,3190.5
302,992.5,3228.75
303,1356.25,3077.75
304,1060.0,2552.5
305,1700.0,2655.0
306,2145.0,3202.75
307,1975.0,3160.25
308,2130.0,3046.25
309,2150.0,2903.75
310,1550.0,3097.75
311,1595.0,3140.25
312,1472.5,3085.25
313,2178.75,2969.25
314,545.0,2677.75
315,2055.0,2512.75
316,540.0,2871.5
317,1075.0,3103.75
318,1545.0,3013.75
319,1065.0,3077.75
320,2133.75,2505.0
321,1670.0,3235.0
322,1513.75,3188.75
323,2617.5,3101.5
324,2071.25,2562.5
325,0.0,2570.0
326,1047.5,3166.5
327,1610.0,2892.75
328,1995.0,2882.5
329,1450.0,3040.25
330,2120.0,3162.5
331,1905.0,3094.0
332,495.0,3135.0
333,1407.5,3150.0
334,495.0,2122.75
335,1477.5,2572.5
336,917.5,2967.5
337,2038.75,3160.25
338,1135.0,1481.25
339,1997.5,2621.5
340,1075.0,2065.0
341,2130.0,2970.0
342,1540.0,3042.5
343,1976.25,2440.25
344,2005.0,3302.75
345,2730.0,3032.5
346,2043.75,3161.5
347,1075.0,2487.5
348,1548.75,3170.25
349,1992.5,3070.25
350,2093.75,3018.75
351,2120.0,3189.0
352,1538.75,3104.0
353,1430.0,3056.25
354,2032.5,2642.75
355,1640.0,3038.75
356,2506.25,2937.5
357,1015.0,2506.25
358,1100.0,3246.5
359,2505.0,3051.25
360,992.5,2477.75
361,2170.0,3048.75
362,2123.75,3215.25
363,930.0,3136.5
364,970.0,1560.0
365,2627.5,3194.0
366,2557.5,2645.0
367,520.0,3225.0
368,1535.0,3158.75
369,1570.0,3275.5
370,803.75,3195.0
371,535.0,3085.25
372,1610.0,2950.0
373,1075.0,2635.0
374,1030.0,2763.75
375,1463.75,2692.75
376,968.75,3152.5
377,1100.0,3133.75
378,1595.0,2451.25
379,1060.0,2170.0
380,1582.5,3235.5
381,1640.0,3041.25
382,1595.0,3030.25
383,2115.0,3086.5
384,2708.75,3120.0
385,1635.0,2615.0
386,1463.75,3077.0
387,1537.5,3142.5
388,1490.0,2922.5
389,2081.25,2568.75
390,2165.0,2597.75
391,1640.0,2632.75
392,2070.0,3135.0
393,2576.25,3217.75
394,1497.5,2577.5
395,1923.75,3035.25
396,1497.5,2511.25
397,1583.75,2520.0
398,1451.25,2918.75
399,1040.0,2932.75
400,1537.5,2999.0
401,1598.75,2805.0
402,1575.0,2892.75
403,1615.0,2462.5
404,1120.0,2346.5
405,2068.75,3113.0
406,1598.75,2597.75
407,1655.0,2786.25
408,2555.0,3060.25
409,1455.0,2881.25
410,540.0,3190.0
411,1617.5,2562.75
412,1557.5,3059.0
413,2037.5,3130.0
414,1135.0,2069.0
415,2035.0,3242.5
416,945.0,3120.0
417,1423.75,1932.5
418,1450.0,2527.75
419,1575.0,3088.75
420,2052.5,1935.0
421,2165.0,3247.5
422,3167.5,2921.25
423,3087.5,2890.0
424,2525.0,3066.25
425,1475.0,3127.5
426,2051.25,3262.75
427,1535.0,2012.75
428,1465.0,3160.25
429,1645.0,2472.5
430,1453.75,2576.25
431,1655.0,2662.5
432,3167.5,3190.0
433,1525.0,2622.75
434,2036.25,3172.5
435,1512.5,3058.0
436,873.75,3167.5
437,960.0,2663.75
438,1590.0,2535.0
439,1475.0,3162.5
440,2705.0,3095.25
441,2100.0,3101.25
442,1022.5,2979.0
443,2025.0,3185.25
444,1120.0,3065.0
445,2070.0,3091.5
446,1632.5,2620.0
447,1097.5,2566.5
448,1901.25,3095.0
449,1967.5,3149.25
450,1897.5,3054.0
451,872.5,2978.75
452,2650.0,2577.5
453,1570.0,2991.25
454,1582.5,2976.25
455,0.0,2690.0
456,955.0,3107.5
457,3157.5,3018.75
458,1500.0,3155.75
459,1542.5,3077.75
460,2028.75,2979.0
461,2705.0,2907.5
462,1455.0,2005.0
463,957.5,3185.25
464,1592.5,3066.5
465,1640.0,3086.25
466,2025.0,2996.25
467,1527.5,2886.5
468,2097.5,2125.0
469,1570.0,3215.25
470,920.0,2456.25
471,1445.0,2955.25
472,1730.0,3003.75
473,1025.0,2485.25
474,2086.25,2610.0
475,2683.75,3174.25
476,540.0,2556.25
477,1030.0,2946.5
478,2006.25,2460.0
479,1937.5,2480.25
480,1602.5,3201.5
481,1495.0,2625.0
482,1025.0,3070.5
483,1075.0,3105.0
484,1020.0,3016.75
485,1058.75,2617.75
486,2573.75,3056.5
487,1948.75,3009.0
488,1035.0,2620.0
489,1946.25,3047.75
490,1957.5,3160.25
491,1055.0,2964.0
492,2548.75,3090.25
493,1972.5,3082.75
494,520.0,2467.5
495,2055.0,1958.75
496,1540.0,2445.25
497,2452.5,3010.0
498,1585.0,3180.0
499,2047.5,2478.75
500,1640.0,3005.25
501,858.75,3200.0
502,1040.0,3083.75
503,1015.0,1970.0
504,982.5,2575.0
505,1557.5,2850.25
506,2632.5,3022.75
507,1497.5,2562.5
508,2402.5,2617.5
509,2112.5,3242.5
510,1500.0,3061.75
511,2690.0,2617.5
512,970.0,2733.75
513,1917.5,2622.5
514,1048.75,3051.75
515,2068.75,3077.75
516,2093.75,2835.0
517,1951.25,3135.0
518,1550.0,2055.0
519,2640.0,3136.25
520,1075.0,2441.5
521,2113.75,3062.5
522,2536.25,2445.0
523,1585.0,3173.75
524,615.0,1537.5
525,1120.0,3251.5
526,2047.5,2986.5
527,1948.75,3197.75
528,1451.25,3008.75
529,1916.25,3107.75
530,3147.5,3041.25
531,1437.5,3210.0
532,1525.0,3059.25
533,1568.75,2521.25
534,1615.0,2605.0
535,2077.5,2902.75
536,1033.75,2688.75
537,1512.5,2951.25
538,2117.5,3007.5
539,1055.0,3190.0
540,2030.0,3125.25
541,978.75,3070.25
542,1100.0,3192.5
543,1015.0,2916.75
544,0.0,3161.25
545,1451.25,3186.5
546,1675.0,3065.0
547,2086.25,3197.75
548,1437.5,3020.0
549,1028.75,2931.75
550,2400.0,2995.25
551,1960.0,2488.75
552,955.0,3088.75
553,1025.0,2861.25
554,2660.0,3017.5
555,2255.0,2969.25
556,1115.0,3190.0
557,2530.0,3110.0
558,1527.5,2561.25
559,2077.5,3063.75
560,2197.5,3168.75
561,2122.5,3205.0
562,1015.0,2417.75
563,2088.75,3186.5
564,3025.0,3158.75
565,2042.5,3117.75
566,2097.5,2821.25
567,1542.5,2702.75
568,1640.0,1933.75
569,1550.0,2987.75
570,2088.75,3105.25
571,1100.0,3117.75
572,1015.0,2491.25
573,1420.0,3007.5
574,1075.0,2645.5
575,1578.75,2390.0
576,1530.0,2976.25
577,2080.0,2919.0
578,2082.5,2507.75
579,1397.5,3198.75
580,1100.0,2047.5
581,1508.75,2970.25
582,907.5,2418.75
583,1535.0,3048.75
584,2117.5,2692.5
585,2041.25,3048.75
586,1553.75,2454.0
587,1996.25,3072.75
588,2073.75,3031.5
589,2057.5,2562.75
590,2418.75,3057.75
591,540.0,3036.75
592,1570.0,3081.25
593,1040.0,2585.0
594,1612.5,2983.75
595,1452.5,2460.25
596,1120.0,3073.25
597,1512.5,3008.75
598,1920.0,3076.5
599,1540.0,2598.75
600,1060.0,2597.75
601,2167.5,3085.0
602,1367.5,2705.0
603,2066.25,3300.0
604,485.0,2597.5
605,1475.0,2783.75
606,540.0,3137.75
607,2077.5,3140.25
608,538.75,2588.0
609,1625.0,3052.5
610,2590.0,3111.5
611,1120.0,3086.25
612,1557.5,3148.0
613,2105.0,2655.25
614,2077.5,3088.75
615,2135.0,3032.5
616,1475.0,2640.0
617,1515.0,2600.0
618,2105.0,3182.5
619,1527.5,2617.5
620,2627.5,2983.75
621,520.0,2976.25
622,1587.5,2955.5
623,955.0,2645.0
624,2255.0,3090.0
625,2160.0,2981.25
626,1943.75,2861.5
627,1442.5,2087.5
628,1545.0,2613.75
629,1992.5,3161.5
630,1390.0,3109.0
631,1085.0,2433.75
632,1580.0,3159.0
633,1040.0,2730.0
634,2492.5,2565.25
635,2601.25,3045.25
636,1060.0,2727.75
637,1495.0,2972.5
638,1463.75,3226.25
639,2010.0,2413.75
640,1065.0,2973.75
641,1130.0,2519.25
642,1968.75,3082.75
643,1525.0,2585.25
644,538.75,2654.25
645,2112.5,2685.0
646,2085.0,2407.5
647,520.0,2556.5
648,2073.75,3175.25
649,1512.5,2563.75
650,1958.75,2685.0
651,1595.0,3141.25
652,1982.5,3057.75
653,580.0,2531.5
654,1490.0,2465.0
655,2071.25,2884.25
656,3127.5,2990.25
657,2627.5,3097.5
658,2137.5,2987.5
659,2135.0,3042.5
660,898.75,3102.75
661,2041.25,2680.25
662,448.75,2575.0
663,1750.0,3128.75
664,2075.0,3209.0
665,2423.75,3157.75
666,1535.0,3035.0
667,1962.5,3006.25
668,1557.5,3069.0
669,615.0,3001.25
670,2573.75,3197.75
671,580.0,2652.5
672,1135.0,3045.25
673,1040.0,2652.5
674,1472.5,2611.25
675,1605.0,3230.0
676,1547.5,3010.0
677,1135.0,3146.5
678,0.0,2971.5
679,1035.0,3056.5
680,1595.0,3290.0
681,2025.0,2450.0
682,1680.0,3058.75
683,1670.0,3112.5
684,1987.5,3177.75
685,2508.75,2471.25
686,1465.0,2922.5
687,2055.0,3048.75
688,1403.75,2595.0
689,2018.75,3212.75
690,546.25,2262.75
691,2095.0,2805.0
692,520.0,2505.0
693,1690.0,3097.5
694,1597.5,3055.25
695,2571.25,3007.5
696,2125.0,2670.0
697,2763.75,3059.0
698,1645.0,2429.0
699,1120.0,2500.0
700,2255.0,3205.25
701,2032.5,2531.5
702,922.5,2701.25
703,2240.0,3232.5
704,1597.5,3142.75
705,2195.0,3021.5
706,1585.0,2595.0
707,1640.0,3041.25
708,2795.0,2625.25
709,1975.0,2692.5
710,1130.0,1673.75
711,1620.0,3175.5
712,1510.0,3068.0
713,1923.75,2924.0
714,2070.0,2473.75
715,1542.5,2928.75
716,960.0,3140.0
717,1853.75,2952.75
718,1640.0,2877.5
719,2547.5,2911.5
720,1555.0,3032.5
721,3140.0,3145.0
722,1861.25,3064.0
723,580.0,2545.25
724,1605.0,3064.0
725,1100.0,3297.75
726,1715.0,2837.5
727,2077.5,3081.25
728,1463.75,3007.5
729,1100.0,2082.75
730,1620.0,3156.5
731,1002.5,3016.25
732,1525.0,2871.5
733,2405.0,2896.75
734,1530.0,2621.5
735,1987.5,3026.25
736,2185.0,2904.0
737,1550.0,3100.0
738,1512.5,3096.25
739,1585.0,3065.5
740,1550.0,2876.25
741,1560.0,2470.0
742,2450.0,3001.5
743,450.0,2566.5
744,2615.0,3126.75
745,1542.5,2470.0
746,1497.5,2855.25
747,2477.5,2986.25
748,1493.75,3185.5
749,980.0,3247.5
750,2070.0,2689.25
751,1463.75,3089.0
752,982.5,3055.25
753,1585.0,2600.0
754,1580.0,3220.25
755,2180.0,3070.25
756,1705.0,3075.0
757,2392.5,3142.5
758,2155.0,2542.75
759,2722.5,3063.75
760,2130.0,3070.25
761,1060.0,2635.0
762,1512.5,3135.0
763,1715.0,3053.0
764,2037.5,2087.75
765,3135.0,2946.5
766,1510.0,2564.0
767,1580.0,3006.5
768,520.0,2077.75
769,2135.0,3090.5
770,2077.5,3110.0
771,2555.0,2652.75
772,2067.5,3052.5
773,2022.5,3093.75
774,883.75,2655.0
775,1002.5,2562.75
776,1982.5,2618.0
777,2540.0,2742.75
778,2135.0,3111.75
779,2770.0,3005.0
780,2130.0,2952.5
781,1525.0,3044.0
782,2075.0,3153.75
783,1060.0,3212.5
784,2570.0,3150.25
785,1545.0,3143.25
786,2095.0,3105.25
787,2486.25,3175.25
788,2002.5,2597.5
789,1033.75,3021.25
790,1020.0,2757.75
791,2505.0,2990.25
792,1321.25,3131.25
793,1097.5,3170.0
794,2528.75,3270.0
795,1055.0,2652.5
796,1085.0,3148.75
797,1897.5,3148.0
798,1497.5,2902.5
799,1665.0,3152.75
800,1535.0,3203.0
801,885.0,2630.0
802,2180.0,3200.0
803,1665.0,2991.25
804,2017.5,3231.5
805,1005.0,2677.5
806,1542.5,3014.0
807,935.0,3152.5
808,1055.0,3048.75
809,1097.5,2452.5
810,1547.5,2541.5
811,2030.0,3075.0
812,2027.5,3076.25
813,1900.0,3077.5
814,535.0,2526.25
815,1617.5,3048.75
816,2765.0,3213.25
817,1002.5,2837.5
818,1617.5,3060.25
819,1542.5,2477.5
820,2062.5,2924.0
821,2543.75,3016.5
822,1502.5,2887.5
823,2070.0,2920.0
824,1465.0,3054.75
825,1165.0,2632.75
826,1532.5,3125.0
827,1595.0,3110.0
828,3132.5,2998.75
829,2612.5,2647.5
830,1065.0,2370.0
831,0.0,2587.5
832,1463.75,2984.0
833,1062.5,2946.5
834,1085.0,3212.75
835,1612.5,3081.75
836,540.0,2802.75
837,1055.0,2993.0
838,1002.5,2432.5
839,1557.5,2472.5
840,1602.5,2969.0
841,1901.25,3145.25
842,3043.75,3075.0
843,1065.0,3028.75
844,1908.75,3037.5
845,1500.0,3077.5
846,2097.5,2511.5
847,2615.0,3127.5
848,1557.5,2583.75
849,1075.0,3127.75
850,1665.0,3136.5
851,2621.25,2883.75
852,2228.75,3012.5
853,1110.0,3101.5
854,1135.0,2790.5
855,2652.5,3148.75
856,1560.0,2500.0
857,1040.0,3095.25
858,2481.25,3150.0
859,1655.0,2662.5
860,1527.5,3015.0
861,2120.0,2103.75
862,2016.25,2582.5
863,1560.0,2559.0
864,1503.75,2568.0
865,1062.5,3053.75
866,2080.0,3082.5
867,2100.0,3119.0
868,2175.0,3097.75
869,1055.0,3142.5
870,1560.0,3050.5
871,2440.0,3026.5
872,1195.0,2938.75
873,1535.0,3058.75
874,1931.25,3022.5
875,545.0,3047.5
876,2052.5,2865.0
877,1595.0,3070.5
878,967.5,3045.0
879,2147.5,2896.5
880,1035.0,3007.75
881,1425.0,3035.25
882,2055.0,2963.75
883,1562.5,3151.5
884,1987.5,2640.0
885,1170.0,2043.75
886,2065.0,3075.0
887,470.0,3032.5
888,1505.0,3245.25
889,2642.5,2863.75
890,2027.5,3148.75
891,2548.75,3043.75
892,1005.0,2835.0
893,2097.5,3139.0
894,1881.25,2420.0
895,1607.5,3153.25
896,2730.0,3000.0
897,1550.0,3103.75
898,2580.0,2958.0
899,1911.25,3092.75
900,2017.5,2591.25
901,1017.5,3136.5
902,2097.5,3016.5
903,1640.0,2891.25
904,2052.5,3168.75
905,1863.75,2366.25
906,1058.75,2122.75
907,615.0,2637.5
908,1500.0,2730.0
909,1015.0,3082.5
910,2115.0,3213.75
911,1535.0,2660.0
912,1527.5,3098.75
913,2073.75,3292.75
914,1465.0,3054.0
915,3041.25,3008.75
916,1537.5,3217.75
917,975.0,2523.75
918,2045.0,2567.75
919,1967.5,3310.5
920,2100.0,2472.5
921,2545.0,3077.5
922,1997.5,3066.5
923,1100.0,2931.25
924,2032.5,2752.75
925,2255.0,2958.75
926,1605.0,3158.25
927,962.5,2510.0
928,1982.5,2536.5
929,2750.0,3026.5
930,2615.0,3115.0
931,1700.0,3112.5
932,1040.0,3065.25
933,1135.0,1957.5
934,1517.5,2961.5
935,960.0,3107.5
936,1145.0,3196.0
937,2592.5,2975.25
938,1828.75,2996.25
939,2110.0,3275.0
940,1993.75,3130.5
941,520.0,2970.0
942,1873.75,3190.0
943,1580.0,3119.0
944,2112.5,2969.0
945,1978.75,2445.0
946,1135.0,2965.0
947,1015.0,3058.75
948,1555.0,2426.5
949,1075.0,2575.0
950,2122.5,2973.0
951,1055.0,3072.75
952,1135.0,2032.5
953,1510.0,2085.0
954,2067.5,3152.75
955,1655.0,3103.75
956,363.75,2642.5
957,1535.0,3070.25
958,1620.0,3070.0
959,2650.0,3067.5
960,1487.5,3115.0
961,2193.75,2488.75
962,1570.0,2532.5
963,1033.75,2468.75
964,1110.0,3036.25
965,1065.0,2093.75
966,520.0,2997.75
967,2262.5,3020.0
968,2185.0,3195.0
969,1975.0,2641.25
970,1550.0,3186.75
971,1100.0,3112.75
972,0.0,3140.25
973,858.75,3080.0
974,1450.0,3135.0
975,2076.25,2970.0
976,2080.0,3130.0
977,1677.5,2556.5
978,1130.0,2582.75
979,1525.0,3120.0
980,1015.0,3104.0
981,2478.75,2911.5
982,1465.0,3048.0
983,2657.5,2958.75
984,2437.5,2966.75
985,2620.0,2894.0
986,538.75,2622.75
987,2542.5,3118.75
988,1487.5,3135.25
989,615.0,2667.5
990,2610.0,3045.0
991,2655.0,3107.5
992,1935.0,3162.5
993,1580.0,2517.75
994,1015.0,3125.25
995,2030.0,3118.75
996,467.5,1978.75
997,2530.0,2994.0
998,1055.0,2440.25
999,1972.5,2520.25
1000,1437.5,3090.0
1001,1575.0,2522.75
1002,1075.0,2602.5
1003,1580.0,2875.25
1004,520.0,1961.25
1005,1025.0,3085.0
1006,2135.0,3135.0
1007,1515.0,3044.0
1008,1585.0,2580.25
1009,2577.5,2690.0
1010,1502.5,3115.25
1011,1567.5,2491.25
1012,1918.75,2515.25
1013,1911.25,3034.25
1014,1060.0,2478.75
1015,1568.75,3170.25
1016,1861.25,3017.5
1017,1630.0,3270.0
1018,2585.0,3097.75
1019,1620.0,3020.5
1020,1465.0,3207.75
1021,2097.5,2905.25
1022,1597.5,2772.75
1023,1958.75,3078.75
1024,1035.0,2406.25
1025,1610.0,2711.25
1026,1936.25,3021.25
1027,972.5,3205.0
1028,1597.5,3190.0
1029,1675.0,3093.75
1030,580.0,3092.75
1031,2147.5,3171.5
1032,1986.25,3177.5
1033,1537.5,3018.75
1034,1545.0,2957.5
1035,2090.0,3050.25
1036,472.5,3107.75
1037,933.75,2122.75
1038,2097.5,3004.0
1039,1017.5,2991.5
1040,1075.0,3176.5
1041,2110.0,2595.0
1042,3117.5,3101.5
1043,1040.0,1560.0
1044,977.5,3148.0
1045,955.0,2112.5
1046,872.5,2047.5
1047,1537.5,3117.5
1048,1973.75,3015.0
1049,1057.5,2617.5
1050,3056.25,3151.25
1051,1455.0,2697.5
1052,1052.5,2055.0
1053,1366.25,2462.5
1054,1625.0,2889.0
1055,2092.5,2705.0
1056,2032.5,2995.25
1057,2130.0,3212.5
1058,2225.0,3085.5
1059,2077.5,2188.75
1060,2520.0,3048.75
1061,2145.0,2580.25
1062,2075.0,2572.5
1063,1477.5,2381.25
1064,1520.0,3010.25
1065,1075.0,2512.5
1066,943.75,3137.75
1067,2062.5,3148.75
1068,2571.25,3135.0
1069,1557.5,3069.25
1070,450.0,2910.25
1071,1500.0,2715.0
1072,1070.0,2973.0
1073,2037.5,3092.5
1074,2130.0,2580.25
1075,1120.0,2590.25
1076,1050.0,2450.25
1077,2547.5,2490.25
1078,1537.5,3029.0
1079,1033.75,3016.5
1080,1495.0,2966.25
1081,930.0,3165.0
1082,2685.0,3095.0
1083,1062.5,3126.5
1084,2683.75,3025.0
1085,2031.25,3177.75
1086,1040.0,2308.75
1087,2447.5,3270.0
1088,1465.0,3021.75
1089,2595.0,3055.25
1090,2092.5,3081.25
1091,1427.5,3025.0
1092,2175.0,2570.0
1093,1943.75,3056.25
1094,1060.0,2402.5
1095,2170.0,3054.0
1096,1567.5,2499.25
1097,450.0,2577.75
1098,1441.25,3151.25
1099,2070.0,2470.0
1100,1507.5,2662.75
1101,1047.5,2397.5
1102,1500.0,2572.5
1103,1605.0,2547.5
1104,883.75,2593.75
1105,1690.0,3021.5
1106,1135.0,2532.75
1107,2585.0,3052.75
1108,1002.5,1935.0
1109,520.0,2037.5
1110,1155.0,3001.25
1111,1455.0,2921.25
1112,2120.0,3096.5
1113,1365.0,2980.0
1114,1075.0,2376.25
1115,2067.5,2537.5
1116,2040.0,3135.0
1117,2695.0,3140.0
1118,1055.0,3132.5
1119,1525.0,2520.0
1120,2032.5,2500.0
1121,1135.0,3165.25
1122,2066.25,2972.75
1123,1075.0,3062.75
1124,977.5,1950.0
1125,1500.0,2942.75
1126,1655.0,2651.25
1127,1430.0,3135.0
1128,1645.0,2002.5
1129,1640.0,2508.75
1130,2703.75,2508.75
1131,2743.75,3175.0
1132,470.0,3215.0
1133,1060.0,2657.5
1134,1932.5,2928.75
1135,580.0,3080.0
1136,1508.75,2505.0
1137,1040.0,2542.5
1138,2576.25,2382.5
1139,1500.0,3055.25
1140,520.0,2100.0
1141,967.5,2632.5
1142,1060.0,3139.0
1143,2117.5,3132.75
1144,1040.0,3232.75
1145,2536.25,3140.0
1146,1411.25,2975.5
1147,1595.0,2501.25
1148,1060.0,2532.5
1149,2508.75,3141.25
1150,955.0,2499.0
1151,2477.5,3114.0
1152,1640.0,2990.0
1153,2020.0,2981.5
1154,1605.0,2476.25
1155,858.75,3023.0
1156,1537.5,2539.25
1157,3056.25,3035.0
1158,1371.25,3062.5
1159,1037.5,3225.0
1160,2130.0,2528.75
